org,repo,activity,comments,prs,commits,issues,authors,project,url
kubernetes+kubernetes-incubator,kubernetes+kubernetes.github.io+kargo+helm+test-infra+service-catalog+kops+contrib+community+charts+minikube,13162,9797,1630,919,816,310,Kubernetes,kubernetes.io
Microsoft+dotnet,vscode+roslyn+vsts-tasks+roslyn-project-system+msbuild+vcpkg+vscode-docs,10701,7181,536,1050,1934,182,VS Code,code.visualstudio.com
dotnet,corefx+coreclr+cli+docfx+sdk+docs+core-setup+buildtools,7832,5521,890,785,636,182,dotnet,microsoft.com/net
neveragaindottech,neveragaindottech.github.io,6050,751,2564,2718,17,1272,neveragain.tech,neveragain.tech
elastic,elasticsearch+kibana+beats,5621,3299,634,1145,543,117,Elasticsearch,elastic.co/products/elasticsearch
ansible,ansible+ansible-modules-extras+ansible-modules-core,5564,3707,807,559,491,161,Ansible,ansible.com
docker,docker+docker.github.io,5076,3684,551,383,458,128,Docker,mobyproject.org
angular,angular+material2+protractor+angular.io,4594,3216,385,281,712,73,Angular,angular.io
tgstation,tgstation,4463,3707,443,118,195,36,SS13,tgstation13.org
Automattic,wp-calypso,3844,1590,447,1645,162,104,WP Calypso,developer.wordpress.com/calypso
facebook+reactjs,react-native+react+redux,3769,2972,307,118,372,46,React,facebook.github.io/react-native
NixOS,nixpkgs,3638,2153,517,768,200,212,NixOS,nixos.org
driftyco,ionic+ionic-app-scripts+ionic-native+ionic-starter-super,3306,2290,118,382,516,76,Ionic,ionicframework.com
nodejs,node+nodejs.org,3071,2226,475,200,170,95,Node.js,nodejs.org
tensorflow,tensorflow,3026,2332,199,117,378,67,TensorFlow,tensorflow.org
department-of-veterans-affairs,vets-website+caseflow,2974,1160,229,1394,191,54,Department of Veterans Affairs,va.gov
caskroom,homebrew-cask,2878,627,1096,1093,62,201,Homebrew Cask,caskroom.github.io
fossasia,gci16.fossasia.org+open-event-android,2791,1812,548,267,164,84,fossasia,fossasia.org
facebook,jest+AsyncDisplayKit+osquery+draft-js+reason,2788,1864,292,287,345,71,Facebook,facebook.com
JuliaLang,julia,2701,1876,179,526,120,46,Julia,julialang.org
Microsoft,TypeScript,2677,1955,98,137,487,22,TypeScript,typescriptlang.org
eclipse,che+kura+omr,2664,1434,277,684,269,77,Eclipse,eclipse.org
Homebrew,homebrew-core+homebrew-php+homebrew-science,2536,1476,561,366,133,155,Homebrew,brew.sh
ManageIQ,manageiq,2441,1628,402,375,36,80,ManageIQ,manageiq.org
magento,magento2+devdocs,2431,1719,87,271,354,56,Magento,magento.com/home
,d3athrow/vgstation13,2429,1978,246,46,159,17,vgstation13,github.com/vgstation-coders/vgstation13
joomla,joomla-cms,2423,1807,191,296,129,41,Joomla,joomla.org
cockroachdb,cockroach,2312,1292,212,270,538,25,Cockroach DB,cockroachlabs.com
aspnet,EntityFramework+Docs+Mvc+KestrelHttpServer+EntityFramework6+SignalR,2261,1399,199,385,278,78,ASP.net,asp.net
Azure,azure-quickstart-templates+azure-cli+azure-powershell+azure-rest-api-specs+azure-sdk-for-net+azure-xplat-cli,2249,1340,359,330,220,161,Azure,azure.github.io
home-assistant,home-assistant,2051,1495,253,118,185,23,home-assistant,home-assistant.io
mapbox,mapbox-gl-native+mapbox-gl-js,2010,952,190,645,223,49,Mapbox,mapbox.com
dmlc,mxnet+xgboost,1982,1392,197,80,313,46,Distributed Machine Learning Community,dmlc.github.io
ethcore,parity,1914,503,200,1102,109,20,Parity,github.com/paritytech/parity
hashicorp,terraform,1911,1300,177,129,305,28,HashiCorp Terraform,terraform.io
mitodl,micromasters,1906,767,156,825,158,16,MIT Office of Digital Learning,odl.mit.edu
brave,browser-laptop,1847,1153,86,265,343,24,Brave Software,brave.com
rails,rails+webpacker,1841,1218,228,276,119,68,Ruby on Rails,rubyonrails.org
TrinityCore,TrinityCore,1831,1303,67,253,208,27,TrinityCore,trinitycore.org
ampproject,amphtml,1778,1158,240,207,173,50,AMP Project,ampproject.org
DefinitelyTyped,DefinitelyTyped,1774,1065,462,165,82,125,DefinitelyTyped,definitelytyped.org
realm,realm-java+realm-cocoa+realm-js,1772,1239,62,269,202,38,Realm,realm.io
CleverRaven,Cataclysm-DDA,1771,1343,156,100,172,26,Cataclysm-DDA,en.cataclysmdda.com
saltstack,salt,1728,1180,273,63,212,25,SaltStack,repo.saltstack.com
libretro,RetroArch,1712,734,133,742,103,34,libretro,libretro.com
palantir,blueprint+tslint+atlasdb,1696,822,179,538,157,62,Palantir Technologies,palantir.com
HippieStationCode,HippieStation13,1696,1505,77,33,81,12,HippieStationCode,""
dart-lang,sdk,1627,905,14,458,250,45,Dart,dartlang.org
RocketChat,Rocket.Chat,1622,884,114,426,198,25,RocketChat,""
keybase,client,1613,592,189,766,66,16,Keybase,keybase.io
nextcloud,server,1577,1026,114,236,201,24,Nextcloud,nextcloud.com
grpc,grpc+grpc-java,1571,995,214,182,180,44,GRPC,grpc.io
vmware,vic+clarity+docker-volume-vsphere,1566,939,136,323,168,42,VMware,vmware.github.io
bitcoin,bitcoin,1558,1260,154,91,53,24,bitcoin,""
influxdata,influxdb+telegraf+chronograf,1525,717,137,509,162,65,InfluxData,influxdata.com
Automattic,jetpack,1520,559,157,716,88,50,Automattic Jetpack,jetpack.com
,fchollet/keras,1494,1070,95,93,236,36,fchollet/keras,""
ElemeFE,element,1478,853,108,76,441,14,ElemeFE,""
fastlane,fastlane,1475,1005,110,149,211,26,fastlane,fastlane.tools
ONSdigital,eq-survey-runner,1469,289,118,971,91,17,ONSdigital,""
yarnpkg,yarn,1460,1137,63,63,197,36,yarn,yarnpkg.com
deeplearning4j,deeplearning4j+nd4j+dl4j-examples,1442,542,154,590,156,54,deeplearning4j,""
NativeScript,NativeScript+nativescript-cli+docs,1442,842,133,297,170,50,NativeScript,nativescript.org
PaddlePaddle,Paddle,1424,902,164,152,206,36,PaddlePaddle,""
pingcap,tidb,1414,574,164,615,61,24,PingCAP,github.com/pingcap
RobotLocomotion,drake,1408,1216,89,56,47,18,RobotLocomotion,drake.mit.edu
betaflight,betaflight,1405,999,164,157,85,28,betaflight,""
Baystation12,Baystation12,1401,922,202,159,118,32,Baystation12,""
owncloud,core+client,1396,1086,61,130,119,26,ownCloud,owncloud.org
vaadin,framework,1385,805,157,365,58,20,vaadin,""
PX4,Firmware,1366,872,133,272,89,22,PX4,""
frappe,erpnext+frappe,1342,544,214,382,202,46,frappe,""
mesosphere,marathon+dcos-commons,1334,565,78,545,146,48,Mesosphere,mesosphere.com
CartoDB,cartodb,1321,526,87,550,158,18,CARTO,carto.com
mapsme,omim,1298,739,253,281,25,16,MAPS.ME,maps.me
grafana,grafana,1297,873,69,102,253,16,grafana,""
odoo,odoo,1291,662,238,276,115,52,Odoo,odoo.com
