org,repo,activity,comments,prs,commits,issues,authors,project,url
kubernetes+kubernetes-incubator,kubernetes+kubernetes.github.io+test-infra+ingress+charts+service-catalog+helm+minikube+dashboard+bootkube+kargo+kube-aws+community+heapster,20249,15735,2013,1323,1178,423,Kubernetes,kubernetes.io
dotnet,corefx+coreclr+cli+docs+docfx+core-setup+corefxlab+sdk+corert+core+buildtools,16909,12224,1683,1782,1220,352,dotnet,microsoft.com/net
Microsoft+dotnet,vscode+roslyn+visualfsharp+vcpkg+roslyn-project-system+vscode-docs,13795,9687,710,930,2468,154,VS Code,code.visualstudio.com
angular+angular-ui,angular+angular-cli+material2+material+angular.js+ui-grid+angular.io+tsickle,12472,9070,902,916,1584,168,Angular,angular.io
ethereum,go-ethereum,10701,570,109,43,9979,14,Ethereum,ethereum.org
tgstation,tgstation,8120,6281,799,696,344,64,SS13,tgstation13.org
Microsoft+dotnet,CNTK+pxt+vsts-tasks+WinObjC+msbuild+UWPCommunityToolkit+eShopOnContainers+ApplicationInsights-dotnet-server+BotFramework-WebChat,7891,3533,644,2934,780,185,Microsoft,microsoft.com
facebook+facebookincubator+react-community+reactjs+react-native-community+reactide,react-native+create-react-app+react+create-react-native-app+redux+react-native-elements+reactide,7436,5770,526,350,790,113,React,facebook.github.io/react-native
docker,docker+docker.github.io+compose+containerd+labs,7427,5312,776,539,800,179,Docker,mobyproject.org
Automattic,wp-calypso+wp-e2e-tests,7019,3021,774,2925,299,140,WP Calypso,developer.wordpress.com/calypso
tensorflow,tensorflow+models,6754,5279,378,324,773,188,TensorFlow,tensorflow.org
NixOS,nixpkgs,6209,3437,914,1577,281,243,NixOS,nixos.org
ManageIQ,manageiq+manageiq-ui-classic+integration_tests,5956,3797,1109,976,74,170,ManageIQ,manageiq.org
Azure,azure-cli+azure-rest-api-specs+azure-powershell+acs-engine+autorest+azure-sdk-for-net+sonic-buildimage+azure-quickstart-templates+azure-iot-gateway-sdk+AzureStack-Tools,5735,3361,924,884,566,268,Azure,azure.github.io
mozilla,thimble.mozilla.org+addons-server+addons-frontend+testpilot+brackets+fxa-auth-server+DeepSpeech,5591,3038,386,1692,475,284,Mozilla,mozilla.org
aspnet,EntityFramework+Docs+KestrelHttpServer+Mvc+Razor+SignalR,5314,2902,516,1382,514,137,ASP.net,asp.net
Homebrew,homebrew-core+brew+homebrew-science,5093,2979,988,964,162,290,Homebrew,brew.sh
ansible,ansible+ansibullbot,5043,3353,663,552,475,135,Ansible,ansible.com
google+googlei18n+googledatalab,protobuf+guetzli+gapid+seq2seq+WebFundamentals+oss-fuzz+libphonenumber+pydatalab+trillian+flatbuffers+python-fire,4857,2694,630,1052,481,169,Google,google.com
eclipse,che+omr+kura+jetty.project+kapua,4802,2658,459,1257,428,120,Eclipse,eclipse.org
elastic,elasticsearch+kibana+beats,4559,2930,472,645,512,85,Elasticsearch,elastic.co/products/elasticsearch
