org,repo,activity,comments,prs,commits,issues,authors,project,url
PokemonGoF,PokemonGo-Bot+PokemonGo-Bot-Desktop,15396,12136,726,352,2182,47,PokemonGoF,maps.pikabot.org
Microsoft+dotnet,vscode+roslyn+vsts-tasks+msbuild+vsts-agent+vscode-docs,10098,6803,596,1126,1573,152,VS Code,code.visualstudio.com
angular+AngularClass,angular+angular-cli+material+material2+angular.io+angular.js+angular2-webpack-starter,9949,6895,772,942,1340,170,Angular,angular.io
kubernetes,kubernetes+dashboard+kubernetes.github.io+helm,9746,7840,1022,221,663,88,Kubernetes,kubernetes.io
dotnet,coreclr+corefx+cli+core-docs+docfx+buildtools+corert,8313,5789,875,972,677,201,dotnet,microsoft.com/net
PokemonGoMap,PokemonGo-Map,6399,5296,373,82,648,28,PokemonGoMap,pokemongomap.info
elastic,elasticsearch+kibana+beats+logstash,5681,3880,616,636,549,98,Elasticsearch,elastic.co/products/elasticsearch
ansible,ansible+ansible-modules-core+ansible-modules-extras+ansible-container,5330,3530,592,757,451,224,Ansible,ansible.com
Automattic,wp-calypso,4916,2242,423,2064,187,93,WP Calypso,developer.wordpress.com/calypso
docker,docker+distribution,4790,3806,370,97,517,54,Docker,mobyproject.org
TeamPorcupine,ProjectPorcupine,4749,3804,579,51,315,33,TeamPorcupine,github.com/TeamPorcupine/ProjectPorcupine
NixOS,nixpkgs,4621,2859,560,999,203,198,NixOS,nixos.org
facebook,react-native+react,4590,3671,357,119,443,51,React,facebook.github.io/react-native
ManageIQ,manageiq,4132,2825,721,452,134,86,ManageIQ,manageiq.org
tensorflow,tensorflow+models,3911,3098,210,164,439,101,TensorFlow,tensorflow.org
tgstation,tgstation,3818,3179,395,104,140,28,SS13,tgstation13.org
magento,magento2+devdocs,3417,2630,87,232,468,59,Magento,magento.com/home
hashicorp,terraform,3218,2143,283,419,373,82,HashiCorp Terraform,terraform.io
joomla,joomla-cms,3054,2426,147,350,131,58,Joomla,joomla.org
mozilla,addons-server+learning.mozilla.org+activity-stream+addons-frontend,2821,1492,251,785,293,141,Mozilla,mozilla.org
driftyco,ionic+ionic-native+ionic-site,2818,1546,136,676,460,78,Ionic,ionicframework.com
JuliaLang,julia,2816,2023,203,360,230,45,Julia,julialang.org
Microsoft,TypeScript,2692,1762,143,426,361,21,TypeScript,typescriptlang.org
mapbox,mapbox-gl-native+mapbox-gl-js,2660,1383,189,814,274,55,Mapbox,mapbox.com
vmware,vic+harbor,2636,1696,303,340,297,34,VMware,vmware.github.io
Homebrew,homebrew-core+brew+homebrew-science,2607,1718,542,164,183,76,Homebrew,brew.sh
aspnet,EntityFramework+Mvc+Docs,2465,1591,166,429,279,52,ASP.net,asp.net
facebook,AsyncDisplayKit+rocksdb+reason+osquery,2413,1473,269,513,158,81,Facebook,facebook.com
nodejs,node+nodejs.org,2330,1920,156,92,162,47,Node.js,nodejs.org
ampproject,amphtml+amp-by-example,2297,1512,291,287,207,55,AMP Project,ampproject.org
Automattic,jetpack,2241,883,311,917,130,34,Automattic Jetpack,jetpack.com
keybase,client,2235,1081,218,774,162,19,Keybase,keybase.io
saltstack,salt,2210,1540,373,25,272,12,SaltStack,repo.saltstack.com
grpc,grpc+grpc.github.io,2206,1507,299,254,146,57,GRPC,grpc.io
eclipse,che+kura,2203,1150,173,666,214,43,Eclipse,eclipse.org
symfony,symfony+symfony-docs,2188,1670,234,152,132,64,Symfony,symfony.com
Particular,NServiceBus+docs.particular.net,2180,1032,163,924,61,42,NServiceBus,particular.net/nservicebus
ParadiseSS13,Paradise,2142,1783,211,74,74,12,ParadiseSS13,nanotrasen.se/forum
Azure,azure-powershell+azure-iot-sdks+azure-quickstart-templates+autorest+azure-xplat-cli+azure-rest-api-specs,2074,1174,345,375,180,132,Azure,azure.github.io
broadinstitute,cromwell+hail+gatk+picard,2025,886,210,726,203,55,Broad Institute,broadinstitute.org
influxdata,telegraf+influxdb+kapacitor+docs.influxdata.com,2012,1223,189,358,242,68,InfluxData,influxdata.com
caskroom,homebrew-cask,2010,540,750,621,99,188,Homebrew Cask,caskroom.github.io
CartoDB,cartodb,1996,963,162,632,239,24,CARTO,carto.com
brave,browser-laptop,1987,1116,123,260,488,15,Brave Software,brave.com
cockroachdb,cockroach,1977,1282,203,230,262,25,Cockroach DB,cockroachlabs.com
mantidproject,mantid,1972,566,172,1107,127,45,Mantid,mantidproject.org
department-of-veterans-affairs,vets-website+vets-api,1940,745,181,858,156,40,Department of Veterans Affairs,va.gov
DefinitelyTyped,DefinitelyTyped,1899,961,460,384,94,245,DefinitelyTyped,definitelytyped.org
dmlc,mxnet+xgboost,1855,1353,115,84,303,50,Distributed Machine Learning Community,dmlc.github.io
servo,servo,1841,1464,183,53,141,18,The Servo Browser Engine,servo.org
atom,atom,1837,1088,72,458,219,23,Atom,atom.io
PowerShell,PowerShell+PowerShell-Docs,1828,1334,158,148,188,69,PowerShell,microsoft.com/powershell
rails,rails,1821,1268,219,204,130,70,Ruby on Rails,rubyonrails.org
fastlane,fastlane,1769,1324,121,127,197,31,fastlane,fastlane.tools
openshift,openshift-docs+openshift-ansible,1734,1143,272,266,53,55,OpenShift,openshift.com
odoo,odoo,1698,836,285,463,114,75,Odoo,odoo.com
mattermost,platform+docs,1658,801,257,560,40,38,Mattermost,mattermost.org
Microsoft,BotBuilder,1613,1204,14,120,275,23,Microsoft BotBuilder,botframework.com
yogstation13,yogstation,1588,1175,165,144,104,29,Yogstation13,yogstation.net
pingcap,tidb+tikv,1543,656,173,664,50,30,PingCAP,github.com/pingcap
npm,npm,1512,1146,18,81,267,14,npm,npmjs.com
home-assistant,home-assistant,1505,963,271,163,108,30,home-assistant,home-assistant.io
TrinityCore,TrinityCore,1487,938,76,358,115,37,TrinityCore,trinitycore.org
eslint,eslint,1454,1133,71,129,121,29,eslint,eslint.org
meteor,meteor,1438,1168,33,85,152,11,Meteor,meteor.com
HippieStationCode,HippieStation13,1403,1223,59,50,71,18,HippieStationCode,github.com/HippieStationCode/HippieStation13
bitcoin,bitcoin,1387,1171,154,25,37,14,bitcoin,""
iTXTech,Genisys,1377,1067,77,63,170,17,iTXTech,""
RocketChat,Rocket.Chat,1374,856,92,235,191,40,RocketChat,rocket.chat
owncloud,core,1374,1021,80,141,132,18,ownCloud,owncloud.org
realm,realm-java,1341,902,63,277,99,15,Realm,realm.io
electron,electron,1319,804,112,163,240,19,electron,""
palantir,atlasdb+tslint,1313,608,149,488,68,40,Palantir Technologies,palantir.com
ARMmbed,mbed-os,1304,982,149,85,88,37,ARMmbed,""
EFForg,https-everywhere,1295,619,513,98,65,21,EFForg,""
frappe,erpnext+frappe,1280,520,195,353,212,39,frappe,""
ethcore,parity,1269,463,148,555,103,16,Parity,github.com/paritytech/parity
nextcloud,server,1264,847,108,173,136,21,Nextcloud,nextcloud.com
ArduPilot,ardupilot+ardupilot_wiki,1244,820,153,215,56,61,ArduPilot,""
prestodb,presto,1240,866,157,140,77,35,prestodb,""
attic-labs,noms,1239,830,145,156,108,20,attic-labs,""
AusDTO,gov-au-beta,1217,490,122,585,20,12,Digital Transformation Office,dta.gov.au
PX4,Firmware,1205,734,131,256,84,19,PX4,""
metabase,metabase,1194,625,75,352,142,13,metabase,""
wordpress-mobile,WordPress-iOS+WordPress-Android,1185,501,101,490,93,24,WordPress-mobile,make.wordpress.org/mobile
duckduckgo,zeroclickinfo-goodies+zeroclickinfo-fathead+zeroclickinfo-spice,1184,770,143,174,97,51,duckduckgo,""
serverless,serverless,1167,827,77,121,142,13,Serverless Framework,serverless.com
woothemes,woocommerce,1153,606,85,285,177,36,woothemes,""
CleverRaven,Cataclysm-DDA,1145,743,162,111,129,24,Cataclysm-DDA,en.cataclysmdda.com
scikit-learn,scikit-learn,1140,965,94,19,62,11,scikit-learn,""
chef,chef+inspec,1139,489,115,449,86,37,Chef,chef.io/chef
OfficeDev,office-ui-fabric-react+office-js-docs+PnP-Sites-Core+microsoft-graph-docs,1100,367,265,392,76,81,OfficeDev,""
airbnb,caravel+react-dates,1097,625,111,236,125,30,Airbnb,airbnb.io
mapsme,omim,1091,601,228,206,56,19,MAPS.ME,maps.me
hashicorp,nomad,1080,489,128,408,55,27,HashiCorp Nomad,nomadproject.io
libretro,RetroArch,1073,462,104,437,70,24,libretro,libretro.com
mamedev,mame,1070,413,169,469,19,44,mamedev,""
openssl,openssl,1055,634,113,274,34,27,openssl,""
coreos,rkt+coreos-kubernetes,1054,814,101,53,86,27,CoreOS,coreos.com
voidlinux,void-packages,1050,327,111,565,47,45,The Void distribution,voidlinux.eu
betaflight,betaflight,1049,764,140,45,100,12,Betaflight,github.com/betaflight/betaflight/releases
influunt,influunt,1033,255,125,468,185,12,influunt,""
NativeScript,NativeScript+nativescript-cli,1031,695,57,153,126,27,NativeScript,nativescript.org
flutter,flutter,1029,599,161,148,121,17,flutter,""
yiisoft,yii2,1022,596,229,70,127,19,yiisoft,""
galaxyproject,galaxy,1022,714,126,121,61,21,galaxyproject,""
YetiForceCompany,YetiForceCRM,1021,428,13,417,163,12,YetiForceCompany,""
LLNL,spack,1013,705,146,71,91,21,LLNL,""
ant-design,ant-design-mobile,1010,417,65,411,117,16,Ant Design,ant.design
TheUnnameOrganization,RocketBot,1010,559,50,128,273,13,TheUnnameOrganization,""
librenms,librenms,1006,603,206,80,117,18,librenms,""
rcbops,rpc-openstack,1000,764,70,131,35,19,rcbops,""
alibaba,weex,996,447,106,344,99,31,alibaba,""
idaholab,moose,988,586,120,176,106,25,idaholab,""
OpenRA,OpenRA,985,760,76,74,75,19,OpenRA,""
koding,koding,977,273,135,496,73,13,koding,""
auth0,docs,974,496,196,232,50,46,auth0,""
mlr-org,mlr,974,502,83,352,37,27,mlr-org,""
JabRef,jabref,973,608,75,213,77,20,JabRef,""
ESMCI,cime,951,605,92,163,91,17,ESMCI,""
coala-analyzer,coala+coala-bears,946,621,101,156,68,36,coala-analyzer,""
Baystation12,Baystation12,941,585,149,127,80,23,Baystation12,baystation12.net
openscholar,openscholar,935,493,49,319,74,11,openscholar,""
Sylius,Sylius,929,526,153,126,124,31,Sylius,""
HabitRPG,habitrpg,925,675,61,141,48,18,HabitRPG,""
