org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,363116,300494,75123,62622,75123,3839,Linux,kernel.org
kubernetes+kubernetes-incubator+kubernetes-client+kubernetes-csi,kubernetes+test-infra+website+kops+community+ingress-nginx+cri-o+kubespray+minikube+service-catalog+kubernetes.github.io+dashboard+kubeadm+autoscaler+external-storage+kube-aws+features+ingress+cri-containerd+heapster+external-dns+bootkube+ingress-gce+kube-deploy+kube-state-metrics+kompose+kubectl+java+cri-tools+cluster-registry+release+kube-arbitrator+examples+sig-release+csharp+client-go+kubernetes-anywhere+frakti+dns+descheduler+client-python+apiserver-builder+drivers+node-feature-discovery+external-provisioner+csi-test+rktlet+javascript+steering+external-attacher+kubernetes-docs-cn+cloud-provider-azure++kubernetes-docs-zh+org+kubernetes-docs-ko+kube-ui+kubernetes-docs-ja+flex-provisioner+external-provisioner-csi+application-images++cloud-provider-openstack+kubernetes-bootcamp+cloud-provider-vsphere+cloud-provider-aws+common+md-check+community+sample-controller+livenessprobe+external-attacher-csi+external-snapshotter+kubernetes-csi.github.io+go-base+nfs-provisioner+cloud-provider-gcp+ruby+ip-masq-agent+kube-mesos-framework+code-generator+kubernetes-template-project+resources+python+typescript+go+spartakus+cluster-proportional-vertical-autoscaler+federation+apiextensions-apiserver+api+reference-docs+apimachinery+kube-aggregator+haskell+custom-metrics-apiserver+apiserver+cluster-capacity+cluster-proportional-autoscaler+sample-apiserver+metrics+publishing-bot+driver-registrar+gengo+repo-infra+git-sync+node-problem-detector+utils+python-base+metrics-server+contrib+perf-tests+kube-openapi+docs+gen+k8s.io,319291,231746,47657,12995,26895,2097,Kubernetes,kubernetes.io
nodejs,node+i18n+build+TSC+docker-node+community-committee+nodejs.org+modules+security-wg+node-gyp+node-chakracore+node-addon-api+admin+diagnostics+node-core-utils+citgm+benchmarking+Release+node-v8+nan+summit+user-feedback+llnode+mentorship+nodejs-ko+website-redesign+github-bot+readable-stream,114482,72963,13215,19004,9300,1301,Node.js,nodejs.org
cloudfoundry,cf-deployment+bosh+uaa+cli+cloud_controller_ng+bosh-bootloader+diego-release+java-buildpack+bosh-cli+garden-runc-release+cf-java-client+cf-networking-release+bosh-deployment+loggregator+docs-bosh+bosh-linux-stemcell-builder+php-buildpack+cf-acceptance-tests+nodejs-buildpack+loggregator-release+bosh-agent+bosh-dns-release+docs-dev-guide+cf-release+uaa-release+staticfile-buildpack+cf-deployment-concourse-tasks+capi-release+syslog-release+bosh-deployment-resource+postgres-release,33524,8573,3098,18552,3301,844,Cloud Foundry,cloudfoundry.org
prometheus,prometheus+alertmanager+node_exporter+docs+tsdb+blackbox_exporter+snmp_exporter+client_java+client_golang+jmx_exporter+client_python+mysqld_exporter+statsd_exporter+pushgateway+prometheus.github.io+talks+busybox+demo+test-infra+prometheus_api_client_ruby+demo-site+memcached_exporter+influxdb_exporter+nagios_plugins+client_model+prom2json+prombench+graphite_exporter+collectd_exporter+golang-builder+consul_exporter+client_ruby+haproxy_exporter+cloudwatch_exporter+common+promu+procfs,28210,16876,4424,3084,3826,563,Prometheus,prometheus.io
kubernetes+kubernetes-helm+helm,charts+helm+monocular+chartmuseum+helm+helm-www+charts+chart-testing+chartmuseum+chart-testing+monocular+community+rudder-federation+community,37989,26142,6967,1564,3316,543,Helm,helm.sh
grpc+grpc-ecosystem,grpc+grpc-java+grpc-go+grpc-node+grpc-gateway+grpc-swift+grpc.github.io+go-grpc-middleware+polyglot+grpc-web+grpc-dart+++grpc-haskell+grpc-experiments+homebrew-grpc+grpc-php+grpc-httpjson-transcoding+java-grpc-prometheus+grpc-java-api-checker+grpc-contrib+grpc-opentracing+grpc-docker-library+grpc-proto+awesome-grpc+go-grpc-prometheus+proposal,44967,24864,9790,4372,5941,522,gRPC,grpc.io
cncf+crosscloudci,landscape+k8s-conformance+toc+cross-cloud+artwork+wg-serverless+servicedesk+svg-autocrop+fluentd-configuration+ci_status_repository+onap-ciservice+devstats-website+gha2pg+contribute+hnanalysis+enduser+build+artwork+cluster+filterable-landscape+wg-storage+demo+coredns-configuration+prometheus-configuration+crosscloudci-trigger+cross-project+curriculum+awards+crosscloudci+cross-project+kubernetes-configuration+onap-so-configuration+linkerd-configuration+ci-dashboard+velocity+apisnoop+cnfs+foundation+gha2db+meetups+wg-ci+wg-networking+onap-demo+cncf-configuration+cross-cloud+ambassadors+devstats+soc+presentations+gitdm,14798,4488,1952,6820,1538,366,CNCF,www.cncf.io
zephyrproject-rtos,zephyr,29863,15573,7934,3444,2912,310,Zephyr,www.zephyrproject.org
automotive-grade-linux,docs-agl,7754,1812,906,4189,847,292,AGL,www.automotivelinux.org
hyperledger,iroha+composer+indy-sdk+burrow+quilt+caliper+composer-tools+education-cryptomoji+composer-sample-networks,25877,6579,6550,8942,3806,288,Hyperledger,hyperledger.org
envoyproxy+lyft,envoy+data-plane-api+envoy+go-control-plane++artwork+control-plane+envoybot+envoy-tools+java-control-plane+envoy-filter-example+envoyproxy.github.io,21500,10409,4617,4766,1708,270,Envoy,github.com/envoyproxy
fluent,fluent-bit+fluentd+fluentd-docs+fluentd-kubernetes-daemonset+fluent-plugin-kafka+fluent-logger-python+fluentd-docker-image+fluent-plugin-rewrite-tag-filter+fluent-logger-node+fluent-plugin-s3+fluent-logger-java+fluent-logger-scala+data-collection+fluent-plugin-multiprocess+fluentd-forwarder+fluent-plugin-flume+fluent-plugin-scribe+fluent-bit-website+fluent-plugin-windows-eventlog+fluent-logger-perl+fluent-plugin-splunk+fluentd-ui+fluent-plugin-grok-parser+fluent-bit-go+NLog.Targets.Fluentd+fluent-bit-kubernetes-daemonset+fluent-logger-php+fluentd-benchmark+fluent-bit-packaging+fluent-logger-ruby+kafka-connect-fluentd+fluent-plugin-mongo+fluent-bit-docker-image+fluent-plugin-webhdfs+fluent-bit-kubernetes-logging+fluent-plugin-sql+fluent-logger-golang+fluent-plugin-prometheus+fluentd-website+fluent-bit-docs,8755,4214,1546,1586,1409,194,Fluentd,fluentd.org
jaegertracing+uber,jaeger+jaeger-client-java+jaeger-ui+jaeger-client-node+jaeger-client-python+jaeger+jaeger-client-go+jaeger-kubernetes+documentation+jaeger-client-csharp+jaeger-openshift+jaeger-client-cpp++cpp-client-hunter-cache+jaeger-client-javascript+go-repo-move-test+jaeger-analytics+xdock-zipkin-brave+artwork+cpp-client+jaeger-performance+legacy-client-java+spark-dependencies+jaeger-lib+jaeger-idl,11174,5480,2195,2075,1424,161,Jaeger,jaeger.readthedocs.io/en/latest
nats-io,nats-site+nats-top+latency-tests+nats+ts-nats+nats-on-a-log+graft+nats-general+js-nuid+node-nuid+nats-streaming-operator+nats-connector-redis+nats-connector-framework+nats-docker+go-nats-examples+nkeys+nuid+cnats+pure-ruby-nats+nats-streaming-docker+roadmap+elixir-nats+prometheus-nats-exporter+csharp-nats-streaming+nginx-nats+ruby-nats-streaming+java-nats-streaming+node-nats-streaming+asyncio-nats-streaming+ruby-nats+node-nats+nats-operator+go-nats-streaming+java-nats+nats-streaming-server+asyncio-nats+csharp-nats+python-nats+docker-docs+go-nats+official-images+gnatsd,6479,2331,1355,1853,940,135,NATS,nats.io
opentracing,opentracing-java+opentracing-cpp+opentracing-csharp+opentracing.io+opentracing-php+specification+opentracing-objc+contrib+opentracing-lua+lua-bridge-tracer+opentracing-java-v030+basictracer-csharp+documentation+basictracer-javascript+opentracing-c+opentracing-rust+basictracer-go+basictracer-python+opentracing-ruby+opentracing-python+opentracing-javascript+opentracing-go,4557,2688,860,619,390,128,OpenTracing,opentracing.io
Samsung,TizenRT,10954,6425,3133,1297,99,127,Tizen,www.tizen.org
containerd+docker,containerd+cri+cri-containerd++project+containerd+ttrpc+fifo+btrfs+typeurl+zfs+aufs+go-cni+console+go-runc+cgroups+continuity,10527,6087,2414,1121,905,126,containerd,containerd.io
coreos,etcd,10128,5834,1733,1187,1374,124,etcd,coreos.com/etcd
iovisor,bcc+gobpf,4003,2207,875,523,398,120,IO Visor,www.iovisor.org
letsencrypt,boulder+website+pebble,5313,1543,1408,1517,845,104,Let's Encrypt,letsencrypt.org
coredns,coredns+deployment+distributed+policy+client+forward+release+perf-tests+presentations+unbound+fallback+example+ci+kubernetai+coredns.io,9149,4472,1892,1796,989,95,CoreDNS,coredns.io
linkerd,linkerd+linkerd2+k8s-community-cluster+rustup-nightly-docker+tacho+linkerd2-proxy-api+linkerd-inject+namerctl+linkerd-viz+linkerd2-proxy+linkerd-tcp+linkerd-zipkin+linkerd-examples,5058,2246,895,1265,652,91,Linkerd,linkerd.io
