org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,323625,255891,63972,67734,63972,3809,Linux kernel,kernel.org
DefinitelyTyped,DefinitelyTyped,24564,13603,5647,4195,1119,2001,DefinitelyTyped,definitelytyped.org
kubernetes+kubernetes-incubator,kubernetes+kubernetes.github.io+test-infra+contrib+helm+minikube+dashboard+kops+charts+service-catalog,143608,112200,15218,6502,9688,1383,Kubernetes,kubernetes.io
Azure,azure-powershell+azure-cli+azure-webjobs-sdk-script+azure-quickstart-templates+azure-rest-api-specs+azure-iot-sdks+autorest+azure-sdk-for-net+azure-xplat-cli,49560,29258,7092,8513,4697,1381,Azure,azure.github.io
caskroom,homebrew-cask,24460,6395,9814,7127,1124,1308,Homebrew Cask,caskroom.github.io
angular+AngularClass+angular-fullstack+angular-ui,angular+angular-cli+material2+material+angular.io+angular.js+angularfire2+angular2-webpack-starter+generator-angular-fullstack+ui-grid,115205,81671,8347,8165,17022,1219,Angular,angular.io
ansible,ansible+ansible-modules-core+ansible-modules-extras,57373,38604,7286,6423,5060,1215,Ansible,ansible.com
dotnet,corefx+coreclr+cli+docfx+core-docs+wcf+sdk+corert+core-setup,126541,91409,12631,12724,9777,1109,dotnet,microsoft.com/net
Homebrew,homebrew-core+brew+homebrew-science+homebrew-php,39165,23612,8428,4684,2441,1099,Homebrew,brew.sh
docker,docker+docker.github.io+compose+swarmkit+distribution+swarm+notary,83568,62734,7196,5223,8415,1029,Docker,mobyproject.org
facebook+facebookincubator+react-community+airbnb,react-native+react+AsyncDisplayKit+create-react-app+jest+osquery+rocksdb+react-navigation+draft-js+reason+react-native-maps,103429,76886,9177,6758,10608,1025,React,facebook.com
NixOS,nixpkgs,53112,31752,7572,11220,2568,1025,NixOS,nixos.org
mozilla,addons-server+testpilot+addons-frontend+pdf.js+activity-stream+fxa-content-server+tofino+thimble.mozilla.org+learning.mozilla.org+fxa-auth-server,62874,33671,5341,16813,7049,918,Mozilla,mozilla.org
Microsoft+dotnet,vscode+roslyn+vsts-tasks+msbuild+roslyn-project-system+vsts-agent+vcpkg+vscode-go,132323,89997,7754,12815,21757,739,VS Code,code.visualstudio.com
tensorflow,tensorflow+models,49209,38753,3027,1873,5556,738,TensorFlow,tensorflow.org
driftyco,ionic+ionic-app-scripts+ionic-native+ionic-site,38837,23883,1467,7546,5941,601,Ionic,ionicframework.com
elastic,elasticsearch+kibana+logstash+beats+elasticsearch-net,72621,46200,7828,10943,7650,516,Elasticsearch,elastic.co/products/elasticsearch
aspnet,EntityFramework+Docs+Mvc+KestrelHttpServer,41007,25611,3063,7971,4362,509,ASP.net,asp.net
magento,magento2+devdocs,36367,27505,1140,2990,4732,453,Magento,magento.com/home
hashicorp,terraform,32191,20692,3148,4622,3729,440,Terraform,terraform.io
dmlc,mxnet+xgboost,22477,15706,1858,1627,3286,434,DMLC,dmlc.github.io
odoo,odoo,19512,10074,3142,4788,1508,409,Odoo,odoo.com
,PokemonGo-Bot+Ar1i/PokemonGo-Bot,60304,47154,2574,2901,7675,409,PokemonGoF,maps.pikabot.org
rails,rails,19736,13404,2664,2178,1490,409,Ruby on Rails,rubyonrails.org
Automattic,wp-calypso,58986,27491,5758,23134,2603,376,WP Calypso,developer.wordpress.com/calypso
nodejs,node,30592,24457,2445,1701,1989,375,Node.js,nodejs.org
fossasia,open-event-orga-server+gci16.fossasia.org+open-event-android+open-event-webapp,21941,12243,3657,3930,2111,367,fossasia,fossasia.org
ocaml,opam-repository,8334,3232,2622,2372,108,346,OPAM,opam.ocaml.org
eclipse,che+smarthome+jetty.project+kura+omr,43739,23564,4058,11818,4299,342,Eclipse,eclipse.org
openshift,openshift-ansible+openshift-docs,21324,13798,3506,3353,667,341,OpenShift,openshift.com
webpack,webpack+webpack.js.org,16890,11797,1460,1835,1798,324,webpack,github.com/webpack
,fchollet/keras,18283,13070,1114,1145,2954,313,fchollet/keras,""
,vsouza/awesome-ios,4424,2214,701,1336,173,307,vsouza/awesome-ios,""
cloudfoundry,bosh+cf-release,7745,2449,282,4571,443,296,Cloud Foundry,cloudfoundry.org
w3c,web-platform-tests,7866,3857,1810,1951,248,278,W3C Platform Tests,irc.w3.org/?channels=testing
fpco,stackage,4592,2121,780,1416,275,275,Hackage,stackage.org
PowerShell,PowerShell+PowerShell-Docs,11547,7279,1379,1712,1177,268,PowerShell,microsoft.com/powershell
openwrt,packages,8126,5078,1331,1382,335,268,OpenWrt,openwrt.org
joomla,joomla-cms,33544,25995,2045,3842,1662,265,Joomla,joomla.org
ManageIQ,manageiq,41641,28803,6924,4978,936,254,ManageIQ,manageiq.org
fastlane,fastlane,21002,15366,1538,1644,2454,254,fastlane,fastlane.tools
JuliaLang,julia,32611,22671,2322,5406,2212,248,Julia,julialang.org
FreeCodeCamp,FreeCodeCamp,19329,13847,1146,1006,3330,247,FreeCodeCamp,""
bioconda,bioconda-recipes,9691,4185,2640,2613,253,238,bioconda,bioconda.github.io
auth0,docs,7990,2440,2241,2854,455,235,Auth0,auth0.com
systemd,systemd,11493,8149,1330,820,1194,235,systemd,freedesktop.org/wiki/Software/systemd
voidlinux,void-packages,14320,4508,1549,7691,572,235,The Void distribution,voidlinux.eu
chef,chef+inspec,10802,5151,1058,3775,818,231,Chef,chef.io/chef
ampproject,amphtml,21225,14184,2581,2288,2172,230,AMP,ampproject.org
