org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,376600,308123,77030,68477,77030,4014,Linux,kernel.org
kubernetes+kubernetes-incubator+kubernetes-client+kubernetes-csi,kubernetes+test-infra+website+community+kops+ingress-nginx+kubespray+cri-o+service-catalog+minikube+autoscaler+kubeadm+external-storage+dashboard+kube-aws+ingress-gce+external-dns+features+kubectl+kube-deploy+perf-tests+cloud-provider-openstack+sig-release+heapster+kube-state-metrics+bootkube+java+cluster-registry+cri-containerd+kompose+release+kube-arbitrator+client-go+federation+cri-tools+csharp+python+contrib+org+metrics-server+external-provisioner+examples+kubernetes-anywhere+descheduler+dns+node-feature-discovery+csi-test+drivers+javascript+node-problem-detector+frakti+cloud-provider-vsphere+steering+external-attacher+kubernetes-docs-ko+driver-registrar+apiserver-builder+kubernetes-docs-cn+apiextensions-apiserver+sample-apiserver+sample-controller+publishing-bot+kube-openapi+kube-aggregator+kubernetes-docs-zh+k8s.io+cloud-provider-gcp+gengo+apiserver+external-snapshotter+cloud-provider-azure+python-base+docs+utils+repo-infra+code-generator+apimachinery+gen+git-sync+kubernetes-docs-ja+client-python+api+haskell+custom-metrics-apiserver+reference-docs+metrics+rktlet+kubernetes-bootcamp+kubernetes-template-project+typescript+go+ip-masq-agent+cloud-provider-aws+enhancements+livenessprobe+cluster-proportional-autoscaler+ruby+cluster-capacity+csi-lib-iscsi++spartakus+cloud-provider-alibaba-cloud+go-base+kubernetes-csi-migration-library+kubernetes-csi.github.io+resources+csi-api+cli-runtime+kube-mesos-framework+common+cluster-bootstrap+community+csi-lib-fc+sample-cli-plugin+cluster-proportional-vertical-autoscaler+external-attacher-csi+nfs-provisioner+application-images+cloud-provider+kube-controller-manager+flex-provisioner++kubelet+kube-proxy+kube-scheduler,404543,308381,41576,29781,24811,3734,Kubernetes,kubernetes.io
kubernetes+helm+kubernetes-helm,charts+charts+helm+helm+chartmuseum+monocular+monocular+helm-www+community+chart-testing+community+chartmuseum+github-webhook-dco-labeler+hub+query-store-quay-logs+chart-testing+rudder-federation+pull-sizer+repo-audit+charts-check-pr-title,52334,37421,6968,4136,3809,1398,Helm,helm.sh
nodejs,node+i18n+build+modules+node-chakracore+nodejs.org+docker-node+TSC+community-committee+security-wg+node-gyp+admin+node-addon-api+diagnostics+node-core-utils+summit+Release+user-feedback+citgm+nodejs-ko+node-v8+llnode+nan+website-redesign+benchmarking+mentorship+readable-stream+promise-use-cases+github-bot,143657,93900,13603,26886,9268,1312,Node.js,nodejs.org
cloudfoundry,cf-deployment+bosh+cli+cloud_controller_ng+uaa+bosh-bootloader+capi-release+diego-release+cf-networking-release+bosh-cli+java-buildpack+docs-bosh+bosh-linux-stemcell-builder+bosh-deployment+php-buildpack+docs-dev-guide+cf-acceptance-tests+loggregator-release+bosh-agent+nodejs-buildpack+routing-release+bosh-dns-release+cf-mysql-release+log-cache+cf-deployment-concourse-tasks+loggregator+syslog-release+bosh-deployment-resource+bosh-azure-cpi-release,32253,8441,2783,17964,3065,815,Cloud Foundry,cloudfoundry.org
prometheus,prometheus+alertmanager+node_exporter+docs+tsdb+client_golang+snmp_exporter+client_java+client_python+blackbox_exporter+jmx_exporter+prombench+mysqld_exporter+statsd_exporter+cloudwatch_exporter+pushgateway+procfs+common+haproxy_exporter+graphite_exporter+client_ruby+golang-builder+promu+memcached_exporter+consul_exporter+prom2json+influxdb_exporter+collectd_exporter+client_model+nagios_plugins+test-infra+busybox+prometheus_api_client_ruby+talks+demo+demo-site+prometheus.github.io,34941,23615,4558,3029,3743,578,Prometheus,prometheus.io
grpc+grpc-ecosystem,grpc+grpc-java+grpc-go+grpc-node+grpc-gateway+grpc-swift+grpc.github.io+grpc-web+go-grpc-middleware+grpc-dart+polyglot+proposal+go-grpc-prometheus+grpc-proto+grpc-java-api-checker+grpc-experiments+awesome-grpc+grpc-docker-library+grpc-opentracing+grpc-health-probe+grpc-httpjson-transcoding+grpc-php+homebrew-grpc+java-grpc-prometheus+grpc-contrib++grpc-haskell+,70291,50746,9550,4280,5716,536,gRPC,grpc.io
cncf+crosscloudci,devstats+landscape+k8s-conformance+toc+cross-cloud+artwork+apisnoop+wg-serverless+gitdm+cnfs+cncf-configuration+crosscloudci+cluster+velocity+soc+cross-cloud+cross-project+ambassadors+presentations+filterable-landscape+onap-demo+coredns-configuration+cross-project+devstats-example+contribute+kubernetes-configuration+prometheus-configuration+foundation+curriculum+fluentd-configuration+meetups+devstats-website+ci-dashboard+onap-so-configuration+linkerd-configuration+awards+ci_status_repository+wg-storage+wg-ci+envoy-configuration+wg-networking+build+crosscloudci-trigger+servicedesk+artwork+hnanalysis+demo+svg-autocrop+onap-ciservice,16678,5182,2365,7609,1522,435,CNCF,www.cncf.io
zephyrproject-rtos,zephyr,53605,38536,8136,3482,3451,324,Zephyr,www.zephyrproject.org
hyperledger,iroha+composer+indy-sdk+burrow+sawtooth-next-directory+caliper+quilt+education-cryptomoji+education+composer-tools+composer-sample-networks+composer-sample-applications,35489,15817,6540,9382,3750,324,Hyperledger,hyperledger.org
envoyproxy,envoy+data-plane-api+envoy-filter-example+go-control-plane+java-control-plane+envoyproxy.github.io+envoy-perf+envoybot+envoy-tools++katacoda-scenarios,39813,28018,4760,5177,1858,294,Envoy,github.com/envoyproxy
fluent,fluent-bit+fluentd+fluentd-docs+fluentd-kubernetes-daemonset+fluent-logger-python+fluent-plugin-kafka+fluentd-docker-image+fluent-logger-node+fluentd-ui+fluent-bit-docs+fluent-bit-kubernetes-logging+fluent-plugin-s3+fluent-plugin-grok-parser+fluentd-website+fluent-plugin-rewrite-tag-filter+fluent-plugin-prometheus+fluent-plugin-sql+NLog.Targets.Fluentd+fluent-plugin-mongo+fluent-bit-docker-image+kafka-connect-fluentd+fluent-plugin-webhdfs+fluent-logger-golang+fluent-bit-go+fluent-logger-ruby+fluent-logger-java+fluent-logger-php+fluent-plugin-splunk+fluent-bit-packaging+fluent-logger-perl+fluent-bit-kubernetes-daemonset+fluentd-docs-gitbook+fluentd-benchmark+fluent-plugin-windows-eventlog+fluent-logger-scala+data-collection+fluent-plugin-multiprocess+fluent-plugin-scribe+fluentd-forwarder+fluentbit-dashboard+fluent-bit-website,9764,4925,1708,1616,1517,220,Fluentd,fluentd.org
automotive-grade-linux,docs-agl,8350,4226,1055,2113,980,195,AGL,www.automotivelinux.org
jaegertracing,jaeger+jaeger-client-java+jaeger-ui+jaeger-client-node+jaeger-client-python+jaeger-client-go+documentation+jaeger-client-csharp+jaeger-client-cpp+jaeger-operator+jaeger-openshift+cpp-client+jaeger-kubernetes+cpp-client-hunter-cache+jaeger-lib+jaeger-performance+spark-dependencies+legacy-client-java+jaeger-idl+xdock-zipkin-brave+jaeger-analytics+jaeger-client-javascript+artwork++go-repo-move-test,15800,9835,2320,2088,1560,183,Jaeger,jaeger.readthedocs.io/en/latest
containerd+docker,containerd+cri+cri-containerd+continuity+cgroups+go-runc+containerd.io+go-cni+btrfs+project+console+typeurl+ttrpc+aufs+zfs+fifo+containerd+,12601,8413,2322,1061,805,140,containerd,containerd.io
coreos+etcd-io,etcd+etcd+jetcd+bbolt,10507,6545,1583,1169,1211,138,etcd,coreos.com/etcd
nats-io,gnatsd+nats-streaming-server+go-nats+java-nats+node-nats+cnats+nats-operator+csharp-nats+go-nats-streaming+asyncio-nats+node-nats-streaming+nats-site+java-nats-streaming+prometheus-nats-exporter+python-nats+ts-nats+csharp-nats-streaming+latency-tests+ruby-nats+pure-ruby-nats+asyncio-nats-streaming+go-nats-examples+jwt+nkeys+nats-streaming-operator+nats-streaming-docker+official-images+ruby-nats-streaming+nginx-nats+roadmap+docker-docs+ts-nkeys+nats-general+elixir-nats+node-nuid+nats-top+nats-docker+node-nats-examples+nuid+asyncio-nats-examples+nats-on-a-log+nats-connector-redis+graft+ruby-nats-examples+nats-connector-framework+js-nuid+ts-nats-examples+nats+java-nats-examples,8310,3684,1468,2140,1019,138,NATS,nats.io
opentracing,opentracing-java+opentracing-csharp+opentracing.io+opentracing-cpp+specification+opentracing-python+opentracing-php+opentracing-javascript+opentracing-ruby+opentracing-go+opentracing-c+opentracing-rust+opentracing-java-v030+basictracer-python+opentracing-lua+basictracer-go+documentation+basictracer-csharp+opentracing-objc+contrib+basictracer-javascript+lua-bridge-tracer,5622,3715,834,630,443,134,OpenTracing,opentracing.io
Samsung,TizenRT,18424,14418,2802,1144,60,133,Tizen,www.tizen.org
iovisor,bcc+gobpf,4171,2536,785,475,375,121,IO Visor,www.iovisor.org
coredns,coredns+deployment+coredns.io+ci+forward+kubernetai+unbound+fallback+release+alternate+example+distributed+policy+dynapi+client+presentations+perf-tests,10333,6415,1693,1359,869,107,CoreDNS,coredns.io
pingcap+tikv,tikv+tikv+rfcs+deep-dive-tikv+head-first-tikv+client-rust+website,14082,10494,1760,1299,529,106,TiKV,tikv.org
letsencrypt,boulder+website+pebble+ct-woodpecker,6337,2774,1302,1458,803,103,Let's Encrypt,letsencrypt.org
vmware+goharbor,harbor+harbor+harbor-helm+community+blog+goharbor.github.io,13181,6723,2341,1167,2951,100,Harbor,vmware.github.io/harbor
vitessio+youtube,vitess+vitess+messages+contrib+vitess-operator+website+,5282,2901,1365,607,409,97,Vitess,vitess.io
linkerd,linkerd+linkerd2+linkerd2-proxy+linkerd-examples+website+linkerd-zipkin+linkerd2-proxy-api+linkerd-tcp+linkerd-viz+namerctl+rfc+linkerd-inject+docs-archive+k8s-community-cluster+rustup-nightly-docker,8606,4447,1349,1879,931,94,Linkerd,linkerd.io
rook,rook+rook.github.io+operator-kit+artwork+ceph,8854,6329,1023,536,967,93,Rook,rook.io
opencontainers,runc+runtime-tools,3653,2626,606,240,181,73,OCI,www.opencontainers.org
cloudevents+openeventing,spec+spec+cloudevents-web+cloudevents.github.io+sdk-go+sdk-java+artwork+sdk-csharp,3443,2673,407,164,199,61,CloudEvents,cloudevents.io
weaveworks+cortexproject,cortex+cortex,3268,1793,580,584,312,53,Cortex,github.com/cortexproject
containernetworking,plugins+cni,1495,1021,243,96,135,53,CNI,github.com/containernetworking
JanusGraph,janusgraph,3730,2496,434,190,610,52,JanusGraph,janusgraph.org
open-policy-agent,opa+opa-istio-plugin+opa-docker-authz+contrib+kube-mgmt+client-python+library+example-api-authz-python+example-api-authz-go+rego-python,2741,1057,844,440,400,51,OPA,openpolicyagent.org
OAI,OpenAPI-Specification,2076,1478,193,82,323,41,Open API,www.openapis.org
opensds,opensds+nbp+opensds-installer,3307,1620,1004,533,150,37,OpenSDS,www.opensds.io
spdx,license-list-XML+spdx-online-tools+spdx-spec+tools,2964,1774,434,447,309,34,SPDX,spdx.org
spiffe,spiffe+spiffe-example+java-spiffe+spiffe-nginx+plugin-template+spiffe-helper+aws-iid-attestor+aws-resolver+spiffe.github.io+kerberos-attestor+spire-k8s+spire-test+c-spiffe+aws-role-attestor+sidecar+2019-spiffe-paper+etcd-datastore,833,409,216,144,64,34,Spiffe,spiffe.io
spiffe,spire,1860,1030,435,191,205,33,Spire,spiffe.io
openhpc,ohpc,1877,422,223,933,299,32,OpenHPC,openhpc.community
fossology,fossology,1503,823,276,179,225,29,FOSSology,www.fossology.org
openvswitch,ovn-kubernetes,2175,1440,459,190,86,28,Open vSwitch,openvswitch.org
draios+falcosecurity,falco+falco+falco-website+falcosecurity.github.io,880,216,172,392,100,27,Falco,falco.org
rkt,rkt+stage1-xen+rkt-builder,733,432,127,59,115,25,rkt,github.com/rkt/rkt
theupdateframework,tuf+theupdateframework.github.io+taps+specification+pip+artwork,1482,515,418,425,124,22,TUF,github.com/theupdateframework.com
iovisor,bpftrace,462,277,80,55,50,22,iovisor,""
todogroup,repolinter,386,182,104,47,53,22,TODO group,todogroup.org
buildpack,pack+lifecycle+spec+packs+samples+roadmap+website+libbuildpack+forge+resources+docs,1430,395,146,739,150,21,Buildpacks,buildpacks.io
odpi,egeria,913,214,379,161,159,20,odpi,""
datawire+telepresenceio,telepresence+telepresence+ci-experiment,2009,752,298,528,431,19,Telepresence,telepresence.io
open-switch,opx-build+opx-nas-interface,456,218,66,101,71,19,OpenSwitch,www.openswitch.net
theupdateframework,notary,813,525,133,56,101,18,Notary,github.com/theupdateframework/notary
OpenMAMA,OpenMAMA,245,70,90,61,24,17,OpenMAMA,www.openmama.org
rethinkdb,rethinkdb,1457,989,90,67,311,15,RethinkDB,www.rethinkdb.com
Dronecode,DronecodeSDK,949,407,200,283,59,11,Dronecode,www.dronecode.org
zephyrproject-rtos,west,932,710,100,63,59,10,zephyrproject-rtos,""
opensecuritycontroller,osc-core,461,313,86,39,23,10,Open Security Controller,opensecuritycontroller
RichiH+OpenObservability,OpenMetrics+OpenMetrics,281,176,45,35,25,10,OpenMetrics,openmetrics.io
coreinfrastructure,best-practices-badge,1736,664,235,602,235,9,Core Infrastructure,www.coreinfrastructure.org
