org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,110174,88125,22031,22049,22031,2235,Linux kernel,kernel.org
kubernetes+kubernetes-incubator,kubernetes+test-infra+kubernetes.github.io+kops+service-catalog+charts+helm+ingress+minikube+contrib+kargo+dashboard+cri-o+kompose+bootkube+heapster+kube-aws,90056,70363,9186,5319,5188,1081,Kubernetes,kubernetes.io
DefinitelyTyped,DefinitelyTyped,10308,5729,2149,1974,456,1003,DefinitelyTyped,definitelytyped.org
dotnet,corefx+coreclr+cli+csharplang+sdk+corert+docs+core-setup+docfx+corefxlab+templating,65596,46855,6690,7397,4654,737,dotnet,microsoft.com/net
Homebrew,homebrew-core+brew+homebrew-science,18023,10818,3543,2938,724,697,Homebrew,brew.sh
caskroom,homebrew-cask,12453,3282,4476,4391,304,627,Homebrew Cask,caskroom.github.io
NixOS,nixpkgs+nix,23091,13609,2932,5442,1108,610,NixOS,nixos.org
facebook+react-community+facebookincubator+airbnb,react-native+react-navigation+jest+react+create-react-app+AsyncDisplayKit+react-native-maps+osquery+rocksdb+reason+immutable-js,43033,31904,3512,3150,4467,577,React,facebook.com
home-assistant,home-assistant+home-assistant.github.io,15637,9813,2231,2685,908,576,Home Assistant,home-assistant.io
docker,docker+docker.github.io+compose,29027,21039,2610,2573,2805,564,Docker,mobyproject.org
Azure,azure-cli+azure-rest-api-specs+azure-powershell+acs-engine+azure-webjobs-sdk-script+azure-sdk-for-net+autorest+azure-quickstart-templates,19628,12066,2921,2838,1803,535,Azure,azure.github.io
Microsoft+dotnet,vscode+roslyn+roslyn-project-system+vsts-tasks+msbuild+vcpkg+vscode-go+vstest+vsts-agent+vscode-docs,70409,48559,3450,7655,10745,509,VS Code,code.visualstudio.com
mozilla,addons-server+thimble.mozilla.org+addons-frontend+testpilot+fxa-content-server+pdf.js+activity-stream+geckodriver+fxa-auth-server+mentat,25605,13711,2010,7106,2778,488,Mozilla,mozilla.org
ansible,ansible,21766,14719,2930,2440,1677,455,Ansible,ansible.com
angular+AngularClass,angular+angular-cli+material2+angular.js+material+angular.io+angular2-webpack-starter,42606,31164,3170,2800,5472,428,Angular,angular.io
tensorflow,tensorflow+models,22404,17780,1270,961,2393,422,TensorFlow,tensorflow.org
hashicorp,terraform,15112,8546,1601,3422,1543,365,Terraform,terraform.io
webpack,webpack+webpack.js.org,9292,5945,1083,1509,755,344,webpack,github.com/webpack
elastic,elasticsearch+kibana+beats+logstash+elasticsearch-net,29032,17532,3167,5683,2650,313,Elasticsearch,elastic.co/products/elasticsearch
saltstack,salt,12215,8426,1456,1305,1028,306,SaltStack,repo.saltstack.com
laravel,framework+dusk,10149,6803,1283,1114,949,300,Laravel,laravel.com
tootsuite,mastodon,9428,5900,1133,1299,1096,295,Mastodon,mastodon.social
symfony,symfony+symfony-docs,12661,9083,1352,1512,714,290,Symfony,symfony.com
rails,rails+webpacker,9220,6100,1050,1421,649,280,Ruby on Rails,rubyonrails.org
