org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,325495,259309,64827,66186,64827,3957,Linux,kernel.org
kubernetes,kubernetes+test-infra+kubernetes.github.io+kops+charts+helm+ingress+minikube+community+dashboard+contrib+heapster+kubeadm+features+autoscaler+kube-state-metrics+client-go+release+frakti+kubernetes-anywhere+dns+kompose+node-problem-detector+examples+k8s.io+perf-tests+git-sync+gengo+kubectl+repo-infra+kube-deploy+utils+apimachinery+sig-release+pr-bot+cluster-registry+kube-openapi+apiextensions-apiserver+apiserver+metrics+sample-apiserver+api+kubernetes-bootcamp+kube-aggregator+code-generator+steering+kubernetes-template-project+md-check+kubernetes-docs-cn+federation+kube-ui,303507,216937,45486,14967,26117,1922,Kubernetes,kubernetes.io
codeaurora-unofficial,kernel-msm-3.10+kernel-msm+platform-frameworks-base+platform-frameworks-av+platform-system-core+platform-hardware-qcom-audio+platform-packages-apps-Bluetooth+platform-frameworks-native+linux-msm+platform-external-wpa_supplicant_8+platform-build+platform-hardware-qcom-display+platform-libcore+platform-hardware-qcom-media+packages-services-Telephony+platform-frameworks-opt-telephony+platform-hardware-qcom-gps+platform-packages-apps-Settings+platform-frameworks-opt-net-wifi+platform-bionic+platform-packages-apps-Dialer+platform-hardware-libhardware+platform-external-skia+packages-services-Telecomm+platform-art+platform-system-extras+platform-packages-apps-Nfc+device-qcom-sepolicy+platform-system-netd+platform-development+platform-frameworks-ex+platform-external-libnfc-nci+platform-external-icu+platform-hardware-qcom-bt+platform-hardware-qcom-wlan+platform-system-media+platform-packages-apps-Mms+platform-packages-apps-PackageInstaller+platform-external-libxml2+platform-packages-apps-UnifiedEmail+platform-packages-apps-CertInstaller+platform-frameworks-opt-net-ims+platform-external-e2fsprogs+platform-packages-apps-ContactsCommon+platform-packages-apps-Contacts+platform-packages-apps-Stk+platform-system-vold+platform-hardware-ril+platform-packages-apps-CellBroadcastReceiver+packages-providers-TelephonyProvider+platform-packages-apps-Email+platform-hardware-libhardware_legacy+platform-packages-apps-Launcher3+platform-vendor-qcom-opensource-wlan-qcacld-3.0+platform-vendor-qcom-opensource-wlan-qca-wifi-host-cmn+packages-providers-ContactsProvider+platform-libnativehelper+platform-packages-apps-TvSettings+platform-packages-inputmethods-LatinIME+platform-packages-apps-DeskClock+platform-frameworks-wilhelm+platform-hardware-broadcom-libbt+platform-packages-apps-Gallery2+platform-external-sepolicy+platform-packages-apps-ManagedProvisioning+platform-packages-apps-PhoneCommon+platform-packages-apps-Camera2+packages-services-Mms+platform-external-tinyalsa+platform-packages-apps-KeyChain+platform-vendor-qcom-opensource-wlan-fw-api+platform-external-libpng+platform-frameworks-opt-chips+platform-packages-apps-BasicSmsReceiver+platform-external-f2fs-tools+platform-packages-apps-Tag+platform-packages-apps-SoundRecorder+platform-external-tinycompress+platform-packages-apps-MusicFX+platform-external-flac+platform-frameworks-opt-bluetooth+platform-hardware-intel-common-utils+platform-packages-apps-InCallUI+platform-hardware-qcom-keymaster+platform-hardware-intel-img-hwcomposer+platform-external-bluetooth-bluedroid+platform-external-libselinux+platform-packages-apps-Terminal+platform-hardware-intel-common-omx-components+platform-hardware-intel-img-psb_video+platform-system-qcom+platform-packages-apps-Calendar+platform-packages-apps-Provision+platform-packages-apps-Browser+platform-packages-apps-Calculator+platform-external-dhcpcd+platform-hardware-intel-common-libva+platform-hardware-intel-audio_media+platform-hardware-intel-common-wrs_omxil_core+platform-hardware-intel-common-libmix+platform-external-openssl+platform-hardware-intel-common-libwsbm+platform-packages-apps-OneTimeInitializer+platform-hardware-intel-common-libstagefrighthw+platform-packages-apps-SpareParts+platform-packages-apps-HTMLViewer+platform-hardware-intel-img-psb_headers,5584,0,0,5584,0,1130,Code Aurora,www.codeaurora.org
nodejs,node+build+help+nodejs.org+node-gyp+docker-node+citgm+CTC+TSC+node-chakracore+abi-stable-node+community-committee+LTS+readable-stream+benchmarking+node-eps+llnode+nodejs-ko+node-addon-api+http2+github-bot+evangelism+nan+node-report+security-wg+nodereport+diagnostics+node-v0.x-archive+node-v8+http-parser+code-and-learn+summit+node-api+board+email+education+post-mortem+node-inspect+testing+version-management+docs+installer+v8+promises+membership+worker+Release+vm+nodejs-collection+NG+inclusivity+Intl+admin+abi-stable-node-addon-examples+nodejs-ja+getting-started+abi-stable-node-wrapper+string_decoder+nodejs-dist-indexer+nodejs-tr+node-addon-examples+nodejs-uk+nodejs.org-new+community-events+nodejs-de+api+nodejs-hi+live.nodejs.org+nodejs-zh-CN+nodejs-nightly-builder+roadmap+logos+Future-CI+nodejs-pt+smoke-test+docker-iojs+nodejs-bg+nodejs-es+hardware+Collaborators+nodejs-ru+nodejs-bn+ffi+foundation.nodejs.org+node-convergence-archive+nodejs-ar+nodejs-fr+iojs.org+nodejs-zh-TW+nodejs-ka+http,105452,75564,12051,7581,10256,924,Node.js,nodejs.org
cloudfoundry,public-buildpacks-ci-robots+relint-ci-pools+buildpacks-ci+bosh+cli+cf-deployment+uaa+cloud_controller_ng+diego-release+cf-release+loggregator+cf-java-client+bosh-cli+diego-ci-pools+runtime-ci+java-buildpack+bosh-bootloader+cf-mysql-release+grootfs-release+grootfs-ci-locks+docs-cf-admin+php-buildpack+bosh-deployment+dotnet-core-buildpack+garden-runc-release+cf-acceptance-tests+bosh-agent+docs-bosh+guardian+gorouter+docs-dev-guide+nodejs-buildpack+loggregator-ci+capi-ci+grootfs+infrastructure-ci+ruby-buildpack+uaa-release+bosh-softlayer-cpi-release+staticfile-buildpack+docs-buildpacks+python-buildpack+docs-cloudfoundry-concepts+pmc-notes+bosh-softlayer-cpi+go-buildpack+diego-cf-compatibility+docs-book-cloudfoundry+cf-deployment-concourse-tasks+bosh-utils+bosh-linux-stemcell-builder+garden-ci-pools+capi-release+docs-deploying-cf+bbs+dns-release+persi-ci+ibm-websphere-liberty-buildpack+bosh-deployment-resource+postgres-release+diego-ci+bosh-lite+jvmkill+java-buildpack-dependency-builder+docs-services+cf-mysql-deployment+cf-final-release-election+homebrew-tap+executor+buildpackapplifecycle+binary-builder+diego-windows-release+docs-running-cf+wats+binary-buildpack+scalable-syslog+mega-ci+docs-loggregator+libbuildpack+machete+config-server+bosh-acceptance-tests+route-emitter+bosh-init+cf-deployment-transition-compatibility+cf-smoke-tests+uptimer+inigo+cf-uaac+rep+syslog-release+brats+nfs-volume-release+java-buildpack-memory-calculator+sprout-capi+docs-cf-cli+diego-ssh+summit-training-classes+cf-smoke-tests-release+os-conf-release+bosh-dns-release+cf-deployment-transition+garden+garden-integration-tests+docs-bbr+noaa+statsd-injector-release+garden-windows-release+locket+bosh-gcscli+stacks+scalable-syslog-release+cflinuxfs2+garden-windows+compile-extensions+lager+bosh-notes+grootfs-diagnostics-release+config-server-release+cflinuxfs2-rootfs-release+capi-dockerfiles+cats-concourse-task+nats-release+diego-upgrade-stability-tests+loggregator-api+auctioneer+cf-uaa-lib+cflinuxfs2-release+uaa-singular+grootfs-bench-release+windows_app_lifecycle+nsync+cf-relint-ci-semver+identity-tools+dea_ng+cacheddownloader+docs-kubo+benchmarkbbs+cf-syslog-drain-release+java-buildpack-security-provider+cf-dotnet-sdk+bosh-cpi-ruby+java-buildpack-metric-writer+docs-routing+dropsonde+buildpack-packager+vizzini+healthcheck+cf-msbuild-tasks+cfdot+uaa-hey+diego-perf-release+volman+garden-shed+gnatsd+java-buildpack-auto-reconfiguration+exemplar-release+mariadb_ctrl+java-buildpack-system-test+cf-mysql-broker+diego-design-notes+diego-dev-notes+tps+stager+php-buildpack-release+networking-release+hwc-buildpack+statsd-injector+diodes+sipid+csi-local-volume-release+runtime-og-ci+staticfile-buildpack-release+java-test-applications+hm9000+ruby-buildpack-release+v3-cli-plugin+dotnet-core-buildpack-release+nodejs-buildpack-release+sync-integration-tests+garden-dockerfiles+firehose-plugin+sonde-go+yagnats+consuladapter+diego-dockerfiles+python-buildpack-release+loggregator-dotfiles+java-buildpack-container-customizer+cf-vs-extension+go-buildpack-release+bosh-hm-forwarder-release+bosh-davcli+bytefmt+grootfs-bench+IronFrame+gosigar+dea-hm-workspace+diego-stress-tests+binary-buildpack-release+java-buildpack-release+go-loggregator+diego-datadog-templates+routing-ci+voldriver+csibroker+idmapper+cc-uploader+java-offline-buildpack-release+storeadapter+route-registrar+diegocanaryapp+java-buildpack-support+wincni+dea_logging_agent+cli-acceptance-tests+garden-performance-acceptance-tests+auction+diego-logging-client+java-buildpack-container-certificate-trust-store+clock+api-docs+java-buildpack-client-certificate-mapper+cf-networking-release+dropsonde-protocol+warden+nfsbroker+cfhttp+fileserver+persi-acceptance-tests+docs-uaa+multierror+loggregatorlib+commandrunner+local-volume-release+bosh-s3cli+debugserver+cf-infrastructure-checkman+docs-credhub+CLAW+showmewhatyougot+runtimeschema+cf-release-integration-checkman+cli-docs-scripts+ykk+blobstore_url_signer+omniauth-uaa-oauth2+go-fetcher+cf-message-bus+capi-checkman+dockerapplifecycle+delayed_job_sequel+garden-linux-release+cli-i18n+logos+cflinuxfs3-release+badapps+durationjson+bosh-hm-forwarder+systemcerts+goshims+dropsonde-protocol-js+urljoiner+docs-book-uaa-api+cflager+archiver+cf-networking-ci+steno+cc-api-v3-style-guide+operationq+datadog-firehose-nozzle+batching+loggregator_emitter+datadog-firehose-nozzle-release+nfsdriver+workpool+gibson+localip+mysql+multi-buildpack+nfsv3driver+sprout-routing+eventhub+capi-integration-tests+canibump+garden-lite+gdn+gofileutils+silk+sprout-bosh+localbroker+apt-buildpack+garden-ci-artifacts-release+localdriver+bosh-aws-tools-release+garden-linux+smbdriver+go-ccapi+example-git-buildpack+mkman+garden-runc-docs+volume_driver_cert+hwc-buildpack-release+warden-test-infrastructure+bsdtar+image+docs-gsg-cf+platform-certification+collector+azurefilebroker+vcap-common+cf-networking-helpers+ocimon+converger+csishim+mkman-version+bosh-packer-templates,110929,13422,4815,87373,5319,822,Cloud Foundry,cloudfoundry.org
opendaylight,releng-autorelease+docs+netvirt+releng-builder+controller+genius+integration-test+mdsal+yangtools+netconf+openflowplugin+odlparent+bgpcep+sfc+aaa+groupbasedpolicy+ovsdb+lispflowmapping+integration-distribution+infrautils+integration-packaging+iotdm+unimgr+bier+neutron+honeycomb-vbd+nic+sxp+integration-packaging-puppet-opendaylight+vtn+opflex+alto+topoprocessing+cardinal+eman+transportpce+daexim+openflowjava+dluxapps+tsdr+coe+dlux+snmp4sdn+l2switch+usc+ttp+faas+packetcable+nemo+of-config+ocpplugin+snmp+sdninterfaceapp+federation+next+integration-packaging-ansible-opendaylight+netide+p4plugin+lacp+didm+jsonrpc+coretutorials+centinel+capwap+systemmetrics+spectrometer+snbi+usecplugin+natapp+yang-push+atrium+fpc+vpnservice+tcpmd5+messaging4transport,28171,9,16,28146,0,435,OpenDaylight,www.opendaylight.org
hyperledger,composer+iroha+sawtooth-core+fabric+indy-sdk+indy-plenum+indy-node+iroha-ametsuchi+fabric-sdk-node+burrow+iroha-android+ci-management+fabric-ca+fabric-sdk-java+composer-sample-networks+composer-sample-applications+fabric-sdk-go+composer-tools+fabric-sdk-py+cello+indy-anoncreds+indy-crypto+iroha-python+composer-sample-models+iroha-ios+composer-vscode-plugin+fabric-chaintool+composer-sample-applications-hlfv1+iroha-javascript+indy-client+fabric-test+fabric-samples+hyperledger+hyperledgerwp+fabric-cop+indy-common+iroha-docker+fabric-baseimage+fabric-sdk-rest+blockchain-explorer+fabric-chaincode-node+indy-stp+indy-ledger+iroha-api+composer-atom-plugin+iroha-scala+iroha-network-tools+iroha-dotnet+homebrew-fabric+fabric-test-resources+indy-state+cello-analytics+education+slack-archive+fabric-busybox+fabric-chaincode-java+mirror-test+sawtooth-docs+fabric-api+fabric-docs+cello-k8s-operator,24193,3972,6957,11359,1905,431,Hyperledger,hyperledger.org
prometheus,prometheus+alertmanager+node_exporter+docs+snmp_exporter+client_java+blackbox_exporter+client_golang+jmx_exporter+tsdb+client_python+mysqld_exporter+prometheus.github.io+pushgateway+common+client_ruby+statsd_exporter+promu+cloudwatch_exporter+procfs+consul_exporter+haproxy_exporter+prombench+prom2json+golang-builder+graphite_exporter+influxdb_exporter+memcached_exporter+collectd_exporter+client_model+busybox+promdash+nagios_plugins+demo,25539,14926,3765,3261,3587,401,Prometheus,prometheus.io
grpc,grpc+grpc-java+grpc-go+grpc.github.io+grpc-swift+proposal+grpc-haskell+grpc-node+grpc-docker-library+homebrew-grpc+grpc-experiments+grpc-proto+grpc-contrib+grpc-php,36325,19673,8178,3652,4822,312,gRPC,grpc.io
opnfv,opnfvdocs+releng+functest+yardstick+qtip+apex+fuel+joid+armband+compass4nfv+daisy+sfc+dovetail+storperf+sdnvpn+vswitchperf+bottlenecks+doctor+moon+kvmfornfv+parser+barometer+releng-anteater+fds+models+nfvbench+opera+domino+releng-xci+multisite+ipv6+netready+promise+escalator+copper+pharos+ves+samplevnf+availability+apex-tripleo-heat-templates+octopus+onosfw+openretriever+ovno+apex-puppet-tripleo+securityscanning+ovsnfv+cperf+orchestra+apex-os-net-config+vnf_forwarding_graph+opnfv-ravello-demo+fastpathmetrics,11686,2,3,11677,4,273,OPNFV,www.opnfv.org
opennetworkinglab,onos,3037,17,31,2989,0,196,ONOS,onosproject.org
zephyrproject-rtos,zephyr+zephyr-testing+ci-pipelines+ci-management+meta-zephyr-sdk+net-tools+ci-dockerfiles+docs-theme+ci-test+ci-job-configs+project-docs+sdk-ng+ci-ansible-deployment+zephyr-arm+openocd+infrastructure+heartrate-monitor,11712,2975,3289,5261,187,194,Zephyr,www.zephyrproject.org
