org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,29637,25277,6319,4360,6319,829,Linux kernel,kernel.org
NixOS,nixpkgs,3946,2391,561,778,216,208,NixOS,nixos.org
dotnet,coreclr+corefx+cli+core-docs+docfx+buildtools,10094,7164,1021,1098,811,204,dotnet,microsoft.com/net
Azure,azure-quickstart-templates+azure-iot-sdks+azure-powershell+autorest+azure-xplat-cli+azure-sdk-for-net+WALinuxAgent+azure-rest-api-specs,3541,1925,521,798,297,198,Azure,azure.github.io
DefinitelyTyped,DefinitelyTyped,1278,667,338,213,60,171,DefinitelyTyped,definitelytyped.org
Microsoft+dotnet,vscode+roslyn+vsts-tasks+vsts-agent+msbuild+vscode-docs,9758,6393,606,1245,1514,161,VS Code,code.visualstudio.com
ansible,ansible+ansible-modules-core+ansible-modules-extras+ansible-container,4717,3173,514,554,476,156,Ansible,ansible.com
docker,docker+swarmkit+compose+libnetwork+swarm+distribution,7915,5952,780,444,739,149,Docker,mobyproject.org
caskroom,homebrew-cask,1688,608,603,369,108,141,Homebrew Cask,caskroom.github.io
angular+angular-ui,angular+angular.js+material2+angular.io+angularfire2+ui-select,6367,4463,484,468,952,134,Angular,angular.io
mozilla,addons-server+fxa-content-server+addons-frontend+tofino+fxa-auth-server,3563,1689,343,1250,281,126,Mozilla,mozilla.org
facebook,react+AsyncDisplayKit+jest+rocksdb+reason,3148,2103,363,450,232,110,React,facebook.com
kubernetes,kubernetes+dashboard+kubernetes.github.io+helm,9272,7368,893,309,702,110,Kubernetes,kubernetes.io
Automattic,wp-calypso,5125,2411,477,2032,205,102,WP Calypso,developer.wordpress.com/calypso
aspnet,EntityFramework+Mvc+Docs+KestrelHttpServer+Templates,4487,2875,336,777,499,97,ASP.net,asp.net
tensorflow,tensorflow+models,3836,2997,256,178,405,95,TensorFlow,tensorflow.org
cloudfoundry,bosh+cf-release+cloud_controller_ng,1027,296,44,628,59,87,Cloud Foundry,cloudfoundry.org
odoo,odoo,1932,1082,281,440,129,85,Odoo,odoo.com
ManageIQ,manageiq,3073,2092,505,408,68,77,ManageIQ,manageiq.org
NativeScript,NativeScript+nativescript-cli+android-runtime+docs,2364,1390,205,593,176,66,NativeScript,nativescript.org
fpco,stackage,531,215,105,183,28,66,Hackage,stackage.org
driftyco,ionic+ionic-site+ionic-native,2916,1514,123,845,434,66,Ionic,ionicframework.com
OfficeDev,office-js-docs+PnP-Sites-Core+microsoft-graph-docs+PnP,779,271,178,248,82,62,Office Developer,dev.office.com
elastic,elasticsearch+kibana,4204,2945,398,492,369,60,Elasticsearch,elastic.co/products/elasticsearch
broadinstitute,cromwell+gatk+gatk-protected+picard,2814,1248,195,1164,207,60,Broad Institute,broadinstitute.org
Homebrew,homebrew-core+homebrew-science+homebrew-php,2313,1377,616,198,122,58,Homebrew,brew.sh
mapbox,mapbox-gl-native+mapbox-gl-js+rasterio,3056,1627,239,916,274,57,Mapbox,mapbox.com
rails,rails,1885,1271,275,203,136,56,Ruby on Rails,rubyonrails.org
mamedev,mame,904,167,97,627,13,56,MAME,mamedev.org
w3c,web-platform-tests,466,203,134,108,21,55,W3C Platform Tests,irc.w3.org/?channels=testing
influxdata,influxdb+telegraf+kapacitor,2186,1358,184,391,253,53,InfluxData,influxdata.com
guardian,frontend,1837,663,304,859,11,50,The Guardian,theguardian.com
emberjs,ember.js+guides+data,1279,824,201,144,110,48,Ember.js,emberjs.com
JuliaLang,julia,2545,1819,209,317,200,48,Julia,julialang.org
eclipse,che+jetty.project,2742,1247,161,1183,151,47,Eclipse,eclipse.org
Particular,NServiceBus+docs.particular.net,1693,871,136,637,49,47,NServiceBus,particular.net/nservicebus
dmlc,mxnet,1393,985,125,108,175,47,DMLC,dmlc.github.io
bioconda,bioconda-recipes,612,197,183,220,12,45,bioconda,bioconda.github.io
