org,repo,activity,comments,prs,commits,issues,authors,project,url
facebook+rackt,react+hhvm+react-router+react-native+presto+osquery+AsyncDisplayKit+rocksdb+jest,16584,11414,1549,1769,1852,354,React,facebook.com
angular+angular-ui,angular.js+material+ng-grid+angular+bootstrap+ui-select,21350,14669,1337,2537,2807,328,Angular,angular.io
Homebrew,homebrew+homebrew-science+homebrew-php,11056,6961,2390,986,719,298,Homebrew,brew.sh
caskroom,homebrew-cask,4158,1979,1220,693,266,283,Homebrew Cask,caskroom.github.io
NixOS,nixpkgs,9394,5294,1206,2459,435,264,NixOS,nixos.org
docker,docker+swarm+compose,17056,13871,1285,783,1117,231,Docker,mobyproject.org
saltstack,salt,10167,6692,1430,1056,989,223,SaltStack,repo.saltstack.com
rails,rails,7625,5380,926,848,471,186,Ruby on Rails,rubyonrails.org
odoo,odoo,5989,3089,987,1296,617,175,Odoo,odoo.com
GoogleCloudPlatform,kubernetes,14086,10537,1508,1144,897,172,Kubernetes,kubernetes.io
iojs,io.js+website+iojs-cn+iojs-es,11253,9314,691,630,618,158,iojs,io.js
elasticsearch+elastic,elasticsearch+kibana+elasticsearch+kibana,11589,7352,860,1941,1436,129,Elasticsearch,elastic.co/products/elasticsearch
gitlabhq,gitlabhq,3450,2280,201,609,360,127,GitLab,gitlab.com
codecombat,codecombat,2899,1329,321,964,285,115,CodeCombat,codecombat.com
zurb,foundation+foundation-apps,2765,1845,158,443,319,112,zurb,zurb.com
dotnet,corefx+coreclr,6987,5310,667,479,531,109,dotnet,microsoft.com/net
symfony,symfony+symfony-docs,5620,3917,786,537,380,108,Symfony,symfony.com
JuliaLang,julia,9556,7130,483,1321,622,105,Julia,julialang.org
openwrt,packages,1894,1037,302,452,103,100,OpenWrt,openwrt.org
ansible,ansible+ansible-modules-core,4343,2816,543,436,548,100,Ansible,ansible.com
mozilla,webmaker-app+teach.webmaker.org+pdf.js+webmaker.org+browser.html+MozStumbler+webmaker-curriculum,11086,7443,903,1206,1534,96,Mozilla,mozilla.org
cocos2d,cocos2d-x,4148,1998,763,886,501,92,Cocos2d-x,cocos2d-x.org
aspnet,Mvc+EntityFramework+XRE+dnx,8806,4510,696,2786,814,90,ASP.net,asp.net
emberjs,ember.js+data,4526,3239,431,357,499,88,Ember.js,emberjs.com
joomla,joomla-cms,6640,5069,469,675,427,87,Joomla,joomla.org
rapid7,metasploit-framework,4159,2900,414,682,163,84,Rapid7,rapid7.com
zendframework,zf2,1622,1128,199,171,124,80,Zend Framework,framework.zend.com
tgstation,-tg-station,15794,12979,1087,843,885,80,SS13,tgstation13.org
github,linguist,2413,1755,217,285,156,79,GitHub,github.com
spree,spree,2457,1505,262,535,155,79,Spree,guides.spreecommerce.org
