org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,70940,57302,14325,13638,14325,1698,Linux kernel,kernel.org
kubernetes+kubernetes-incubator+kubernetes-ui,kubernetes.github.io+kubernetes+charts+helm+test-infra+kops+minikube+kargo+dashboard+cri-o+contrib+heapster+service-catalog+kompose+community+kubeadm+features+bootkube+release+ingress+client-python+client-go+kubernetes-anywhere+node-feature-discovery+kube-state-metrics+rktlet+node-problem-detector+kube-mesos-framework+k8s.io+nfs-provisioner+frakti+git-sync+kube-deploy+pr-bot+perf-tests+spartakus+dns+cluster-proportional-autoscaler+gengo+application-images+topology-graph+reference-docs+kubernetes-template-project+repo-infra+label-selector+container-terminal+md-check+kubernetes-bootcamp+graph,76129,54149,11296,3803,6881,602,Kubernetes,kubernetes.io
DefinitelyTyped,DefinitelyTyped,6920,3903,1689,1014,314,497,DefinitelyTyped,definitelytyped.org
facebook+reactjs+airbnb+facebookincubator,jest+react+redux+AsyncDisplayKit+react-native-maps+fbctf+react-native+rocksdb+draft-js+osquery+reason+create-react-app+mysql-5.6+react-dates,31586,23395,2819,2356,3016,458,React,facebook.com
NixOS,nixpkgs,13298,7883,1820,2965,630,418,NixOS,nixos.org
Homebrew,homebrew-core+homebrew-science+homebrew-php+brew,10401,6447,1998,1347,609,395,Homebrew,brew.sh
caskroom,homebrew-cask,6550,1502,2779,1794,475,395,Homebrew Cask,caskroom.github.io
angular+angular-ui+AngularClass,angular+angular.io+angular-cli+angular.js+material2+ui-grid+angular2-webpack-starter+material,29760,21644,2218,2124,3774,355,Angular,angular.io
Microsoft+dotnet,vscode+vsts-tasks+roslyn+vcpkg+vscode-docs+roslyn-project-system+msbuild+vscode-mssql+vsts-agent,43578,29526,2291,5109,6652,348,VS Code,code.visualstudio.com
docker,docker.github.io+docker+distribution+docker-py+infrakit+compose,21828,16052,2143,1652,1981,341,Docker,mobyproject.org
dotnet,corefx+coreclr+cli+docs+buildtools+core-setup+sdk+corert+docfx+core+wcf,33817,24514,3450,3323,2530,337,dotnet,microsoft.com/net
Azure,azure-quickstart-templates+azure-rest-api-specs+azure-powershell+azure-sdk-for-net+azure-xplat-cli+azure-cli+autorest+azure-sdk-for-java+azure-webjobs-sdk-script,11713,7253,1674,1628,1158,329,Azure,azure.github.io
ansible,ansible+ansible-modules-extras+ansible-modules-core,14532,9528,1931,1706,1367,297,Ansible,ansible.com
tensorflow,tensorflow+models,13391,10528,850,555,1458,237,TensorFlow,tensorflow.org
yarnpkg,yarn+website,9783,7128,644,699,1312,232,yarn,yarnpkg.com
elastic,elasticsearch+kibana+beats+logstash+elasticsearch-net,20746,12109,2286,4191,2160,213,Elasticsearch,elastic.co/products/elasticsearch
hashicorp,terraform,8388,5352,744,1318,974,212,Terraform,terraform.io
fossasia,gci16.fossasia.org+susi_android+open-event-android+open-event-orga-server+loklak_search,9779,6189,1261,1584,745,206,fossasia,fossasia.org
mozilla,addons-server+testpilot+addons-frontend+pdf.js+fxa-content-server+activity-stream+tofino,11506,5680,1030,3475,1321,199,Mozilla,mozilla.org
nodejs,node,8766,6932,870,454,510,176,Node.js,nodejs.org
odoo,odoo,5396,3013,795,1117,471,175,Odoo,odoo.com
eclipse,che+omr+jetty.project+smarthome+kura+kapua,13650,8024,1209,3115,1302,161,Eclipse,eclipse.org
Automattic,wp-calypso,13208,6043,1330,5194,641,156,WP Calypso,developer.wordpress.com/calypso
dmlc,mxnet+xgboost,6157,4327,566,447,817,138,DMLC,dmlc.github.io
ManageIQ,manageiq,11563,7558,1795,2033,177,133,ManageIQ,manageiq.org
webpack,webpack.js.org+webpack,5215,3668,469,606,472,123,webpack,github.com/webpack
openwrt,packages+openwrt,2586,1539,492,396,159,122,OpenWrt,openwrt.org
influxdata,telegraf+influxdb+docs.influxdata.com+chronograf,5463,2758,486,1581,638,117,InfluxData,influxdata.com
aspnet,Docs+EntityFramework+Mvc+KestrelHttpServer,9241,5957,678,1624,982,117,ASP.net,asp.net
driftyco,ionic+ionic-native+ionic-app-scripts,11700,8350,395,1079,1876,115,Ionic,ionicframework.com
vuejs,vuejs.org+vuex+vue-router,3385,2177,315,384,509,115,vuejs,vuejs.org
rails,rails,4488,3072,550,555,311,114,Ruby on Rails,rubyonrails.org
grpc+grpc-ecosystem,grpc+grpc-java+grpc-go+grpc-gateway+grpc.github.io+grpc-swift+grpc-opentracing+grpc-haskell+grpc-docker-library+homebrew-grpc+grpc-simon-says+java-grpc-prometheus+grpc-experiments+go-grpc-prometheus+polyglot,8700,5272,1639,689,1100,107,gRPC,grpc.io
ampproject,amphtml+amp-by-example,6969,4571,887,829,682,107,AMP,ampproject.org
w3c,web-platform-tests,2174,1038,437,632,67,106,W3C Platform Tests,irc.w3.org/?channels=testing
fa16scmorg,FA16SCM,846,109,252,209,276,100,Assignment Simulaton Repository,github.com/fa16scmorg/FA16SCM
prometheus,prometheus+node_exporter+alertmanager+docs+client_golang+snmp_exporter+client_java+client_python+blackbox_exporter+jmx_exporter+mysqld_exporter+prometheus.github.io+consul_exporter+common+memcached_exporter+client_ruby+pushgateway+cloudwatch_exporter+promu+haproxy_exporter+collectd_exporter+graphite_exporter+procfs+golang-builder+client_model+promdash+statsd_exporter+nagios_plugins+influxdb_exporter+busybox+prom2json,4718,2796,706,594,622,98,Prometheus,prometheus.io
scikit-learn,scikit-learn,5391,4656,317,186,232,95,scikit-learn,""
hzuapps,java-web,1355,278,565,420,92,95,hzuapps,github.com/hzuapps
bioconda,bioconda-recipes,2721,1302,721,623,75,94,bioconda,bioconda.github.io
serverless,serverless,4451,2798,404,856,393,92,Serverless Framework,serverless.com
vmware,vic+docker-volume-vsphere+harbor+clarity,9915,6400,913,1507,1095,90,VMware,vmware.github.io
auth0,docs+lock,2743,905,626,991,221,90,Auth0,auth0.com
SpartanRefactoring,Spartanizer,5576,2497,66,2196,817,89,Spontanizer,spartan.org.il
python,typeshed+mypy,3295,2116,368,524,287,88,python,""
open-guides,og-aws,1170,660,224,216,70,87,open-guides,""
ReactiveX,RxSwift+rxjs+RxJava,3509,2403,315,433,358,87,ReactiveX,reactivex.io
voidlinux,void-packages,4029,1226,441,2223,139,86,The Void distribution,voidlinux.eu
Automattic,jetpack,4881,1971,493,2107,310,86,Automattic Jetpack,jetpack.com
ethereum,go-ethereum+solidity+cpp-ethereum+mist+ethereumj,7042,3665,754,1947,676,86,Ethereum,ethereum.org
