org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
dapr,dapr+components-contrib+docs+cli+js-sdk+quickstarts+dotnet-sdk+java-sdk+python-sdk+community+go-sdk+proposals+kit+test-infra+dashboard+samples+sig-sdk-spec+installer-bundle+rust-sdk+docs-zh+helm-charts+php-sdk+homebrew-tap+cpp-sdk+sig-api+website+blog+mechanical-markdown+setup-dapr+azure-functions-extension+workflows+dart-sdk+generator-dapr,32975,20422,5372,2519,3790,292,3391,Dapr,dapr.io
containerd,containerd+nerdctl+nydus-snapshotter+stargz-snapshotter+rust-extensions+overlaybd+accelerated-container-image+cgroups+containerd.io+ttrpc-rust+imgcrypt+ttrpc+go-cni+project+cri+continuity+runwasi+protobuild+fuse-overlayfs-snapshotter+go-runc+zfs+release-tool+console+aufs+fifo+typeurl+nri+project-checks+btrfs,21485,12783,4865,2093,1656,281,2181,containerd,containerd.io
nats-io,nats-server+nats.rs+nats.go+natscli+nats.java+nats.deno+k8s+nats.net+nats.docs+nats.py+nats-architecture-and-design+nats.c+nsc+nats.js+nats-site+nats.ws+jsm.go+nats-streaming-server+nats-surveyor+nack+nats-pure.rb+prometheus-nats-exporter+jwt+nats.ex+nats-top+terraform-provider-jetstream+java-nats-examples+nkeys+nats-docker+nats-kafka+nats-box+jwt.js+spring-nats+integration-tests+nats-operator+homebrew-nats-tools+nats-account-server+nats-rest-config-proxy+java-nats-server-runner+nats-streaming-docker+stan.go+nats.c.deps+nats.client.deps+nkeys.js+nats-general+stan.js+advisories+nats.net.deps+graft+nats.cr+jetstream-gh-action+stan.net+nats-java-vertx-client+stan.py+nats.ts+nats-mendix+js-nuid+nats-jms-bridge+nats.rb+nats.zig+nats-mq+node-nats-examples+node-nuid+nginx-nats+nats.py2+nkeys.rb,23234,9167,5324,5910,2139,274,6604,NATS,nats.io
fluent,fluent-bit+fluent-bit-docs+fluent-operator+fluentd+helm-charts+fluentd-website+fluent-package-builder+fluent-plugin-opensearch+fluentbit-operator+fluentd-kubernetes-daemonset+fluent-bit-ci+fluentd-docs-gitbook+fluentd-docker-image+fluent-plugin-kafka+fluentd-aggregator-docker-image+cfl+fluent-plugin-s3+cmetrics+fluent-logger-forward-node+fluent-plugin-prometheus+fluent-bit-infra+fluent-bit-go+fluent-bit-docker-image+fluent-plugin-sql+fluent-plugin-mongo+ctraces+onigmo+fluent-plugin-sanitizer+fluent-bit-observability-demo+fluent-plugin-windows-eventlog+fluent-bit-sandbox+fluent-logger-python+fluent-plugin-sd-dns+fluent-bit-kubernetes-logging+fluent-plugin-parser-cri+fluent-plugin-grok-parser+fluent-plugin-prometheus_pushgateway+fluent-bit-packaging+fluentd-ui+fluent-plugin-webhdfs+fluent-logger-golang+fluent-plugin-multiprocess+fluent-plugin-rewrite-tag-filter+fluentbit-website-v3+fluent-otel-proto+fluent-plugin-parser-winevt_xml+fluent-logger-java+fluent-bit-plugin+fluent-plugin-splunk+fluent-logger-php+fluentd-website-hugo+sigdump+fluent-logger-node+fluent-bit-docs-stream-processing+fluent-logger-scala+fluent-bit-perf+fluent-plugin-scribe,19901,9994,4061,3336,2127,270,3719,Fluentd,fluentd.org
open-policy-agent,opa+gatekeeper+gatekeeper-library+frameworks+conftest+kube-mgmt+npm-opa-wasm+opa-envoy-plugin+contrib+vscode-opa+opa-idea-plugin+setup-opa+cert-controller+opa-docker-authz+community+gatekeeper-external-data-provider+example-api-authz-go+feedback,15482,8857,3036,1839,1519,266,2070,OPA,openpolicyagent.org
tikv,tikv+pd+migration+client-go+client-java+raft-engine+pprof-rs+agatedb+minitrace-rust+rfcs+raft-rs+client-rust+titan+grpc-rs+community+website+rust-prometheus+client-c+yatp+tikv-dev-guide+copr-test+fail-rs+minstant+protobuf-build+importer+crc64fast+client-cpp+sig-transaction+minitrace-go+tikv-operator+client-py+async-speed-limit+match-template,32608,23594,3910,2561,2376,242,2728,TiKV,tikv.org
fluxcd,flux2+source-controller+website+kustomize-controller+pkg+stats+image-automation-controller+flagger+helm-controller+notification-controller+community+image-reflector-controller+terraform-provider-flux+flux+helm-operator+go-git-providers+flux2-multi-tenancy+flux2-kustomize-helm-example+golang-with-libgit2+source-watcher+.github+homebrew-tap+cues+flux-recv+charts+webui+test-infra,21293,9013,4319,5136,2096,235,5865,Flux,github.com/fluxcd
knative-sandbox+knative,eventing-kafka-broker+serving+docs+kn-plugin-func+test-infra+eventing+community+eventing-rabbitmq+pkg+operator+net-kourier+func+client+eventing-kafka+net-istio+net-gateway-api+security-guard+net-contour+reconciler-test+hack+kn-plugin-operator+container-freezer+kn-plugin-quickstart+kperf+networking+net-certmanager+kn-plugin-event+eventing-natss+eventing-redis+eventing-autoscaler-keda+sample-controller+eventing-kogito+eventing-github+net-http01+eventing-ceph+caching+control-protocol+actions+release+knobots+eventing-gitlab+kn-plugin-source-kafka+sample-source+.github+kn-plugin-admin+specs+eventing-couchdb+homebrew-kn-plugins+kn-plugin-source-kamelet+kn-plugin-migration+client-pkg+func-tastic+kn-plugin-diag+homebrew-client+infra+kn-plugin-service-log+discovery+async-component+kn-plugin-sample+eventing-awssqs+actions-downstream-test+.github+scaling-group+eventing-prometheus+func-go+ux+monitoring+build-spike+kn-plugin-source-pkg+wg-repository+integration,45176,24909,9380,8732,2086,227,8801,Knative,knative.dev
crossplane+crossplane-contrib,crossplane+provider-aws+provider-aws+terrajet+crossplane.github.io+provider-terraform+provider-jet-azure+provider-jet-aws+crossplane-runtime+provider-sql+provider-gcp+provider-kubernetes+provider-digitalocean+provider-jet-gcp+provider-ansible+provider-helm+provider-kafka+provider-azure+provider-civo+org+provider-gcp+provider-argocd+provider-jet-template+docs+website+test+provider-template+provider-jet-equinix+provider-jet-datadog+provider-styra+provider-azure+provider-jet-rancher+provider-ibm-cloud+provider-jet-mongodbatlas+provider-newrelic+crossplane-tools+provider-tencentcloud+x-generation+provider-influxdb+provider-zpa+provider-jet-ec+provider-gitlab+provider-bitbucket-server+provider-kops+provider-jet-palette+provider-pagerduty+provider-jet-vault+provider-jet-alibaba+provider-alibaba+provider-cloudflare+provider-jet-tencentcloud+provider-github+provider-jet-linode+provider-nop+provider-alibaba+provider-jet-pagerduty+provider-tf-equinix+crisscross+conformance+provider-gcp-beta+provider-planetscale+provider-tf-equinix-metal+crossplane-cdk8s+provider-capi,13618,7181,2821,1514,2029,227,1587,Crossplane,crossplane.io
meshery,meshery+meshery.io+meshery-istio+meshkit+meshery-linkerd+meshery-consul+meshery-operator+meshery-cilium+meshery-kuma+meshery-nginx-sm+meshery-traefik-mesh+meshsync+meshery-osm+play+meshery-adapter-library+homebrew-tap+meshery-app-mesh+scoop-bucket+meshery-perf+meshery-nsm+meshery-cpx+meshery-tanzu-sm+meshery-adapter-template+meshery-octarine+slack,20518,10079,3864,4428,1491,212,5084,Meshery,layer5.io/meshery
kubevirt,kubevirt+ci-health+project-infra+containerized-data-importer+hyperconverged-cluster-operator+cluster-network-addons-operator+kubevirtci+ssp-operator+user-guide+community+monitoring+common-templates+kubevirt-tekton-tasks+tekton-tasks-operator+kubevirt-velero-plugin+cloud-provider-kubevirt+kubesecondarydns+kubevirt.github.io+hostpath-provisioner-operator+csi-driver+must-gather+hostpath-provisioner+containerdisks+client-go+macvtap-cni+common-instancetypes+api+api-reference+node-maintenance-operator+client-python+libguestfs-appliance+bridge-marker+katacoda-scenarios+cdi-api-reference+test-benchmarks+containerized-data-importer-api+device-plugin-manager+terraform-provider-kubevirt+kubectl-virt-plugin+qe-tools+controller-lifecycle-operator-sdk+ansible-kubevirt-modules+demo+libvirt+vm-import-operator+node-labeller+kubevirt-ansible,57785,37612,4553,14487,747,204,14873,KubeVirt,kubevirt.io
fluid-cloudnative,fluid+community+fluid-cloudnative.github.io+fluid-client-python,3803,1008,1583,667,545,201,667,Fluid,github.com/fluid-cloudnative
kyverno,kyverno+policies+website+policy-reporter+KDP+policy-reporter-ui+policy-reporter-kyverno-plugin+policy-reporter-docs+grafana-dashboard+demos+.github+performance-testing+load-testing,25371,12796,4425,2967,2255,192,5895,Kyverno,kyverno.io
falcosecurity,libs+falco+test-infra+falco-website+plugins+driverkit+charts+evolution+falcosidekick+falcoctl+kernel-crawler+plugin-sdk-go+deploy-kubernetes+falcosidekick-ui+.github+event-generator+community+falco-exporter+plugin-sdk-cpp+kilt+contrib+syscalls-bumper+client-go+pdig+client-py+template-repository+client-rs+katacoda-scenarios+rules+falco-aws-terraform,29029,20206,4356,3392,843,186,3624,Falco,falco.org
kedacore,keda+keda-docs+charts+http-add-on+governance+keda-olm-operator+test-tools+external-scaler-azure-cosmos-db+testing-infrastructure+sample-dotnet-worker-servicebus-queue+sample-go-rabbitmq+samples+external-scalers+.github+github-template+sample-hello-world-azure-functions+sample-azure-functions-on-ocp4+sample-go-storage-queue+sample-go-gcppubsub+sample-javascript-eventhub-azure-function+sample-typescript-kafka-azure-function+sample-python-kafka-azure-function+external-scaler-samples,13133,8167,2286,1272,1293,180,1387,KEDA,keda.sh
helm,helm+chartmuseum+helm-www+chart-testing+chart-releaser+community+chart-releaser-action+helm-mapkubeapis+charts+kind-action+chart-testing-action+helm-2to3+acceptance-testing+examples+charts-repo-actions-demo+homebrew-tap,9150,5822,1244,568,1412,167,672,Helm,helm.sh
cert-manager,cert-manager+website+aws-privateca-issuer+csi-driver+approver-policy+istio-csr+trust+testing-addons+release+csi-lib+trust-manager+cert-manager-olm+print-your-cert+csi-driver-spiffe+webhook-example+infrastructure+openshift-routes+sample-external-issuer+webhook-lib+cm-test-migration+signer-ca,9235,6236,1096,1064,723,165,1180,cert-manager,cert-manager.io
konveyor,pelorus+tackle2-ui+move2kube+tackle-test-generator-cli+tackle-ui-tests+tackle2-hub+forklift-documentation+volume-snapshot-mover+enhancements+tackle-documentation+forklift-controller+tackle2-operator+forklift-ui+crane-ui-plugin+crane+mig-ui+move2kube-website+forklift-console-plugin+tackle-windup-api+tackle-container-advisor+move2kube-demos+crane-ui-tests+tackle-test-generator-core+mig-controller+tackle2-addon-windup+konveyor.github.io+analyzer-lsp+tackle-diva+mig-operator+gitops-primer+website+mtrho-operator+crane-runner+forklift-operator+tackle-data-gravity-insights+move2kube-transformers+mig-demo-apps+lib-ui+crane-operator+move2kube-api+crane-lib+github-actions+tackle2-addon+community+move2kube-ui+crane-documentation+homebrew-move2kube+common-ci-config+forklift-must-gather+crane-reverse-proxy+crane-plugin-openshift+rsync-transfer+tackle-pathfinder+mig-legacy-operator+crane-secret-service+crane-plugins+mig-agnosticd+hackfest+move2kube-tests+mtk-operator+tackle2-addon-test-generator+forklift-validation+tackle-operator+labs+tackle-api-tests+tackle2-addon-jkube+tackle-ui+security+mig-log-reader+cli+eng-kbase+must-gather+hook-runner+krm-func-examples+crane-plugin-imagestream+tackle+forklift-must-gather-api+tackle-controls+tackle-application-inventory+builder+move2kube-operator+tackle-commons-rest+ibm_resource_tracking+forklift-virt-v2v+openvpn+bz-github-action+tackle2-actions+minikube_dex_oidc_example+tackle-pathfinder-knowledge-base+krm-lib+controller+forklift+tackle-keycloak-theme+travis-multiarch-test+tackle-config-discover+kaffeine+tackle2-pathfinder+tackle-application-importer+tackle-container-advisor-docs+move2kube-katacoda+velero-examples+mtc-breakfix+tackle2-addon-windup_workflow+tackle-config-discover-cli+methodology,18380,6029,6043,4787,1140,162,5168,Konveyor,konveyor.io
kubevela+oam-dev,kubevela+kubevela+kubevela.io+catalog+kubevela.io+velaux+velad+community+workflow+terraform-controller+prism+kube-trigger+pkg+samples+kubevela-core-api+vector-controller+cloudshell+kubevela-core-api+killercoda-scenario+vela-upload-release-asset+upload-release-asset,16051,6875,4707,2817,1633,157,2836,KubeVela,kubevela.io
external-secrets,external-secrets+kubernetes-external-secrets+kes-to-eso+vmes,7574,4100,773,1763,656,156,2045,External Secrets Operator,external-secrets.io
thanos-io,thanos+objstore+kube-thanos+thanos-community-website+thanosbench+tutorials,7301,5041,1105,566,567,149,588,Thanos,thanos.io
etcd-io,etcd+jetcd+website+gofail+raft+discovery.etcd.io,11587,8094,1955,679,855,141,683,etcd,coreos.com/etcd
goharbor,harbor+harbor-helm+harbor-operator+website+acceleration-service+community+terraform-provider-harbor+harbor-arm+jenkins-shared-library+perf+pluggable-scanner-spec+go-client+.github,11288,5808,2248,1037,2144,141,1088,Harbor,goharbor.io
karmada-io,karmada+website+dashboard+community+karmada-operator+api,16610,13003,1675,1249,681,133,1251,Karmada,Karmada.io
operator-framework,operator-sdk+rukpak+operator-lifecycle-manager+operator-registry+api+operator-marketplace+enhancements+deppy+oria-operator+olm-docs+combo+helm-operator-plugins+java-operator-plugins+community+operator-lib+audit+operator-controller+operator-manifest-tools+kubectl-operator+operator-sdk-ansible-util+operator-framework.io+cool-catalog+operator-courier+index-mermaid-graph+test-infra+olm-book,16529,11397,2339,1232,1383,132,1410,Operator Framework,operatorhub.io
WasmEdge,WasmEdge+www+wasmedge_hyper_demo+wasmedge-db-examples+llvm-windows+wasmedge-anna-client+wasmedge-db-drivers+wasmedge_reqwest_demo+wasmedge-async+.github+wasmedge_tokio_demo+FaaS+SaaS,8091,3505,1432,1815,739,124,2415,WasmEdge Runtime,wasmedge.org
confidential-containers,cloud-api-adaptor+td-shim+enclave-cc+operator+image-rs+documentation+community+attestation-agent+attestation-service+simple-kbs+kbs+kata-containers-CCv0+ocicrypt-rs+tests-CCv0+kbs-rs+.github,10098,6316,1672,904,1146,123,964,Confidential Containers,github.com/confidential-containers
jaegertracing,jaeger+jaeger-operator+jaeger-ui+helm-charts+documentation+jaeger-client-java+jaeger-client-cpp+jaeger-client-node+jaeger-clickhouse+spark-dependencies+jaeger-client-python+jaeger-client-go+jaeger-opentelemetry-collector+jaeger-idl+jaeger-client-csharp+jaeger-opentelemetry-poc+jaeger-client-javascript+jaeger-analytics-flink+jaeger-performance+docker-protobuf+.github+jaeger-opentelemetry-releases+jaeger-analytics-java,7058,2924,1458,855,1062,120,1614,Jaeger,jaeger.readthedocs.io/en/latest
linkerd,linkerd2+linkerd2-proxy+linkerd-failover+website+linkerd-await+linkerd2-proxy-init+linkerd2-proxy-api+dev+k8s-gateway-api-rs+linkerd+drain-rs+linkerd-examples+linkerd-smi+rfc+linkerd-tcp+linkerd-zipkin+tacho,16121,4393,4301,5620,880,109,6547,Linkerd,linkerd.io
kubescape+armosec,kubescape+kubescape+regolibrary+opa-utils+helm-charts+host-scanner+github-action+config-service+kubescape-config-service+operator+sneeffer+k8s-interface+lens-extension+regolibrary-playground+go-git-url+kubevuln+vscode-kubescape+ebpf-engine+http-request+homebrew-tap+kontroller+rbac-utils+kubescape-backstage-templates+node-kubescape+go-logger+kollector+.github+helm-github-action+node-yamlparse+gateway,4926,1987,1481,944,406,106,1052,Kubescape,github.com/kubescape
keptn,keptn+helm-charts-dev+keptn.github.io+lifecycle-toolkit+go-utils+community+lifecycle-controller+tutorials+get.keptn.sh+integrations+enhancement-proposals+kubernetes-utils+spec+helm-charts+gh-automation+examples+.github+wg-app-lifecycle+gh-action-send-event+gh-action-extract-branch-name,26892,5442,4254,11076,2059,104,15137,Keptn,kepth.sh
kubeedge,kubeedge+edgemesh+sedna+community+website+ianvs+mappers-go+examples+viaduct+community-infra+beehive+killercoda-scenarios,7635,5052,1363,575,643,104,577,KubeEdge,kubeedge.io
vitessio,vitess+website+arewefastyet+vitess-bot+vitess-resources+enhancements+contrib,16946,8357,4034,2791,1247,103,3308,Vitess,vitess.io
kubecost,cost-analyzer-helm-chart+docs+cost-model+opencost+blog+opencost-website+poc-common-configurations+kubectl-cost+cluster-turndown+cost-analyzer+events+openshift-helm-chart+cloudformation+kubecost-lens-extension+gcp-marketplace-community+kubecost-eks-blueprints-addon+staging-repo+kubecost-ssp-addon+gcp-marketplace+Thomas-Test+azure-hackfest-lab,9841,4677,1984,2166,799,102,2381,OpenCost,kubecost.com
rook,rook+rook.github.io+kubectl-rook-ceph+nfs+cassandra,13928,9425,1635,1830,995,101,1873,Rook,rook.io
litmuschaos,litmus+litmus-go+litmus-helm+chaos-charts+litmusctl+test-tools+litmus-docs+litmus-e2e+chaos-operator+litmus-website-2+m-agent+charthub.litmuschaos.io+litmus-python+chaos-ci-lib+tutorials+chaos-runner+litmus-cd+chaos-exporter+litmus-ansible+litmus-ui+website-litmuschaos+github-chaos-actions+litmus-cd-new+chaos-scheduler+litmuschaos.github.io+chaos-workflows+v1-litmus-docs,4974,1874,1471,1155,452,101,1177,LitmusChaos,litmuschaos.io
open-feature+openfeatureflags,open-feature-operator+flagd+java-sdk+spec+docs.openfeature.dev+java-sdk-contrib+node-sdk+js-sdk-contrib+community+dotnet-sdk+python-sdk+node-sdk-contrib+playground+js-sdk+golang-sdk+go-sdk+sdk-research+php-sdk+schemas+research+golang-sdk-contrib+php-sdk-contrib+ruby-sdk+openfeature.dev+go-sdk-contrib+ofep+open-feature.github.io+.github+openfeatureflags.github.io+governance+test-harness+dotnet-sdk-contrib+watchman+javasdk+feature-operator+governance+.github+python-sdk-contrib+feature-evaluation-api+killercoda+spec+kubernetes-operator+docs+rust-sdk+open-feature-playground,14868,5010,2826,3851,1236,99,5796,OpenFeature,openfeature.dev
