org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
dapr,dapr+docs+components-contrib+dotnet-sdk+cli+java-sdk+php-sdk+python-sdk+quickstarts+go-sdk+community+js-sdk+dashboard+samples+test-infra+mechanical-markdown+rust-sdk+kit+homebrew-tap+helm-charts+docs-zh+cpp-sdk+workflows+azure-functions-extension+setup-dapr+generator-dapr+ApplicationInsights-LocalForwarder,23694,12609,4639,2688,3387,285,3059,Dapr,dapr.io
fluxcd,flux2+website+flux+source-controller+kustomize-controller+flagger+image-automation-controller+helm-controller+community+notification-controller+image-reflector-controller+terraform-provider-flux+pkg+webui+helm-operator+go-git-providers+flux2-multi-tenancy+flux2-kustomize-helm-example+source-watcher+homebrew-tap+golang-with-libgit2+.github+helm-operator-get-started+charts+flux-get-started+cli-utils+multi-tenancy+flux-kustomize-example+multi-tenancy-team1+flux-recv+helm-operator-docs-redirects+legacy-docs-redirects,21351,9162,4229,5263,2691,270,5269,Flux,github.com/fluxcd
fluent,fluent-bit+fluentd+fluentd-kubernetes-daemonset+fluent-bit-docs+helm-charts+fluentd-docs-gitbook+fluentd-docker-image+fluent-plugin-kafka+fluentbit-operator+fluentd-website+fluent-plugin-s3+fluent-logger-golang+fluentd-ui+fluent-plugin-sql+fluentbit-website-v3+fluent-plugin-prometheus+fluent-bit-packaging+fluent-plugin-mongo+fluent-plugin-windows-eventlog+fluent-bit-kubernetes-logging+fluent-bit-docker-image+fluent-logger-python+fluent-plugin-rewrite-tag-filter+fluent-bit-go+fluent-plugin-parser-cri+fluent-plugin-sanitizer+fluent-logger-forward-node+fluent-plugin-webhdfs+fluent-logger-ruby+fluent-plugin-parser-winevt_xml+fluent-plugin-prometheus_pushgateway+fluent-logger-php+fluent-plugin-grok-parser+fluent-plugin-splunk+fluent-bit-website+fluent-plugin-sd-dns+sigdump+fluent-logger-bulk-node+fluent-logger-java+fluent-logger-node+NLog.Targets.Fluentd+m3-workshop-fluentcon+fluent-bit-perf+nginx-fluentd-module+diagtool+fluent-logger-scala,17088,9432,3443,5069,1988,268,2225,Fluentd,fluentd.org
cilium,cilium+cilium-cli+ebpf+hubble+ebpf.io+packer-ci-build+proxy+cilium-olm+openshift-terraform-upi+image-tools+ebpf.io-summit+hubble-ui+hubble-otel+cilium-sysdump+certgen+pwru+workerpool+github-actions+charts+alpine-curl+iproute2+release+json-mock+ci-kernels+installfest+metallb+team-manager+ubuntu-curl+cilium-l4lb-test+libbpf+networkpolicy+docsearch-scraper-webhook+clustermesh-tools+network-policy-tutorial+kustomize-bases+cilium-etcd-operator+netlink+arping+terraform-gke-ci-management-cluster+misc-scripts+kubenetbench+graceful-termination-test-apps+log-gatherer+cilium-perf-networking+dns+istio+testing-repository+echoserver+affinity-test-apps+migrate-svc-test+client-example+oss-fuzz+echoserver-udp+kube-apate+health-examples,42570,26085,6676,8159,2210,245,7599,Cilium,cilium.io
tikv,tikv+pd+client-java+client-go+website+client-rust+rfcs+rust-rocksdb+community+raft-engine+raft-rs+rocksdb+grpc-rs+rust-prometheus+tikv.github.io+titan+agatedb+sig-transaction+migration+pprof-rs+importer+client-py+minitrace-rust+client-c+protobuf-build+jemallocator+yatp+client-cpp+fail-rs+minitrace-go+async-speed-limit+copr-test+mur3+client-node+minstant+crossbeam+jemalloc+crc64fast+jepsen-test+rusoto+tikv-operator+client-validator,31932,22394,4655,2896,1961,244,2922,TiKV,tikv.org
nats-io,nats-server+nats.go+nats.java+nats.docs+natscli+nats.rs+k8s+nats.deno+nats-architecture-and-design+jsm.go+nats.net+nats.js+nats-site+nats-streaming-server+nats.c+jetstream+nsc+nats.ws+nats-kafka+nats.py+nats-operator+nack+prometheus-nats-exporter+stan.go+terraform-provider-jetstream+nats-docker+jwt+nats-jms-bridge+nats-account-server+nats-general+nats.ex+nats-surveyor+java-nats-examples+nats-streaming-docker+stan.js+java-nats-server-runner+official-images+nats-box+homebrew-nats-tools+spring-nats+ts-nkeys+docker-docs+nkeys.js+stan.java+stan.net+jetstream-leaf-nodes-demo+nats-top+nats-pure.rb+nats.c.deps+js-nuid+stan.py+nats-json.java+kotlin-nats-examples+nats-streaming-operator+nats-rest-config-proxy+graft+nkeys+nkeys.py+nats.ts+nats.net.deps+jetstream-gh-action+nats.py2+node-nats-examples+advisories+stan.rb+nats.zig+node-nuid+not.go+integration-tests+netlify-slack+nuid+kubecon2020+go-nats-examples+nats-replicator+test-nats.docs+sublist+nats-connector-framework+nats.rb+not.java+nginx-nats+elixir-nats+demo-minio-nats+nkeys.rb+nats-client-functionality-record+latency-tests,20418,7981,4768,5435,1760,225,5909,NATS,nats.io
kubevirt,kubevirt+project-infra+hyperconverged-cluster-operator+containerized-data-importer+cluster-network-addons-operator+kubevirtci+ssp-operator+kubevirt.github.io+community+user-guide+common-templates+ci-health+monitoring+kubevirt-tekton-tasks+hostpath-provisioner-operator+vm-import-operator+hostpath-provisioner+node-maintenance-operator+bridge-marker+client-go+kubevirt-velero-plugin+must-gather+containerdisks+client-python+csi-driver+macvtap-cni+api-reference+kubevirt-template-validator+ovs-cni+cloud-provider-kubevirt+katacoda-scenarios+libguestfs-appliance+cluster-api-provider-kubevirt+kubevirt-tutorial+controller-lifecycle-operator-sdk+cdi-api-reference+device-plugin-manager+libvirt+terraform-provider-kubevirt+kubevirt-ssp-operator+kubectl-virt-plugin+api+demo+containerized-data-importer-api+ansible-kubevirt-modules+qe-tools+storage-demo,51430,39018,5308,12622,996,218,6108,KubeVirt,kubevirt.io
open-policy-agent,opa+gatekeeper+conftest+gatekeeper-library+frameworks+opa-envoy-plugin+npm-opa-wasm+kube-mgmt+opa-idea-plugin+contrib+cert-controller+opa-docker-authz+vscode-opa+example-api-authz-go+feedback+golang-opa-wasm+rego-python+library+client-python,13503,8284,2328,1207,1623,218,1268,OPA,openpolicyagent.org
containerd,containerd+nerdctl+stargz-snapshotter+ttrpc-rust+cri+cgroups+imgcrypt+project+ttrpc+zfs+continuity+fifo+nri+console+containerd.io+go-cni+aufs+btrfs+go-runc+overlaybd+protobuild+accelerated-container-image+release-tool+typeurl+fuse-overlayfs-snapshotter+project-checks+containerd-fuse-overlayfs,14406,8793,3207,2010,1025,188,1381,containerd,containerd.io
helm,helm+helm-www+charts+chartmuseum+community+chart-releaser+chart-testing+chart-releaser-action+helm-2to3+kind-action+chart-testing-action+monocular+acceptance-testing+docker-kubectl-helm-aws+hub+helm-mapkubeapis+homebrew-tap+charts-repo-actions-demo+docker-kubectl-helm-az+examples+get-helm-sh,10440,6939,1211,677,1736,187,554,Helm,helm.sh
jaegertracing,jaeger+jaeger-operator+jaeger-ui+helm-charts+jaeger-client-python+jaeger-client-go+documentation+jaeger-client-cpp+jaeger-client-java+jaeger-idl+jaeger-client-csharp+jaeger-otelcol+jaeger-clickhouse+jaeger-client-node+spark-dependencies+jaeger-lib+.github+jaeger-analytics-java+jaeger-performance+docker-protobuf+vertx-create-span+thrift+xdock-zipkin-brave+docker-thrift+legacy-client-java+jaeger-client-javascript+jaeger-opentelemetry-collector,9571,5815,1522,846,899,175,1335,Jaeger,jaeger.readthedocs.io/en/latest
openebs,Mayastor+website+mayastor+mayastor-control-plane+lvm-localpv+node-disk-manager+cstor-operators+openebs+openebsctl+zfs-localpv+charts+dynamic-nfs-provisioner+jiva-operator+dynamic-localpv-provisioner+monitoring+device-localpv+openebs-docs+e2e-tests+upgrade+maya+mayastor-docs+velero-plugin+cstor-csi+spdk+mayastor-api+istgt+jiva+api+openapi-generator+helm-operator+linux-utils+rawfile-localpv+lib-csi+libcstor+openebs-k8s-provisioner+moac+cstor+openSeaChest+m-exporter+jiva-csi+nats.rs+performance-benchmark+community+external-storage,22138,10988,3828,6594,983,163,6339,OpenEBS,openebs.io
etcd-io,etcd+website+jetcd+bbolt+discovery.etcd.io,8776,5358,1552,846,960,158,906,etcd,coreos.com/etcd
falcosecurity,falco+test-infra+falco-website+libs+falcosidekick+charts+evolution+.github+driverkit+falcosidekick-ui+kilt+plugins+community+plugin-sdk-go+event-generator+falco-exporter+client-go+falcoctl+pdig+client-rs+client-py+cloud-native-security-hub+katacoda-scenarios+cloud-native-security-hub-backend+falco-operator+kubernetes-response-engine+cloud-native-security-hub-frontend+falco-security-workshop+falco-kubernetes-workshop,15002,10209,2150,1744,799,158,1844,Falco,falco.org
thanos-io,thanos+kube-thanos+thanosbench+OpenConfig,8614,5845,1247,670,824,154,698,Thanos,thanos.io
linkerd,linkerd2+linkerd2-proxy+website+linkerd-smi+linkerd2-proxy-init+linkerd2-proxy-api+linkerd-await+linkerd+polixy+linkerd-examples+linkerd-viz+drain-rs+rfc+gsoc+linkerd2-ci-metrics+service-mesh-benchmark,16405,6675,3363,4428,1080,152,5287,Linkerd,linkerd.io
litmuschaos,litmus+litmus-e2e+litmus-go+litmus-helm+chaos-charts+litmus-docs+litmus-ui+litmus-docs-beta+chaos-operator+test-tools+litmus-cd+website-litmuschaos+chaos-runner+litmusctl+chaos-exporter+litmus-python+tutorials+chaos-scheduler+litmus-website-2+charthub.litmuschaos.io+chaos-ci-lib+litmus-ansible+github-chaos-actions+spinnaker-preconfigured-job-plugin+v1-litmus-docs+litmus-demo+gitlab-remote-templates+chaos-workflows+elves+helm-github-pages+chaos-observability+admission-controllers,12297,5010,3440,3158,636,138,3211,LitmusChaos,litmuschaos.io
kedacore,keda+keda-docs+http-add-on+charts+keda-external-scaler-azure-cosmos-db+keda-olm-operator+governance+external-scalers+test-tools+samples+external-scaler-azure-cosmos-db+sample-azure-functions-on-ocp4+sample-dotnet-worker-servicebus-queue+keda-external-scaler-azure-durable-functions+toc+sample-go-rabbitmq+sample-hello-world-azure-functions+external-scaler-samples+sample-typescript-kafka-azure-function+sample-python-kafka-azure-function+sample-go-storage-queue+.github+sample-javascript-eventhub-azure-function+sample-go-gcppubsub,8294,4635,1623,1017,779,132,1257,KEDA,keda.sh
oam-dev,kubevela+kubevela.io+velacp+kubevela-core-api,12701,6117,3217,2163,1181,126,2186,KubeVela,kubevela.io
cortexproject,cortex+cortex-helm-chart,8162,4895,1336,1215,587,121,1344,Cortex,github.com/cortexproject
kubeedge,kubeedge+sedna+edgemesh+mappers-go+website+community+examples+community-infra+viaduct+beehive,9427,6802,1248,1065,708,120,669,KubeEdge,kubeedge.io
layer5io,meshery+meshery.io+meshery-operator+meshery-istio+meshery-adapter-library+mesheryctl-smi-conformance-action+meshery-consul+meshery-linkerd+meshery-kuma+meshery-traefik-mesh+meshery-osm+meshery-adapter-template+meshery-tanzu-sm+meshery-app-mesh+meshery-nginx-sm+meshery-cpx+meshery-nsm+meshery-octarine,9474,4622,1524,5481,1009,114,2319,Meshery,layer5.io/meshery
goharbor,harbor+harbor-operator+replication-verification+harbor-helm+website+community+harbor-arm+perf+acceleration-service+go-client+jenkins-shared-library+pluggable-scanner-spec+harbor-scanner-clair+.github+harbor-cluster-operator,14327,6096,2643,2879,2688,113,2900,Harbor,goharbor.io
vitessio,vitess+website+arewefastyet+enhancements+vitess-operator+go-junit-report,37903,5788,3238,27501,1321,107,27556,Vitess,vitess.io
crossplane,crossplane+provider-aws+provider-gcp+crossplane-runtime+provider-azure+provider-alibaba+crossplane.github.io+provider-template+oam-kubernetes-runtime+org+test+conformance+crossplane-tools+provider-gcp-beta+tbs+crossplane-cli+provider-rook,8909,5209,1754,1903,1065,107,881,Crossplane,crossplane.io
kyverno+nirmata,kyverno+website+policies+policy-reporter+policy-reporter-ui+policy-reporter-kyverno-plugin+grafana-dashboard+kyverno+go-jmespath+pre-commit-hook+tag-security+.github+json-patch,10128,5766,1648,1672,1480,104,1234,Kyverno,kyverno.io
buildpacks,lifecycle+pack+rfcs+registry-index+docs+spec+imgutil+community+libcnb+registry-api+github-actions+tekton-integration+pack-orb+samples+registry-namespaces+katacoda-scenarios+homebrew-tap+ci,12385,6592,1548,2940,895,99,3350,Buildpacks,buildpacks.io
pravega,pravega+pravega-client-rust+gstreamer-pravega+zookeeper-operator+flink-connectors+pravega-operator+bookkeeper-operator+charts+pravega-samples+spark-connectors+schema-registry+presto-connector+pravega-sensor-collector+hadoop-connectors+pravega-keycloak+community+flink-tools+.github+openmessaging-benchmark+docs+logstash-output-pravega+boomi-connector+kafka-adapter+pravega-grpc-gateway+blog-samples+logstash-input-pravega+pravega-serializer+wiki-images,11928,5626,2067,1995,2117,95,2118,Pravega,pravega.io
rook,rook+rook.github.io+kubectl-rook-ceph+nfs+cassandra+rook-client-python+operator-kit,17097,11872,2267,2270,1200,94,1758,Rook,rook.io
"",coredns+helm+coredns.io+deployment+rrl+ci+corefile-migration+kubernetai+policy+rfc+release+caddy+multicluster+demo+metadata_edns0+unbound+debian+records+miekg/coredns,4075,2278,817,552,379,93,601,CoreDNS,coredns.io
cloudevents,spec+sdk-csharp+sdk-go+sdk-java+sdk-javascript+sdk-rust+sdk-powershell+sdk-php+sdk-ruby+cloudevents-web+sdk-python+conformance,4231,2410,887,466,429,93,505,CloudEvents,cloudevents.io
keptn,keptn+keptn.github.io+go-utils+tutorials+examples+enhancement-proposals+kubernetes-utils+community+spec+get.keptn.sh+gh-action-setup-keptn+gh-action-send-event+gh-action-build-docker-image+gh-automation+gh-action-ci-prepare-keptn-cluster+gh-action-create-or-update-release,16604,3396,3785,5797,2102,91,7321,Keptn,kepth.sh
strimzi,strimzi-kafka-operator+strimzi.github.io+strimzi-canary+proposals+strimzi-kafka-oauth+strimzi-kafka-bridge+drain-cleaner+test-clients+kafka-quotas-plugin+test-container+client-examples+test-container-images+kafka-kubernetes-config-provider+strimzi-ui+kafka-env-var-config-provider+topic-encryption+governance+mirror-maker-2-extensions+.github+strimzi-admin,15512,10706,2102,1959,740,88,1964,Strimzi,strimzi.io
