org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
keycloak,keycloak+keycloak-ui+keycloak-benchmark+keycloak-documentation+keycloak-admin-ui+keycloak-quickstarts+keycloak-web+keycloak-nodejs-admin-client+kc-sig-fapi+keycloak-operator+keycloak-nodejs-connect+keycloak-gh-actionbot+keycloak-containers+keycloak.github.io+keycloak-github-bot+keycloak-community+keycloak-k8s-resources+keycloak-playground+.github+keycloak-prod+keycloak-rest-api-description+libunix-dbus-java,37805,19608,6265,3337,8283,294,3649,Keycloak,keycloak.org
dapr,dapr+components-contrib+docs+cli+js-sdk+dotnet-sdk+quickstarts+java-sdk+python-sdk+community+go-sdk+proposals+kit+blog+test-infra+rust-sdk+sig-sdk-spec+helm-charts+dashboard+samples+homebrew-tap+website+installer-bundle+mechanical-markdown+cpp-sdk+php-sdk+sig-api+docs-zh+setup-dapr+.github,35318,22046,5644,2768,3820,286,3808,Dapr,dapr.io
nats-io,nats-server+nats.rs+nats.go+natscli+nats.java+k8s+nats.deno+nats-architecture-and-design+nats.c+nats.net+nats.docs+nats.py+nats.js+nats-site+nsc+nats-surveyor+jsm.go+nats.ws+nack+nats-streaming-server+prometheus-nats-exporter+nats-pure.rb+nats-java-vertx-client+jwt+terraform-provider-jetstream+nats.net.v2+jparse+nkeys+nats-box+nats.ex+nats-docker+java-nats-server-runner+java-nats-examples+nats-general+stan.go+nats-kafka+integration-tests+nats.client.deps+nkeys.js+jwt.js+nats-rest-config-proxy+nats-top+nats.ts+nats-spark-connector+stan.js+stan2js+nats.c.deps+nats-streaming-docker+node-nuid+js-nuid+spring-nats+graft+nats-operator+netlify-slack+nats-mq+nats.net.deps+kubecon-contribfest+nats.rb+dot-net-nats-examples+nats-account-server+homebrew-nats-tools+jetstream-gh-action+kinesis-bridge+advisories+nats-mendix+go-nats-examples+stan.py+nats-choco+ts-nkeys+node-nats-examples+nats-steampipe-plugin+stan.rb+jetstream-leaf-nodes-demo+not.go+nats.zig+nats-jms-bridge+nats.py2,24129,8973,5467,6511,2250,283,7439,NATS,nats.io
containerd,containerd+nerdctl+nydus-snapshotter+stargz-snapshotter+runwasi+overlaybd+cgroups+accelerated-container-image+ttrpc-rust+rust-extensions+containerd.io+imgcrypt+nri+project+ttrpc+continuity+fuse-overlayfs-snapshotter+console+go-runc+zfs+btrfs+fifo+release-tool+go-cni+typeurl+aufs+project-checks+protobuild,24130,14563,5506,3396,1533,280,2528,containerd,containerd.io
fluent,fluent-bit+fluent-operator+fluentd+fluent-bit-docs+fluent-package-builder+helm-charts+fluentd-website+fluentd-kubernetes-daemonset+cfl+fluentd-docs-gitbook+fluentd-aggregator-docker-image+fluent-plugin-kafka+fluent-plugin-opensearch+fluent-bit-ci+fluent-bit-infra+fluentd-docker-image+cmetrics+fluent-plugin-prometheus+fluent-plugin-s3+ctraces+fluent-plugin-windows-eventlog+fluent-bit-go+fluent-plugin-mongo+onigmo+fluent-bit-observability-demo+fluent-logger-ruby+chunkio+fluent-logger-forward-node+fluent-plugin-sanitizer+fluent-bit-website+fluent-plugin-rewrite-tag-filter+fluent-plugin-sd-dns+fluent-logger-golang+fluent-plugin-parser-winevt_xml+fluent-bit-kubernetes-logging+fluent-plugin-parser-cri+fluent-plugin-prometheus_pushgateway+fluent-logger-python+fluent-plugin-sql+fluent-plugin-multiprocess+fluent-bit-packaging+fluent-plugin-grok-parser+fluentd-ui+fluent-otel-proto+sigdump+fluent-bit-docker-image+fluent-plugin-webhdfs+fluent-plugin-splunk+fluent-logger-java+fluent-bit-plugin+fluent-logger-php+fluentd-website-hugo+fluent-bit-sandbox+fluent-logger-node+fluent-logger-scala,20531,11229,3909,5009,1968,271,3425,Fluentd,fluentd.org
meshery+layer5io,meshery+meshery.io+meshkit+play+meshery-linkerd+meshery-operator+meshery-istio+meshery-consul+meshery-osm+meshery-kuma+meshery-nginx-sm+meshery-traefik-mesh+meshsync+meshery-cilium+meshery-adapter-library+homebrew-tap+scoop-bucket+meshery-app-mesh+meshery-cpx+meshery-nsm+meshery-perf+meshery-octarine+meshery-adapter-template+slack+meshery-tanzu-sm+meshery,23912,12211,4476,7673,1874,270,5351,Meshery,layer5.io/meshery
open-policy-agent,opa+gatekeeper+gatekeeper-library+conftest+frameworks+kube-mgmt+opa-envoy-plugin+contrib+cert-controller+npm-opa-wasm+opa-idea-plugin+vscode-opa+gatekeeper-external-data-provider+setup-opa+opa-docker-authz+community+golang-opa-wasm+example-api-authz-go,14870,8720,2785,1698,1361,251,2004,OPA,openpolicyagent.org
fluid-cloudnative,fluid+charts+community+fluid-cloudnative.github.io,4600,1664,1590,884,440,246,906,Fluid,github.com/fluid-cloudnative
crossplane+crossplane-contrib,crossplane+provider-aws+docs+crossplane-runtime+crossplane.github.io+provider-ansible+provider-terraform+provider-gcp+provider-kubernetes+provider-sql+provider-argocd+provider-helm+org+provider-jet-aws+provider-civo+provider-jet-equinix+provider-digitalocean+test+website+provider-newrelic+provider-template+provider-kafka+terrajet+provider-gitlab+x-generation+provider-azure+provider-jet-datadog+provider-jet-palette+provider-jet-rancher+provider-jet-azure+provider-tencentcloud+crossplane-tools+provider-jet-gcp+provider-kops+crossplane-lint+ess-plugin-vault+provider-pagerduty+provider-ibm-cloud+contribfest+provider-styra+provider-jet-tencentcloud+provider-zpa+provider-alibaba+slack.crossplane.io+provider-jet-template+provider-nop+provider-palette+provider-bitbucket-server+provider-tf-equinix+provider-github+crisscross+provider-jet-vault+provider-vultr+provider-jet-mongodbatlas+provider-linode+provider-tf-equinix-metal+provider-cloudflare+provider-jet-pagerduty+provider-capi+crossplane-cdk8s+provider-planetscale,13552,6942,2990,2645,1757,231,1863,Crossplane,crossplane.io
kubeflow,pipelines+kubeflow+katib+training-operator+manifests+website+mpi-operator+kfp-tekton+community+arena+common+internal-acls+gcp-blueprints+blog+examples+testing+kfctl+fate-operator+fairing,22771,13684,2316,3853,1526,219,5245,Kubeflow,kubeflow.org
knative+knative-sandbox,serving+eventing-kafka-broker+eventing+func+docs+community+test-infra+operator+kn-plugin-func+pkg+security-guard+eventing-rabbitmq+net-kourier+net-istio+reconciler-test+net-gateway-api+client+net-contour+eventing-kafka+networking+net-certmanager+hack+control-protocol+actions+kn-plugin-quickstart+kperf+container-freezer+kn-plugin-event+eventing-natss+knobots+kn-plugin-operator+net-http01+infra+release+eventing-redis+sample-controller+caching+eventing-github+eventing-kogito+kn-plugin-source-kafka+eventing-autoscaler-keda+eventing-gitlab+func-tastic+eventing-ceph+sample-source+client-pkg+kn-plugin-source-kamelet+homebrew-kn-plugins+kn-plugin-admin+eventing-istio+async-component+scaling-group+homebrew-client+kn-plugin-diag+kn-plugin-migration+.github+eventing-couchdb+kn-plugin-sample+kn-plugin-service-log+.artifacthub+toolbox+specs+.github+func-go+monitoring+discovery,36998,20438,7857,7003,1678,216,7025,Knative,knative.dev
kyverno,kyverno+playground+policies+website+policy-reporter+policy-reporter-ui+KDP+policy-reporter-kyverno-plugin+demos+policy-reporter-docs+grafana-dashboard+sample-extension-service+performance-testing+load-testing,30036,13200,5642,4059,2374,200,8820,Kyverno,kyverno.io
kubevirt,kubevirt+ci-health+containerized-data-importer+project-infra+hyperconverged-cluster-operator+ssp-operator+kubevirtci+user-guide+cluster-network-addons-operator+community+monitoring+kubevirt-tekton-tasks+kubesecondarydns+tekton-tasks-operator+cloud-provider-kubevirt+csi-driver+hostpath-provisioner+common-templates+kubevirt-velero-plugin+kubevirt.github.io+hostpath-provisioner-operator+common-instancetypes+vm-console-proxy+client-go+must-gather+macvtap-cni+containerdisks+api+terraform-provider-kubevirt+api-reference+client-python+libguestfs-appliance+katacoda-scenarios+sig-release+managed-tenant-quota+containerized-data-importer-api+test-benchmarks+cdi-api-reference+device-plugin-manager+bridge-marker+ci-performance-benchmarks+node-maintenance-operator+controller-lifecycle-operator-sdk+kubectl-virt-plugin+cdi-operator+kubevirt-ansible+demo+vm-import-operator+ansible-kubevirt-modules+node-labeller,58517,37458,4033,15966,840,200,16186,KubeVirt,kubevirt.io
kedacore,keda+keda-docs+charts+http-add-on+governance+keda-olm-operator+testing-infrastructure+test-tools+external-scaler-azure-cosmos-db+external-scalers+.github+sample-dotnet-worker-servicebus-queue+sample-go-rabbitmq+samples+sample-hello-world-azure-functions,13330,8312,2425,1270,1241,192,1352,KEDA,keda.sh
fluxcd,flux2+website+source-controller+pkg+stats+helm-controller+notification-controller+kustomize-controller+flagger+terraform-provider-flux+image-automation-controller+image-reflector-controller+go-git-providers+community+helm-operator+flux+flux2-multi-tenancy+source-watcher+flux2-kustomize-helm-example+golang-with-libgit2+homebrew-tap+.github+charts+cues+test-infra+webui,18323,7193,3807,6095,1777,185,5546,Flux,github.com/fluxcd
tikv,tikv+pd+client-go+migration+raft-engine+client-java+pprof-rs+client-c+raft-rs+client-rust+grpc-rs+rfcs+agatedb+rust-prometheus+website+yatp+community+titan+protobuf-build+client-cpp+copr-test+fail-rs+minitrace-rust+minstant+tikv-dev-guide+importer+sig-transaction+crc64fast+minitrace-go+async-speed-limit+match-template+client-py,28944,20648,3672,2310,2111,182,2513,TiKV,tikv.org
falcosecurity,libs+falco+test-infra+falco-website+falcoctl+falcosidekick+charts+plugins+evolution+driverkit+kernel-crawler+rules+deploy-kubernetes+community+falcosidekick-ui+plugin-sdk-go+.github+kilt+falco-exporter+testing+event-generator+client-go+syscalls-bumper+plugin-sdk-cpp+contrib+flycheck-falco-rules+falco-aws-terraform+pdig+template-repository+peribolos-syncer+pigeon+client-rs+libs-sdk-go+client-py,35789,25026,5207,4169,1115,177,4441,Falco,falco.org
kubecost+opencost,cost-analyzer-helm-chart+opencost+docs+opencost-helm-chart+poc-common-configurations+blog+opencost-website+cost-analyzer+kubectl-cost+opencost+opencost-website+openshift-helm-chart+cluster-turndown+cloudformation+kubecost-grafana-json-integration+events+kubecost-lens-extension+gcp-marketplace+cost-prediction-action+gcp-marketplace-community+kubecost-eks-blueprints-addon+azure-hackfest-lab+Thomas-Test,14881,7243,2991,2989,1312,164,3335,OpenCost,kubecost.com
goharbor,harbor+harbor-helm+harbor-operator+terraform-provider-harbor+website+acceleration-service+community+harbor-arm+jenkins-shared-library+perf+go-client+pluggable-scanner-spec,10997,5462,2367,1110,1945,162,1223,Harbor,goharbor.io
kubevela,kubevela+kubevela.io+catalog+velaux+workflow+community+velad+pkg+terraform-controller+kube-trigger+samples+killercoda-scenario+prism+kubevela-core-api+kubevela.github.io+vector-controller+charts+vela-upload-release-asset+cloudshell+upload-release-asset,14395,5949,4479,2536,1342,161,2625,KubeVela,kubevela.io
etcd-io,etcd+website+raft+jetcd+gofail,14138,9609,2690,1602,841,158,998,etcd,coreos.com/etcd
helm,helm+helm-www+chartmuseum+chart-releaser+chart-testing+helm-mapkubeapis+chart-releaser-action+community+chart-testing-action+kind-action+helm-2to3+examples+acceptance-testing+charts-repo-actions-demo+homebrew-tap,8730,5623,1184,526,1302,156,621,Helm,helm.sh
konveyor,tackle2-ui+pelorus+tackle-ui-tests+tackle2-hub+move2kube+analyzer-lsp+tackle2-operator+enhancements+tackle-documentation+forklift-controller+forklift-console-plugin+tackle-test-generator-cli+tackle-api-tests+tackle-container-advisor+tackle2-addon-windup+tackle-windup-api+volume-snapshot-mover+windup-shim+java-analyzer-bundle+move2kube-website+crane+forklift-documentation+community+konveyor.github.io+website+move2kube-api+crane-ui-plugin+crane-ui-tests+tackle-data-gravity-insights+tackle-test-generator-core+gitops-primer+forklift-ui+move2kube-ui+release-tools+tackle2-addon+mig-demo-apps+builder+forklift-operator+tackle2-addon-analyzer+tackle2-addon-test-generator+move2kube-transformers+crane-runner+move2kube-vscode-plugin+tackle-pathfinder+homebrew-move2kube+github-actions+crane-lib+hack_env_helpers+crane-operator+mig-ui+crane-plugin-openshift+mig-operator+move2kube-demos+lib-ui+tackle-container-advisor-docs+tackle-diva+mig-controller+mig-agnosticd+ci+security+go-konveyor-tests+example-applications+tackle2-addon-jkube+forklift-validation+cli+must-gather+hackfest+dgi-code-analyzer+tackle-commons-rest+move2kube-tests+crane-plugins+tackle-keycloak-theme+addon-move2kube+crane-documentation+tackle2-actions+crane-plugin-imagestream+common-ci-config+forklift-must-gather+analyzer-dotnet-provider+krm-lib+crane-secret-service+eng-kbase+rulesets+forklift-must-gather-api+crane-reverse-proxy+kaffeine+mig-legacy-operator+ibm_resource_tracking+.github+hook-runner+controller+tackle-pathfinder-knowledge-base+minikube_dex_oidc_example+tackle-ui+tackle+tackle-config-discover+tackle2-addon-tca+mtc-breakfix+tackle2-addon-windup_workflow+methodology+MLAssist+template-repo,16375,6452,5027,3370,1357,152,3539,Konveyor,konveyor.io
thanos-io,thanos+objstore+promql-engine+kube-thanos+tutorials+thanosbench+thanos-community-website,7426,5098,1181,574,551,150,596,Thanos,thanos.io
cert-manager,cert-manager+website+trust-manager+approver-policy+aws-privateca-issuer+istio-csr+csi-driver+release+testing-addons+trust+csi-lib+issuer-lib+csi-driver-spiffe+cert-manager-olm+openshift-routes+sample-external-issuer+webhook-example+example-approver-policy-plugin+boilersuite+print-your-cert+infrastructure+signer-ca+webhook-lib,9218,6299,1093,1738,717,140,1109,cert-manager,cert-manager.io
karmada-io,karmada+website+community+karmada-operator+playground+dashboard+multicluster-cloud-provider+api,16210,12845,1569,1270,633,138,1163,Karmada,Karmada.io
external-secrets,external-secrets+kes-to-eso+examples+kubernetes-external-secrets,5705,2819,866,1285,593,137,1427,External Secrets Operator,external-secrets.io
kubescape+armosec,kubescape+regolibrary+helm-charts+sanity-checks+kubevuln+operator+opa-utils+sniffer+workflows+host-scanner+config-service+k8s-interface+github-action+kubescape+storage+cel-admission-library+node-agent+kollector+kubescape-config-service+taster+sneeffer+kubescape-network-scanner+gateway+go-git-url+go-logger+lens-extension+vscode-kubescape+homebrew-tap+regolibrary-playground+vulrel+node-kubescape+docker-desktop-extension+ebpf-engine+packaging+regolibrary-dev+http-request+.github+kontroller+kubescape.io+kubescape-backstage-templates+rbac-utils+node-yamlparse+kwok-bench+messaging+YAML-examples+helm-github-action+users-notification-service+pulsar-connector,12554,3964,3392,4878,447,132,4751,Kubescape,github.com/kubescape
operator-framework,operator-sdk+operator-controller+rukpak+operator-lifecycle-manager+operator-registry+catalogd+operator-marketplace+deppy+olm-docs+oria-operator+api+helm-operator-plugins+community+java-operator-sdk+java-operator-plugins+audit+kubectl-operator+operator-lib+operator-manifest-tools+enhancements+operator-sdk-ansible-util+kubernetes-webhooks-framework+cool-catalog+operator-framework.io+combo+operator-courier+kubernetes-webooks-framework+josdk-webhooks+test-infra+josdk-spring-boot-starter+operator-framework-spring-boot-starter+index-mermaid-graph,11961,8072,1777,945,1040,132,1072,Operator Framework,operatorhub.io
jaegertracing,jaeger-ui+jaeger+jaeger-operator+helm-charts+documentation+jaeger-clickhouse+spark-dependencies+jaeger-idl+jaeger-client-go+jaeger-opentelemetry-collector+jaeger-client-node+jaeger-client-java+jaeger-client-python+jaeger-client-cpp+jaeger-client-javascript+.github+docker-protobuf+jaeger-analytics-flink+jaeger-performance,8585,2831,1406,917,512,130,3836,Jaeger,jaeger.readthedocs.io/en/latest
confidential-containers,cloud-api-adaptor+operator+enclave-cc+td-shim+attestation-agent+documentation+kbs+image-rs+attestation-service+community+simple-kbs+ocicrypt-rs+kata-containers-CCv0+tests-CCv0+guest-components+infra+confidential-containers+.github,13982,8472,2443,2020,1800,117,1267,Confidential Containers,github.com/confidential-containers
open-feature,flagd+open-feature-operator+java-sdk+playground+js-sdk-contrib+java-sdk-contrib+docs.openfeature.dev+js-sdk+go-sdk-contrib+spec+python-sdk+community+dotnet-sdk+go-sdk+openfeature.dev+node-sdk+ofep+php-sdk+node-sdk-contrib+php-sdk-contrib+schemas+community-tooling+golang-sdk+dotnet-sdk-contrib+test-harness+research+golang-sdk-contrib+ruby-sdk+.github+killercoda+rust-sdk+watchman+cloud-native-demo+python-sdk-contrib+rust-sdk-contrib+five-minutes-to-feature-flags+open-feature.github.io+docs,29264,7948,4308,6950,1718,116,15290,OpenFeature,openfeature.dev
linkerd,linkerd2+linkerd2-proxy+website+linkerd-failover+linkerd2-proxy-init+linkerd2-proxy-api+linkerd-await+dev+linkerd-smi+k8s-gateway-api-rs+linkerd-extension-init+linkerd-examples+rfc+linkerd-viz+linkerd2-conformance+linkerd+drain-rs,15611,4632,4006,5171,821,114,6152,Linkerd,linkerd.io
