org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,80232,64950,16237,15282,16237,1692,Linux kernel,kernel.org
Azure,azure-powershell+azure-content+azure-quickstart-templates+azure-iot-sdks+azure-xplat-cli,7127,3221,1535,1852,519,505,Azure,azure.github.io
facebook+rackt,react-native+react+react-router+presto+AsyncDisplayKit+redux+flow+rocksdb+osquery+buck,31315,23587,2273,2217,3238,496,React,facebook.com
Homebrew,homebrew+homebrew-science+homebrew-php,13081,8383,2692,1108,898,355,Homebrew,brew.sh
caskroom,homebrew-cask,5664,2480,1860,1097,227,331,Homebrew Cask,caskroom.github.io
angular+angular-ui,angular+material+angular.js+bootstrap+ui-grid+angular.io,27532,18515,2009,3418,3590,325,Angular,angular.io
NixOS,nixpkgs,10383,6208,1442,2201,532,323,NixOS,nixos.org
docker,docker+swarm+compose+distribution+libnetwork+notary,21496,16865,1695,1198,1738,279,Docker,mobyproject.org
dotnet,corefx+coreclr+cli+wcf+roslyn-analyzers+corefxlab+core-docs+corert,18734,13199,1940,1610,1985,250,dotnet,microsoft.com/net
aspnet,EntityFramework+Mvc+dnx+Docs+KestrelHttpServer+Hosting+Templates,17152,10603,1203,3625,1721,220,ASP.net,asp.net
rails,rails,5643,3881,728,687,347,220,Ruby on Rails,rubyonrails.org
elastic,elasticsearch+kibana+logstash+filebeat+libbeat+elasticsearch-net+beats,20948,13654,1946,3367,1981,200,Elasticsearch,elastic.co/products/elasticsearch
mozilla,donate.mozilla.org+pdf.js+olympia+platatus+serviceworker-cookbook,9558,5991,881,1772,914,167,Mozilla,mozilla.org
dotnet+Microsoft,roslyn+vscode+vso-agent-tasks+msbuild,21443,15310,1361,1985,2787,154,VS Code,code.visualstudio.com
kubernetes,kubernetes+heapster+deployment-manager,22191,17326,2529,873,1463,144,Kubernetes,kubernetes.io
hashicorp,terraform,6778,4684,530,959,605,142,Terraform,terraform.io
ansible,ansible+ansible-modules-core+ansible-modules-extras,9699,6719,1047,891,1042,138,Ansible,ansible.com
emberjs,guides+ember.js+data,3958,2711,499,429,319,132,Ember.js,emberjs.com
odoo,odoo,5944,3199,892,1244,609,126,Odoo,odoo.com
influxdb,influxdb+telegraf+influxdb.com,7856,4924,545,1588,799,125,InfluxDB,influxdata.com
dmlc,mxnet+xgboost,5977,4194,536,587,660,118,DMLC,dmlc.github.io
letsencrypt,letsencrypt+boulder,8469,5206,658,1581,1024,115,Let's Encrypt,letsencrypt.org
symfony,symfony+symfony-docs,6358,4429,859,538,532,114,Symfony,symfony.com
Automattic,wp-calypso,8249,3930,704,2689,926,112,WP Calypso,developer.wordpress.com/calypso
gitlabhq,gitlabhq,2287,1540,85,478,184,110,GitLab,gitlab.com
chef,chef+chef-server+inspec,3559,1894,310,1088,267,105,Chef,chef.io/chef
EFForg,https-everywhere,2256,1018,540,541,157,105,HTTPS Everywhere,eff.org/https-everywhere
joomla,joomla-cms,5435,4099,420,631,285,101,Joomla,joomla.org
openwrt,packages,1631,841,331,376,83,97,OpenWrt,openwrt.org
tgstation,-tg-station,16628,13739,1100,1110,679,96,SS13,tgstation13.org
JuliaLang,julia,7349,5451,468,896,534,91,Julia,julialang.org
npm,npm+newww+docs,8617,5913,341,1014,1349,87,npm,npmjs.com
openhab,openhab,3517,2803,265,264,185,86,openHAB,openhab.org
ReactiveX,RxJS+RxJava+RxSwift,6322,4357,738,836,391,82,ReactiveX,reactivex.io
zurb,foundation-sites,3075,1945,200,380,550,80,zurb,zurb.com
magento,magento2,4453,3332,153,161,807,78,Magento,magento.com/home
babel,babel+babel.github.io,3724,2465,310,329,620,77,babel,""
fpco,stackage,1162,617,160,322,63,77,Hackage,stackage.org
numpy,numpy,3341,2544,320,260,217,76,numpy,""
nodejs,node,8649,7410,450,198,591,74,Node.js,nodejs.org
hechoendrupal,DrupalConsole,1857,697,534,486,140,73,hechoendrupal,""
owncloud,core+android+documentation,11349,8323,548,1445,1033,71,ownCloud,owncloud.org
ManageIQ,manageiq,7535,4917,1313,1154,151,71,ManageIQ,manageiq.org
docker,machine,4240,3264,358,247,371,71,docker,""
DefinitelyTyped,DefinitelyTyped,2056,1107,754,96,99,71,DefinitelyTyped,definitelytyped.org
Automattic,jetpack,2454,1190,264,813,187,71,Automattic Jetpack,jetpack.com
scipy,scipy,2676,2104,203,209,160,71,scipy,""
RocketChat,Rocket.Chat,5129,3244,324,1011,550,70,RocketChat,rocket.chat
cloudfoundry,bosh+cli,1953,704,118,1003,128,69,Cloud Foundry,cloudfoundry.org
coreos,rkt+etcd+coreos-kubernetes,4438,3200,540,312,386,68,CoreOS,coreos.com
18F,doi-extractives-data+web-design-standards+joining-18f+midas,4805,2312,480,1509,504,68,18F,""
sequelize,sequelize,3005,2316,128,150,411,66,Sequelize,docs-sequelizejs.com
galaxyproject,galaxy+tools-iuc,4173,2888,508,514,263,65,galaxyproject,""
voidlinux,void-packages,3968,968,482,2361,157,65,The Void distribution,voidlinux.eu
saltstack,salt,7853,5484,1096,180,1093,65,SaltStack,repo.saltstack.com
mapbox,mapbox-gl-native+mapbox-gl-js,7582,4351,517,1962,752,65,Mapbox,mapbox.com
haskell,cabal+haskell-ide-engine+haskell-mode,2697,1830,264,387,216,64,haskell,""
e-government-ua,i,4900,1161,55,3511,173,63,Основной репозиторий,igov.org.ua
codecombat,codecombat,1514,414,132,882,86,63,CodeCombat,codecombat.com
rapid7,metasploit-framework,2515,1827,263,292,133,62,Rapid7,rapid7.com
SpongePowered,SpongeCommon+SpongeAPI,3613,1503,168,1748,194,61,SpongePowered,""
perl6,doc,849,236,94,447,72,61,perl6,""
atom,atom+electron,10135,6937,486,1038,1674,61,Atom,atom.io
deis,deis+workflow+helm,3231,2184,348,353,346,61,deis,""
Sylius,Sylius,2330,1679,285,226,140,60,Sylius,""
cocos2d,cocos2d-x,2637,1540,460,380,257,58,Cocos2d-x,cocos2d-x.org
pantheon-systems,cli+documentation,2387,894,295,1017,181,57,pantheon-systems,""
driftyco,ionic,2757,2082,57,209,409,57,Ionic,ionicframework.com
phpmyadmin,phpmyadmin,2330,1221,85,821,203,57,phpmyadmin,""
grpc,grpc+grpc-java,4426,2576,682,603,565,56,GRPC,grpc.io
openshift,openshift-ansible,2642,1851,354,343,94,55,OpenShift,openshift.com
getgrav,grav+grav-plugin-admin,2364,1266,150,670,278,54,getgrav,""
commercialhaskell,stack,2955,1954,134,476,391,54,commercialhaskell,""
systemd,systemd,2804,1790,492,239,283,54,systemd,freedesktop.org/wiki/Software/systemd
guardian,frontend,3903,1344,679,1829,51,54,The Guardian,theguardian.com
CleverRaven,Cataclysm-DDA,5382,4056,609,355,362,53,Cataclysm-DDA,en.cataclysmdda.com
auth0,docs,685,102,187,337,59,53,Auth0,auth0.com
fossasia,gci15.fossasia.org,1106,659,215,168,64,52,fossasia,fossasia.org
mattermost,platform,4471,2408,724,1131,208,51,Mattermost,mattermost.org
github,git-lfs+linguist,1942,1372,153,204,213,51,GitHub,github.com
ampproject,amphtml,3468,2327,413,428,300,50,AMP,ampproject.org
airbnb,airflow,1599,886,191,370,152,50,airbnb,""
spotify,luigi,1274,897,163,157,57,50,spotify,""
ctfs,write-ups-2015,800,170,66,330,234,49,ctfs,""
sakaiproject,sakai,1278,659,278,250,91,49,Sakai,sakaiproject.org
codemirror,CodeMirror,789,463,98,136,92,48,codemirror,""
moment,moment,1044,771,71,70,132,48,moment,""
neo4j,neo4j,3253,1757,548,811,137,48,neo4j,""
dotnet,orleans,2953,2311,238,271,133,48,Microsoft Orleans,dotnet.github.io/orleans
CartoDB,cartodb+cartodb.js,4190,1755,340,1701,394,48,CARTO,carto.com
thoughtbot,ember-cli-rails+administrate,2978,1684,240,859,195,47,thoughtbot,""
TrinityCore,TrinityCore,3846,2660,129,669,388,47,TrinityCore,trinitycore.org
greenplum-db,gpdb,1297,830,216,200,51,47,greenplum-db,""
nim-lang,Nim,1065,623,113,154,175,46,nim-lang,""
NativeScript,NativeScript+nativescript-cli,4709,2592,432,1229,456,46,NativeScript,nativescript.org
playframework,playframework,1494,1034,193,128,139,46,Play Framework,playframework.com
hashicorp,nomad,2692,1362,300,855,175,46,Nomad,nomadproject.io
Codeception,Codeception,1266,740,145,234,147,46,Codeception,""
ImagicalCorp,ImagicalMine+PocketMine-0.13.0,5336,3829,171,913,423,46,ImagicalCorp,""
twbs,bootstrap,3199,2144,299,246,510,45,twbs,""
isocpp,CppCoreGuidelines,1224,753,156,214,101,45,isocpp,""
composer,composer,1981,1613,77,109,182,45,composer,""
spring-projects,spring-boot,3299,2128,210,412,549,44,spring-projects,""
sympy,sympy,2157,1676,208,106,167,44,sympy,""
mesosphere,marathon,2757,1625,211,554,367,44,Mesosphere,mesosphere.com
torchbox,wagtail,1562,1015,220,220,107,44,torchbox,""
callemall,material-ui,4562,3562,318,111,571,43,Material-UI,material-ui.com
matplotlib,matplotlib,3519,2707,280,236,296,43,matplotlib,""
kaldi-asr,kaldi,1122,645,189,234,54,43,kaldi-asr,""
godotengine,godot,2227,1545,193,222,267,43,Godot Engine,godotengine.org
libgdx,libgdx,1376,905,110,226,135,43,libgdx,""
OpenRA,OpenRA,4992,3718,428,477,369,42,OpenRA,""
OrchardCMS,Orchard,1592,997,129,214,252,42,OrchardCMS,""
esp8266,Arduino,3333,2601,147,206,379,42,esp8266,""
google,closure-compiler,882,556,80,144,102,42,Google Closure Compiler,developers.google.com/closure/compiler
openframeworks,openFrameworks,1989,1447,149,225,168,41,openframeworks,""
solidusio,solidus,1573,1202,173,131,67,41,solidusio,""
OpenRCT2,OpenRCT2,4294,2948,315,698,333,41,OpenRCT2,openrct2.website
google,WebFundamentals,1420,562,243,407,208,41,Google WebFundamentals,developers.google.com/web/fundamentals
eslint,eslint,3925,2948,287,196,494,41,eslint,eslint.org
processing,p5.js+processing,2167,1379,175,255,358,41,processing,""
mantidproject,mantid,4631,1114,509,2458,550,40,Mantid,mantidproject.org
diydrones,ardupilot,3288,2445,335,347,161,40,diydrones,""
wordpress-mobile,WordPress-iOS+WordPress-Android,3928,1577,317,1779,255,39,WordPress-mobile,make.wordpress.org/mobile
HabitRPG,habitrpg,2472,1385,176,651,260,39,HabitRPG,""
octobercms,october,734,382,95,152,105,39,octobercms,""
mapsme,omim,5402,3224,1002,1053,123,38,MAPS.ME,maps.me
DarkstarProject,darkstar,2053,1251,249,400,153,38,DarkstarProject,""
domoticz,domoticz,1317,691,126,440,60,38,domoticz,""
bolt,bolt,2465,1439,311,523,192,38,bolt,""
Dolibarr,dolibarr,2397,805,472,880,240,38,Dolibarr,""
woothemes,woocommerce,2368,1353,220,327,468,38,woothemes,""
flutter,flutter+engine,2425,1147,435,390,453,37,Flutter,flutter.io
BVLC,caffe,1890,1431,145,76,238,37,BVLC,""
KeepSafe,aiohttp,1176,665,97,326,88,37,KeepSafe,""
Flexget,Flexget,958,423,93,367,75,37,Flexget,""
nylas,N1,4896,3315,59,657,865,36,Nylas,nylas.com
WhisperSystems,Signal-Android,3453,2540,187,231,495,36,WhisperSystems,""
PowerDNS,pdns,1513,732,272,391,118,36,PowerDNS,""
realm,realm-java+realm-cocoa,7027,4578,315,1499,635,35,Realm,realm.io
phoenixframework,phoenix,1060,703,100,155,102,35,phoenixframework,""
Leaflet,Leaflet,1273,860,100,164,149,35,Leaflet,""
cleanflight,cleanflight,2587,2181,138,109,159,35,cleanflight,""
manastech,crystal,1944,1515,131,108,190,35,manastech,""
akka,akka,3447,2613,252,295,287,34,Akka,akka.io
hashicorp,consul,1398,802,108,287,201,34,Consul,consul.io
fish-shell,fish-shell,2118,1766,64,140,148,34,fish-shell,""
open-mpi,ompi,2316,1689,228,299,100,34,open-mpi,""
google,protobuf,856,514,123,103,116,34,Google Protocol Buffers,developers.google.com/protocol-buffers
acemod,ACE3,2659,1727,203,471,258,33,ACE Mod,acemod.com
micropython,micropython,2829,2089,176,447,117,33,micropython,""
concrete5,concrete5,1285,676,167,340,102,33,concrete5,""
minetest,minetest,2334,1901,137,159,137,33,minetest,""
druid-io,druid,2322,1473,458,260,131,33,druid-io,""
openlayers,ol3,2236,1605,214,232,185,33,openlayers,""
cakephp,cakephp,2236,1604,181,216,235,33,CakePHP,cakephp.org
jruby,jruby,1872,796,51,854,171,33,jruby,""
pantsbuild,pants,1387,594,329,312,152,33,pantsbuild,""
bitDubai,fermat,2123,486,235,454,948,33,bitDubai,""
leancloud,docs,834,281,230,264,59,33,leancloud,""
SeleniumHQ,selenium,1481,948,60,178,295,33,SeleniumHQ,""
SUSE,machinery+Portus,2890,1310,457,928,195,33,SUSE,""
hazelcast,hazelcast,5229,3445,581,803,400,33,hazelcast,""
PolymerElements,polymer-starter-kit,1612,1198,89,188,137,33,PolymerElements,""
Automattic,mongoose,1699,1134,65,238,262,33,Automattic,""
hashicorp,vault,1672,1034,112,384,142,33,Vault,vaultproject.io
Microsoft,TypeScript,7145,5043,332,800,970,32,TypeScript,typescriptlang.org
Treeofsavior,PortugueseTranslation,1672,1383,128,88,73,32,Treeofsavior,""
redox-os,redox,2190,1016,299,773,102,32,redox-os,""
libretro,RetroArch,4031,1087,267,2506,171,32,libretro,libretro.com
Baystation12,Baystation12,2347,1307,409,395,236,32,Baystation12,baystation12.net
duckduckgo,zeroclickinfo-goodies,1731,1227,291,154,59,31,DuckDuckHack,duckduckhack.com
tensorflow,tensorflow,3551,2765,69,92,625,31,TensorFlow,tensorflow.org
RIOT-OS,RIOT,3537,2929,325,218,65,31,RIOT-OS,""
google,material-design-lite,2494,1461,111,196,726,31,Google Material Design Components,getmdl.io
astropy,astropy,2103,1635,119,237,112,31,astropy,""
librenms,librenms,1858,1180,201,135,342,31,librenms,""
AnalyticalGraphicsInc,cesium,1627,871,198,461,97,31,AnalyticalGraphicsInc,""
Windows-XAML,Template10,1191,768,110,140,173,31,Windows-XAML,""
kivy,kivy,1146,696,94,210,146,31,kivy,""
sonata-project,SonataAdminBundle,1079,792,116,87,84,31,sonata-project,""
collectd,collectd,965,527,148,219,71,31,collectd,""
NancyFx,Nancy,781,570,68,90,53,31,NancyFx,""
hpi-swt2,wimi-portal,786,170,56,465,95,30,hpi-swt2,""
HTBox,allReady,1426,839,206,191,190,30,HTBox,""
idris-lang,Idris-dev,929,620,89,104,116,30,idris-lang,""
kamailio,kamailio,823,409,56,300,58,30,kamailio,""
telefonicaid,fiware-orion+fiware-cygnus,2336,929,269,914,224,30,telefonicaid,""
videojs,video.js,1757,1339,92,108,218,30,videojs,""
TryGhost,Ghost,1739,1167,221,180,171,30,TryGhost,""
divio,django-cms,1840,1025,271,451,93,30,divio,""
AFNetworking,AFNetworking,1416,914,103,258,141,29,AFNetworking,""
webdriverio,webdriverio,763,481,62,113,107,29,webdriverio,""
segmentio,nightmare,807,579,64,65,99,29,segmentio,""
StackStorm,st2,1662,737,249,612,64,29,StackStorm,""
opencart,opencart,1267,736,130,159,242,29,opencart,""
keystonejs,keystone,1393,837,117,264,175,29,keystonejs,""
rust-lang-nursery,rustfmt,599,357,74,83,85,28,rust-lang-nursery,""
yiisoft,yii2,3320,2510,275,86,449,28,yiisoft,""
Polymer,polymer,3124,2192,109,284,539,28,Polymer,polymer-project.org
24pullrequests,24pullrequests,986,530,136,176,144,28,24pullrequests,""
akeneo,pim-community-dev,3583,780,421,2331,51,28,akeneo,""
react-toolbox,react-toolbox,1763,954,71,581,157,28,react-toolbox,""
pytest-dev,pytest,1145,868,74,80,123,28,pytest-dev,""
ant-design,ant-design,1242,611,105,236,290,28,Ant Design,ant.design
drush-ops,drush,1595,1038,112,289,156,27,drush-ops,""
hashicorp,otto,753,471,76,83,123,27,hashicorp,""
akkadotnet,akka.net,1277,899,142,105,131,27,akkadotnet,""
PointCloudLibrary,pcl,764,552,83,73,56,27,PointCloudLibrary,""
Respect,Validation,682,339,126,131,86,27,Respect,""
dropwizard,dropwizard,666,400,79,133,54,27,dropwizard,""
OfficeDev,PnP-Sites-Core,654,222,138,233,61,27,Office Developer,dev.office.com
JabRef,jabref,3513,2051,241,1007,214,27,JabRef,""
xcat2,xcat-core,1542,954,224,245,119,27,xcat2,""
MinecraftForge,MinecraftForge,1357,953,95,188,121,27,MinecraftForge,""
unicorn-engine,unicorn,1114,803,92,125,94,27,unicorn-engine,""
LMFDB,lmfdb,1142,527,142,218,255,27,LMFDB,""
mono,MonoGame,2084,1776,124,93,91,27,mono,""
HippieStationCode,HippieStation13,4006,2622,564,496,324,26,HippieStationCode,github.com/HippieStationCode/HippieStation13
idaholab,moose,1912,1409,195,146,162,26,idaholab,""
cockroachdb,cockroach,1580,836,241,407,96,26,Cockroach DB,cockroachlabs.com
zooniverse,Panoptes-Front-End,2054,1212,180,435,227,26,zooniverse,""
ramda,ramda,1279,1060,84,68,67,26,ramda,""
cuberite,cuberite,2530,1787,197,405,141,26,cuberite,""
pingcap,tidb,2984,1273,399,1188,124,26,PingCAP,github.com/pingcap
jscs-dev,node-jscs,973,655,76,118,124,26,jscs-dev,""
swagger-api,swagger-ui,876,607,54,54,161,26,Swagger,swagger.io
jupyter-incubator,declarativewidgets+dashboards,1597,903,168,380,146,26,jupyter-incubator,""
racket,racket,677,333,61,230,53,26,racket,""
robolectric,robolectric,649,454,63,66,66,26,robolectric,""
silverstripe,silverstripe-framework,820,550,125,66,79,25,silverstripe,""
PCSX2,pcsx2,2794,2317,102,248,127,25,PCSX2,""
slimphp,Slim,1171,899,89,65,118,25,slimphp,""
pyinstaller,pyinstaller,1551,1199,53,148,151,25,pyinstaller,""
freifunk-gluon,gluon,693,448,54,135,56,25,freifunk-gluon,""
jekyll,jekyll,1556,1195,101,87,173,25,jekyll,""
fabric8io,fabric8,2161,635,407,924,195,25,fabric8,fabric8.io
ligo-cbc,pycbc,1088,517,206,292,73,25,ligo-cbc,""
Netflix,falcor+Hystrix,1388,953,128,188,119,25,Netflix,""
elixir-lang,elixir,1242,859,187,66,130,25,elixir-lang,""
camptocamp,c2cgeoportal+ngeo,2674,1164,231,1109,170,25,camptocamp,""
Particular,NServiceBus,2719,1478,221,896,124,24,NServiceBus,particular.net/nservicebus
servo,servo,6175,4939,784,95,357,24,The Servo Browser Engine,servo.org
jhipster,generator-jhipster,2071,1527,227,64,253,24,jhipster,""
OpenLiveWriter,OpenLiveWriter,1732,1431,69,46,186,24,OpenLiveWriter,""
ethereum,go-ethereum+solidity,1915,1139,277,282,217,24,Ethereum,ethereum.org
meteor,meteor,3351,2705,92,112,442,24,Meteor,meteor.com
Samsung,jerryscript,1095,695,73,247,80,24,Samsung,""
hhvm,user-documentation,1477,381,85,850,161,24,hhvm,""
DynamoDS,Dynamo,1899,1086,366,315,132,24,DynamoDS,""
Yoast,wordpress-seo,3148,1766,161,674,547,24,Yoast SEO,yoast.com/wordpress/seo
rails-api,active_model_serializers,1914,1598,123,117,76,24,rails-api,""
bower,bower,1561,1243,63,109,146,24,bower,""
middleman,middleman,714,512,51,86,65,24,middleman,""
Jasig,cas,1748,962,130,561,95,24,Jasig,""
ReactiveCocoa,ReactiveCocoa,1249,957,93,83,116,23,ReactiveCocoa,""
notepad-plus-plus,notepad-plus-plus,1159,740,86,84,249,23,notepad-plus-plus,""
oppia,oppia,1057,726,138,80,113,23,oppia,""
urho3d,Urho3D,1357,693,75,445,144,23,urho3d,""
bokeh,bokeh,2802,1525,197,809,271,23,bokeh,""
aws,aws-cli,993,700,83,125,85,23,aws,""
pythonindia,wye,1474,977,99,257,141,23,pythonindia,""
Moya,Moya,948,686,67,135,60,23,Moya,""
FreeRDP,FreeRDP,813,630,53,54,76,23,FreeRDP,""
duckduckgo,zeroclickinfo-spice,635,408,77,91,59,23,duckduckgo,""
Z3Prover,z3,1130,631,73,312,114,23,Z3Prover,""
pyload,pyload,1844,1269,98,198,279,23,pyload,""
GoogleCloudPlatform,PerfKitBenchmarker,1571,940,191,349,91,23,GoogleCloudPlatform,""
koajs,koa,1345,1076,84,118,67,23,koajs,""
CiscoCloud,microservices-infrastructure,1477,892,108,343,134,23,CiscoCloud,""
hackedu,hackedu,1132,685,173,214,60,22,hackedu,""
oh-my-fish,oh-my-fish,868,555,85,177,51,22,oh-my-fish,""
drone,drone,933,627,59,132,115,22,drone,""
SuperTux,supertux,1667,999,57,503,108,22,SuperTux,""
mxe,mxe,1411,925,116,257,113,22,mxe,""
angular,protractor,1352,1024,62,65,201,22,Protractor,protractortest.org
sinonjs,sinon,601,446,56,48,51,22,sinonjs,""
riot,riot,2054,1602,76,188,188,22,riot,""
HP-Enterprise,BriAir,2762,560,383,1384,435,22,HP-Enterprise,""
dubtrack,www-dubtrack-fm,701,411,54,92,144,22,dubtrack,""
magefree,mage,733,179,66,405,83,22,magefree,""
CGAL,cgal,1197,761,161,224,51,22,CGAL,""
pydata,pandas,2973,2249,240,42,442,22,pydata,""
EC-CUBE,ec-cube,1720,973,262,233,252,22,EC-CUBE,""
pocoproject,poco,788,537,62,97,92,22,pocoproject,""
PrismLibrary,Prism,1091,722,85,154,130,22,PrismLibrary,""
vanilla,vanilla,1007,244,190,502,71,22,vanilla,""
