org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,83432,68359,17089,15073,17089,1716,Linux kernel,kernel.org
angular+AngularClass+angular-ui+angular-fullstack,angular+angular.js+angular.io+angular-cli+material+angular2-webpack-starter+material2+bootstrap+ui-select+angularfire2+generator-angular-fullstack,37421,26529,2711,3668,4513,619,Angular,angular.io
NixOS,nixpkgs,14128,8764,1727,2968,669,531,NixOS,nixos.org
Homebrew,homebrew-core+homebrew-science+brew,10927,6978,2165,1296,488,484,Homebrew,brew.sh
Azure,azure-quickstart-templates+azure-powershell+azure-iot-sdks+azure-sdk-for-net+azure-xplat-cli+autorest+azure-webjobs-sdk-templates+azure-webjobs-sdk-script+azure-sdk-for-java,13005,7049,1934,2812,1210,483,Azure,azure.github.io
dotnet,coreclr+corefx+cli+core-docs+docfx+wcf+roslyn-analyzers,41118,29871,3678,4430,3139,456,dotnet,microsoft.com/net
kubernetes+kubernetes-ui+kubernetes-contrib+kubernetes-cluster-automation,kubernetes+kubernetes.github.io+contrib+dashboard+helm+minikube+kube-deploy+test-infra+heapster+kubernetes-anywhere+node-problem-detector+kubernetes-docs-cn+community+features+release+container-terminal+charts+kops+kube-state-metrics+kubedash+frakti+application-images+label-selector+graylog2+kube2consul+jumpserver+graph+kube-ui+etcd+object-describer+topology-graph+docker-registry,53802,39099,7102,2257,5344,445,Kubernetes,kubernetes.io
ansible,ansible+ansible-modules-extras+ansible-modules-core,14166,9647,1495,1790,1234,425,Ansible,ansible.com
caskroom,homebrew-cask,4748,1494,1859,1183,212,394,Homebrew Cask,caskroom.github.io
dotnet+Microsoft,roslyn+vscode+vsts-tasks+vscode-docs+vsts-agent+msbuild,36766,25012,1907,4675,5172,360,VS Code,code.visualstudio.com
facebook+reactjs,react+rocksdb+AsyncDisplayKit+reason+react-native+osquery+jest+redux+relay,24734,18905,2280,1442,2107,360,React,facebook.com
docker,docker+swarm+distribution+compose+machine+libnetwork+swarmkit+notary,25993,20109,1999,1566,2319,335,Docker,mobyproject.org
mozilla,addons-server+addons-frontend+tofino+fxa-content-server+testpilot+activity-stream+spidernode+science.mozilla.org+positron+pdf.js+addons-linter+activity-streams,19568,10727,1871,4547,2423,308,Mozilla,mozilla.org
elastic,elasticsearch+kibana+beats+logstash+elasticsearch-net,22461,15335,2342,2835,1949,245,Elasticsearch,elastic.co/products/elasticsearch
hzuapps,android-labs,2140,592,807,562,179,232,hzuapps,github.com/hzuapps
Automattic,wp-calypso,15588,7701,1423,5809,655,228,WP Calypso,developer.wordpress.com/calypso
tensorflow,tensorflow+models,10016,7842,654,469,1051,211,TensorFlow,tensorflow.org
aspnet,Docs+EntityFramework+Mvc+KestrelHttpServer+Templates,15229,9878,1003,2827,1521,206,ASP.net,asp.net
eclipse,che+smarthome+jetty.project+vert.x+kura+vorto,12669,6706,1048,3982,933,206,Eclipse,eclipse.org
nodejs,node+nodejs.org,13848,11500,818,874,656,204,Node.js,nodejs.org
hashicorp,terraform,8945,6066,742,1374,763,204,Terraform,terraform.io
odoo,odoo,5053,2671,795,1255,332,185,Odoo,odoo.com
ManageIQ,manageiq,12683,8427,1942,1975,339,180,ManageIQ,manageiq.org
magento,devdocs+magento2,9753,7241,302,832,1378,170,Magento,magento.com/home
rails,rails,6611,4697,895,618,401,169,Ruby on Rails,rubyonrails.org
influxdata,telegraf+influxdb+docs.influxdata.com+kapacitor,9550,5702,803,2138,907,168,InfluxData,influxdata.com
tgstation,tgstation+-tg-station,22429,18285,1949,1413,782,163,SS13,tgstation13.org
saltstack,salt,8908,6245,1257,514,892,160,SaltStack,repo.saltstack.com
driftyco,ionic+ionic-site+ionic-native,9594,5858,279,2196,1261,153,Ionic,ionicframework.com
mapbox,mapbox-gl-js+mapbox-gl-native+rasterio+mapbox-gl-draw,11212,5851,871,3459,1031,144,Mapbox,mapbox.com
owncloud,core+client+android+mail+documentation+calendar,16034,11435,882,2325,1392,142,ownCloud,owncloud.org
w3c,web-platform-tests,1563,647,441,418,57,142,W3C Platform Tests,irc.w3.org/?channels=testing
joomla,joomla-cms,10648,8398,825,1042,383,140,Joomla,joomla.org
grpc+grpc-ecosystem,grpc+grpc-java+grpc-go+grpc.github.io+polyglot+homebrew-grpc+grpc-common+grpc-tools+examples,11045,6475,2150,926,1494,139,gRPC,grpc.io
KSP-CKAN,NetKAN+CKAN,4391,2453,848,888,202,137,CKAN,ksp-ckan.org
dmlc,mxnet+xgboost,5019,3547,401,353,718,137,DMLC,dmlc.github.io
swagger-api,swagger-codegen+swagger-ui,4680,3182,521,496,481,133,Swagger,swagger.io
ampproject,amphtml+amp-by-example,6029,3945,661,898,525,132,AMP,ampproject.org
systemd,systemd,4241,3112,456,390,283,131,systemd,freedesktop.org/wiki/Software/systemd
JuliaLang,julia,8584,5981,663,1320,620,126,Julia,julialang.org
