org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
etcd-io+coreos,etcd+jetcd+etcd+bbolt+website,8078,5168,1198,1002,1001,133,711,etcd,coreos.com/etcd
tikv+pingcap,tikv+tikv+rfcs+client-rust+deep-dive-tikv+website+client-java+client-go+protobuf-build+head-first-tikv+mock-tikv+client-validator+client-c+procinfo-rs+importer+rust-three-days-course+criterion.rs,20607,15122,2810,1958,813,129,1862,TiKV,tikv.org
containerd+docker,containerd+cri+cgroups+containerd.io+continuity+project+ttrpc+go-cni+go-runc+typeurl+console+fifo+aufs+zfs+btrfs++containerd,10152,6434,2155,1334,613,128,950,containerd,containerd.io
rook,rook+rook.github.io+artwork+operator-kit,13133,9671,1384,978,1371,123,707,Rook,rook.io
coredns,coredns+deployment+coredns.io+ci+kubernetai+metadata_edns0+rrl+policy+alternate+release+proxy+learning-coredns+unbound+fallback+dynapi+perf-tests+any+demo+client+presentations+debian+example,9640,6221,1534,971,888,117,997,CoreDNS,coredns.io
improbable-eng+thanos-io,thanos+toc,8034,5601,935,776,585,116,913,Thanos,thanos.io
goharbor+vmware,harbor+harbor+harbor-helm+community+blog+goharbor.github.io+website,14754,7120,2969,1674,3224,106,1441,Harbor,goharbor.io
vitessio,vitess+website+vitess-operator+contrib+messages+,5097,2349,1529,1575,425,106,794,Vitess,vitess.io
linkerd,linkerd2+linkerd2-proxy+website+linkerd+linkerd2-proxy-api+linkerd-examples+linkerd-zipkin+linkerd-viz+rfc+linkerd2-proxy-init+docs-archive+rustup-nightly-docker+blogs+namerctl,19634,10078,2929,4682,1898,105,4729,Linkerd,linkerd.io
kubeedge,kubeedge+website+examples+beehive+viaduct+katacoda-scenarios+toc,7851,5731,996,715,582,94,542,KubeEdge,kubeedge.io
open-policy-agent,opa+gatekeeper+opa-istio-plugin+contrib+kube-mgmt+frameworks+kubernetes-policy-controller+library+opa-docker-authz+example-api-authz-go+rego-python+example-api-authz-python+npm-opa-wasm+client-python,4993,2498,1199,857,731,84,565,OPA,openpolicyagent.org
opentracing,opentracing-java+opentracing.io+opentracing-python+specification+opentracing-go+opentracing-javascript+opentracing-csharp+opentracing-php+opentracing-ruby+opentracing-cpp+opentracing-lua+basictracer-python+lua-bridge-tracer+opentracing-objc+opentracing-c+basictracer-go+opentracing-rust+documentation,2542,1577,424,399,250,79,291,OpenTracing,opentracing.io
cloudevents,spec+sdk-go+sdk-javascript+sdk-java+sdk-python+sdk-csharp+cloudevents-web+cloudevents.github.io+sdk-ruby,3841,2649,578,623,270,65,344,CloudEvents,cloudevents.io
kubernetes-sigs+cri-o,cri-o+cri-o+ocicni+cri-o.io+tools+cri-o-ansible,8503,6854,849,978,254,60,546,CRI-O,cri-o.io
containernetworking,plugins+cni,1777,1153,319,396,183,58,122,CNI,github.com/containernetworking
virtual-kubelet,virtual-kubelet+azure-aci+community+azure-batch+openstack-zun+aws-fargate+node-cli+alibabacloud-eci+cri+nomad,2883,1659,588,501,270,57,366,Virtual Kubelet,virtual-kubelet.io
open-telemetry,opentelemetry-java+opentelemetry-specification+community+opentelemetry-dotnet+opentelemetry-service+opentelemetry-js+opentelemetry-python+opentelemetry-node+opentelemetry-go+opentelemetry-proto+opentelemetry.io+opentelemetry-ruby+opentelemetry.dev+rfcs+opentelemetry-service-testbed+opentelemetry-specs+opentelemetry-cpp+opentelemetry-erlang,5943,3708,1056,509,655,55,524,OpenTelemetry,opentelemetry.io
falcosecurity+draios,falco+test-infra+falco-website+falco+office-hours+falco-operator+kubernetes-response-engine+falco-security-workshop+falcosecurity.github.io+falco-google-kubernetes-marketplace+profiles,2803,1236,510,810,283,50,774,Falco,falco.org
buildpack,pack+lifecycle+spec+ci+roadmap+rfcs+docs+packs+samples+libbuildpack+imgutil+website+forge+knative-integration+stacks+homebrew-tap+resources+sample-java-app,4783,1603,548,1915,535,48,2097,Buildpacks,buildpacks.io
networkservicemesh+ligato,networkservicemesh+networkservicemesh+site+examples,6318,3360,1604,800,485,46,869,Network Service Mesh,networkservicemesh.io
cortexproject+weaveworks,cortex+cortex,3827,2169,738,848,366,45,554,Cortex,github.com/cortexproject
Azure+brigadecore,brigade+brigade+brigade-github-app+charts+brigade-www+kashti+community+brigadier+brigade-utils+brigade-eventgrid-gateway+brigade-k8s-gateway+brigade-vsts-gateway+brigade-tutorial-config+brigade-tutorial-app+github-gateway-oauth+empty-testbed,2790,1525,568,667,401,45,296,Brigade,brigade.sh
dragonflyoss+alibaba,Dragonfly+Dragonfly+website+helm-chart+community+dashboard+dragonfly-examples+dragonfly,3570,1971,774,544,301,39,524,Dragonfly,d7y.io/en-us
spiffe,spire,2893,1697,605,686,265,32,326,SPIRE,spiffe.io
spiffe,spiffe.io+spiffe+new-website+java-spiffe+spiffe-example+spiffe-helper+spiffe-envoy-agent+spire-tutorials+spiffe-nginx+istio-attestor+spiffe.github.io+2019-spiffe-paper+go-spiffe+spire-k8s+c-spiffe+spire-workload-integrations+plugin-template+aws-iid-attestor,723,290,237,949,46,26,150,SPIFFE,spiffe.io
telepresenceio,telepresence,1602,742,202,423,390,24,268,Telepresence,telepresence.io
theupdateframework,tuf+taps+specification+theupdateframework.github.io+pip,1285,584,158,468,49,23,494,TUF,github.com/theupdateframework.com
cdfoundation,toc+artwork+presentations+charter+meetups,185,90,40,40,14,14,41,CDF,cd.foundation
theupdateframework,notary,455,298,80,24,57,12,20,Notary,github.com/theupdateframework/notary
"",OpenMetrics+RichiH/OpenMetrics,398,283,41,77,28,10,46,OpenMetrics,openmetrics.io
rkt,rkt,217,116,57,13,31,9,13,rkt,github.com/rkt/rkt
