org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
kubeflow,pipelines+model-registry+manifests+website+training-operator+trainer+spark-operator+katib+notebooks+community+kubeflow+arena+internal-acls+mpi-operator+blog+dashboard+examples+sdk+kfp-tekton+testing+marketing-materials+fairing,33728,25385,2927,2967,2030,310,3386,Kubeflow,kubeflow.org
istio,istio+istio.io+ztunnel+api+proxy+tools+test-infra+community+release-builder+client-go+common-files+bots+enhancements+pkg,33406,19448,3603,6310,2526,268,7829,Istio,istio.io
crossplane+crossplane-contrib,crossplane+provider-upjet-aws+provider-upjet-gcp+provider-upjet-azure+provider-aws+docs+function-go-templating+crossplane-runtime+provider-upjet-azuread+provider-sql+upjet+function-sdk-python+function-sdk-go+provider-kubernetes+function-patch-and-transform+function-kcl+provider-http+provider-gitlab+function-auto-ready+provider-argocd+function-environment-configs+function-template-python+function-shell+provider-upjet-github+provider-pagerduty+upjet-provider-template+function-status-transformer+function-pkl+crossplane-provider-castai+provider-template+function-sequencer+function-tag-manager+provider-helm+function-template-go+provider-upjet-alibabacloud+crossplane-tools+function-extra-resources+uptest+provider-palette+function-cel-filter+function-sdk-java+provider-ansible+xp-testing+provider-terraform+provider-openstack+provider-upjet-digitalocean+provider-jet-equinix+function-unit-test+release+function-runtime-oci+function-dummy+provider-confluent+function-cue+crossplane-provider-newrelic+website+provider-tencentcloud+org+x-generation+provider-workflows+provider-nop+function-python+provider-upjet-mysql+provider-azure+provider-okta+provider-mongodbatlas+changelogs-sidecar+provider-kafka+provider-spotify+configuration-quickstart+provider-gcp+provider-digitalocean+setup-crossplane-action+provider-civo+xpkg-action+provider-alibaba+provider-jet-datadog+provider-github+provider-bitbucket-server+provider-vultr+contribfest+provider-cloudflare+conformance+crisscross+ess-plugin-vault+crossplane-lint+provider-jet-linode+provider-planetscale+provider-capi+provider-jet-vault+cross-capi-metal+provider-newrelic+provider-zpa+provider-secret+provider-jet-ec+provider-styra+crossplane-cdk8s+provider-ibm-cloud+claim-migrator+provider-jet-rancher+provider-jet-alibaba+provider-upjet-ec+provider-tinkerbell+provider-influxdb+provider-in-cluster+provider-kops+provider-upjet-edgeadc+custom-composition+provider-cloudinit+provider-yandex-cloud+provider-ssh+provider-upjet-kafka,18657,7923,3809,3561,2206,265,4719,Crossplane,crossplane.io
nats-io,nats-server+nats.net+natscli+nats.c+nats.js+nats.go+nats.java+nats.rs+nats.docs+nats-architecture-and-design+nats.py+jsm.go+nats.net.v2+k8s+nack+nsc+nats-pure.rb+prometheus-nats-exporter+nats-docker+jwt.net+nats-site+nats-surveyor+nats.deno+nats.ex+terraform-provider-jetstream+nats.net.v1+nats.swift+nkeys.js+nats.ws+jwt+spring-nats+nats-spark-connector+nats.node+java-nats-examples+nkeys+nkeys.net+nats-box+nats-java-vertx-client+nats-top+jwt.js+nuid+nats-streaming-server+nuid.js+homebrew-nats-tools+graft+jwt.java+nats-mq+nats-kafka+stan.js+netlify-slack+nats-operator+nkeys.py+advisories+java-nats-server-runner+nkeys.ex+nkeys.java+nats-account-server+.github+nats.rb+integration-tests+cliprompts+nats.client.deps+jparse+nats-general+nats-choco+nats.zig+nats.py2+stan.go+nats-connector-framework+json.java+latency-tests+server-config+asyncio-nats-examples+nkeys.swift+stan.rb+stan.py,22110,8447,5484,5703,1678,264,6501,NATS,nats.io
fluent,fluent-bit+fluentd+fluent-bit-docs+fluent-operator+fluent-package-builder+fluentd-kubernetes-daemonset+helm-charts+fluentd-docs-gitbook+fluentd-website+fluentd-docker-image+cmetrics+fluent-plugin-s3+fluent-plugin-kafka+fluent-plugin-prometheus+cfl+fluent-plugin-opensearch+fluent-plugin-windows-eventlog+ctraces+cprofiles+fluentd-ui+fluent-bit-test-suite+fluent-logger-golang+benchmark-framework+diagtool+fluent-plugin-parser-winevt_xml+fluent-plugin-prometheus_pushgateway+fluent-plugin-sql+fluent-logger-python+fluent-bit-infra+fluent-logger-perl+fluent-bit-ci+fluent-otel-proto+fluent-bit-go-custom_jeager_remote+chunkio+fluent-plugin-rewrite-tag-filter+fluent-logger-ruby+fluent-plugin-parser-cri+fluent-bit-chatops-demo+fluent-plugin-mongo+fluent-plugin-webhdfs+fluent-bit-perf+fluent-bit-town-hall+fluent-bit-plugin+fluent-bit-observability-demo+fluent-plugin-sd-dns+fluent-bit-go+fluent-logger-node+fluent-plugin-splunk+fluent-logger-php+fluent-bit-go-custom_jaeger_remote+fluent-bit-tutorials+fluent-logger-java+fluentd-docs-kubernetes+onigmo,17051,8289,3921,3122,1478,263,3363,Fluentd,fluentd.org
containerd,containerd+nerdctl+runwasi+nri+stargz-snapshotter+rust-extensions+ttrpc-rust+nydus-snapshotter+overlaybd+accelerated-container-image+continuity+fuse-overlayfs-snapshotter+cgroups+imgcrypt+go-cni+platforms+containerd.io+errdefs+project+ttrpc+otelttrpc+typeurl+project-checks+release-tool+ltag+fifo+zfs+console+go-runc+aufs+log+plugin,24168,13980,5270,2979,1569,234,3349,containerd,containerd.io
containers,podman+buildah+storage+image+common+skopeo+netavark+podman-py+aardvark-dns+conmon,31162,21365,3084,3093,2453,224,4260,Podman Container Tools,podman.io
kubevirt,kubevirt+ci-health+containerized-data-importer+project-infra+cluster-network-addons-operator+hyperconverged-cluster-operator+community+ssp-operator+kubevirtci+enhancements+kubevirt-tekton-tasks+common-instancetypes+user-guide+ipam-extensions+containerdisks+common-templates+kubevirt-velero-plugin+application-aware-quota+vm-console-proxy+kubevirt.core+monitoring+kubevirt.github.io+sig-release+kubesecondarydns+hostpath-provisioner-operator+csi-driver+hostpath-provisioner+client-go+bridge-marker+macvtap-cni+ci-performance-benchmarks+cloud-provider-kubevirt+api+dra-pci-driver+api-reference+client-python+managed-tenant-quota+libguestfs-appliance+cdi-api-reference+controller-lifecycle-operator-sdk+must-gather+kubevirt-tutorial+containerized-data-importer-api+cdi-operator+irsa-mutation-webhook+kubectl-virt-plugin+katacoda-scenarios+test-benchmarks+run+ansible-kubevirt-modules+device-plugin-manager+machine-remediation+cpu-nfd-plugin+cloud-image-builder+demo+terraform-provider-kubevirt+storage-demo+test-infra-containers+cluster-api-provider-external+web-ui-operator+application-aware-quota-api+web-ui-design+qe-tools,73343,46823,4839,20424,995,223,20686,KubeVirt,kubevirt.io
kyverno,kyverno+chainsaw+policy-reporter+website+policies+kyverno-envoy-plugin+playground+kyverno-json+policy-reporter-ui+reports-server+policy-reporter-plugins+community+KDP+backstage-policy-reporter-plugin+action-install-chainsaw+policy-reporter-docs+pkg+load-testing+policy-reporter-kyverno-plugin+.github+action-install-cli+action-install-kyverno-json,23860,6617,6241,5329,1579,217,9423,Kyverno,kyverno.io
open-feature,java-sdk-contrib+js-sdk-contrib+js-sdk+flagd+openfeature.dev+dotnet-sdk-contrib+go-sdk-contrib+java-sdk+dotnet-sdk+community-tooling+open-feature-operator+python-sdk-contrib+spec+go-sdk+flagd-testbed+python-sdk+playground+cli+dart-server-sdk+php-sdk-contrib+kotlin-sdk+community+codegen+rust-sdk-contrib+protocol+ruby-sdk-contrib+swift-sdk+toggle-shop+flagd-schemas+rust-sdk+php-sdk+ruby-sdk+elixir-sdk-contrib+elixir-sdk+.github+killercoda+ofep+react-test-app+angular-test-app+kotlin-sdk-contrib+cloud-native-demo+watchman,34977,5117,3413,8239,882,207,25565,OpenFeature,openfeature.dev
openfga,openfga+openfga.dev+language+sdk-generator+cli+python-sdk+js-sdk+helm-charts+api+go-sdk+java-sdk+vscode-ext+community+intellij-plugin+spring-boot-starter+dotnet-sdk+frontend-utils+sample-stores+roadmap+homebrew-tap+openfga-envoy+.github+action-openfga-test+action-openfga-deploy+rfcs+terraform-provider-openfga+flask-demo,14314,4379,3047,4987,549,201,6339,OpenFGA,openfga.dev
dapr,dapr+java-sdk+docs+dotnet-sdk+components-contrib+quickstarts+community+python-sdk+cli+go-sdk+proposals+dapr-agents+rust-sdk+js-sdk+kubernetes-operator+test-infra+website+kit+dapr-shared+samples+helm-charts+blog+dashboard+setup-dapr+php-sdk+homebrew-tap+installer-bundle+sig-sdk-spec+cpp-sdk+mechanical-markdown+docs-zh,17800,9682,4068,1834,2048,186,2002,Dapr,dapr.io
external-secrets,external-secrets+bitwarden-sdk-server+kes-to-eso,8027,4271,1219,1367,690,173,1847,External Secrets Operator,external-secrets.io
open-policy-agent,opa+gatekeeper+conftest+gatekeeper-library+opa-envoy-plugin+vscode-opa+frameworks+cert-controller+kube-mgmt+opa-idea-plugin+npm-opa-wasm+contrib+swift-opa+opa-docker-authz+community+setup-opa+library,10055,4649,2121,1660,846,171,2439,OPA,openpolicyagent.org
helm,helm+community+helm-www+chartmuseum+chart-releaser+chart-testing+helm-mapkubeapis+chart-releaser-action+kind-action+helm-2to3+chart-testing-action+examples+homebrew-tap,19746,5471,1446,718,11944,161,885,Helm,helm.sh
cloudnative-pg,cloudnative-pg+plugin-barman-cloud+charts+cnpg-i-machinery+postgres-containers+barman-cloud+cnpg-i-hello-world+machinery+cloudnative-pg.github.io+daggerverse+cnpg-i+postgis-containers+artifacts+postgres-trunk-containers+cnpg-playground+api+grafana-dashboards+pgbouncer-containers+governance+ciclops+.github+cloudnative-pg-machinery+webtest,24212,5524,3967,8484,2144,153,12577,CloudNativePG,cloudnative-pg.io
fluid-cloudnative,fluid+charts+community+fluid-cloudnative.github.io+fluid-client-python,2263,701,703,493,334,149,525,Fluid,github.com/fluid-cloudnative
cert-manager,cert-manager+trust-manager+website+istio-csr+aws-privateca-issuer+approver-policy+makefile-modules+openshift-routes+csi-driver-spiffe+cmctl+csi-driver+issuer-lib+google-cas-issuer+helm-tool+testing+community+sample-external-issuer+csi-lib+image-tool+infrastructure+base-images+klone+release+cert-manager-olm+webhook-example+print-your-cert+webhook-cert-lib+org+webhook-lib,11474,5763,1250,3364,502,143,3959,cert-manager,cert-manager.io
jaegertracing,jaeger+jaeger-ui+documentation+jaeger-operator+helm-charts+jaeger-idl+spark-dependencies+docker-protobuf+jaeger-clickhouse+.github+jaeger-analytics-java+jaeger-analytics-flink,15535,9551,3044,1700,1031,141,1909,Jaeger,jaeger.readthedocs.io/en/latest
fluxcd,flux2+website+stats+pkg+kustomize-controller+source-controller+notification-controller+flagger+image-automation-controller+helm-controller+image-reflector-controller+terraform-provider-flux+community+flux2-monitoring-example+go-git-providers+flux2-multi-tenancy+test-infra+flux2-kustomize-helm-example+source-watcher+flux-benchmark+.github+homebrew-tap+flux2-hub-spoke-example,8672,3095,1841,2542,708,140,3028,Flux,github.com/fluxcd
etcd-io,etcd+etcd-operator+website+auger+jetcd+raft+gofail+protodoc+etcdlabs,15469,10304,2887,1429,737,139,1541,etcd,coreos.com/etcd
falcosecurity,libs+falco+test-infra+falcosidekick+plugins+charts+falcoctl+falco-website+falco-talon+evolution+event-generator+deploy-kubernetes+falco-operator+rules+plugin-sdk-rs+driverkit+plugin-sdk-go+plugin-sdk-cpp+dbg-go+testing+falcosidekick-ui+falco-actions+kernel-testing+cncf-green-review-testing+kernel-crawler+syscalls-bumper+community+falco-exporter+k8s-metacollector+client-go+falco-playground+falco-aws-terraform+falco-rustlings+elftoolchain,24728,15692,4135,3711,766,138,4135,Falco,falco.org
knative+knative-extensions,serving+eventing+eventing-kafka-broker+func+docs+operator+community+eventing-istio+pkg+backstage-plugins+serving-progressive-rollout+autoscaler-keda+net-istio+net-gateway-api+infra+eventing-rabbitmq+net-kourier+net-contour+eventing-integrations+networking+eventing-natss+client+kn-plugin-quickstart+hack+kn-plugin-event+sample-controller+ux+caching+eventing-gitlab+reconciler-test+eventing-redis+eventing-github+eventing-autoscaler-keda+func-python+eventing-ceph+sample-source+release+security-guard+homebrew-kn-plugins+kn-plugin-operator+knobots+actions+func-go+educational-game+kn-plugin-source-kafka+client-pkg+kn-plugin-admin+eventing-kogito+kn-plugin-source-kamelet+homebrew-client+.github+kn-plugin-sample+kn-plugin-service-log+func-tastic+specs+toolbox+.github+kn-plugin-migration+kn-plugin-diag+test-infra+eventing-kafka,19777,9670,4647,4625,795,132,4665,Knative,knative.dev
kedacore,keda+keda-docs+http-add-on+charts+test-tools+external-scaler-azure-cosmos-db+keda-olm-operator+testing-infrastructure+governance+sample-dotnet-worker-servicebus-queue+external-scalers+.github+sample-typescript-kafka-azure-function,7072,4144,1530,686,667,129,731,KEDA,keda.sh
volcano-sh,volcano+dashboard+apis+website+community+volcano-global+devices+descheduler+helm-charts+federation+resource-exporter,8439,6585,874,459,475,123,505,Volcano,volcano.sh
tikv,tikv+pd+client-go+client-rust+titan+rust-prometheus+client-c+rfcs+pprof-rs+raft-engine+raft-rs+grpc-rs+migration+community+minitrace-rust+client-java+copr-test+fail-rs+async-speed-limit+match-template+minitrace-go+sig-transaction+website+client-py+crc64fast+client-cpp+skiplist-rs,13852,9003,1916,1715,1151,115,1782,TiKV,tikv.org
k3s-io,k3s+kine+docs+k3s-ansible+helm-controller+cluster-api-k3s+klipper-lb+k3s-io.github.io+klipper-helm+scans+k3s-selinux+k3s-upgrade+k3s-root+helm-set-status+k3s-charts+api,9142,3727,1994,1108,2207,112,1214,K3s,k3s.io
operator-framework,operator-controller+java-operator-sdk+catalogd+operator-lifecycle-manager+operator-registry+operator-sdk+operator-marketplace+kubectl-operator+helm-operator-plugins+ansible-operator-plugins+api+josdk-spring-boot-starter+josdk-webhooks+operator-lib+rukpak+olm-docs+operator-manifest-tools+java-operator-plugins+tilt-support+deppy+community+audit+operator-framework.io+operator-courier+test-operator+olm-book,15370,8237,3463,2280,962,111,2708,Operator Framework,operatorhub.io
karmada-io,karmada+dashboard+website+community+api+multicluster-cloud-provider+playground,13156,10157,1341,1075,580,109,1078,Karmada,Karmada.io
Project-HAMi,HAMi+volcano-vgpu-device-plugin+website+HAMi-core+HAMi-WebUI+ascend-device-plugin+community+dcu-vgpu-device-plugin+mock-device-plugin+dcu-dcgm+ai-benchmark+criu-gpu+dcu-exporter,3932,1809,945,524,600,108,578,HAMi,project-hami.io
confidential-containers,cloud-api-adaptor+trustee+guest-components+operator+confidential-containers+confidentialcontainers.org+td-shim+trustee-operator+enclave-cc+.github+simple-kbs+infra+confidential-containers.github.io,11100,6614,2488,1274,659,106,1339,Confidential Containers,github.com/confidential-containers
goharbor,harbor+harbor-cli+harbor-helm+website+terraform-provider-harbor+community+acceleration-service+harbor-operator+jenkins-shared-library+go-client+perf+harbor-arm+xk6-harbor+pluggable-scanner-spec+harbor-scanner-clair+chartmuseum-migration-tools,9485,4898,1753,816,1751,102,1083,Harbor,goharbor.io
wasmCloud,wasmCloud+wasmcloud.com+wadm+go+typescript+wadge+wasmcloud-operator+component-sdk-go+wasmCloud-contrib+provider-sdk-go+chocolatey-wash+nkeys+homebrew-wasmcloud+contrib+nats-jwt-rs+west+wasi-passthrough+cabish+org-admin+wasmcloud-component-adapters+wasmcloud-js+rust-url-wasmcloud+capability-providers+go-vanity-urls+wasmcloud-otp+messaging+.github+serde_urlencoded-wasmcloud,15257,4730,4925,4041,697,101,4905,wasmCloud,wasmcloud.com
openebs,mayastor-extensions+mayastor+mayastor-control-plane+openebs+openebs-e2e+zfs-localpv+lvm-localpv+community+website+rawfile-localpv+dynamic-localpv-provisioner+mayastor-chart-donotuse+mayastor-dependencies+monitoring+spdk-rs+.github+velero-plugin+linux-utils+google-analytics-4+mayastor-docs+mayastor-jenkins-cron+openebsctl+lib-csi+performance-benchmark+openebs-chart-donotuse+node-disk-manager,17784,7391,1803,5081,668,100,7922,OpenEBS,openebs.io
konveyor,kai+editor-extensions+tackle-ui-tests+tackle2-ui+kai-ci+kantra+analyzer-lsp+tackle2-hub+go-konveyor-tests+rulesets+enhancements+operator+tackle-documentation+tackle2-addon-analyzer+ci+java-analyzer-bundle+konveyor.github.io+asset-generation+windup-shim+release-tools+tackle2-seed+move2kube+static-report+tackle2-addon-discovery+tackle2-addon+move2kube-api+community+mig-demo-apps+website+move2kube-ui+tackle-testapp-public+move2kube-tests+tackle-keycloak-theme+builder+example-applications+move2kube-transformers+move2kube-website+move2kube-demos+move2kube-get-release-info+tackle-test-generator-cli+tackle2-addon-windup+methodology+controller,13769,4622,4331,3081,1609,95,3207,Konveyor,konveyor.io
runatlantis,atlantis-tests+atlantis+helm-charts+terraform-gce-atlantis+atlantis-example+org+examples,21349,9332,9363,978,321,93,2333,Atlantis,runatlantis.io
