org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
meshery+layer5io,meshery+meshery.io+play+meshkit+meshery-operator+meshery-linkerd+meshery-istio+meshsync+meshery-kuma+meshery-consul+meshery-osm+meshery-cilium+meshery-nginx-sm+meshery-traefik-mesh+scoop-bucket+meshery-adapter-library+meshery-app-mesh+meshery-nsm+homebrew-tap+meshery-cpx+meshery-perf+schemas+meshery-octarine+.github+meshery-adapter-template+meshery-tanzu-sm+slack+meshery,27574,14253,5051,8744,2281,325,5989,Meshery,layer5.io/meshery
keycloak,keycloak+keycloak-ui+keycloak-benchmark+keycloak-documentation+keycloak-quickstarts+keycloak-web+kc-sig-fapi+keycloak-nodejs-admin-client+keycloak-containers+keycloak-operator+keycloak.github.io+keycloak-github-bot+keycloak-nodejs-connect+keycloak-community+keycloak-gh-actionbot+keycloak-playground+keycloak-k8s-resources+.github,38158,20160,6329,3351,7918,311,3751,Keycloak,keycloak.org
dapr,dapr+components-contrib+docs+cli+dotnet-sdk+quickstarts+js-sdk+java-sdk+python-sdk+community+proposals+go-sdk+kit+test-infra+blog+rust-sdk+samples+helm-charts+dashboard+website+homebrew-tap+sig-api+installer-bundle+sig-sdk-spec+mechanical-markdown+cpp-sdk+php-sdk+docs-zh+setup-dapr+.github,33242,20672,5458,2677,3670,296,3442,Dapr,dapr.io
containerd,containerd+nerdctl+nydus-snapshotter+runwasi+stargz-snapshotter+overlaybd+rust-extensions+accelerated-container-image+cgroups+ttrpc-rust+nri+containerd.io+project+ttrpc+imgcrypt+continuity+console+fuse-overlayfs-snapshotter+zfs+go-runc+btrfs+release-tool+fifo+go-cni+typeurl+protobuild+aufs+project-checks+.github+log+ltag,25848,15436,5954,3688,1635,295,2823,containerd,containerd.io
fluent,fluent-bit+fluent-operator+fluentd+fluent-package-builder+fluent-bit-docs+helm-charts+fluentd-website+fluentd-kubernetes-daemonset+fluentd-docs-gitbook+fluent-plugin-opensearch+fluentd-aggregator-docker-image+cmetrics+fluent-plugin-kafka+fluent-bit-infra+fluentd-docker-image+cfl+fluent-bit-ci+fluent-bit-go+fluent-plugin-s3+chunkio+fluent-plugin-prometheus+fluent-plugin-windows-eventlog+ctraces+diagtool+fluent-bit-observability-demo+fluent-logger-golang+fluent-plugin-mongo+fluent-logger-ruby+fluent-plugin-parser-winevt_xml+fluent-plugin-sql+fluent-plugin-prometheus_pushgateway+fluent-bit-website+onigmo+fluent-plugin-rewrite-tag-filter+fluent-plugin-sd-dns+fluent-plugin-sanitizer+fluent-plugin-parser-cri+fluentd-ui+sigdump+fluent-plugin-grok-parser+fluent-logger-forward-node+fluent-bit-packaging+fluent-bit-docker-image+fluent-plugin-webhdfs+fluent-bit-plugin+otel-schema-processor+fluent-logger-python+fluent-logger-php+fluent-plugin-splunk+fluent-bit-kubernetes-logging+fluent-logger-java+fluentd-website-hugo+NLog.Targets.Fluentd+fluent-logger-node,20079,11134,3807,3871,1974,274,3164,Fluentd,fluentd.org
nats-io,nats-server+nats.rs+nats.go+natscli+nats.java+k8s+nats.deno+nats.net.v2+nats.c+nats.net+nats-architecture-and-design+nats.docs+nats.py+nats.js+nsc+nats-site+jsm.go+nats-surveyor+nack+nats.ws+nats-java-vertx-client+prometheus-nats-exporter+jwt+nats-pure.rb+terraform-provider-jetstream+nkeys+jparse+nats-docker+nats-general+nats-box+nats-streaming-server+nats.ex+java-nats-examples+nats-kafka+nats-spark-connector+jwt.js+nats.client.deps+nats-top+integration-tests+java-nats-server-runner+nats-rest-config-proxy+nkeys.js+stan.go+stan2js+js-nuid+nats.ts+node-nuid+nats.rb+netlify-slack+stan.js+graft+spring-nats+nats-mq+nats-streaming-docker+nats-operator+kubecon-contribfest+nats-account-server+dot-net-nats-examples+nats-steampipe-plugin+homebrew-nats-tools+kinesis-bridge+cliprompts+nats-choco+nats.c.deps+nats-mendix+go-nats-examples+advisories+jetstream-gh-action+ts-nkeys+stan.rb+node-nats-examples+nkeys.py+stan.py+jetstream-leaf-nodes-demo+nats-jms-bridge+nats.zig+nats.cr+nats.py2+not.go,23883,8545,5639,6579,2088,261,7611,NATS,nats.io
fluid-cloudnative,fluid+charts+community+fluid-cloudnative.github.io,4447,1756,1433,863,366,252,892,Fluid,github.com/fluid-cloudnative
crossplane+crossplane-contrib,crossplane+provider-aws+docs+crossplane-runtime+provider-ansible+crossplane.github.io+provider-sql+provider-kubernetes+provider-gitlab+provider-terraform+provider-argocd+provider-gcp+provider-helm+function-sdk-go+website+provider-newrelic+function-runtime-oci+provider-template+function-patch-and-transform+provider-pagerduty+provider-digitalocean+provider-jet-equinix+org+x-metrics+provider-kafka+provider-civo+function-template-go+provider-azure+provider-openstack+xrender+x-generation+provider-tencentcloud+provider-jet-palette+test+crossplane-tools+contribfest+provider-jet-mongodbatlas+ess-plugin-vault+crossplane-lint+provider-jet-aws+terrajet+function-dummy+upjet+provider-jet-datadog+slack.crossplane.io+provider-mongodbatlas+provider-ibm-cloud+provider-http+function-auto-ready+provider-confluent+provider-nop+provider-styra+provider-jet-azure+provider-palette+provider-zpa+provider-jet-tencentcloud+provider-kops+provider-bitbucket-server+provider-jet-gcp+provider-vultr+crisscross+provider-github+provider-linode+provider-jet-template+provider-jet-rancher+provider-capi+provider-jet-vault+provider-alibaba+provider-jet-pagerduty+xpkg-action,15690,8185,3540,2425,1767,251,2198,Crossplane,crossplane.io
open-policy-agent,opa+gatekeeper+gatekeeper-library+conftest+frameworks+kube-mgmt+opa-envoy-plugin+cert-controller+contrib+opa-idea-plugin+vscode-opa+opa-docker-authz+setup-opa+npm-opa-wasm+gatekeeper-external-data-provider+example-api-authz-go+community+golang-opa-wasm,14070,8229,2544,1601,1274,228,2023,OPA,openpolicyagent.org
knative+knative-sandbox+knative-extensions,serving+eventing+func+eventing-kafka-broker+docs+community+pkg+operator+eventing-kafka-broker+test-infra+eventing-rabbitmq+net-istio+net-kourier+reconciler-test+infra+client+networking+security-guard+hack+net-certmanager+net-gateway-api+net-contour+actions+eventing-kafka+control-protocol+release+kn-plugin-quickstart+caching+kn-plugin-event+knobots+eventing-natss+net-http01+eventing-istio+eventing-rabbitmq+net-gateway-api+kperf+reconciler-test+sample-controller+net-kourier+container-freezer+client-pkg+eventing-redis+eventing-github+net-istio+net-contour+kn-plugin-operator+eventing-kogito+kn-plugin-source-kafka+eventing-istio+net-certmanager+eventing-autoscaler-keda+scaling-group+homebrew-kn-plugins+async-component+eventing-kafka+kn-plugin-source-kamelet+eventing-ceph+net-http01+eventing-gitlab+sample-source+kn-plugin-admin+security-guard+func-go+homebrew-client+sample-controller+eventing-kogito+func-tastic+eventing-natss+knobots+eventing-github+kn-plugin-diag+kperf+toolbox+eventing-gitlab+eventing-redis+kn-plugin-quickstart+sample-source+.artifacthub+kn-plugin-event+.github+eventing-ceph+eventing-autoscaler-keda+kn-plugin-sample+kn-plugin-source-kafka+ux+kn-plugin-source-kamelet+kn-plugin-migration+kn-plugin-service-log+.github+homebrew-kn-plugins+kn-plugin-operator+serving-progressive-rollout+kn-plugin-sample+kn-plugin-diag+kn-plugin-admin+kn-plugin-service-log+func-tastic+kn-plugin-migration+.github+specs+monitoring+eventing-couchdb+func-go+monitoring+discovery+discovery,35792,19479,7767,6803,1710,210,6836,Knative,knative.dev
kubevirt,kubevirt+ci-health+containerized-data-importer+project-infra+hyperconverged-cluster-operator+ssp-operator+kubevirtci+community+cluster-network-addons-operator+user-guide+monitoring+kubesecondarydns+kubevirt-tekton-tasks+hostpath-provisioner+common-instancetypes+kubevirt.github.io+hostpath-provisioner-operator+vm-console-proxy+common-templates+tekton-tasks-operator+managed-tenant-quota+kubevirt-velero-plugin+cloud-provider-kubevirt+csi-driver+client-go+must-gather+macvtap-cni+api+kubevirt.core+containerdisks+terraform-provider-kubevirt+api-reference+client-python+sig-release+libguestfs-appliance+ci-performance-benchmarks+kubernetes.kubevirt+k8s-seccomp-generator+katacoda-scenarios+test-benchmarks+bridge-marker+containerized-data-importer-api+device-plugin-manager+cdi-api-reference+node-maintenance-operator+controller-lifecycle-operator-sdk+kubectl-virt-plugin+cdi-operator+demo+vm-import-operator+qe-tools+kubevirt-ansible,60004,37051,4005,17799,912,208,18036,KubeVirt,kubevirt.io
kubeflow,pipelines+kubeflow+katib+training-operator+manifests+mpi-operator+website+kfp-tekton+community+arena+common+internal-acls+examples+blog+testing+fate-operator+kfctl+fairing+kfp-tekton-backend+chainer-operator+marketing-materials+crd-validation+kubebench+kfserving-lts+community-infra+batch-predict,23510,14059,2272,4071,1612,199,5567,Kubeflow,kubeflow.org
kedacore,keda+keda-docs+charts+http-add-on+testing-infrastructure+keda-olm-operator+governance+test-tools+keda-performance+external-scalers+external-scaler-azure-cosmos-db+sample-go-rabbitmq+sample-dotnet-worker-servicebus-queue+.github+samples+sample-hello-world-azure-functions,12426,7808,2229,1174,1138,193,1251,KEDA,keda.sh
falcosecurity,libs+falco+falco-website+test-infra+falcosidekick+rules+plugins+falcoctl+charts+evolution+kernel-crawler+driverkit+falcosidekick-ui+deploy-kubernetes+community+falco-playground+testing+plugin-sdk-go+kilt+falco-exporter+syscalls-bumper+kernel-testing+plugin-sdk-cpp+.github+dbg-go+client-go+event-generator+contrib+falco-aws-terraform+peribolos-syncer+flycheck-falco-rules+pigeon+libs-sdk-go,36612,25201,5471,4395,1303,190,4637,Falco,falco.org
fluxcd,flux2+website+source-controller+pkg+notification-controller+helm-controller+kustomize-controller+flagger+stats+terraform-provider-flux+image-automation-controller+go-git-providers+image-reflector-controller+community+source-watcher+flux2-multi-tenancy+flux2-kustomize-helm-example+homebrew-tap+flux2-monitoring-example+flux+test-infra+charts+helm-operator+cues+.github+webui,17413,6334,3833,5721,1546,188,5700,Flux,github.com/fluxcd
kubecost+opencost,cost-analyzer-helm-chart+opencost+docs+opencost-helm-chart+opencost-website+cost-analyzer+poc-common-configurations+blog+kubectl-cost+openshift-helm-chart+kubecost-success+opencost-website+cluster-turndown+cloudformation+features-bugs+kubecost-grafana-json-integration+kubecost-cloud-agent+gcp-marketplace+cost-prediction-action+gcp-marketplace-community+kubecost-lens-extension+kubecost-eks-blueprints-addon+.github+azure-hackfest-lab+events,14732,6969,3178,2958,1316,185,3269,OpenCost,kubecost.com
kyverno,kyverno+playground+policies+website+policy-reporter+policy-reporter-ui+KDP+chainsaw+action-install-cli+policy-reporter-kyverno-plugin+demos+policy-reporter-docs+json-validator+sample-extension-service+grafana-dashboard+load-testing+pkg+validating-admission-policies,29967,13235,6088,4220,2405,183,8239,Kyverno,kyverno.io
helm,helm+helm-www+chart-releaser+chart-testing+chartmuseum+chart-releaser-action+helm-mapkubeapis+community+chart-testing-action+kind-action+charts-repo-actions-demo+examples+helm-2to3+acceptance-testing+homebrew-tap,8851,5643,1268,571,1244,182,696,Helm,helm.sh
etcd-io,etcd+website+jetcd+raft+gofail+zetcd+dbtester,14511,9608,2869,1549,831,171,1203,etcd,coreos.com/etcd
tikv,tikv+pd+client-go+raft-engine+migration+client-java+grpc-rs+client-rust+client-c+pprof-rs+raft-rs+minitrace-rust+website+rfcs+titan+rust-prometheus+yatp+community+protobuf-build+client-cpp+agatedb+copr-test+importer+async-speed-limit+fail-rs+minstant+crc64fast+mock-tikv+client-py,26659,18273,3707,2415,2161,168,2518,TiKV,tikv.org
goharbor,harbor+harbor-helm+acceleration-service+terraform-provider-harbor+harbor-operator+website+community+harbor-arm+jenkins-shared-library+perf+go-client+chartmuseum-migration-tools+xk6-harbor+pluggable-scanner-spec+harbor-scanner-fake+harbor-scanner-clair,11061,5402,2495,1168,1872,152,1292,Harbor,goharbor.io
cert-manager,cert-manager+website+trust-manager+aws-privateca-issuer+approver-policy+issuer-lib+istio-csr+openshift-routes+csi-driver+csi-lib+csi-driver-spiffe+release+cert-manager-olm+sample-external-issuer+community+webhook-example+testing+example-approver-policy-plugin+trust+boilersuite+print-your-cert+infrastructure+signer-ca+testing-addons+webhook-lib,9184,6336,1081,1708,681,149,1086,cert-manager,cert-manager.io
jaegertracing,jaeger-ui+jaeger+jaeger-operator+helm-charts+documentation+jaeger-clickhouse+jaeger-idl+jaeger-opentelemetry-releases+jaeger-opentelemetry-collector+spark-dependencies+jaeger-client-go+vertx-create-span+.github+jaeger-analytics-flink,11420,4575,1831,1175,585,145,4429,Jaeger,jaeger.readthedocs.io/en/latest
operator-framework,operator-sdk+operator-controller+catalogd+operator-lifecycle-manager+java-operator-sdk+rukpak+operator-registry+operator-marketplace+deppy+olm-docs+helm-operator-plugins+api+community+oria-operator+java-operator-plugins+ansible-operator-plugins+josdk-webhooks+kubectl-operator+operator-lib+enhancements+operator-manifest-tools+josdk-spring-boot-starter+audit+operator-sdk-ansible-util+tilt-support+operator-framework.io+kubernetes-webhooks-framework+cool-catalog+kubernetes-webooks-framework+operator-courier+combo+test-infra+index-mermaid-graph+operator-framework-spring-boot-starter,13084,8540,2003,1115,1225,143,1316,Operator Framework,operatorhub.io
kubevela,kubevela+catalog+velaux+kubevela.io+community+workflow+pkg+terraform-controller+velad+kubevela.github.io+kube-trigger+killercoda-scenario+samples+prism+kubevela-core-api+vector-controller+charts+vela-upload-release-asset+upload-release-asset,10581,4336,3275,1794,1067,142,1903,KubeVela,kubevela.io
thanos-io,thanos+promql-engine+objstore+kube-thanos+tutorials+thanosbench+thanos-community-website,7014,4657,1184,608,535,138,638,Thanos,thanos.io
external-secrets,external-secrets+kes-to-eso+examples,5339,2733,857,1032,665,135,1084,External Secrets Operator,external-secrets.io
open-feature,flagd+js-sdk-contrib+open-feature-operator+playground+java-sdk+js-sdk+java-sdk-contrib+go-sdk-contrib+python-sdk+openfeature.dev+docs.openfeature.dev+go-sdk+community+community-tooling+spec+ofep+php-sdk+php-sdk-contrib+dotnet-sdk-contrib+dotnet-sdk+schemas+ruby-sdk+rust-sdk+test-harness+.github+kotlin-sdk+killercoda+python-sdk-contrib+flagd-testbed+cloud-native-demo+rust-sdk-contrib+swift-sdk+watchman+five-minutes-to-feature-flags+open-feature.github.io,34294,8119,4150,7908,1450,133,20575,OpenFeature,openfeature.dev
konveyor,tackle2-ui+tackle-ui-tests+pelorus+analyzer-lsp+tackle2-hub+move2kube+tackle2-operator+tackle-documentation+tackle-api-tests+enhancements+java-analyzer-bundle+windup-shim+tackle-test-generator-cli+go-konveyor-tests+tackle2-addon-analyzer+release-tools+tackle-windup-api+move2kube-website+tackle2-addon-windup+community+website+tackle-container-advisor+move2kube-ui+tackle-data-gravity-insights+operator+builder+move2kube-api+konveyor.github.io+move2kube-operator+rulesets+tackle-test-generator-core+tackle2-addon+move2kube-vscode-plugin+ci+static-report+kantra+tackle2-seed+example-applications+move2kube-transformers+homebrew-move2kube+mig-demo-apps+tackle2-addon-test-generator+hack_env_helpers+move2kube-demos+tackle-container-advisor-docs+tackle-pathfinder+tackle-diva+dgi-code-analyzer+tackle2-addon-jkube+tackle-commons-rest+hackfest+analyzer-dotnet-provider+mig-agnosticd+tackle-keycloak-theme+move2kube-tests+addon-move2kube+.github+controller+template-repo+github-actions+create-release-draft+tackle-pathfinder-knowledge-base+eng-kbase+cli+tackle2-addon-tca+tackle-testapp-public+get-release-info+MLAssist+minikube_dex_oidc_example,15869,6227,4995,3205,1465,132,3182,Konveyor,konveyor.io
karmada-io,karmada+website+community+playground+karmada-operator+multicluster-cloud-provider+api+dashboard,14999,12003,1341,1133,621,126,1034,Karmada,Karmada.io
linkerd,linkerd2+linkerd2-proxy+website+linkerd-failover+linkerd2-proxy-init+linkerd2-proxy-api+linkerd-await+dev+linkerd-smi+k8s-gateway-api-rs+linkerd-extension-init+rfc+linkerd-viz+linkerd+linkerd2-conformance+drain-rs+linkerd-examples,12961,4067,3181,4196,650,114,5063,Linkerd,linkerd.io
cloud-custodian,cloud-custodian+tfparse+pytest-terraform+poetry-plugin-freeze+www.cloudcustodian.io+helm-charts+cel-python+infra+community,5555,2689,1422,838,559,113,885,Cloud Custodian,cloudcustodian.io
