org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
cilium,cilium+cilium-cli+ebpf+hubble+ebpf.io-summit+packer-ci-build+hubble-otel+pwru+ebpf.io+image-tools+certgen+openshift-terraform-upi+proxy+cilium-olm+hubble-ui+charts+cilium-sysdump+github-actions+installfest+workerpool+release+ubuntu-curl+iproute2+alpine-curl+libbpf+team-manager+ci-kernels+metallb+json-mock+kustomize-bases+graceful-termination-test-apps+docsearch-scraper-webhook+cilium-etcd-operator+echoserver+dns+affinity-test-apps+istio+migrate-svc-test+kubenetbench,16391,10087,2577,3181,899,148,2828,Cilium,cilium.io
dapr,dapr+components-contrib+docs+cli+dotnet-sdk+java-sdk+go-sdk+python-sdk+php-sdk+community+js-sdk+quickstarts+dashboard+test-infra+kit+samples+homebrew-tap+rust-sdk+helm-charts+mechanical-markdown+docs-zh+cpp-sdk+azure-functions-extension+workflows+generator-dapr+ApplicationInsights-LocalForwarder+setup-dapr,10519,5943,1956,1095,1392,145,1228,Dapr,dapr.io
kubevirt,kubevirt+project-infra+containerized-data-importer+hyperconverged-cluster-operator+cluster-network-addons-operator+ci-health+kubevirtci+ssp-operator+community+monitoring+kubevirt.github.io+user-guide+hostpath-provisioner-operator+common-templates+hostpath-provisioner+kubevirt-tekton-tasks+kubevirt-velero-plugin+must-gather+node-maintenance-operator+containerdisks+bridge-marker+client-go+vm-import-operator+client-python+macvtap-cni+katacoda-scenarios+cluster-api-provider-kubevirt+kubevirt-template-validator+api-reference+device-plugin-manager+libvirt+cloud-provider-kubevirt+controller-lifecycle-operator-sdk+cdi-api-reference+api+libguestfs-appliance+kubevirt-tutorial+containerized-data-importer-api+demo+kubectl-virt-plugin+kubevirt-ssp-operator+qe-tools+terraform-provider-kubevirt,21215,15950,2053,6515,337,138,2875,KubeVirt,kubevirt.io
fluent,fluent-bit+fluentd-kubernetes-daemonset+fluentd+fluent-bit-docs+fluentbit-operator+helm-charts+fluent-plugin-kafka+fluentd-docs-gitbook+fluentd-docker-image+fluent-logger-golang+fluent-plugin-s3+fluent-plugin-sql+fluentd-website+fluentd-ui+fluent-bit-packaging+fluent-bit-kubernetes-logging+fluentbit-website-v3+fluent-plugin-windows-eventlog+fluent-logger-forward-node+fluent-bit-go+fluent-plugin-sanitizer+fluent-plugin-prometheus+fluent-bit-docker-image+fluent-plugin-mongo+fluent-plugin-webhdfs+fluent-plugin-parser-winevt_xml+fluent-plugin-parser-cri+fluent-logger-python+fluent-logger-bulk-node+fluent-plugin-rewrite-tag-filter+fluent-logger-php+fluent-plugin-grok-parser+m3-workshop-fluentcon+fluent-logger-node+fluent-bit-website+fluent-logger-java+fluent-logger-scala+sigdump+fluent-bit-perf,7719,4109,1845,2235,847,131,918,Fluentd,fluentd.org
nats-io,nats-server+nats.go+nats-architecture-and-design+nats.rs+nats.java+k8s+natscli+nats.net+nats.docs+nats.deno+nats.py+jsm.go+nats.c+nats.js+nats-streaming-server+nats-site+nats-operator+nats-kafka+nsc+nack+nats.ws+terraform-provider-jetstream+nats-docker+jwt+stan.go+nats-general+nats-account-server+prometheus-nats-exporter+nats-streaming-docker+java-nats-examples+nats-surveyor+spring-nats+jetstream+nats.ex+stan.js+official-images+nats-pure.rb+homebrew-nats-tools+jetstream-leaf-nodes-demo+nats-box+nats.c.deps+stan.net+nats-top+docker-docs+nats.net.deps+nkeys.py+graft+nkeys.js+node-nats-examples+nats.zig+nats-rest-config-proxy+stan.py+jetstream-gh-action+ts-nkeys+netlify-slack+stan.rb+java-nats-server-runner+integration-tests+go-nats-examples+stan.java+nats-client-functionality-record+not.go+latency-tests,8566,3690,1830,2075,819,127,2227,NATS,nats.io
operator-framework,operator-sdk+operator-lifecycle-manager+operator-registry+community-operators+enhancements+combo+api+olm-docs+operator-marketplace+audit+java-operator-plugins+helm-operator-plugins+rukpak+operator-lib+operator-sdk-ansible-util+community+operator-manifest-tools+cool-catalog+index-mermaid-graph+kubectl-operator+operatorhub.io+operator-framework.io+gini+mock-extension-apiserver+awesome-operators+operator-courier,7745,5032,1354,814,501,126,858,Operator Framework,operatorhub.io
fluxcd,flux2+website+source-controller+flux+community+kustomize-controller+flagger+pkg+helm-controller+image-automation-controller+image-reflector-controller+notification-controller+terraform-provider-flux+go-git-providers+helm-operator+webui+flux2-multi-tenancy+flux2-kustomize-helm-example+golang-with-libgit2+homebrew-tap+.github+charts+source-watcher,8173,3671,1475,3283,944,123,2083,Flux,github.com/fluxcd
containerd,containerd+nerdctl+stargz-snapshotter+ttrpc-rust+cgroups+cri+overlaybd+protobuild+ttrpc+continuity+imgcrypt+containerd.io+btrfs+accelerated-container-image+go-runc+project+nri+aufs+zfs+go-cni+fuse-overlayfs-snapshotter+fifo+console+project-checks+release-tool+typeurl,6922,4235,1491,901,526,118,670,containerd,containerd.io
openebs,website+mayastor+mayastor-control-plane+openebsctl+node-disk-manager+device-localpv+dynamic-localpv-provisioner+dynamic-nfs-provisioner+charts+lvm-localpv+monitoring+openebs+jiva-operator+zfs-localpv+cstor-operators+maya+upgrade+mayastor-api+e2e-tests+cstor-csi+openebs-docs+openapi-generator+helm-operator+velero-plugin+spdk+mayastor-docs+openebs-k8s-provisioner+istgt+openSeaChest+rawfile-localpv+linux-utils+jiva+api+cstor+libcstor+m-exporter+nats.rs+lib-csi+external-storage,9347,4982,1690,2851,477,111,2198,OpenEBS,openebs.io
open-policy-agent,opa+gatekeeper+gatekeeper-library+frameworks+conftest+opa-envoy-plugin+npm-opa-wasm+kube-mgmt+contrib+opa-idea-plugin+opa-docker-authz+example-api-authz-go+vscode-opa+feedback+cert-controller+golang-opa-wasm+rego-python,5945,3672,1015,534,706,104,552,OPA,openpolicyagent.org
jaegertracing,jaeger+jaeger-operator+jaeger-ui+jaeger-client-python+helm-charts+jaeger-clickhouse+documentation+jaeger-client-go+jaeger-client-cpp+jaeger-client-java+jaeger-client-node+jaeger-idl+jaeger-client-csharp+spark-dependencies+jaeger-lib+jaeger-otelcol+vertx-create-span+jaeger-analytics-java+jaeger-performance+jaeger-opentelemetry-collector,3513,1938,665,372,358,94,552,Jaeger,jaeger.readthedocs.io/en/latest
helm,helm+helm-www+charts+chartmuseum+community+chart-releaser+chart-testing+chart-releaser-action+kind-action+chart-testing-action+helm-2to3+helm-mapkubeapis+acceptance-testing+hub+homebrew-tap,4245,2856,459,280,692,89,238,Helm,helm.sh
litmuschaos,litmus+litmus-e2e+litmus-go+litmus-docs+litmus-docs-beta+litmus-helm+chaos-charts+test-tools+litmus-ui+litmusctl+litmus-cd+chaos-operator+website-litmuschaos+tutorials+litmus-website-2+litmus-python+chaos-scheduler+charthub.litmuschaos.io+chaos-ci-lib+chaos-runner+chaos-exporter+v1-litmus-docs+github-chaos-actions+litmus-ansible+litmus-demo+gitlab-remote-templates,4851,1941,1352,1215,323,89,1235,LitmusChaos,litmuschaos.io
thanos-io,thanos+kube-thanos+thanosbench,3271,2156,506,283,318,84,291,Thanos,thanos.io
falcosecurity,falco+libs+test-infra+falco-website+falcosidekick+charts+evolution+plugins+plugin-sdk-go+.github+driverkit+event-generator+falco-exporter+kilt+community+falcosidekick-ui+client-py+client-go+katacoda-scenarios+pdig+client-rs,5495,3816,768,623,259,83,652,Falco,falco.org
kyverno+nirmata,kyverno+website+policies+policy-reporter+policy-reporter-ui+policy-reporter-kyverno-plugin+grafana-dashboard+kyverno+.github+json-patch,5509,3265,831,810,776,81,637,Kyverno,kyverno.io
linkerd,linkerd2+linkerd2-proxy+website+linkerd-smi+linkerd-await+linkerd2-proxy-init+linkerd2-proxy-api+polixy+linkerd+linkerd-examples+drain-rs+service-mesh-benchmark,6193,2193,1441,1849,368,72,2191,Linkerd,linkerd.io
kedacore,keda+keda-docs+http-add-on+charts+keda-external-scaler-azure-cosmos-db+keda-olm-operator+governance+external-scalers+external-scaler-azure-cosmos-db+test-tools+sample-dotnet-worker-servicebus-queue+samples+keda-external-scaler-azure-durable-functions+external-scaler-samples+sample-go-rabbitmq+sample-azure-functions-on-ocp4+sample-go-gcppubsub+sample-typescript-kafka-azure-function+sample-hello-world-azure-functions+sample-go-storage-queue+sample-javascript-eventhub-azure-function+sample-python-kafka-azure-function+.github,4158,2433,775,503,361,72,589,KEDA,keda.sh
kubeedge,kubeedge+edgemesh+sedna+website+mappers-go+community+examples,5076,3725,635,499,372,70,344,KubeEdge,kubeedge.io
etcd-io,etcd+website+jetcd+bbolt+discovery.etcd.io,2934,1834,492,289,320,68,288,etcd,coreos.com/etcd
goharbor,harbor+harbor-operator+harbor-helm+community+harbor-arm+website+acceleration-service+go-client+perf+jenkins-shared-library+harbor-scanner-clair+.github,4388,2255,806,396,929,67,398,Harbor,goharbor.io
pravega,pravega+pravega-client-rust+zookeeper-operator+gstreamer-pravega+flink-connectors+charts+pravega-operator+bookkeeper-operator+pravega-samples+schema-registry+presto-connector+spark-connectors+hadoop-connectors+pravega-keycloak+pravega-sensor-collector+docs+flink-tools+.github+openmessaging-benchmark+logstash-output-pravega,5196,2478,903,827,932,64,883,Pravega,pravega.io
vitessio,vitess+website+arewefastyet+enhancements+go-junit-report,17708,2443,1270,13459,509,63,13486,Vitess,vitess.io
oam-dev,kubevela+kubevela.io+velacp+kubevela-core-api,5316,2311,1598,983,412,63,995,KubeVela,kubevela.io
karmada-io,karmada+api+website,3985,3110,389,406,166,62,320,Karmada,Karmada.io
buildpacks,lifecycle+rfcs+pack+registry-index+docs+spec+libcnb+imgutil+community+github-actions+pack-orb+tekton-integration+samples+registry-api+registry-namespaces+ci+homebrew-tap,4734,2629,584,1131,263,59,1258,Buildpacks,buildpacks.io
crossplane,crossplane+provider-aws+provider-gcp+crossplane-runtime+provider-azure+crossplane.github.io+provider-alibaba+org+provider-template+provider-gcp-beta+crossplane-tools+test+crossplane-cli+oam-kubernetes-runtime,3977,2329,790,1008,487,58,371,Crossplane,crossplane.io
strimzi,strimzi-kafka-operator+strimzi.github.io+strimzi-canary+proposals+drain-cleaner+strimzi-kafka-bridge+test-clients+strimzi-kafka-oauth+test-container+kafka-quotas-plugin+test-container-images+kafka-env-var-config-provider+kafka-kubernetes-config-provider+governance+mirror-maker-2-extensions+client-examples,6355,4423,827,808,293,55,812,Strimzi,strimzi.io
cloudevents,spec+sdk-go+sdk-javascript+sdk-rust+sdk-java+sdk-csharp+sdk-python+sdk-php+cloudevents-web+sdk-powershell+sdk-ruby,1408,813,277,150,154,55,164,CloudEvents,cloudevents.io
chaos-mesh,chaos-mesh+website+website-zh+chaosd+rs-tproxy+chaos-mesh.github.io+rfcs+chaos-driver+datasource+byteman+charts+chaos-mesh-datasource+toda+nsexec+bpfki+k8s_dns_chaos+chaos-mesh-on-skywalking,4828,3058,635,777,316,54,819,Chaos Mesh,chaos-mesh.org
+fluid-cloudnative,fluid+cheyang/fluid+community,1709,513,418,513,261,54,517,Fluid,github.com/fluid-cloudnative
openyurtio,openyurt+community+yurt-device-controller+yurt-app-manager+openyurt.io+yurt-dashboard+openyurtio.github.io+yurt-edgex-manager+node-resource-manager+yurtcluster-operator,2078,1437,245,191,204,53,192,OpenYurt,opeyurt.io
metal3-io,cluster-api-provider-metal3+metal3-dev-env+baremetal-operator+project-infra+ironic-image+metal3-docs+ip-address-manager+metal3-io.github.io+hardware-classification-controller+ironic-agent-image+ironic-ipa-downloader+metal3-helm-chart+static-ip-manager-image+ironic-hardware-inventory-recorder-image+ironic-inspector-image+ironic-client+base-image+ironic-prometheus-exporter,8082,6902,548,605,60,52,572,Metal³,metal3.io
tinkerbell,boots+tink+osie+sandbox+hook+lint-install+cluster-api-provider-tinkerbell+hub+proposals+pbnj+tinkerbell-docs+.github+crocodile+cluster-api-provider-tink+tinkerbell.org+boots-ipxe+k8s-sandbox+hegel+terraform-provider-tinkerbell+infrastructure+org+artwork+tftp-go,2244,1150,559,624,145,50,390,Tinkerbell,tinkerbell.org
rook,rook+rook.github.io+kubectl-rook-ceph+nfs+cassandra+operator-kit,7633,5279,1033,1084,522,49,799,Rook,rook.io
nocalhost,nocalhost+nocalhost-vscode-plugin+nocalhost.github.io+nocalhost-intellij-plugin+nocalhost-web+bookinfo+syncthing+nocalhost-hub+homebrew-repo+bookinfo-productpage+bookinfo-tracing+dev-container+cli-runtime-kustomize+bookinfo-ratings+bookinfo-details+bookinfo-authors+validator+remotecommand+bookinfo-reviews+tkestack-charts,4732,129,1583,2631,33,49,2987,Nocalhost,nocalhost.dev
keptn,keptn+keptn.github.io+go-utils+tutorials+examples+community+kubernetes-utils+get.keptn.sh+enhancement-proposals+gh-automation+gh-action-build-docker-image+spec,7482,1387,1685,2974,924,48,3486,Keptn,kepth.sh
cert-manager,website+aws-privateca-issuer+istio-csr+policy-approver+approver-policy+release+csi-driver+trust+csi-driver-spiffe+csi-lib+webhook-example+sample-external-issuer+signer-ca+test-infra+infrastructure+approver-policy-rego,1850,1146,328,1211,91,48,285,cert-manager,cert-manager.io
antrea-io,antrea+resource-auditing+libOpenflow+website+ofnet+benchci+review-manager,9058,7183,1095,489,262,47,518,Antrea,antrea.io
cortexproject,cortex+cortex-helm-chart,2026,1116,357,276,179,47,374,Cortex,github.com/cortexproject
coredns,coredns+helm+coredns.io+deployment+policy+rrl+ci+release+multicluster+corefile-migration+demo+kubernetai+caddy+records,1561,866,324,215,134,47,237,CoreDNS,coredns.io
k3s-io,k3s+k3s-ansible+kine+helm-controller+k3s-selinux+klipper-lb+k3s-root+klipper-helm+k3s-upgrade+helm-set-status+cri,4869,2632,885,411,941,46,411,K3s,k3s.io
kumahq,kuma+kuma-website+kuma-gui+.github+kuma-grafana-datasource+kuma-demo+kuma-counter-demo+protoc-gen-kumadoc,5335,1770,1563,1250,547,45,1455,Kuma,kuma.io
submariner-io,submariner+submariner-operator+shipyard+submariner-website+releases+lighthouse+cloud-prepare+admiral+submariner-charts+enhancements+submariner-io.github.io+submariner-bot+coastguard+get.submariner.io,4688,1390,1124,1265,269,44,1905,Submariner,submariner.io
openservicemesh,osm+osm-health+osm-docs+osm-www,4016,1951,1147,568,333,42,585,Open Service Mesh,openservicemesh.io
kubearmor+accuknox,KubeArmor+policy-templates+kubearmor-client+libbpf+KVMService+kvm-service+KubeArmor+kubearmor-prometheus-exporter+cilium-proxy+kubearmor-relay-server+cilium+kubearmor-kafka-client+cilium-spire-tutorials+kubearmor-log-client+kubearmor-elk-stack+kubearmor-mysql-client,2244,663,704,1387,236,41,641,KubeArmor,accuknox.com/kubearmor
cdfoundation,cdf-landscape+toc+sig-events+foundation+sig-chinese-localization+best-practices+tekton-helm-chart+sig-interoperability+sig-mlops+artwork+sig-best-practices+best-practices-site+ambassadors,792,274,151,294,71,40,296,CDF,cd.foundation
longhorn,longhorn+longhorn-manager+longhorn-tests+longhorn-engine+website+longhorn-ui+infra+charts+backing-image-manager+backupstore+longhorn-share-manager+longhorn-instance-manager+upgrade-responder+sparse-tools+benchmark+go-iscsi-helper+dbench+community,6948,3976,1393,1350,773,39,806,Longhorn,github.com/longhorn
volcano-sh,volcano+website+apis+devices+community+kubegene+resource-exporter,1928,1373,223,201,202,39,130,Volcano,volcano.sh
dragonflyoss,Dragonfly2+image-service+helm-charts+console+website+Dragonfly+dragonfly-scripts,3142,441,860,1436,283,37,1558,Dragonfly,d7y.io/en-us
cri-o,cri-o+containrs+ocicni+cpuset,2941,1945,243,623,116,35,637,CRI-O,cri-o.io
