org,repo,activity,comments,prs,commits,issues,authors,project,url
kubernetes+kubernetes-incubator+GoogleCloudPlatform,kubernetes+dashboard+contrib+kubernetes.github.io+test-infra+minikube+helm+heapster+kops+deployment-manager+kube-deploy+features+charts+cri-o+release+kubernetes-anywhere+community+kompose+ocid+kube-state-metrics+node-problem-detector+kubernetes-docs-cn+client-go+bootkube+rktlet+kubernetes-workshops+kube-mesos-framework+k8s.io+frakti+node-feature-discovery+git-sync+service-catalog+kubernetes-bootcamp+perf-tests+kubedash+kube-ui+application-images+gengo+pr-bot+kargo+spartakus+cluster-proportional-autoscaler+application-dm-templates+rktlet+md-check+horizontal-self-scaler+application-images+md-format+client-python+kubernetes-template-project+kube2consul+cluster-proportional-autoscaler+ocid,212211,154817,28824,8872,19698,1052,Kubernetes,kubernetes.io
prometheus,prometheus+alertmanager+docs+node_exporter+mysqld_exporter+snmp_exporter+client_golang+client_java+blackbox_exporter+jmx_exporter+client_python+prometheus.github.io+common+promu+haproxy_exporter+pushgateway+statsd_exporter+promdash+cloudwatch_exporter+client_ruby+collectd_exporter+consul_exporter+memcached_exporter+golang-builder+graphite_exporter+mesos_exporter+client_model+procfs+utils+busybox+influxdb_exporter+nagios_plugins+prometheus_cli+host_exporter,18898,10480,3102,3238,2078,325,Prometheus,prometheus.io
fluent,fluentd+fluent-bit+serverengine+fluentd-docker-image+fluent-plugin-s3+fluentd-docs+fluent-plugin-kafka+fluent-logger-golang+fluent-logger-python+fluent-logger-ruby+fluent-logger-node+fluent-plugin-webhdfs+fluent-plugin-sql+fluentd-website+fluent-plugin-mongo+fluent-plugin-rewrite-tag-filter+fluent-logger-java+fluent-plugin-flume+fluent-logger-scala+fluentd-ui+fluent-logger-perl+fluent-bit-docs+fluent-plugin-multiprocess+fluentbit-website-v2+fluentd-forwarder+NLog.Targets.Fluentd+fluent-plugin-grok-parser+fluent-logger-php+nginx-fluentd-module+fluentd-benchmark,7832,3661,1431,1906,834,139,Fluentd,fluentd.org
opentracing,opentracing.github.io+opentracing-go+opentracing-java+opentracing-javascript+basictracer-go+opentracing-python+api-golang+opentracing-csharp+basictracer-python+opentracing-objc+api-python+opentracing.io+basictracer-javascript+contrib+api-go+api-java+opentracing-cpp+basictracer-csharp,4522,2419,668,1109,326,69,OpenTracing,opentracing.io
