org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
tikv,tikv+pd+agatedb+raft-rs+rust-rocksdb+client-rust+grpc-rs+titan+rust-prometheus+website+sig-transaction+rocksdb+rfcs+tikv.github.io+community+importer+raft-engine+client-c+pprof-rs+yatp+copr-test+client-java+client-go+fail-rs+minitrace-go+protobuf-build+minitrace-rust+tikv-operator+sysinfo+async-speed-limit+tlaplus-specs+jemallocator+client-py+jemalloc+crc64fast+.github+mock-tikv+auto-tikv,40096,27818,6138,3874,2127,258,4013,TiKV,tikv.org
spotify+backstage,backstage+backstage+techdocs-cli+demo+mkdocs-techdocs-core+loopback-jsonschema+mkdocs-monorepo-plugin+techdocs-container,26332,12610,4909,6217,1756,258,7057,Backstage,backstage.io
jaegertracing,jaeger+jaeger-operator+helm-charts+jaeger-ui+documentation+jaeger-client-java+jaeger-client-go+jaeger-client-cpp+jaeger-client-csharp+jaeger-analytics-java+jaeger-opentelemetry-collector+jaeger-client-python+jaeger-client-node+docker-protobuf+spark-dependencies+jaeger-kubernetes+jaeger-otelcol+jaeger-idl+jaeger-lib+jaeger-performance+jaeger-vscode+jaeger-analytics-flink+jaeger-client-javascript+docker-thrift+vertx-create-span,16317,10961,2267,1256,1799,221,1290,Jaeger,jaeger.readthedocs.io/en/latest
kubevirt,kubevirt+hyperconverged-cluster-operator+containerized-data-importer+cluster-network-addons-operator+kubevirtci+vm-import-operator+project-infra+kubevirt.github.io+node-maintenance-operator+common-templates+ssp-operator+ovs-cni+macvtap-cni+user-guide+kubevirt-ssp-operator+libvirt+hostpath-provisioner-operator+kubevirt-template-validator+web-ui-components+hostpath-provisioner+must-gather+client-python+kubevirt-tekton-tasks+api-reference+demo+kubevirt-csi+kubectl-virt-plugin+bridge-marker+controller-lifecycle-operator-sdk+community+cloud-provider-kubevirt+cdi-api-reference+client-go+qe-tools+node-labeller+device-plugin-manager+csi-driver+kubevirt-tutorial+kubevirt-ansible+krew-index+machine-remediation+kubernetes-device-plugins+ansible-kubevirt-modules+kvm-info-nfd-plugin+cpu-nfd-plugin+cloud-image-builder+cluster-api-provider-external+katacoda-scenarios+web-ui-operator,54313,41273,6130,4618,1433,218,5477,KubeVirt,kubevirt.io
fluxcd,flux+helm-operator+toolkit+source-controller+flux2+kustomize-controller+helm-controller+notification-controller+image-reflector-controller+go-git-providers+terraform-provider-flux+pkg+community+image-automation-controller+website+flux-recv+webui+flux-get-started+fluxcd.io+gitsrv+helm-operator-get-started+flagger+flux2-kustomize-helm-example+flux2-multi-tenancy+homebrew-tap+multi-tenancy+sourcer+fluxctl-action+charts+flux-kustomize-example+multi-tenancy-team1,16558,6539,3584,3914,1832,211,4603,Flux,github.com/fluxcd
nats-io,nats-server+jetstream+nats.rs+nats.go+nats-jms-mq-bridge+nats-streaming-server+nats.docs+k8s+nats.java+nsc+jsm.go+nats.net+nats.c+nats.js+jwt+nats.deno+nats-operator+nats-site+stan.js+nats.py+stan.go+nats.ws+nats.ts+nats-surveyor+stan.net+nats-streaming-operator+nats-rest-config-proxy+jetstream-gh-action+nats.ex+prometheus-nats-exporter+nats-kafka+nats-docker+nats-general+terraform-provider-jetstream+natscli+nats-account-server+nats.cr+nats-box+nats-streaming-docker+stan.java+nack+node-nuid+not.go+nkeys+nkeys.js+stan.rb+official-images+stan.py+js-nuid+homebrew-nats-tools+ts-nkeys+nats.rb+advisories+nats-pure.rb+docs+docker-docs+graft+spring-nats+kubecon2020+nuid+nats-replicator+node-nats-examples+nats-top+nats.c.deps+go-nats-examples+nginx-nats+nats-connector-framework+nats.net.deps+ts-nats-examples+nats-mq+cliprompts+helm-hub+nkeys.rb+nats-on-a-log+nats-js-client-architecture+nats-queue-worker+nats-connector-redis+latency-tests+nats-siddhi-demo+java-nats-examples+nkeys.py+not.java+nats.py2,20001,8608,4329,5076,2136,204,4928,NATS,nats.io
open-policy-agent,opa+gatekeeper+conftest+opa-envoy-plugin+contrib+cert-controller+kube-mgmt+gatekeeper-library+frameworks+npm-opa-wasm+opa-istio-plugin+opa-docker-authz+vscode-opa+golang-opa-wasm+library+example-api-authz-go+example-api-authz-python+test-repo-transfer+client-python+opa-envoy-spire-ext-authz,13653,8359,2426,1232,1722,197,1146,OPA,openpolicyagent.org
openebs,Mayastor+openebs+maya+cstor-operators+node-disk-manager+e2e-tests+zfs-localpv+openebs-docs+charts+jiva+velero-plugin+upgrade+api+cstor-csi+istgt+cstor+libcstor+website+dynamic-localpv-provisioner+external-storage+jiva-csi+rawfile-localpv+linux-utils+jiva-operator+spdk+scope+monitor-pv+MayaStor+openebsctl+longhorn+elves+sparse-tools+lvm-localpv+helm-operator+m-exporter+performance-benchmark+dynamic-nfs-provisioner+openebs-exporter+easy-jupyter+spdk-sys+gotgt+community+vsm-image+lib-csi+openebs-k8s-provisioner+slack-redirect+partition-identity+csi-lib-iscsi+dbench+blkid+extest+soc-1,21847,10100,5176,7282,1261,194,5310,OpenEBS,openebs.io
layer5io,meshery+meshery.io+meshery-linkerd+meshery-consul+meshery-istio+meshery-kuma+meshery-operator+meshery-osm+meshery-tmp+meshery-adapter-library+meshery-nsm+meshery-octarine+meshery-maesh+meshery-nginx-sm+meshery-cpx+meshery-tanzu-sm+meshery-adapter-template+meshery-app-mesh+meshery-nsx-sm+meshery-traefik-mesh,14767,7236,3091,2497,1778,193,2662,Meshery,layer5.io/meshery
containerd+docker,containerd+cri+stargz-snapshotter+cgroups+ttrpc-rust+project+containerd.io+imgcrypt+continuity+console+ttrpc+release-tool+go-runc+go-cni+typeurl+aufs+zfs+nri+fifo+btrfs+containerd+project-checks+.github,11164,6714,2601,1892,721,186,1128,containerd,containerd.io
thanos-io,thanos+kube-thanos+thanosbench+OpenConfig,15840,10742,2175,1566,1249,183,1674,Thanos,thanos.io
litmuschaos,litmus+litmus-e2e+chaos-charts+litmus-docs+litmus-go+chaos-operator+charthub.litmuschaos.io+chaos-runner+litmus-helm+litmus-cd+test-tools+website-litmuschaos+chaos-exporter+chaos-executor+admission-controllers+pages+litmus-ansible+litmus-demo+chaos-observability+chaos-scheduler+chaos-helm+litmus-python+elves+chaos-workflows+litmus-portal+litmus-docs-beta+chaos-ci-lib+icons+community+spinnaker-preconfigured-job-plugin+cp-helm-charts+kube-helper+katacoda-scenarios+helm-github-pages+gitlab-remote-templates,20118,8190,5058,5523,1311,144,5559,LitmusChaos,litmuschaos.io
linkerd,linkerd2+linkerd2-proxy+website+rfc+linkerd+linkerd2-conformance+linkerd2-proxy-init+gsoc+linkerd2-proxy-api+linkerd2-mock-dst+linkerd2-action-gcloud+linkerd2-ci-metrics+linkerd-zipkin+linkerd-examples+katacoda+webpki+stern+__codeowners_test+linkerd-viz+prost,19576,9827,3247,4511,1263,142,5239,Linkerd,linkerd.io
etcd-io,etcd+jetcd+bbolt+website+discovery.etcd.io,7645,4587,1433,719,892,136,733,etcd,coreos.com/etcd
vitessio,vitess+website+arewefastyet+enhancements+vitess-resources+contrib+vitess-operator+metrics+gitdm+messages,10352,4842,2749,4601,877,133,1884,Vitess,vitess.io
rook,rook+rook.github.io+artwork+operator-kit+rook-client-python,18334,12890,2195,2211,1627,132,1622,Rook,rook.io
cortexproject,cortex+cortex-helm-chart,15470,9557,2499,2409,941,129,2473,Cortex,github.com/cortexproject
kedacore,keda+keda-docs+charts+keda-olm-operator+sample-dotnet-worker-servicebus-queue+sample-go-rabbitmq+samples+keda-scaler-durable-functions+test-tools+sample-hello-world-azure-functions+dashboard+http-add-on+sample-go-gcppubsub+governance+sample-typescript-kafka-azure-function+sig-runtime+sample-javascript-eventhub-azure-function+github-template+sample-python-kafka-azure-function+sample-azure-functions-on-ocp4+external-scalers+external-scaler-samples+sample-go-storage-queue,8631,5051,1705,886,949,128,926,KEDA,keda.sh
kubeedge,kubeedge+website+examples+community+beehive+viaduct+community-infra+mappers-go,8084,5820,1038,1172,623,124,603,KubeEdge,kubeedge.io
cloudevents,sdk-go+sdk-javascript+sdk-java+spec+sdk-rust+sdk-python+sdk-csharp+cloudevents-web+sdk-ruby+conformance+sdk-typescript+sdk-php+cloudevents.github.io,10019,6123,1843,1007,1012,121,1041,CloudEvents,cloudevents.io
falcosecurity,falco+falco-website+test-infra+charts+falcosidekick+community+driverkit+falcoctl+event-generator+falco-exporter+contrib+client-py+client-go+evolution+kilt+pdig+.github+client-rs+cloud-native-security-hub-frontend+build-service+cloud-native-security-hub+cloud-native-security-hub-backend+kubernetes-response-engine+falco-operator+template-repository+katacoda-scenarios+ebpf-probe+falco-security-workshop+libsinsp+falco-kubernetes-workshop+libscap,16597,11004,2212,2162,1090,116,2291,Falco,falco.org
buildpacks,pack+lifecycle+rfcs+registry-index+docs+spec+imgutil+samples+community+libcnb+github-actions+pack-orb+homebrew-tap+ci+registry-api+libbuildpack+registry-namespaces+tekton-catalog+tekton-integration+.github+soc,15115,6694,1805,4159,1789,116,4827,Buildpacks,buildpacks.io
goharbor,harbor+replication-verification+harbor-helm+harbor-operator+harbor-cluster-operator+website+community+harbor-scanner-clair+pluggable-scanner-spec,25565,11115,4177,6021,4457,115,5816,Harbor,goharbor.io
strimzi,strimzi-kafka-operator+strimzi.github.io+strimzi-ui+strimzi-kafka-bridge+proposals+strimzi-kafka-oauth+client-examples+strimzi-canary+strimzi-admin+mirror-maker-2-extensions+governance+strimzi-lab+strimzi-test-container+.github,26578,19304,2851,2794,1620,103,2803,Strimzi,strimzi.io
crossplane+crossplaneio,crossplane+provider-aws+oam-kubernetes-runtime+crossplane+crossplane-runtime+provider-gcp+crossplane.github.io+addon-oam-kubernetes-local+provider-azure+stack-gcp+provider-alibaba+crossplane-runtime+provider-rook+crossplane-cli+app-wordpress+stack-aws+example-cnp+templating-controller+addon-oam-kubernetes-remote+stack-azure-sample+stack-minimal-gcp+sample-stack-wordpress+stack-azure+stack-aws+stack-minimal-gcp+tbs+stack-minimal-aws+crossplane-tools+provider-template+stack-aws-sample+cicd+stack-gcp-sample+stack-gcp+agent+sample-stack-wordpress+stack-minimal-azure+crossplane-cli+pkg-unpack+crossplaneio.github.io+stack-rook+templating-controller+resourcepacks+stack-gcp-minimal+stack-azure+provider-github+stack-rook+test+tbs+stack-oam+oam-runtime+stack-minimal-azure+stack-minimal-aws+app-service-tracker+crosscd+artwork+sample-stack+sample-stack+gitlab-controller+crossplane-tools+crosscd+stack-oam-kubernetes-remote+.github,16956,10080,3408,3200,1639,99,1829,Crossplane,crossplane.io
"",k3s+k3d+k3s-ansible+k3s-upgrade+k3s-root+ibuildthecloud/k3s-dev+k3s-selinux+terraform-k3s-aws-cluster+ibuildthecloud/k3s-root,10763,6476,1285,9934,1856,98,1146,K3s,k3s.io
cert-manager,website+release+istio-csr+signer-venafi+signer-ca+sample-external-issuer+docs+webhook-operator,1860,1126,334,1788,109,95,291,cert-manager,cert-manager.io
pravega,pravega+pravega-operator+zookeeper-operator+schema-registry+flink-connectors+bookkeeper-operator+pravega-client-rust+pravega-samples+pravega-tools+pravega-benchmark+video-samples+workshop-samples+flink-tools+pravega-keycloak+hadoop-connectors+spark-connectors+pravega-storage-adapters+bincode2+boomi-connector+logstash-output-pravega+pravega-grpc-gateway+nifi-pravega+pravega-ingest-gateway+charts+openmessaging-benchmark+logstash-input-pravega+www.pravega.io+p3_test_driver+blog-samples,15532,8881,2128,2448,1926,92,2597,Pravega,pravega.io
coredns,coredns+coredns.io+deployment+rfc+corefile-migration+ci+alternate+example+fallback+policy+rrl+kubernetai+unbound+helm+coredns-utils+coredns-opa+metadata_edns0+proxy+release+records+caddy+presentations+demo,6213,3568,1012,941,618,88,1015,CoreDNS,coredns.io
cloud-custodian,cloud-custodian+pytest-terraform+cel-python+helm-charts,6997,3979,1208,775,1030,85,780,Cloud Custodian,cloudcustodian.io
metal3-io,metal3-dev-env+baremetal-operator+metal3-docs+cluster-api-provider-metal3+ironic-image+project-infra+metal3-io.github.io+hardware-classification-controller+cluster-api-provider-baremetal+ironic-inspector-image+ip-address-manager+metal3-helm-chart+ironic-ipa-downloader+ironic-client+ironic-hardware-inventory-recorder-image+ipam+static-ip-manager-image+metal3-smart-exporter+metal3-ipam,18138,14975,1467,1567,386,85,1310,Metal³,metal3.io
datawire,ambassador,5414,1910,1383,3653,451,83,1670,Emissary-ingress,getambassador.io
"",fluid+cheyang/fluid,2177,588,566,757,260,82,763,Fluid,github.com/fluid-cloudnative
cri-o,cri-o+cri+containrs+ocicni+cri-o.io+cri-o-ansible,17250,12859,1564,2439,413,78,2414,CRI-O,cri-o.io
kudobuilder,kudo+kuttl+kudo.dev+operators+test-tools+kuttl.dev+kitt+operators-index+terraform-provider-kudo+homebrew-tap+controller-runtime+generic-application-operator+code-generator+apimachinery,9050,4203,1612,2301,718,73,2517,Kudo,kudo.dev
cdfoundation,foundation+cdf-landscape+sig-interoperability+sig-mlops+toc+presentations+sig-security-sbom+tekton-helm-chart+soc+artwork+newsletter+cluster+community-ambassador-program+the-pipeline-podcast+sig-best-practices+glossary+meetups+Ambassador-Member-Webinar-Program+sig-security+faq+sig-Interoperability+almanac+.github+sig-security-supply-chain+mentoring+charter+cla,2282,663,371,831,413,72,835,CDF,cd.foundation
chaos-mesh,chaos-mesh+horoscope+website+chaos-mesh.github.io+toda+chaos-mesh-datasource+go-sqlancer+k8s_dns_chaos+matrix+chaosd+chaos-daemon+rfcs+chaos-mesh-action+wreck-it+database-testing+go-sqlsmith+chaos-mesh-actions+charts+apps+data-generator+web-show+experiments+logo+nepnep+toda-glibc+nsexec+enhancements,6751,3706,1281,1294,423,71,1341,Chaos Mesh,chaos-mesh.org
projectcontour,contour+contour-operator+ir2proxy+integration-tester+community+gimbal+contour-authserver+lint+.github+toc+homebrew-ir2proxy+namingtest,9306,5730,1692,927,944,69,940,Contour,projectcontour.io
longhorn,longhorn+longhorn-manager+longhorn-tests+website+longhorn-engine+longhorn-ui+backupstore+go-iscsi-helper+infra+longhorn-instance-manager+charts+longhorn-share-manager+dbench+sparse-tools+node-driver-registrar+external-attacher+minio-multiarch-image+docker-nfs-ganesha+external-resizer+external-snapshotter+external-provisioner+bot+upgrade-responder+nsfilelock+community,14076,8285,2537,2964,1807,68,1447,Longhorn,github.com/longhorn
baidu+bfenetworks,bfe+bfe+bfe-dynamic-plugin,1834,413,750,465,200,65,471,BFE,bfe-networks.net
tinkerbell+packethost,tink+osie+tinkerbell.org+boots+proposals+pbnj+hegel+tinkerbell-docs+.github+cluster-api-provider-tink+sandbox+tinkerbell.github.io+tinkerbell+terraform-provider-tinkerbell+portal+k8s-sandbox+org+artwork+osie-og+hub+osie-ng+tftp-go+crossplane-provider-tinkerbell+workflows,6802,3334,1385,1934,600,63,1483,Tinkerbell,tinkerbell.org
keptn,keptn+keptn.github.io+tutorials+go-utils+examples+spec+community+enhancement-proposals+get.keptn.sh+kubernetes-utils+toc+dns.keptn.sh,11697,2370,3100,4084,1497,60,4730,Keptn,kepth.sh
volcano-sh,volcano+website+devices+kubesim+mocks+volcano-ansible+kube-state-metrics+vmark+charts+stories,3918,2529,702,932,334,60,353,Volcano,volcano.sh
dexidp,dex+website+helm-charts,1948,1162,345,209,276,60,165,Dex,github.com/dexidp
networkservicemesh,sdk+sdk-vppagent+networkservicemesh+cmd-forwarder-vppagent+sdk-kernel+cmd-registry-memory+cmd-nsmgr+cmd-registry-proxy-dns+api+sdk-sriov+cmd-nsc+fanout+cmd-exclude-prefixes-k8s+integration-k8s-kind+cmd-forwarder-sriov+cloudtest+cmd-template+cmd-nse-icmp-responder+examples+sdk-vpp+site+cmd-nsmgr-proxy+cmd-forwarder-vpp+nsm-operator+sdk-k8s+deployments-k8s+gotestmd+integration-tests+cmd-nse-vfio+cmd-nsc-proxy+integration-k8s-packet+cmd-nse-proxy+cmd-registry-k8s+deployment-k8s+cmd-icmp-responder-nse+cmd-service-prefix,12810,4150,3800,3112,510,56,4350,Network Service Mesh,networkservicemesh.io
vmware-tanzu,antrea,20763,17018,1995,914,769,54,981,Antrea,antrea.io
spiffe,spire,4562,2773,904,817,426,54,459,Spire,spiffe.io
spiffe,go-spiffe+spiffe.io+spire-tutorials+java-spiffe+spiffe+spire-examples+spiffe-helper+spire-circleci-test+assets+ghostunnel+kerberos-attestor+py-spiffe+spire-k8s+spiffe-example+spiffe-envoy-agent,2697,1676,577,1299,140,52,304,Spiffe,spiffe.io
Comcast,kuberhealthy,3245,1134,626,1142,270,51,1215,Kuberhealthy,github.com/Comcast/kuberhealthy
submariner-io,submariner+submariner-operator+submariner-website+lighthouse+shipyard+admiral+submariner-charts+releases+enhancements+submariner-io.github.io+armada+get.submariner.io+coastguard+submariner-bot+website+cluster-dns-operator+actions-and-branch-playground,19958,8986,4211,3918,1610,50,5151,Submariner,submariner.io
openservicemesh,osm+osm-www,4537,2351,1128,579,531,48,527,Open Service Mesh,openservicemesh.io
