org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,78075,63724,15931,14351,15931,1705,Linux kernel,kernel.org
facebook+rackt,react-native+react+react-router+hhvm+presto+relay+redux+osquery+flow+rocksdb+AsyncDisplayKit,28800,20747,2607,2260,3186,502,React,facebook.com
Azure,azure-content+azure-powershell+azure-quickstart-templates+azure-xplat-cli+autorest,6844,3241,1674,1456,473,454,Azure,azure.github.io
Homebrew,homebrew+homebrew-science+homebrew-php,15003,9447,3096,1462,998,363,Homebrew,brew.sh
angular+angular-ui,angular+material+angular.js+bootstrap+ui-grid+ui-select,26258,17515,1777,3525,3441,336,Angular,angular.io
kubernetes+GoogleCloudPlatform,kubernetes+kubernetes,23580,18585,2455,1172,1368,287,Kubernetes,kubernetes.io
docker,docker+compose+distribution+swarm+libnetwork,22796,18370,1723,982,1721,276,Docker,mobyproject.org
caskroom,homebrew-cask,4367,1716,1701,797,153,259,Homebrew Cask,caskroom.github.io
NixOS,nixpkgs,9345,4954,1230,2756,405,244,NixOS,nixos.org
odoo,odoo,6504,3073,1027,1917,487,184,Odoo,odoo.com
emberjs,ember.js+guides+data,6682,4588,822,648,624,175,Ember.js,emberjs.com
ansible,ansible+ansible-modules-core+ansible-modules-extras,9556,6574,1060,883,1039,163,Ansible,ansible.com
aspnet,dnx+EntityFramework+Mvc+Docs+Razor+KestrelHttpServer,13692,7948,941,3402,1401,152,ASP.net,asp.net
elastic,elasticsearch+kibana+logstash,17362,11707,1458,2509,1688,151,Elasticsearch,elastic.co/products/elasticsearch
rails,rails,5753,3851,819,734,349,149,Ruby on Rails,rubyonrails.org
dotnet,corefx+coreclr+llilc+wcf,10656,7952,1117,689,898,135,dotnet,microsoft.com/net
saltstack,salt,8410,5796,1109,477,1028,124,SaltStack,repo.saltstack.com
nodejs,node+io.js+new.nodejs.org,8509,7087,511,417,494,120,Node.js,nodejs.org
owncloud,core+client+android+documentation+mail,19870,14762,969,2338,1801,118,ownCloud,owncloud.org
JuliaLang,julia,10792,7995,647,1524,626,117,Julia,julialang.org
dotnet+Microsoft,roslyn+vso-agent-tasks+msbuild,11353,7786,1079,1315,1173,116,VS Code,code.visualstudio.com
influxdb,influxdb+telegraf+influxdb.com,7850,4940,480,1487,943,114,InfluxDB,influxdata.com
18F,college-choice+web-design-standards+govt-wide-patternlibrary+usfwds+midas+open-data-maker,8936,4790,765,1979,1402,100,18F,""
EFForg,https-everywhere,3102,1389,755,712,246,99,HTTPS Everywhere,eff.org/https-everywhere
openwrt,packages,1447,747,237,368,95,98,OpenWrt,openwrt.org
callemall,material-ui,3185,2132,311,301,441,94,Material-UI,material-ui.com
tgstation,-tg-station,13625,11060,936,855,774,91,SS13,tgstation13.org
airbnb,airflow+javascript,2405,1433,300,414,258,88,airbnb,""
atom,atom+electron+vim-mode,12642,9031,556,1242,1813,87,Atom,atom.io
openshift,openshift-ansible+openshift-docs,2829,1740,460,431,198,85,OpenShift,openshift.com
joomla,joomla-cms,4484,3370,363,503,248,83,Joomla,joomla.org
systemd,systemd,3832,2504,523,406,399,80,systemd,freedesktop.org/wiki/Software/systemd
hashicorp,terraform,3966,2775,316,363,512,80,Terraform,terraform.io
