org,repo,activity,comments,prs,commits,issues,authors,project,url
neveragaindottech,neveragaindottech.github.io,6050,751,2564,2718,17,1272,neveragain.tech,neveragain.tech
torvalds,linux,18355,15823,3955,2532,3955,677,Linux kernel,kernel.org
kubernetes+kubernetes-incubator,kubernetes+kubernetes.github.io+kargo+helm+test-infra+service-catalog+kops+contrib+community+charts+minikube,13162,9797,1630,919,816,310,Kubernetes,kubernetes.io
NixOS,nixpkgs,3638,2153,517,768,200,212,NixOS,nixos.org
caskroom,homebrew-cask,2878,627,1096,1093,62,201,Homebrew Cask,caskroom.github.io
Microsoft+dotnet,vscode+roslyn+vsts-tasks+roslyn-project-system+msbuild+vscode-mssql+vcpkg+vscode-docs,11158,7354,587,1203,2014,198,VS Code,code.visualstudio.com
dotnet,corefx+coreclr+cli+docfx+sdk+docs+core-setup+buildtools,7832,5521,890,785,636,182,dotnet,microsoft.com/net
ansible,ansible+ansible-modules-extras+ansible-modules-core,5564,3707,807,559,491,161,Ansible,ansible.com
Azure,azure-quickstart-templates+azure-cli+azure-powershell+azure-rest-api-specs+azure-sdk-for-net+azure-xplat-cli,2249,1340,359,330,220,161,Azure,azure.github.io
Homebrew,homebrew-core+homebrew-php+homebrew-science,2536,1476,561,366,133,155,Homebrew,brew.sh
docker,docker+docker.github.io,5076,3684,551,383,458,128,Docker,mobyproject.org
DefinitelyTyped,DefinitelyTyped,1774,1065,462,165,82,125,DefinitelyTyped,definitelytyped.org
elastic,elasticsearch+kibana+beats,5621,3299,634,1145,543,117,Elasticsearch,elastic.co/products/elasticsearch
facebook+reactjs,react-native+jest+react+AsyncDisplayKit+osquery+draft-js+reason+redux,6557,4836,599,405,717,117,React,facebook.com
mozilla,addons-server+testpilot+addons-frontend,1248,413,101,622,112,111,Mozilla,mozilla.org
Automattic,wp-calypso,3844,1590,447,1645,162,104,WP Calypso,developer.wordpress.com/calypso
nodejs,node+nodejs.org,3071,2226,475,200,170,95,Node.js,nodejs.org
fossasia,gci16.fossasia.org+open-event-android,2791,1812,548,267,164,84,fossasia,fossasia.org
TheOdinProject,curriculum,502,71,189,220,22,83,The Odin Project,theodinproject.com
ManageIQ,manageiq,2441,1628,402,375,36,80,ManageIQ,manageiq.org
aspnet,EntityFramework+Docs+Mvc+KestrelHttpServer+EntityFramework6+SignalR,2261,1399,199,385,278,78,ASP.net,asp.net
eclipse,che+kura+omr,2664,1434,277,684,269,77,Eclipse,eclipse.org
driftyco,ionic+ionic-app-scripts+ionic-native+ionic-starter-super,3306,2290,118,382,516,76,Ionic,ionicframework.com
rails,rails+webpacker,1841,1218,228,276,119,68,Ruby on Rails,rubyonrails.org
tensorflow,tensorflow,3026,2332,199,117,378,67,TensorFlow,tensorflow.org
influxdata,influxdb+telegraf+chronograf,1525,717,137,509,162,65,InfluxData,influxdata.com
ocaml,opam-repository,831,424,200,195,12,64,OPAM,opam.ocaml.org
angular,angular+material2+angular.io,3952,2776,330,215,631,60,Angular,angular.io
cloudfoundry,bosh+cf-release,463,175,25,235,28,59,Cloud Foundry,cloudfoundry.org
chef,chef+chef-web-docs+inspec,1068,490,129,383,66,59,Chef,chef.io/chef
openwrt,packages+luci,1012,701,130,134,47,58,OpenWrt,openwrt.org
magento,magento2+devdocs,2431,1719,87,271,354,56,Magento,magento.com/home
w3c,web-platform-tests,590,258,109,208,15,55,W3C Platform Tests,irc.w3.org/?channels=testing
department-of-veterans-affairs,vets-website+caseflow,2974,1160,229,1394,191,54,Caseflow,va.gov
odoo,odoo,1291,662,238,276,115,52,Odoo,odoo.com
voidlinux,void-packages,1143,311,137,646,49,51,The Void distribution,voidlinux.eu
Automattic,jetpack,1520,559,157,716,88,50,Automattic Jetpack,jetpack.com
ampproject,amphtml,1778,1158,240,207,173,50,AMP,ampproject.org
NativeScript,NativeScript+nativescript-cli+docs,1442,842,133,297,170,50,NativeScript,nativescript.org
mapbox,mapbox-gl-native+mapbox-gl-js,2010,952,190,645,223,49,Mapbox,mapbox.com
bioconda,bioconda-recipes,856,435,226,170,25,48,bioconda,bioconda.github.io
mesosphere,marathon+dcos-commons,1334,565,78,545,146,48,Mesosphere,mesosphere.com
Microsoft,CNTK,1266,241,11,912,102,47,Microsoft Cognitive Toolkit,cntk.ai
frappe,erpnext+frappe,1342,544,214,382,202,46,frappe,""
JuliaLang,julia,2701,1876,179,526,120,46,Julia,julialang.org
dmlc,mxnet+xgboost,1982,1392,197,80,313,46,DMLC,dmlc.github.io
dart-lang,sdk,1627,905,14,458,250,45,Dart,dartlang.org
vuejs,vuejs.org+cn.vuejs.org,363,176,61,95,31,45,vuejs,vuejs.org
Particular,docs.particular.net+NServiceBus,895,395,91,377,32,45,NServiceBus,particular.net/nservicebus
grpc,grpc+grpc-java,1571,995,214,182,180,44,gRPC,grpc.io
duckduckgo,zeroclickinfo-fathead+zeroclickinfo-goodies,990,759,86,85,60,43,DuckDuckHack,duckduckhack.com
codenvy,codenvy+artik-ide,1165,454,120,472,119,42,codenvy,""
vmware,vic+clarity+docker-volume-vsphere,1566,939,136,323,168,42,VMware,vmware.github.io
openshift,openshift-docs,639,406,111,108,14,42,OpenShift,openshift.com
greenplum-db,gpdb,620,360,98,148,14,42,greenplum-db,""
joomla,joomla-cms,2423,1807,191,296,129,41,Joomla,joomla.org
GoogleCloudPlatform,python-docs-samples+PerfKitBenchmarker+java-docs-samples,515,188,73,217,37,41,GoogleCloudPlatform,""
hpi-swt2,workshop-portal,587,108,65,348,66,40,hpi-swt2,""
babel,babel.github.io+babili,549,313,89,98,49,40,babel,""
google,oss-fuzz,785,403,76,253,53,39,Google OSS-Fuzz,github.com/google/oss-fuzz
broadinstitute,cromwell+gatk+picard,1099,560,81,381,77,38,Broad Institute,broadinstitute.org
LLNL,spack,1072,724,108,192,48,38,LLNL,""
mantidproject,mantid,1260,373,97,687,103,38,Mantid,mantidproject.org
realm,realm-java+realm-cocoa+realm-js,1772,1239,62,269,202,38,Realm,realm.io
openai,universe+gym,800,492,40,176,92,37,openai,""
,fchollet/keras,1494,1070,95,93,236,36,fchollet/keras,""
yarnpkg,yarn,1460,1137,63,63,197,36,yarn,yarnpkg.com
tgstation,tgstation,4463,3707,443,118,195,36,SS13,tgstation13.org
meetfranz,plugins,108,36,20,40,12,36,meetfranz,""
PaddlePaddle,Paddle,1424,902,164,152,206,36,PaddlePaddle,""
auth0,docs,716,149,193,314,60,35,Auth0,auth0.com
libretro,RetroArch,1712,734,133,742,103,34,libretro,libretro.com
fpco,stackage,416,202,48,141,25,34,Hackage,stackage.org
ArduPilot,ardupilot+ardupilot_wiki,1118,771,118,157,72,34,ArduPilot,ardupilot.org
Jumpscale,jumpscale_core8+ays_jumpscale8,488,136,66,219,67,34,Jumpscale,""
,255kb/stack-on-a-budget,374,156,70,94,54,33,255kb/stack-on-a-budget,""
prestodb,presto,1077,678,180,130,89,33,prestodb,""
sympy,sympy,850,667,67,64,52,32,sympy,""
Codeception,Codeception+CodeceptJS,560,312,62,112,74,32,Codeception,""
electron,electron,950,582,68,169,131,32,electron,""
Baystation12,Baystation12,1401,922,202,159,118,32,Baystation12,baystation12.net
mipengine,mip-extensions,460,169,149,125,17,31,mipengine,""
akeneo,pim-community-dev,771,83,139,537,12,31,akeneo,""
iron-io,functions,437,105,63,231,38,31,Iron.io,iron.io
flowtype,flow-typed,289,161,64,46,18,31,flowtype,""
phpmyadmin,phpmyadmin,321,146,23,82,70,31,phpmyadmin,""
fabric8io,fabric8-maven-plugin+fabric8,483,248,52,143,40,30,fabric8,fabric8.io
trilinos,Trilinos,763,549,11,149,54,30,trilinos,""
Microsoft,UWPCommunityToolkit+mssql-jdbc,770,577,70,61,62,29,Microsoft,""
2factorauth,twofactorauth,291,168,63,47,13,29,2factorauth,""
date-fns,date-fns,502,305,54,98,45,28,date-fns,""
neo4j,neo4j,485,204,81,179,21,28,neo4j,""
betaflight,betaflight,1405,999,164,157,85,28,Betaflight,github.com/betaflight/betaflight/releases
