org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
meshery+layer5io,meshery+meshery.io+meshkit+play+meshery-operator+meshsync+meshery-linkerd+meshery-istio+meshery-kuma+meshery-nginx-sm+meshery-cilium+scoop-bucket+meshery-consul+meshery-adapter-library+meshery-osm+meshery-traefik-mesh+schemas+meshery-nsm+meshery-app-mesh+meshery-cpx+homebrew-tap+meshery-perf+.github+meshery-octarine+meshery-adapter-template+meshery-tanzu-sm+slack+meshery,28977,14540,5381,9627,2447,334,6609,Meshery,layer5.io/meshery
keycloak,keycloak+keycloak-benchmark+keycloak-ui+keycloak-quickstarts+keycloak-documentation+kc-sig-fapi+keycloak-web+keycloak.github.io+keycloak-nodejs-connect+keycloak-community+keycloak-github-bot+keycloak-playground+keycloak-nodejs-admin-client+keycloak-k8s-resources+keycloak-gh-actionbot+keycloak-misc,39378,21097,6520,3546,7814,315,3947,Keycloak,keycloak.org
dapr,dapr+components-contrib+docs+cli+dotnet-sdk+quickstarts+java-sdk+js-sdk+python-sdk+community+go-sdk+proposals+kit+test-infra+blog+website+rust-sdk+samples+helm-charts+dashboard+homebrew-tap+sig-api+installer-bundle+cpp-sdk+sig-sdk-spec+mechanical-markdown+php-sdk+docs-zh+.github,31412,19212,5411,2719,3536,286,3253,Dapr,dapr.io
containerd,containerd+nerdctl+runwasi+nydus-snapshotter+stargz-snapshotter+rust-extensions+overlaybd+accelerated-container-image+cgroups+ttrpc-rust+nri+containerd.io+project+imgcrypt+ttrpc+continuity+console+fuse-overlayfs-snapshotter+zfs+btrfs+go-runc+go-cni+typeurl+plugin+fifo+protobuild+release-tool+project-checks+log+.github+ltag,23716,14069,5548,3332,1399,281,2700,containerd,containerd.io
nats-io,nats-server+nats.rs+nats.net.v2+nats.go+nats.java+natscli+k8s+nats.deno+nats.c+nats.net+nats-architecture-and-design+nats.py+nats-site+nsc+nats.js+nats.docs+jsm.go+nats-surveyor+nack+prometheus-nats-exporter+nats-java-vertx-client+nats.ws+jwt+terraform-provider-jetstream+nats-docker+nats-pure.rb+nats.ex+jparse+nats-box+nats-general+nats-top+nkeys+nats-streaming-server+jwt.js+nats-kafka+java-nats-server-runner+nats-spark-connector+integration-tests+java-nats-examples+nkeys.js+nats-rest-config-proxy+graft+stan2js+nats-account-server+spring-nats+js-nuid+nats.ts+netlify-slack+stan.go+nats.client.deps+nats-streaming-docker+node-nuid+nats.rb+stan.js+kinesis-bridge+kubecon-contribfest+nats-operator+cliprompts+dot-net-nats-examples+nats-mq+nats-steampipe-plugin+advisories+go-nats-examples+not.go+server-config+nats-choco+ts-nkeys+nkeys.py+jetstream-gh-action+stan.rb+nats.c.deps+stan.py+node-nats-examples+homebrew-nats-tools+jetstream-leaf-nodes-demo+nats.cr,24000,8599,5694,6671,2043,277,7664,NATS,nats.io
fluent,fluent-bit+fluent-operator+fluentd+fluent-package-builder+fluent-bit-docs+helm-charts+fluentd-website+fluentd-kubernetes-daemonset+fluentd-docs-gitbook+fluent-plugin-opensearch+fluentd-docker-image+fluent-plugin-kafka+fluent-bit-infra+diagtool+fluent-bit-ci+cfl+fluent-bit-go+chunkio+fluent-plugin-windows-eventlog+fluent-plugin-s3+fluentd-aggregator-docker-image+cmetrics+fluent-logger-ruby+fluent-plugin-prometheus+ctraces+fluent-logger-golang+fluent-plugin-parser-winevt_xml+fluent-bit-website+fluent-plugin-sql+fluent-plugin-mongo+fluent-plugin-rewrite-tag-filter+fluentd-ui+sigdump+fluent-logger-forward-node+onigmo+fluent-plugin-prometheus_pushgateway+otel-schema-processor+fluent-logger-python+fluent-logger-perl+fluent-plugin-grok-parser+fluent-bit-packaging+fluent-plugin-splunk+fluent-logger-php+fluent-otel-proto+fluent-plugin-parser-cri+fluent-bit-plugin+NLog.Targets.Fluentd+fluent-bit-kubernetes-logging+fluent-plugin-sanitizer+fluent-logger-java+fluent-logger-node+fluent-plugin-webhdfs+fluent-bit-docker-image,18456,10286,3439,3464,1844,261,2887,Fluentd,fluentd.org
fluid-cloudnative,fluid+charts+community+fluid-cloudnative.github.io+fluid-client-python+fluid-client-java,3995,1635,1228,812,286,249,846,Fluid,github.com/fluid-cloudnative
crossplane+crossplane-contrib,crossplane+docs+provider-aws+crossplane-runtime+function-sdk-go+provider-ansible+provider-kubernetes+xp-testing+function-patch-and-transform+provider-gitlab+function-go-templating+provider-argocd+provider-sql+provider-openstack+function-cue+function-template-go+upjet+function-runtime-oci+provider-helm+provider-newrelic+provider-jet-equinix+provider-confluent+provider-gcp+crossplane-migrator+x-metrics+provider-pagerduty+provider-template+function-sdk-python+function-dummy+website+org+xrender+provider-civo+provider-kafka+back-stack+provider-azure+function-auto-ready+x-generation+provider-jet-palette+provider-http+provider-digitalocean+crossplane-tools+slack.crossplane.io+contribfest+ess-plugin-vault+provider-tencentcloud+provider-jet-mongodbatlas+test+crossplane-lint+function-template-python+crossplane-provider-castai+provider-vultr+provider-mongodbatlas+provider-terraform+provider-nop+provider-jet-datadog+provider-palette+xpkg-action+provider-bitbucket-server+provider-github+provider-okta+provider-linode+provider-jet-vault+provider-capi+provider-cloudflare+artwork+tbs+provider-alibaba+conformance+crosscd+crisscross+provider-zpa+pkg-unpack,17584,8803,4115,2972,1784,238,2882,Crossplane,crossplane.io
open-policy-agent,opa+gatekeeper+gatekeeper-library+conftest+frameworks+kube-mgmt+opa-envoy-plugin+cert-controller+contrib+opa-idea-plugin+opa-docker-authz+vscode-opa+gatekeeper-external-data-provider+example-api-authz-go+npm-opa-wasm+setup-opa+community+golang-opa-wasm+library,13393,7765,2398,1547,1189,220,2041,OPA,openpolicyagent.org
knative+knative-sandbox+knative-extensions,serving+eventing+func+eventing-kafka-broker+docs+eventing-kafka-broker+community+pkg+operator+infra+client+test-infra+reconciler-test+networking+net-kourier+net-istio+eventing-rabbitmq+hack+security-guard+net-kourier+eventing-rabbitmq+release+eventing-istio+net-certmanager+net-gateway-api+net-istio+eventing-kafka+actions+reconciler-test+net-contour+net-gateway-api+control-protocol+caching+net-contour+eventing-istio+net-certmanager+kn-plugin-quickstart+knobots+eventing-kafka+serving-progressive-rollout+eventing-natss+security-guard+net-http01+net-http01+eventing-natss+client-pkg+sample-controller+sample-controller+eventing-github+eventing-kogito+kperf+eventing-ceph+kn-plugin-event+eventing-gitlab+eventing-redis+kn-plugin-quickstart+sample-source+eventing-autoscaler-keda+kn-plugin-operator+knobots+eventing-kogito+eventing-github+eventing-ceph+eventing-autoscaler-keda+kn-plugin-source-kamelet+scaling-group+sample-source+eventing-redis+ux+homebrew-kn-plugins+kn-plugin-admin+kn-plugin-event+kn-plugin-source-kafka+func-go+toolbox+eventing-gitlab+homebrew-client+kperf+async-component+backstage-plugins+kn-plugin-source-kafka+kn-plugin-operator+kn-plugin-source-kamelet+container-freezer+kn-plugin-diag+kn-plugin-admin+.artifacthub+kn-plugin-service-log+homebrew-kn-plugins+kn-plugin-diag+.github+kn-plugin-sample+func-tastic+.github+.github+kn-plugin-migration+kn-plugin-sample+func-tastic+kn-plugin-migration+monitoring+kn-plugin-service-log+monitoring+specs+func-go+eventing-couchdb+discovery,35999,19487,7737,6997,1729,208,7046,Knative,knative.dev
kubevirt,kubevirt+ci-health+containerized-data-importer+hyperconverged-cluster-operator+project-infra+ssp-operator+cluster-network-addons-operator+community+kubevirtci+user-guide+hostpath-provisioner+kubevirt-tekton-tasks+common-instancetypes+vm-console-proxy+kubevirt.github.io+hostpath-provisioner-operator+monitoring+managed-tenant-quota+common-templates+tekton-tasks-operator+cloud-provider-kubevirt+kubevirt-velero-plugin+client-go+csi-driver+must-gather+macvtap-cni+kubevirt.core+kubesecondarydns+api+terraform-provider-kubevirt+containerdisks+sig-release+api-reference+client-python+ci-performance-benchmarks+bridge-marker+katacoda-scenarios+applications-aware-quota+kubernetes.kubevirt+k8s-seccomp-generator+controller-lifecycle-operator-sdk+node-maintenance-operator+containerized-data-importer-api+cdi-api-reference+kubectl-virt-plugin+.github+libguestfs-appliance+device-plugin-manager+cdi-operator+vm-import-operator+kubevirt-ansible+qe-tools+vmctl,60329,36160,3972,18966,956,203,19241,KubeVirt,kubevirt.io
kubeflow,pipelines+kubeflow+training-operator+manifests+katib+mpi-operator+website+kfp-tekton+community+arena+common+internal-acls+blog+examples+testing+fate-operator+kfctl+fairing+kfp-tekton-backend+chainer-operator+community-infra+marketing-materials+batch-predict+crd-validation+kfserving-lts+kubebench,21911,13051,2104,3802,1536,196,5220,Kubeflow,kubeflow.org
falcosecurity,libs+falco+falco-website+test-infra+falcosidekick+rules+falcoctl+charts+plugins+evolution+kernel-crawler+driverkit+deploy-kubernetes+falcosidekick-ui+falco-playground+testing+community+plugin-sdk-go+syscalls-bumper+kilt+dbg-go+plugin-sdk-cpp+kernel-testing+falco-exporter+k8s-metacollector+client-go+.github+event-generator+contrib+falco-aws-terraform+peribolos-syncer+flycheck-falco-rules+cncf-green-review-testing+pigeon+libs-sdk-go,37436,25596,5628,4578,1372,185,4840,Falco,falco.org
kyverno,kyverno+chainsaw+playground+policies+website+policy-reporter+policy-reporter-ui+kyverno-json+KDP+action-install-cli+load-testing+demos+policy-reporter-kyverno-plugin+policy-reporter-docs+action-install-chainsaw+json-validator+sample-extension-service+pkg+.github+community+grafana-dashboard+pre-commit-hook+validating-admission-policies,29393,12077,6848,5026,2560,179,7908,Kyverno,kyverno.io
fluxcd,flux2+website+source-controller+helm-controller+pkg+notification-controller+stats+kustomize-controller+flagger+terraform-provider-flux+image-automation-controller+image-reflector-controller+go-git-providers+community+source-watcher+flux2-multi-tenancy+flux2-kustomize-helm-example+flux2-monitoring-example+homebrew-tap+test-infra+flux-benchmark+charts+cues+webui+.github,16430,5780,3708,5585,1434,177,5508,Flux,github.com/fluxcd
etcd-io,etcd+website+jetcd+raft+zetcd+dbtester+etcdlabs,13583,8867,2748,1374,810,176,1158,etcd,coreos.com/etcd
kedacore,keda+keda-docs+charts+http-add-on+testing-infrastructure+keda-olm-operator+test-tools+keda-performance+governance+external-scaler-azure-cosmos-db+external-scalers+sample-go-rabbitmq+sample-dotnet-worker-servicebus-queue+.github+samples,12168,7694,2192,1117,1075,173,1207,KEDA,keda.sh
helm,helm+helm-www+chart-testing+chart-releaser+chartmuseum+chart-releaser-action+community+helm-mapkubeapis+chart-testing-action+kind-action+charts-repo-actions-demo+examples+helm-2to3+homebrew-tap+acceptance-testing,8302,5257,1191,550,1167,168,687,Helm,helm.sh
tikv,tikv+pd+client-go+raft-engine+client-rust+grpc-rs+client-c+client-java+minitrace-rust+migration+pprof-rs+titan+raft-rs+rust-prometheus+community+client-cpp+yatp+rfcs+protobuf-build+copr-test+tracing-active-tree+website+client-py+agatedb+fail-rs+async-speed-limit+skiplist-rs+minstant+importer+mock-tikv+crc64fast,25558,16952,3753,2524,2153,160,2700,TiKV,tikv.org
jaegertracing,jaeger-ui+jaeger+jaeger-operator+helm-charts+documentation+docker-protobuf+jaeger-idl+jaeger-clickhouse+jaeger-opentelemetry-releases+jaeger-opentelemetry-collector+spark-dependencies+vertx-create-span+jaeger-client-go+.github,12730,5432,2184,1357,652,155,4462,Jaeger,jaeger.readthedocs.io/en/latest
cert-manager,cert-manager+trust-manager+website+approver-policy+aws-privateca-issuer+issuer-lib+istio-csr+openshift-routes+testing+csi-driver-spiffe+csi-driver+csi-lib+release+community+sample-external-issuer+makefile-modules+webhook-example+cert-manager-olm+example-approver-policy-plugin+print-your-cert+boilersuite+infrastructure+klone+signer-ca,10378,7288,1184,1872,658,149,1248,cert-manager,cert-manager.io
external-secrets,external-secrets+examples+kes-to-eso,5713,2987,933,1088,665,146,1128,External Secrets Operator,external-secrets.io
goharbor,harbor+harbor-helm+acceleration-service+terraform-provider-harbor+website+harbor-operator+community+pluggable-scanner-spec+harbor-arm+jenkins-shared-library+perf+go-client+chartmuseum-migration-tools+xk6-harbor+harbor-scanner-fake+harbor-scanner-clair,10465,5034,2403,1100,1762,140,1266,Harbor,goharbor.io
open-feature,flagd+js-sdk-contrib+js-sdk+playground+java-sdk-contrib+open-feature-operator+java-sdk+go-sdk-contrib+openfeature.dev+python-sdk+community-tooling+go-sdk+spec+community+dotnet-sdk-contrib+ofep+docs.openfeature.dev+dotnet-sdk+php-sdk-contrib+php-sdk+rust-sdk+kotlin-sdk+schemas+test-harness+.github+flagd-testbed+ruby-sdk+killercoda+python-sdk-contrib+flagd-schemas+cloud-native-demo+five-minutes-to-feature-flags+swift-sdk+rust-sdk-contrib+react-test-app+watchman,38132,8220,4143,8385,1304,138,24465,OpenFeature,openfeature.dev
operator-framework,operator-controller+operator-sdk+catalogd+operator-lifecycle-manager+java-operator-sdk+operator-registry+rukpak+operator-marketplace+deppy+olm-docs+api+helm-operator-plugins+ansible-operator-plugins+josdk-webhooks+josdk-spring-boot-starter+java-operator-plugins+kubectl-operator+operator-lib+community+audit+operator-manifest-tools+enhancements+operator-sdk-ansible-util+tilt-support+operator-framework.io+kubernetes-webhooks-framework+kubernetes-webooks-framework+operator-courier+index-mermaid-graph+operator-framework-spring-boot-starter+cool-catalog+test-infra+flake-analyzer+combo,13819,8843,2198,1307,1242,134,1536,Operator Framework,operatorhub.io
thanos-io,thanos+promql-engine+objstore+kube-thanos+tutorials+thanosbench+thanos-community-website,7011,4450,1328,692,509,133,724,Thanos,thanos.io
k3s-io,k3s+docs+kine+k3s-ansible+helm-controller+k3s-selinux+k3s-upgrade+klipper-helm+klipper-lb+k3s-io.github.io+k3s-root+k3s-charts+helm-set-status+vagrant-k3s+distros-retros+rke2-bg-fork-rke2,11149,5291,2163,1392,2534,131,1161,K3s,k3s.io
konveyor,tackle2-ui+tackle-ui-tests+analyzer-lsp+tackle2-hub+pelorus+move2kube+tackle2-operator+tackle-documentation+go-konveyor-tests+java-analyzer-bundle+windup-shim+tackle2-addon-analyzer+enhancements+tackle-api-tests+kantra+operator+release-tools+rulesets+tackle-test-generator-cli+tackle2-addon-windup+tackle2-seed+move2kube-website+website+community+move2kube-ui+tackle-windup-api+ci+tackle-data-gravity-insights+builder+static-report+move2kube-api+move2kube-operator+konveyor.github.io+tackle2-addon+example-applications+move2kube-vscode-plugin+tackle-container-advisor+tackle-test-generator-core+dgi-code-analyzer+tackle-diva+hack_env_helpers+homebrew-move2kube+mig-demo-apps+tackle-container-advisor-docs+tackle2-addon-test-generator+move2kube-transformers+move2kube-demos+analyzer-dotnet-provider+tackle-pathfinder+tackle-commons-rest+tackle-keycloak-theme+addon-move2kube+.github+move2kube-tests+template-repo+github-actions+tackle-testapp-public+create-release-draft+cli+tackle2-addon-tca+tackle-pathfinder-knowledge-base+eng-kbase+controller+get-release-info+analyzer-dotnet-framework-provider+travis-multiarch-test+minikube_dex_oidc_example+tackle2-addon-jkube+get-env-info+move2kube-katacoda+methodology+tackle2-actions+tackle-config-discover+tackle-config-discover-cli+security+tackle+MLAssist+hackfest,16988,6468,5448,3202,1665,126,3407,Konveyor,konveyor.io
kubevela,kubevela+velaux+catalog+kubevela.io+community+pkg+kubevela.github.io+workflow+terraform-controller+velad+kube-trigger+killercoda-scenario+samples+prism+kubevela-core-api+charts+vela-upload-release-asset+vector-controller+cloudshell,8244,3509,2416,1335,875,125,1444,KubeVela,kubevela.io
opencost,opencost+opencost-helm-chart+opencost-website,5484,2689,1323,981,508,123,964,OpenCost,kubecost.com
kubescape,kubescape+sanity-checks+regolibrary+helm-charts+kubevuln+operator+node-agent+storage+opa-utils+workflows+sniffer+config-service+k8s-interface+host-scanner+kubescape.io+cel-admission-library+synchronizer+github-action+kapprofiler+backend+kollector+kubescape-network-scanner+messaging+taster+go-logger+regolibrary-dev+gateway+go-git-url+homebrew-tap+vscode-kubescape+vulrel+sneeffer+packaging+node-kubescape+docker-desktop-extension+rbac-utils+prometheus-exporter+http-request+lens-extension+ebpf-engine+regolibrary-playground+kubeclient+.github+kwok-bench+YAML-examples+node-yamlparse+users-notification-service+pulsar-connector+sarif-demo,17654,4439,4003,8038,460,123,8752,Kubescape,github.com/kubescape
karmada-io,karmada+website+community+playground+multicluster-cloud-provider+api+dashboard+karmada-operator,13892,11040,1249,1025,673,121,930,Karmada,Karmada.io
dragonflyoss,Dragonfly2+image-service+console+client+nydus+api+d7y.io+helm-charts+dragonfly-endpoint+dragonfly-repository-agent+image-service-website+dfdaemon+perf-tests+monitoring+design+Dragonfly+dragonfly-examples+website+community,9163,2205,3637,2770,460,112,2861,Dragonfly,d7y.io/en-us
