org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
crossplane+crossplane-contrib,crossplane+provider-upjet-aws+provider-upjet-azure+provider-upjet-gcp+docs+crossplane-runtime+provider-kubernetes+provider-aws+function-kcl+upjet+provider-upjet-azuread+function-sdk-go+function-patch-and-transform+function-go-templating+crossplane-provider-castai+function-sdk-python+provider-sql+function-template-python+provider-gitlab+provider-http+function-environment-configs+provider-argocd+uptest+provider-civo+provider-ansible+provider-helm+provider-pagerduty+function-template-go+function-cel-filter+function-cue+provider-jet-equinix+function-shell+provider-openstack+function-status-transformer+upjet-provider-template+function-pkl+function-sequencer+xp-testing+release+function-extra-resources+function-sdk-java+provider-palette+function-auto-ready+provider-tencentcloud+provider-template+crossplane-provider-newrelic+function-unit-test+provider-upjet-github+provider-confluent+function-runtime-oci+provider-upjet-digitalocean+crossplane-tools+x-generation+org+website+function-dummy+function-tag-manager+provider-spotify+provider-newrelic+provider-azure+provider-okta+crossplane-function-cue+provider-nop+provider-upjet-mysql+provider-kafka+configuration-template+provider-upjet-ec+provider-equinix-metal+x-metrics+claim-migrator+crossplane-migrator+provider-gcp+provider-digitalocean+provider-terraform+provider-tf-equinix-metal+provider-mongodbatlas+provider-alibaba+setup-crossplane-action+xpkg-action+provider-upjet-kafka+ess-plugin-vault+provider-github+provider-equinix+slack.crossplane.io+provider-jet-datadog+provider-workflows+artwork+conformance+provider-ssh+provider-cloudflare+crossplane-lint+crisscross,21736,9815,4725,3783,2103,308,5093,Crossplane,crossplane.io
istio,istio+istio.io+ztunnel+api+proxy+tools+test-infra+community+release-builder+client-go+common-files+bots+enhancements+pkg+get-istioctl,44525,26833,4480,8103,3070,301,10142,Istio,istio.io
kubeflow,pipelines+training-operator+manifests+website+model-registry+spark-operator+katib+kubeflow+community+notebooks+arena+mpi-operator+internal-acls+blog+kfp-tekton+dashboard+examples+kfserving-lts+testing+fate-operator+marketing-materials+kubebench,27559,19533,2432,3033,1792,299,3802,Kubeflow,kubeflow.org
nats-io,nats-server+nats.net.v2+nats.java+nats.go+natscli+nats.c+nats.net+nats.rs+nats.js+nats-architecture-and-design+nats.docs+nats.py+nats.deno+k8s+nats.swift+nats-site+nats-docker+jsm.go+nack+nsc+jwt.net+prometheus-nats-exporter+nats.ex+nats-surveyor+nats-spark-connector+jwt+nats.ws+terraform-provider-jetstream+nkeys.js+spring-nats+nats.net.v1+nats-java-vertx-client+java-nats-examples+nkeys.java+json.java+nkeys.net+jwt.js+nats-streaming-server+nats-pure.rb+nats-box+nkeys.py+nkeys+nats-top+nuid.js+homebrew-nats-tools+stan.js+jwt.java+nats.node+graft+netlify-slack+nats-kafka+stan.go+nkeys.swift+integration-tests+node-nuid+nkeys.ex+nats-mq+nats-account-server+nats.client.deps+nats-rest-config-proxy+stan.py+java-nats-server-runner+stan.net+stan.java+jparse+nkeys.rb+stan.rb+nats.rb+nats-choco+nats-operator+nats.py2+nats-streaming-operator+nats-connector-framework+.github+js-nuid+server-config+advisories+asyncio-nats-examples+latency-tests+not.go,23666,9542,5337,6117,1750,284,7037,NATS,nats.io
containerd,containerd+nerdctl+runwasi+stargz-snapshotter+rust-extensions+nri+nydus-snapshotter+overlaybd+accelerated-container-image+ttrpc-rust+platforms+continuity+imgcrypt+cgroups+go-cni+ttrpc+errdefs+containerd.io+fuse-overlayfs-snapshotter+project+typeurl+release-tool+fifo+zfs+otelttrpc+project-checks+console+log+plugin+go-runc+ltag+protobuild+aufs,21484,12312,4911,2315,1419,268,2842,containerd,containerd.io
fluent,fluent-bit+fluentd+fluent-bit-docs+fluent-operator+fluent-package-builder+helm-charts+fluentd-kubernetes-daemonset+fluentd-docker-image+cmetrics+fluentd-website+fluentd-docs-gitbook+fluent-bit-ci+fluent-plugin-s3+cfl+fluent-plugin-kafka+fluent-plugin-opensearch+fluent-plugin-prometheus+fluent-plugin-windows-eventlog+ctraces+cprofiles+fluent-logger-python+fluent-plugin-sql+diagtool+fluent-bit-test-suite+benchmark-framework+fluent-bit-chatops-demo+fluentd-ui+fluent-plugin-rewrite-tag-filter+fluent-plugin-webhdfs+fluent-plugin-parser-winevt_xml+chunkio+fluent-bit-infra+fluent-plugin-mongo+fluent-logger-perl+fluent-otel-proto+fluent-bit-go+fluent-logger-golang+fluent-plugin-splunk+fluent-bit-plugin+fluent-bit-town-hall+fluent-bit-perf+fluent-bit-sandbox+fluent-logger-php+fluent-logger-node+fluent-logger-forward-node+fluent-plugin-parser-cri+fluentbit-website-v3+fluentd-docs-kubernetes+fluent-logger-ruby,15760,7870,3285,2788,1529,268,3076,Fluentd,fluentd.org
fluid-cloudnative,fluid+charts+community+fluid-cloudnative.github.io+fluid-client-python,2887,1048,906,711,184,248,749,Fluid,github.com/fluid-cloudnative
kubevirt,kubevirt+ci-health+containerized-data-importer+hyperconverged-cluster-operator+project-infra+community+ssp-operator+kubevirt-tekton-tasks+cluster-network-addons-operator+kubevirtci+user-guide+containerdisks+kubevirt.core+common-instancetypes+application-aware-quota+ipam-extensions+common-templates+monitoring+kubevirt-velero-plugin+vm-console-proxy+hostpath-provisioner-operator+kubevirt.github.io+sig-release+csi-driver+hostpath-provisioner+cloud-provider-kubevirt+client-go+ci-performance-benchmarks+kubesecondarydns+api+macvtap-cni+must-gather+dra-pci-driver+bridge-marker+api-reference+client-python+applications-aware-quota+managed-tenant-quota+kubectl-virt-plugin+katacoda-scenarios+cdi-api-reference+controller-lifecycle-operator-sdk+containerized-data-importer-api+terraform-provider-kubevirt+tekton-tasks-operator+kubevirt-tutorial+application-aware-quota-api+device-plugin-manager+cdi-operator+.github+test-benchmarks+cluster-api-provider-external+demo+storage-demo+cloud-image-builder+machine-remediation+cpu-nfd-plugin+ansible-kubevirt-modules+run+web-ui-design+vm-import-operator+web-ui-operator+qe-tools+test-infra-containers,76588,47229,4929,23073,931,229,23499,KubeVirt,kubevirt.io
dapr,dapr+docs+components-contrib+dotnet-sdk+java-sdk+quickstarts+go-sdk+community+python-sdk+rust-sdk+js-sdk+cli+proposals+kubernetes-operator+website+test-infra+kit+dapr-shared+blog+samples+helm-charts+dashboard+installer-bundle+setup-dapr+homebrew-tap+php-sdk+cpp-sdk+sig-sdk-spec+docs-zh,18672,10602,3815,1808,2227,225,2028,Dapr,dapr.io
kyverno,kyverno+chainsaw+policies+website+policy-reporter+kyverno-envoy-plugin+kyverno-json+playground+reports-server+policy-reporter-ui+policy-reporter-plugins+action-install-chainsaw+community+policy-reporter-docs+KDP+load-testing+action-install-kyverno-json+policy-reporter-kyverno-plugin+pkg+.github+action-install-cli+demos,27947,8702,6632,6199,1914,209,10699,Kyverno,kyverno.io
openfga,openfga+openfga.dev+language+cli+sdk-generator+python-sdk+vscode-ext+api+js-sdk+java-sdk+helm-charts+go-sdk+frontend-utils+community+intellij-plugin+rfcs+dotnet-sdk+spring-boot-starter+sample-stores+roadmap+action-openfga-deploy+.github+action-openfga-test+homebrew-tap+openfga-envoy+openfga-contrib+actions+flask-demo,18699,6073,3804,6172,792,209,8030,OpenFGA,openfga.dev
open-feature,js-sdk+js-sdk-contrib+java-sdk-contrib+openfeature.dev+flagd+go-sdk-contrib+dotnet-sdk-contrib+java-sdk+dotnet-sdk+open-feature-operator+community-tooling+spec+playground+python-sdk+python-sdk-contrib+go-sdk+community+protocol+flagd-testbed+flagd-schemas+php-sdk-contrib+ruby-sdk+swift-sdk+ruby-sdk-contrib+rust-sdk+kotlin-sdk+php-sdk+codegen+dart-server-sdk+cli+rust-sdk-contrib+toggle-shop+react-test-app+.github+elixir-sdk+killercoda+contribfest-eu-24+ofep+five-minutes-to-feature-flags+cloud-native-demo+angular-test-app,39021,6469,3841,8878,885,205,27826,OpenFeature,openfeature.dev
knative+knative-extensions,serving+eventing+eventing-kafka-broker+func+docs+community+operator+net-gateway-api+eventing-istio+pkg+serving-progressive-rollout+infra+net-istio+eventing-rabbitmq+backstage-plugins+net-kourier+networking+net-contour+eventing-natss+ux+client+reconciler-test+autoscaler-keda+eventing-ceph+eventing-redis+eventing-gitlab+eventing-github+sample-source+eventing-autoscaler-keda+caching+sample-controller+kn-plugin-quickstart+hack+client-pkg+release+kn-plugin-event+eventing-kogito+security-guard+func-go+eventing-integrations+knobots+actions+net-certmanager+homebrew-kn-plugins+homebrew-client+kn-plugin-operator+kn-plugin-source-kafka+kn-plugin-admin+kn-plugin-source-kamelet+specs+kn-plugin-sample+.github+func-python+kn-plugin-service-log+func-tastic+eventing-kafka+kn-plugin-migration+kn-plugin-diag+net-http01+toolbox+.github+monitoring+wg-repository+.allstar+discovery+test-infra,29583,14966,6768,6553,1229,187,6620,Knative,knative.dev
open-policy-agent,opa+gatekeeper+gatekeeper-library+vscode-opa+frameworks+opa-envoy-plugin+conftest+cert-controller+npm-opa-wasm+kube-mgmt+opa-idea-plugin+contrib+opa-docker-authz+setup-opa+community+gatekeeper-external-data-provider,9889,4536,2103,1549,773,182,2477,OPA,openpolicyagent.org
fluxcd,flux2+website+source-controller+stats+terraform-provider-flux+helm-controller+kustomize-controller+notification-controller+flagger+pkg+community+image-automation-controller+image-reflector-controller+go-git-providers+flux2-monitoring-example+source-watcher+flux2-multi-tenancy+flux2-kustomize-helm-example+flux-benchmark+test-infra+homebrew-tap+flux2-hub-spoke-example+.github,11205,4093,2285,3043,1038,174,3789,Flux,github.com/fluxcd
falcosecurity,libs+falco+test-infra+falcosidekick+falcoctl+charts+falco-website+plugins+event-generator+evolution+rules+deploy-kubernetes+falco-talon+driverkit+testing+plugin-sdk-rs+cncf-green-review-testing+falcosidekick-ui+kernel-testing+plugin-sdk-cpp+dbg-go+plugin-sdk-go+k8s-metacollector+falco-exporter+falco-playground+.github+syscalls-bumper+falco-actions+kernel-crawler+community+peribolos-syncer+client-go+pigeon+contrib+falco-aws-terraform,30304,19915,4678,4080,1001,167,4710,Falco,falco.org
external-secrets,external-secrets+bitwarden-sdk-server+kes-to-eso,7029,3534,1147,1377,618,167,1730,External Secrets Operator,external-secrets.io
kedacore,keda+http-add-on+keda-docs+charts+keda-olm-operator+governance+testing-infrastructure+test-tools+external-scaler-azure-cosmos-db+samples+external-scalers+sample-dotnet-worker-servicebus-queue+.github,9476,5733,1828,836,918,165,997,KEDA,keda.sh
helm,helm+helm-www+community+chart-releaser+chart-testing+helm-mapkubeapis+kind-action+chartmuseum+chart-releaser-action+helm-2to3+chart-testing-action+examples+homebrew-tap+acceptance-testing,6622,3901,1170,595,776,159,775,Helm,helm.sh
etcd-io,etcd+website+raft+auger+jetcd+gofail+etcd-operator+discovery.etcd.io+etcdlabs,13793,9001,2599,1225,783,152,1410,etcd,coreos.com/etcd
jaegertracing,jaeger+jaeger-ui+jaeger-operator+documentation+helm-charts+jaeger-idl+docker-protobuf+spark-dependencies+.github+jaeger-clickhouse+jaeger-analytics-java+jaeger-analytics-flink+jaeger-kubernetes+jaeger-client-go,13560,8135,2532,1530,923,150,1970,Jaeger,jaeger.readthedocs.io/en/latest
cert-manager,cert-manager+trust-manager+website+istio-csr+makefile-modules+approver-policy+csi-driver+cmctl+csi-driver-spiffe+aws-privateca-issuer+testing+issuer-lib+openshift-routes+helm-tool+community+google-cas-issuer+infrastructure+print-your-cert+csi-lib+release+cert-manager-olm+webhook-example+klone+base-images+helm-docgen+sample-external-issuer+org+webhook-lib,14245,7586,1726,3675,616,141,4317,cert-manager,cert-manager.io
tikv,tikv+pd+client-go+minitrace-rust+titan+raft-rs+client-rust+migration+client-c+raft-engine+rfcs+community+grpc-rs+pprof-rs+rust-prometheus+client-java+fail-rs+copr-test+minstant+skiplist-rs+client-py+website+agatedb+crc64fast+async-speed-limit+minitrace-go+match-template+protobuf-build+mock-tikv,18257,11561,2807,2211,1576,136,2313,TiKV,tikv.org
k3s-io,k3s+docs+kine+k3s-ansible+cluster-api-k3s+helm-controller+klipper-lb+klipper-helm+k3s-selinux+k3s-root+k3s-charts+k3s-upgrade+k3s-io.github.io+helm-set-status+vagrant-k3s,10583,4651,2098,1162,2581,134,1253,K3s,k3s.io
operator-framework,operator-controller+java-operator-sdk+catalogd+operator-lifecycle-manager+operator-registry+operator-sdk+rukpak+helm-operator-plugins+ansible-operator-plugins+kubectl-operator+operator-marketplace+api+operator-lib+josdk-spring-boot-starter+josdk-webhooks+olm-docs+operator-manifest-tools+java-operator-plugins+deppy+tilt-support+community+audit+operator-framework.io+operator-courier+support-bot+enhancements+cool-catalog+olm-book,16541,8153,3643,2637,1172,128,3573,Operator Framework,operatorhub.io
goharbor,harbor+harbor-cli+harbor-helm+terraform-provider-harbor+website+community+acceleration-service+harbor-operator+go-client+jenkins-shared-library+pluggable-scanner-spec+harbor-arm+perf+chartmuseum-migration-tools+xk6-harbor+harbor-scanner-clair+harbor-scanner-fake,9595,4820,1888,873,1636,125,1251,Harbor,goharbor.io
runatlantis,atlantis-tests+atlantis+helm-charts+terraform-gce-atlantis+atlantis-example+org+examples,24986,10472,10668,1218,416,118,3430,Atlantis,runatlantis.io
thanos-io,thanos+promql-engine+objstore+kube-thanos+thanos-community-website+postings-analyzer+tutorials,5371,2721,1178,882,412,110,1060,Thanos,thanos.io
openebs,mayastor-extensions+mayastor-control-plane+mayastor+openebs+website+openebs-e2e+zfs-localpv+lvm-localpv+community+mayastor-dependencies+mayastor-chart-donotuse+dynamic-localpv-provisioner+.github+spdk-rs+monitoring+mayastor-docs+openebsctl+velero-plugin+rawfile-localpv+charts+linux-utils+google-analytics-4+mayastor-jenkins-cron+lib-csi+performance-benchmark+cstor-operators+data-populator+openebs-chart-donotuse+device-localpv+dynamic-nfs-provisioner+openebs.github.io+jiva+jiva-operator+mayastor-api,19737,7780,1730,5682,659,108,9568,OpenEBS,openebs.io
litmuschaos,litmus+litmusctl+test-tools+litmus-helm+litmus-docs+litmus-go+litmus-java-sdk+chaos-ci-lib+chaos-operator+litmus-website-2+chaos-charts+chaos-runner+litmus-e2e+charthub.litmuschaos.io+chaos-exporter+litmus-cd+admission-controllers+backstage-plugin+chaos-scheduler+elves+v1-litmus-docs+litmus-ansible+website-litmuschaos+tutorials,4833,1635,1454,1154,445,107,1299,LitmusChaos,litmuschaos.io
karmada-io,karmada+website+dashboard+community+multicluster-cloud-provider+api+playground,13574,10522,1326,1063,625,105,1101,Karmada,Karmada.io
vitessio,vitess+website+arewefastyet+vitess-releaser+vitess-tester+vt+vitess-bot+mysql-tester+enhancements+contrib+vtbenchstat,17550,8023,4005,4056,1256,103,4266,Vitess,vitess.io
confidential-containers,cloud-api-adaptor+guest-components+trustee+operator+confidential-containers+td-shim+kbs+enclave-cc+confidentialcontainers.org+trustee-operator+kbs-operator+infra+.github+simple-kbs+cloud-providers+peerpod-ctrl+peerpodconfig-ctrl,12657,7759,2574,1378,867,100,1457,Confidential Containers,github.com/confidential-containers
volcano-sh,volcano+apis+community+devices+website+volcano-global+dashboard+descheduler+helm-charts+resource-exporter+federation,5923,4630,629,321,343,98,321,Volcano,volcano.sh
buildpacks+buildpacks-community,registry-index+pack+docs+lifecycle+kpack+imgutil+rfcs+github-actions+libcnb+spec+profile+samples+community+kpack-cli+registry-namespaces+registry-api+tekton-integration+pack-orb+homebrew-kpack-cli+homebrew-tap+scafall+lifecycle-private+ci,8970,2564,987,4337,672,97,4747,Buildpacks,buildpacks.io
opencost,opencost+opencost-helm-chart+opencost-website+opencost-plugins+opencost-parquet-exporter+opencost-ui+opencost-grafana-dashboard,4201,1936,1059,729,312,97,894,OpenCost,kubecost.com
