org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,320191,252324,63081,67867,63081,3865,Linux kernel,kernel.org
DefinitelyTyped,DefinitelyTyped,25144,13919,5846,4202,1177,1892,DefinitelyTyped,definitelytyped.org
kubernetes+kubernetes-incubator+coreos,kubernetes+kubernetes.github.io+contrib+test-infra+minikube+kops+charts+dashboard+helm+kargo+ingress+coreos-kubernetes+service-catalog+bootkube,135010,102480,15440,7149,9941,1223,Kubernetes,kubernetes.io
caskroom,homebrew-cask,26002,6629,10600,7634,1139,1183,Homebrew Cask,caskroom.github.io
facebook+facebookincubator+airbnb,react-native+react+create-react-app+AsyncDisplayKit+jest+rocksdb+osquery+reason+react-native-maps+draft-js+fbctf+react-dates+zstd+immutable-js+mysql-5.6,105739,76537,9808,8292,11102,1107,React,facebook.com
Azure,azure-cli+azure-powershell+azure-webjobs-sdk-script+azure-quickstart-templates+azure-rest-api-specs+autorest+azure-iot-sdks+azure-sdk-for-net+azure-sdk-for-java+azure-xplat-cli+azure-sdk-for-python+WALinuxAgent+acs-engine+azure-iot-gateway-sdk+azure-sdk-for-go+azure-linux-extensions+azure-webjobs-sdk-templates,58557,33624,8879,10236,5818,1086,Azure,azure.github.io
angular+AngularClass+angular-fullstack+angular-ui,angular+angular-cli+material2+material+angular.io+angular.js+angularfire2+angular2-webpack-starter+generator-angular-fullstack+ui-grid+ui-select+tsickle,112991,79935,7849,7723,17484,1030,Angular,angular.io
docker,docker+docker.github.io+compose+swarmkit+distribution+notary+swarm+libnetwork+docker-py,85397,63007,7905,5835,8650,976,Docker,mobyproject.org
Homebrew,homebrew-core+brew+homebrew-science+homebrew-php,36986,22055,8175,4337,2419,888,Homebrew,brew.sh
dotnet,corefx+coreclr+cli+docfx+core-docs+wcf+sdk+corert+core-setup+docs+corefxlab+core+buildtools+templating,118862,82283,13735,13044,9800,866,dotnet,microsoft.com/net
ansible,ansible+ansible-modules-core+ansible-modules-extras+ansible-container,51586,34619,6880,5007,5080,856,Ansible,ansible.com
tensorflow,tensorflow+models,50314,39389,3112,1988,5825,755,TensorFlow,tensorflow.org
Microsoft+dotnet,vscode+roslyn+vsts-tasks+msbuild+vsts-agent+roslyn-project-system+vcpkg+vscode-docs+vscode-mssql,117748,76915,6958,12899,20976,710,VS Code,code.visualstudio.com
mozilla,addons-server+testpilot+activity-stream+pdf.js+fxa-content-server+thimble.mozilla.org+addons-frontend+tofino+fxa-auth-server+learning.mozilla.org+addons-linter+science.mozilla.org+activate.mozilla.community,59504,31137,5088,16808,6471,617,Mozilla,mozilla.org
driftyco,ionic+ionic-app-scripts+ionic-native+ionic-site,39195,24478,1560,7099,6058,494,Ionic,ionicframework.com
hashicorp,terraform,33161,21060,3293,4907,3901,459,Terraform,terraform.io
elastic,elasticsearch+kibana+beats+logstash+elasticsearch-net+curator,67772,42084,7602,10700,7386,437,Elasticsearch,elastic.co/products/elasticsearch
