org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,30211,25409,6352,4802,6352,885,Linux kernel,kernel.org
kubernetes+kubernetes-incubator,kubernetes+kubernetes.github.io+service-catalog+test-infra+charts+helm+minikube+dashboard+bootkube+kargo+community+heapster,16136,12142,1786,1177,1031,373,Kubernetes,kubernetes.io
DefinitelyTyped,DefinitelyTyped,2369,1464,434,361,110,281,DefinitelyTyped,definitelytyped.org
dotnet,corefx+coreclr+cli+docs+docfx+core-setup+sdk+corert+core,12398,8623,1413,1388,974,268,dotnet,microsoft.com/net
Azure,azure-cli+azure-rest-api-specs+autorest+acs-engine+azure-powershell+azure-sdk-for-net+sonic-buildimage+azure-quickstart-templates+azure-iot-gateway-sdk+AzureStack-Tools,5556,3120,952,921,563,254,Azure,azure.github.io
mozilla,addons-server+addons-frontend+thimble.mozilla.org+testpilot+fxa-auth-server+fxa-content-server,4769,2211,379,1760,419,251,Mozilla,mozilla.org
NixOS,nixpkgs,6089,3360,917,1542,270,238,NixOS,nixos.org
docker,docker+docker.github.io+labs,6865,4808,669,687,701,193,Docker,mobyproject.org
caskroom,homebrew-cask,2687,607,1126,871,83,193,Homebrew Cask,caskroom.github.io
tensorflow,tensorflow+models,6104,4663,369,298,774,177,TensorFlow,tensorflow.org
angular+angular-ui,angular+angular-cli+material2+angular.js+material+ui-grid+angular.io+tsickle,11244,7800,896,945,1603,176,Angular,angular.io
home-assistant,home-assistant+home-assistant.github.io,3678,2602,450,378,248,167,Home Assistant,home-assistant.io
dotnet+Microsoft,roslyn+vsts-tasks+msbuild+vcpkg+roslyn-project-system+vscode-docs,6558,4134,673,960,791,157,VS Code,code.visualstudio.com
ManageIQ,manageiq+manageiq-ui-classic+integration_tests,5350,3481,1060,738,71,151,ManageIQ,manageiq.org
react-community+facebook+airbnb+react-native-community+reactide,react-navigation+react+jest+react-native-maps+AsyncDisplayKit+osquery+reason+react-native-elements+reactide,6015,4184,522,532,777,141,React,facebook.com
Automattic,wp-calypso+wp-e2e-tests,7228,3103,812,3013,300,141,WP Calypso,developer.wordpress.com/calypso
ansible,ansible+ansibullbot,5015,3329,659,552,475,135,Ansible,ansible.com
Homebrew,homebrew-core+homebrew-science,2948,1707,764,375,102,133,Homebrew,brew.sh
aspnet,EntityFramework+Mvc+Docs+KestrelHttpServer+SignalR+Razor+Hosting,4963,2657,481,1298,527,130,ASP.net,asp.net
eclipse,che+omr+kura+jetty.project+kapua,4238,2113,454,1246,425,120,Eclipse,eclipse.org
nodejs,node+node-chakracore,3683,2837,255,398,193,105,Node.js,nodejs.org
elastic,elasticsearch+kibana+beats,4883,3163,501,688,531,100,Elasticsearch,elastic.co/products/elasticsearch
rails,rails,2175,1417,243,349,166,84,Ruby on Rails,rubyonrails.org
department-of-veterans-affairs,caseflow+vets-website+caseflow-efolder,3672,1085,418,1931,238,83,Caseflow,va.gov
