org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,23334,19751,4937,3583,4937,755,Linux kernel,kernel.org
dotnet,coreclr+corefx+cli+wcf+docfx+core-docs+buildtools,10649,7691,1008,1050,900,265,dotnet,microsoft.com/net
Azure,azure-powershell+azure-iot-sdks+azure-quickstart-templates+autorest+azure-webjobs-sdk-script+azure-xplat-cli+azure-sdk-for-net+azure-rest-api-specs+azure-sdk-for-node,3568,1967,520,746,335,262,Azure,azure.github.io
NixOS,nixpkgs,3948,2362,552,827,207,224,NixOS,nixos.org
ansible,ansible+ansible-modules-extras+ansible-modules-core,4745,3209,520,619,397,204,Ansible,ansible.com
dotnet+Microsoft,roslyn+vscode+vsts-tasks+vsts-agent+msbuild+vscode-docs,9311,6278,570,1154,1309,195,VS Code,code.visualstudio.com
kubernetes+coreos,kubernetes+contrib+helm+coreos-kubernetes+kubernetes.github.io,9515,7456,939,407,713,176,Kubernetes,kubernetes.io
DefinitelyTyped,DefinitelyTyped,1163,583,313,214,53,175,DefinitelyTyped,definitelytyped.org
caskroom,homebrew-cask,1574,455,633,432,54,175,Homebrew Cask,caskroom.github.io
facebook,react-native+react+reason+AsyncDisplayKit+osquery+react-native-fbsdk+rocksdb,6727,5097,580,423,627,170,React,facebook.com
mozilla,addons-server+tofino+testpilot+fxa-content-server+activity-stream+addons-frontend,4372,2435,382,1019,536,167,Mozilla,mozilla.org
angular+AngularClass+angular-ui,angular+angular-cli+material+angular.js+angular2-webpack-starter+ui-select,7515,5394,490,501,1130,148,Angular,angular.io
Automattic,wp-calypso,4575,2264,406,1709,196,148,WP Calypso,developer.wordpress.com/calypso
elastic,elasticsearch+kibana+logstash+beats,5610,3827,582,662,539,126,Elasticsearch,elastic.co/products/elasticsearch
aspnet,EntityFramework+Mvc+KestrelHttpServer+Docs,3905,2407,262,796,440,116,ASP.net,asp.net
ManageIQ,manageiq,4304,2662,663,852,127,110,ManageIQ,manageiq.org
eclipse,che+jetty.project+vert.x+kura,3110,1424,258,1223,205,106,Eclipse,eclipse.org
owncloud,core+client+android+ios+documentation,4858,3504,175,683,496,101,ownCloud,owncloud.org
Homebrew,homebrew-core+homebrew-science+homebrew-php,2337,1276,756,176,129,99,Homebrew,brew.sh
odoo,odoo,1457,638,292,428,99,94,Odoo,odoo.com
magento,magento2+devdocs,2988,2160,91,296,441,87,Magento,magento.com/home
rails,rails,2198,1546,249,260,143,85,Ruby on Rails,rubyonrails.org
joomla,joomla-cms,2776,1913,218,552,93,82,Joomla,joomla.org
Particular,docs.particular.net+NServiceBus+EndToEnd,1802,907,153,661,81,81,NServiceBus,particular.net/nservicebus
docker,docker+compose+swarm+distribution,5723,4604,383,127,609,79,Docker,mobyproject.org
OfficeDev,Office-UI-Fabric+office-js-docs+PnP-JS-Core+PnP-Sites-Core,1454,554,193,626,81,77,Office Developer,dev.office.com
CartoDB,cartodb+observatory-extension+cartodb.js,2857,1043,238,1361,215,76,CARTO,carto.com
tgstation,-tg-station+tgstation,4959,4238,322,203,196,75,SS13,tgstation13.org
guardian,frontend,2384,861,412,1100,11,73,The Guardian,theguardian.com
hashicorp,terraform,2663,1725,223,436,279,69,Terraform,terraform.io
tensorflow,tensorflow+models,3040,2375,175,114,376,69,TensorFlow,tensorflow.org
chef,chef+chef-dk+inspec,1515,722,149,569,75,66,Chef,chef.io/chef
ethereum,mist+go-ethereum+solidity+meteor-dapp-wallet,2338,1630,183,217,308,65,Ethereum,ethereum.org
ArduPilot,ardupilot+ardupilot_wiki,1690,1144,197,271,78,65,ArduPilot,ardupilot.org
osmandapp,Osmand,1032,456,24,432,120,65,Osmand,osmand.net
driftyco,ionic+ionic-site,1971,1158,62,434,317,65,Ionic,ionicframework.com
dmlc,mxnet+xgboost,1795,1271,142,117,265,64,DMLC,dmlc.github.io
broadinstitute,cromwell+gatk+gatk-protected,1891,757,116,880,138,63,Broad Institute,broadinstitute.org
sakaiproject,sakai,1098,488,279,302,29,63,Sakai,sakaiproject.org
openshift,openshift-docs+openshift-ansible,1589,1033,247,256,53,62,OpenShift,openshift.com
NativeScript,NativeScript+nativescript-cli+docs,1473,780,149,377,167,62,NativeScript,nativescript.org
OpenRCT2,OpenRCT2+Localisation,1806,1004,239,391,172,61,OpenRCT2,openrct2.website
JuliaLang,julia,2726,1968,212,325,221,61,Julia,julialang.org
nodejs,node+nodejs.org,2902,2378,182,135,207,60,Node.js,nodejs.org
openwrt,packages,619,358,124,108,29,58,OpenWrt,openwrt.org
devopsdays,devopsdays-web,1013,290,277,385,61,58,devopsdays,devopsdays.org
mapbox,mapbox-gl-native+mapbox-gl-js,1812,989,137,496,190,57,Mapbox,mapbox.com
mantidproject,mantid,2555,1063,234,999,259,56,Mantid,mantidproject.org
ngageoint,hootenanny+scale+geowave,1500,531,133,684,152,55,ngageoint,""
voidlinux,void-packages,1271,371,98,740,62,55,The Void distribution,voidlinux.eu
influxdata,influxdb+kapacitor+docs.influxdata.com,1963,1104,162,491,206,55,InfluxData,influxdata.com
plotly,plotly.js+plotly.py+documentation,1248,532,88,545,83,54,plotly,""
bioconda,bioconda-recipes,615,234,177,188,16,51,bioconda,bioconda.github.io
prestodb,presto,1191,808,174,154,55,50,prestodb,""
neo4j,neo4j,1136,519,205,364,48,49,neo4j,""
codecombat,codecombat,857,354,86,382,35,48,CodeCombat,codecombat.com
SpongePowered,SpongeCommon+SpongeAPI,928,337,59,453,79,48,SpongePowered,""
Sylius,Sylius,962,600,147,144,71,47,Sylius,""
RocketChat,Rocket.Chat,1495,901,95,244,255,47,RocketChat,rocket.chat
woothemes,woocommerce,833,419,78,211,125,47,woothemes,""
PolarisSS13,Polaris,1025,481,234,228,82,46,PolarisSS13,""
fpco,stackage,526,239,100,149,38,44,Hackage,stackage.org
cockroachdb,cockroach+docs,2269,1391,278,367,233,44,Cockroach DB,cockroachlabs.com
vmware,vic+harbor,1420,717,165,229,309,44,VMware,vmware.github.io
Baystation12,Baystation12,1149,661,188,201,99,44,Baystation12,baystation12.net
CleverRaven,Cataclysm-DDA,1999,1397,277,139,186,43,Cataclysm-DDA,en.cataclysmdda.com
wordpress-mobile,WordPress-iOS+WordPress-Android,2289,879,221,1058,131,42,WordPress-mobile,make.wordpress.org/mobile
Automattic,jetpack,1666,657,179,707,123,42,Automattic Jetpack,jetpack.com
duckduckgo,zeroclickinfo-goodies,987,695,133,130,29,42,DuckDuckHack,duckduckhack.com
Microsoft,visualfsharp+visualfsharpdocs,1056,614,117,243,82,42,Microsoft F#,github.com/Microsoft/visualfsharp
rackerlabs,rackspace-how-to+nexus-control,677,204,165,231,77,42,rackerlabs,""
pingcap,tikv+tidb,1626,766,209,619,32,42,PingCAP,github.com/pingcap
ampproject,amphtml,1350,899,170,151,130,41,AMP,ampproject.org
TrinityCore,TrinityCore,1603,1139,47,259,158,41,TrinityCore,trinitycore.org
auth0,docs,352,45,137,150,20,41,Auth0,auth0.com
telerik,kendo-ui-core,548,134,15,280,119,41,Telerik,telerik.com
Yoast,wordpress-seo+YoastSEO.js,1445,645,135,455,210,41,Yoast SEO,yoast.com/wordpress/seo
open-power-workgroup,Hospital,705,308,98,250,49,40,open-power-workgroup,""
hazelcast,hazelcast,1438,976,140,215,107,40,hazelcast,""
palantir,atlasdb,731,268,98,318,47,38,AtlasDB,palantir.github.io/atlasdb
IBM-Bluemix,docs,351,43,74,223,11,38,IBM Bluemix,bluemix.net
NREL,EnergyPlus+OpenStudio,757,396,53,250,58,38,NREL,""
DataDog,dd-agent,643,244,92,288,19,37,DataDog,""
cloudfoundry,bosh,413,187,14,188,24,37,Cloud Foundry,cloudfoundry.org
saltstack,salt,3003,2151,433,137,282,37,SaltStack,repo.saltstack.com
LLNL,spack,982,702,104,134,42,37,LLNL,""
