org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,27773,23183,5795,4590,5795,942,Linux kernel,kernel.org
kubernetes+kubernetes-incubator,kubernetes+kubernetes.github.io+test-infra+service-catalog+charts+helm+kargo+minikube+ingress+heapster,12697,9806,1381,736,774,243,Kubernetes,kubernetes.io
NixOS,nixpkgs,4041,2358,554,965,164,231,NixOS,nixos.org
dotnet,corefx+coreclr+cli+sdk+docfx+corert+docs+corefxlab+core,9456,6520,1149,1057,730,216,dotnet,microsoft.com/net
docker,docker+docker.github.io+distribution+docker-py+swarm,6250,4433,620,524,673,194,Docker,mobyproject.org
Azure,azure-cli+azure-powershell+autorest+azure-iot-sdk-c+azure-rest-api-specs+azure-sdk-for-net+acs-engine+azure-quickstart-templates+azure-xplat-cli,3564,2060,558,619,327,177,Azure,azure.github.io
mozilla,addons-server+testpilot+addons-frontend,3360,1408,250,1418,284,169,Mozilla,mozilla.org
DefinitelyTyped,DefinitelyTyped,1988,1174,530,172,112,138,DefinitelyTyped,definitelytyped.org
angular+AngularClass,angular-cli+angular+material2+material+angular2-webpack-starter+angular.io,7929,5760,572,509,1088,138,Angular,angular.io
Microsoft+dotnet,vscode+roslyn+roslyn-project-system+vsts-tasks+vcpkg+msbuild,10877,7536,594,981,1766,132,VS Code,code.visualstudio.com
ansible,ansible,4419,2932,646,440,401,126,Ansible,ansible.com
elastic,elasticsearch+kibana+beats,5829,3445,662,1189,533,121,Elasticsearch,elastic.co/products/elasticsearch
fossasia,open-event-orga-server+gci16.fossasia.org+open-event-android,2295,1271,406,476,142,115,fossasia,fossasia.org
ManageIQ,manageiq+manageiq-ui-classic,3389,2222,689,408,70,113,ManageIQ,manageiq.org
Automattic,wp-calypso,5063,2394,534,1927,208,109,WP Calypso,developer.wordpress.com/calypso
facebook+react-community,react+jest+AsyncDisplayKit+reason+react-navigation+osquery,3914,2601,451,471,391,101,React,facebook.com
openwrt,packages+luci+openwrt,1788,1203,222,269,94,98,OpenWrt,openwrt.org
odoo,odoo,1572,763,271,410,128,91,Odoo,odoo.com
rails,rails,1881,1191,230,349,111,84,Ruby on Rails,rubyonrails.org
Homebrew,homebrew-core+homebrew-science+homebrew-php,2471,1510,621,176,164,83,Homebrew,brew.sh
openshift,openshift-ansible+openshift-docs+openshift-ansible-contrib,2223,1335,406,401,81,80,OpenShift,openshift.com
eclipse,che+kura+omr,2634,1409,264,683,278,74,Eclipse,eclipse.org
magento,magento2+devdocs,2295,1644,92,244,315,70,Magento,magento.com/home
aspnet,EntityFramework+Docs+Mvc+SignalR,3145,1881,261,689,314,70,ASP.net,asp.net
w3c,web-platform-tests,916,438,218,241,19,66,W3C Platform Tests,irc.w3.org/?channels=testing
department-of-veterans-affairs,vets-website+caseflow+caseflow-efolder,2641,1060,258,1149,174,63,Caseflow,va.gov
tensorflow,tensorflow+models,3523,2777,205,105,436,63,TensorFlow,tensorflow.org
voidlinux,void-packages,1226,347,161,678,40,59,The Void distribution,voidlinux.eu
auth0,docs+lock,1079,264,267,453,95,57,Auth0,auth0.com
mapbox,mapbox-gl-native+mapbox-gl-js,2306,1140,187,700,279,57,Mapbox,mapbox.com
home-assistant,home-assistant,2800,2087,348,181,184,56,Home Assistant,home-assistant.io
caskroom,homebrew-cask,1626,317,972,269,68,56,Homebrew Cask,caskroom.github.io
dart-lang,sdk,2430,1185,12,891,342,55,Dart,dartlang.org
hashicorp,terraform,2517,1559,270,385,303,54,Terraform,terraform.io
mamedev,mame,789,190,108,475,16,54,MAME,mamedev.org
JuliaLang,julia,3418,2294,239,710,175,52,Julia,julialang.org
ampproject,amphtml,1940,1314,206,227,193,52,AMP,ampproject.org
bioconda,bioconda-recipes,912,431,290,174,17,51,bioconda,bioconda.github.io
Automattic,jetpack,1593,843,111,526,113,51,Automattic Jetpack,jetpack.com
Microsoft,CNTK,1705,478,22,1075,130,51,Microsoft Cognitive Toolkit,cntk.ai
nodejs,node,2577,2036,247,152,142,49,Node.js,nodejs.org
telerik,kendo-ui-core+kendo-theme-default,828,142,87,441,158,49,Telerik,telerik.com
osmandapp,Osmand,755,295,12,373,75,48,Osmand,osmand.net
PowerShell,PowerShell+PowerShell-Docs,946,624,112,106,104,47,PowerShell,microsoft.com/powershell
joomla,joomla-cms,2353,1734,163,333,123,46,Joomla,joomla.org
grpc,grpc+grpc-java,2065,1398,259,226,182,46,gRPC,grpc.io
