org,repo,activity,comments,prs,commits,issues,authors
torvalds,torvalds/linux,26777,21870,5467,4907,5467,918
kubernetes,kubernetes/kubernetes,7660,6535,700,14,411,12
docker,docker/docker,5167,4184,436,120,427,50
Microsoft,Microsoft/vscode,4816,3241,67,272,1236,18
Automattic,Automattic/wp-calypso,4641,2092,460,1840,249,105
tensorflow,tensorflow/tensorflow,4179,3278,259,192,450,96
NixOS,NixOS/nixpkgs,4029,2293,582,950,204,221
tgstation,tgstation/tgstation,3711,3101,362,103,145,34
dotnet,dotnet/corefx,3481,2690,346,222,223,58
ManageIQ,ManageIQ/manageiq,3456,2230,727,431,68,92
dotnet,dotnet/roslyn,3416,2627,274,207,308,35
department-of-veterans-affairs,department-of-veterans-affairs/vets-website,3233,962,290,1748,233,39
ethcore,ethcore/parity,3043,963,309,1412,359,23
elastic,elastic/elasticsearch,3003,1715,292,699,297,54
DefinitelyTyped,DefinitelyTyped/DefinitelyTyped,2825,1626,510,567,122,326
cockroachdb,cockroachdb/cockroach,2783,1398,194,246,945,29
Microsoft,Microsoft/TypeScript,2582,1629,154,387,412,19
hashicorp,hashicorp/terraform,2513,1702,237,194,380,38
dotnet,dotnet/coreclr,2475,1861,297,182,135,48
nodejs,nodejs/node,2440,1975,177,115,173,68
vmware,vmware/vic,2313,1687,179,218,229,27
angular,angular/angular,2294,1712,148,102,332,30
joomla,joomla/joomla-cms,2275,1855,111,204,105,38
saltstack,saltstack/salt,2272,1525,357,147,243,50
yarnpkg,yarnpkg/yarn,2267,1729,122,81,335,30
magento,magento/magento2,2235,1814,53,32,336,26
Automattic,Automattic/jetpack,2135,921,198,885,131,55
ampproject,ampproject/amphtml,2114,1408,257,238,211,52
fastlane,fastlane/fastlane,2102,1451,182,248,221,55
JuliaLang,JuliaLang/julia,2098,1491,137,314,156,38
driftyco,driftyco/ionic,2088,1428,66,201,393,34
Homebrew,Homebrew/homebrew-core,2074,1228,481,292,73,124
home-assistant,home-assistant/home-assistant,2070,1537,260,92,181,26
ansible,ansible/ansible,1978,1255,214,324,185,70
elastic,elastic/kibana,1977,1252,209,243,273,27
CleverRaven,CleverRaven/Cataclysm-DDA,1958,1558,176,34,190,14
servo,servo/servo,1949,1498,210,140,101,23
caskroom,caskroom/homebrew-cask,1866,441,903,453,69,159
angular,angular/angular-cli,1864,1466,78,39,281,17
odoo,odoo/odoo,1785,952,293,372,168,76
rails,rails/rails,1783,1206,182,280,115,63
mapbox,mapbox/mapbox-gl-native,1764,759,168,662,175,28
mitodl,mitodl/micromasters,1761,707,162,796,96,15
RobotLocomotion,RobotLocomotion/drake,1687,1444,100,79,64,23
CartoDB,CartoDB/cartodb,1677,695,135,591,256,20
keybase,keybase/client,1627,684,161,722,60,18
brave,brave/browser-laptop,1600,1016,94,121,369,19
ansible,ansible/ansible-modules-core,1587,1130,147,128,182,57
pingcap,pingcap/tidb,1554,602,175,725,52,17
atom,atom/atom,1532,1041,44,246,201,24
aspnet,aspnet/EntityFramework,1501,1055,42,188,216,17
electron,electron/electron,1464,932,95,256,181,39
eclipse,eclipse/che,1449,616,118,561,154,37
TrinityCore,TrinityCore/TrinityCore,1433,1034,52,199,148,27
mantidproject,mantidproject/mantid,1430,367,101,828,134,37
gradle,gradle/gradle,1419,478,62,766,113,29
bitcoin,bitcoin/bitcoin,1405,1178,131,35,61,21
flutter,flutter/flutter,1390,900,149,126,215,21
grpc,grpc/grpc,1387,907,201,143,136,26
koding,koding/koding,1383,424,194,619,146,21
odota,odota/ui,1325,215,47,1007,56,12
palantir,palantir/atlasdb,1318,427,117,716,58,38
Microsoft,Microsoft/BotBuilder,1306,965,16,117,208,21
grafana,grafana/grafana,1305,856,61,136,252,20
nextcloud,nextcloud/server,1294,844,78,220,152,23
Project-OSRM,Project-OSRM/osrm-backend,1288,502,91,612,83,17
facebook,facebook/react,1277,906,161,110,100,24
RocketChat,RocketChat/Rocket.Chat,1272,771,75,231,195,33
mozilla,mozilla/testpilot,1264,475,67,607,115,67
dotnet,dotnet/cli,1251,935,59,62,195,11
betaflight,betaflight/betaflight,1250,878,145,149,78,26
driftyco,driftyco/ionic-app-scripts,1243,941,38,99,165,14
openssl,openssl/openssl,1242,816,145,226,55,29
dmlc,dmlc/mxnet,1235,839,161,37,198,20
ArduPilot,ArduPilot/ardupilot,1231,861,136,165,69,45
department-of-veterans-affairs,department-of-veterans-affairs/vets-api,1227,466,152,573,36,22
woocommerce,woocommerce/woocommerce,1215,589,114,344,168,29
cdnjs,cdnjs/cdnjs,1212,859,172,42,139,16
libretro,libretro/RetroArch,1176,516,85,494,81,25
ansible,ansible/ansible-modules-extras,1167,768,176,136,87,57
systemd,systemd/systemd,1146,842,108,75,121,34
angular,angular/material2,1141,709,160,83,189,23
godotengine,godotengine/godot,1139,822,72,104,141,36
voidlinux,voidlinux/void-packages,1137,356,131,620,30,43
spring-projects,spring-projects/spring-boot,1131,712,66,179,174,15
BSData,BSData/wh40k,1121,567,38,202,314,16
NativeScript,NativeScript/NativeScript,1112,771,62,118,161,26
owncloud,owncloud/core,1111,825,59,139,88,15
yiisoft,yiisoft/yii2,1108,857,89,48,114,15
PowerShell,PowerShell/PowerShell,1091,740,119,87,145,32
LLNL,LLNL/spack,1089,723,130,143,93,31
mozilla,mozilla/addons-server,1088,484,98,401,105,66
ARMmbed,ARMmbed/mbed-os,1081,839,101,81,60,37
webpack,webpack/webpack,1068,793,61,92,122,17
primefaces,primefaces/primeng,1060,576,51,182,251,18
cplusplus,cplusplus/draft,1052,469,160,383,40,25
eslint,eslint/eslint,1046,819,38,93,96,27
meteor,meteor/meteor,1038,836,18,87,97,16
PX4,PX4/Firmware,1035,761,95,132,47,31
serverless,serverless/serverless,1035,705,95,125,110,28
bioconda,bioconda/bioconda-recipes,1021,532,261,192,36,53
matplotlib,matplotlib/matplotlib,1014,808,79,63,64,26
crate,crate/crate,1013,180,150,660,23,13
scikit-learn,scikit-learn/scikit-learn,1005,865,73,16,51,12
mattermost,mattermost/platform,1004,426,220,296,62,32
mapsme,mapsme/omim,999,575,199,201,24,22
Particular,Particular/docs.particular.net,995,423,75,425,72,33
mapbox,mapbox/mapbox-gl-js,992,507,79,290,116,21
zeit,zeit/next.js,990,801,44,53,92,17
minetest,minetest/minetest,988,858,42,28,60,16
yogstation13,yogstation13/yogstation,986,727,113,89,57,17
Azure,Azure/azure-cli,978,582,139,122,135,20
Ultimaker,Ultimaker/Cura,977,633,28,229,87,12
metabase,metabase/metabase,971,572,68,254,77,11
scality,scality/S3,971,273,66,603,29,16
prestodb,prestodb/presto,965,598,151,118,98,29
idaholab,idaholab/moose,956,650,101,134,71,24
linuxmint,linuxmint/Cinnamon,944,741,48,66,89,13
facebook,facebook/AsyncDisplayKit,943,555,93,219,76,24
xcat2,xcat2/xcat-core,939,621,112,123,83,22
Microsoft,Microsoft/vsts-tasks,936,411,113,337,75,37
cerebral,cerebral/cerebral,934,420,128,363,23,18
twbs,twbs/bootstrap,916,597,86,121,112,34
openshift,openshift/openshift-ansible,902,532,144,170,56,30
hydroshare,hydroshare/hydroshare,897,497,38,260,102,13
frappe,frappe/erpnext,896,369,141,197,189,23
jhipster,jhipster/generator-jhipster,890,675,102,45,68,19
codenvy,codenvy/codenvy,889,362,77,344,106,27
