org,repo,activity,comments,prs,commits,issues,authors_alt2,authors_alt1,authors,pushes
submariner-io,submariner-io/submariner-website,3,2,0,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/inference-perf,3,1,0,0,2,0,,,0
confidential-containers,confidential-containers/confidentialcontainers.org,3,3,0,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/apisnoop,3,1,1,0,0,0,,,1
oras-project,oras-project/oras-py,3,3,0,0,0,0,,,0
prometheus-community,prometheus-community/pgbouncer_exporter,3,0,0,0,0,0,,,3
prometheus,prometheus/exporter-toolkit,3,0,0,0,0,0,,,3
kairos-io,kairos-io/community-bundles,3,0,0,0,0,0,,,3
runmedev,runmedev/runme,3,1,1,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/kind,3,3,0,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/cluster-api-provider-openstack,3,1,1,0,0,0,,,1
open-telemetry,open-telemetry/semantic-conventions-java,3,1,0,0,0,0,,,2
microcks,microcks/microcks,3,0,0,0,3,0,,,0
layer5io,layer5io/sistent,3,2,0,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/cluster-api-operator,3,0,0,0,0,0,,,3
Serverless-Devs,Serverless-Devs/agentrun-sdk-nodejs,3,0,1,0,0,0,,,2
open-telemetry,open-telemetry/opentelemetry-go-build-tools,3,2,0,0,0,0,,,1
open-telemetry,open-telemetry/opentelemetry-cpp,3,0,0,0,0,0,,,3
kairos-io,kairos-io/kairos-docs,3,0,0,0,0,0,,,3
kubernetes-sigs,kubernetes-sigs/testgrid,3,2,1,0,0,0,,,0
linkerd,linkerd/website,3,3,0,0,0,0,,,0
open-telemetry,open-telemetry/opentelemetry-swift,3,0,1,0,0,0,,,2
kairos-io,kairos-io/helm-charts,3,0,0,0,0,0,,,3
backstage,backstage/mkdocs-techdocs-core,3,1,1,0,0,0,,,1
crossplane-contrib,crossplane-contrib/function-go-templating,3,1,0,0,0,0,,,2
open-telemetry,open-telemetry/opentelemetry-dotnet,3,0,0,0,3,0,,,0
theupdateframework,theupdateframework/go-tuf,3,3,0,0,0,0,,,0
metal3-io,metal3-io/metal3-io.github.io,3,1,0,0,0,0,,,2
open-cluster-management-io,open-cluster-management-io/addon-framework,3,0,3,0,0,0,,,0
falcosecurity,falcosecurity/falco,3,2,0,0,0,0,,,1
crossplane-contrib,crossplane-contrib/provider-keycloak,3,0,0,0,0,0,,,3
k0sproject,k0sproject/k0smotron,3,3,0,0,0,0,,,0
submariner-io,submariner-io/releases,3,1,1,0,0,0,,,1
kube-rs,kube-rs/kube,3,3,0,0,0,0,,,0
litmuschaos,litmuschaos/litmus,3,1,1,0,1,0,,,0
cncf,cncf/foundation,3,1,1,0,0,0,,,1
Kuadrant,Kuadrant/kuadrant-operator,3,3,0,0,0,0,,,0
cert-manager,cert-manager/istio-csr,3,0,0,0,0,0,,,3
projectcapsule,projectcapsule/capsule-proxy,3,0,0,0,0,0,,,3
spidernet-io,spidernet-io/rocktemplate,3,0,0,0,3,0,,,0
buildpacks-community,buildpacks-community/kpack,3,1,0,0,0,0,,,2
meshery,meshery/meshsync,3,1,0,0,0,0,,,2
metal3-io,metal3-io/ironic-image,3,0,0,0,0,0,,,3
cncf,cncf/xds,3,3,0,0,0,0,,,0
flatcar,flatcar/mantle,3,1,0,0,0,0,,,2
kedacore,kedacore/keda-docs,3,0,1,0,0,0,,,2
kubernetes-sigs,kubernetes-sigs/cluster-api-addon-provider-helm,3,0,0,0,0,0,,,3
open-telemetry,open-telemetry/opentelemetry-go-instrumentation,3,2,0,0,0,0,,,1
kubernetes,kubernetes/cloud-provider-openstack,3,2,1,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/kustomize,3,2,1,0,0,0,,,0
openfga,openfga/java-sdk,3,1,0,0,0,0,,,2
metallb,metallb/metallb-operator,3,0,0,0,0,0,,,3
kubeflow,kubeflow/katib,3,1,0,0,2,0,,,0
bank-vaults,bank-vaults/vault-env,3,1,0,0,0,0,,,2
open-policy-agent,open-policy-agent/opa-control-plane,3,0,0,0,0,0,,,3
crossplane-contrib,crossplane-contrib/function-environment-configs,3,0,1,0,0,0,,,2
kitops-ml,kitops-ml/kitops,3,3,0,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/cluster-api-provider-gcp,3,3,0,0,0,0,,,0
antrea-io,antrea-io/antrea-ui,3,0,0,0,0,0,,,3
kubewarden,kubewarden/kubewarden-end-to-end-tests,3,1,0,0,0,0,,,2
cloudnative-pg,cloudnative-pg/artifacts,3,0,0,0,0,0,,,3
openebs,openebs/lvm-localpv,3,0,1,0,0,0,,,2
cilium,cilium/ebpf,3,0,1,0,1,0,,,1
oras-project,oras-project/oras-go,3,1,1,0,0,0,,,1
openfga,openfga/openfga,3,1,1,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/multicluster-runtime,3,0,2,0,0,0,,,1
kubevirt,kubevirt/containerized-data-importer,2,2,0,0,0,0,,,0
prometheus,prometheus/common,2,0,0,0,0,0,,,2
piraeusdatastore,piraeusdatastore/linstor-csi,2,2,0,0,0,0,,,0
goharbor,goharbor/harbor-helm,2,1,1,0,0,0,,,0
openfga,openfga/helm-charts,2,1,0,0,0,0,,,1
cloudnative-pg,cloudnative-pg/cnpg-playground,2,1,1,0,0,0,,,0
bfenetworks,bfenetworks/bfe,2,0,1,0,0,0,,,1
cadence-workflow,cadence-workflow/cadence-web,2,1,1,0,0,0,,,0
etcd-io,etcd-io/raft,2,0,1,0,0,0,,,1
falcosecurity,falcosecurity/evolution,2,0,0,0,0,0,,,2
cdk8s-team,cdk8s-team/cdk8s-ack-image-resizer,2,0,0,0,0,0,,,2
dragonflyoss,dragonflyoss/dragonfly,2,0,0,0,2,0,,,0
karmada-io,karmada-io/website,2,2,0,0,0,0,,,0
open-telemetry,open-telemetry/opentelemetry-go-compile-instrumentation,2,1,0,0,0,0,,,1
kubevirt,kubevirt/enhancements,2,2,0,0,0,0,,,0
dragonflyoss,dragonflyoss/d7y.io,2,2,0,0,0,0,,,0
keptn,keptn/lifecycle-toolkit,2,0,0,0,0,0,,,2
litmuschaos,litmuschaos/test-tools,2,0,1,0,0,0,,,1
chaosblade-io,chaosblade-io/chaosblade,2,0,1,0,0,0,,,1
open-cluster-management-io,open-cluster-management-io/helm-charts,2,0,0,0,0,0,,,2
argoproj,argoproj/argo-rollouts,2,0,0,0,2,0,,,0
k3s-io,k3s-io/scans,2,0,0,0,0,0,,,2
open-telemetry,open-telemetry/opentelemetry-dotnet-contrib,2,2,0,0,0,0,,,0
microcks,microcks/community,2,0,0,0,0,0,,,2
kubernetes-sigs,kubernetes-sigs/secrets-store-csi-driver,2,2,0,0,0,0,,,0
OpenFunction,OpenFunction/openfunction.dev,2,1,0,0,0,0,,,1
falcosecurity,falcosecurity/falco-website,2,0,0,0,2,0,,,0
open-feature,open-feature/flagd,2,2,0,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/hydrophone,2,2,0,0,0,0,,,0
operator-framework,operator-framework/operator-lifecycle-manager,2,1,0,0,0,0,,,1
goharbor,goharbor/terraform-provider-harbor,2,1,0,0,0,0,,,1
dapr,dapr/dotnet-sdk,2,1,0,0,0,0,,,1
konveyor,konveyor/operator,2,1,0,0,0,0,,,1
cdk8s-team,cdk8s-team/cdk8s-cdktf-resolver,2,0,0,0,0,0,,,2
openfga,openfga/openfga.dev,2,0,0,0,0,0,,,2
longhorn,longhorn/longhorn-instance-manager,2,0,0,0,0,0,,,2
cert-manager,cert-manager/website,2,0,0,0,0,0,,,2
dragonflyoss,dragonflyoss/vortex-protocol,2,0,0,0,0,0,,,2
Kuadrant,Kuadrant/testsuite,2,1,1,0,0,0,,,0
project-copacetic,project-copacetic/copacetic,2,1,0,0,0,0,,,1
thanos-io,thanos-io/promql-engine,2,0,1,0,0,0,,,1
paralus,paralus/website,2,0,0,0,0,0,,,2
Serverless-Devs,Serverless-Devs/Serverless-Devs,2,0,1,0,0,0,,,1
containers,containers/skopeo,2,1,0,0,0,0,,,1
grpc,grpc/grpc-swift-nio-transport,2,1,0,0,0,0,,,1
konveyor,konveyor/kai,2,1,0,0,1,0,,,0
kubernetes-sigs,kubernetes-sigs/cluster-api-provider-vsphere,2,0,1,0,0,0,,,1
ovn-org,ovn-org/ovn,2,0,0,0,0,0,,,2
envoyproxy,envoyproxy/nighthawk,2,1,0,0,0,0,,,1
open-telemetry,open-telemetry/opentelemetry-go-vanityurls,2,0,0,0,0,0,,,2
open-telemetry,open-telemetry/sig-security,2,1,0,0,0,0,,,1
meshery,meshery/meshery-operator,2,1,0,0,0,0,,,1
drasi-project,drasi-project/drasi-platform,2,1,1,0,0,0,,,0
kgateway-dev,kgateway-dev/kgateway.dev,2,2,0,0,0,0,,,0
kubeflow,kubeflow/pipelines-components,2,0,1,0,0,0,,,1
lima-vm,lima-vm/lima,2,1,0,0,1,0,,,0
spinframework,spinframework/spin-operator,2,1,1,0,0,0,,,0
kubevirt,kubevirt/kubevirt-migration-controller,2,1,0,0,0,0,,,1
falcosecurity,falcosecurity/k8s-metacollector,2,1,1,0,0,0,,,0
nats-io,nats-io/nats-kafka,2,1,1,0,0,0,,,0
open-telemetry,open-telemetry/changelog.opentelemetry.io,2,0,0,0,0,0,,,2
kubernetes-sigs,kubernetes-sigs/controller-runtime,2,1,0,0,0,0,,,1
Project-HAMi,Project-HAMi/community,2,1,0,0,1,0,,,0
open-feature,open-feature/java-sdk,2,1,0,0,0,0,,,1
knative-extensions,knative-extensions/kn-plugin-event,2,1,0,0,0,0,,,1
Kuadrant,Kuadrant/architecture,2,2,0,0,0,0,,,0
containerd,containerd/nri,2,2,0,0,0,0,,,0
cert-manager,cert-manager/helm-tool,2,0,0,0,0,0,,,2
keylime,keylime/keylime,2,1,0,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/aws-efs-csi-driver,2,1,1,0,0,0,,,0
open-telemetry,open-telemetry/opentelemetry-demo,2,2,0,0,0,0,,,0
kanisterio,kanisterio/kanister,2,1,1,0,0,0,,,0
metallb,metallb/frr-k8s,2,1,0,0,0,0,,,1
kubevirt,kubevirt/sig-release,2,0,0,0,0,0,,,2
metal3-io,metal3-io/cluster-api-provider-metal3,2,2,0,0,0,0,,,0
thanos-io,thanos-io/thanos,2,1,0,0,0,0,,,1
cilium,cilium/little-vm-helper,2,1,0,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/alibaba-cloud-csi-driver,2,1,0,0,0,0,,,1
connectrpc,connectrpc/connect-python,2,1,1,0,0,0,,,0
submariner-io,submariner-io/submariner-bot,2,1,0,0,0,0,,,1
opencost,opencost/opencost-ui,2,2,0,0,0,0,,,0
podman-desktop,podman-desktop/extension-bootc,2,1,0,0,0,0,,,1
WasmEdge,WasmEdge/docs,2,0,1,0,1,0,,,0
ovn-org,ovn-org/ovn-website,2,0,0,0,0,0,,,2
fluxcd,fluxcd/stats,2,0,0,0,0,0,,,2
tikv,tikv/client-go,2,2,0,0,0,0,,,0
tinkerbell,tinkerbell/hook,2,2,0,0,0,0,,,0
kubernetes,kubernetes/kubectl,2,2,0,0,0,0,,,0
operator-framework,operator-framework/olm-docs,2,2,0,0,0,0,,,0
tikv,tikv/jemallocator,2,1,0,0,1,0,,,0
cloudevents,cloudevents/sdk-javascript,2,0,1,0,0,0,,,1
goharbor,goharbor/harbor-cli,2,2,0,0,0,0,,,0
nats-io,nats-io/nats.py,2,1,1,0,0,0,,,0
open-telemetry,open-telemetry/opentelemetry-helm-charts,2,2,0,0,0,0,,,0
prometheus-community,prometheus-community/pro-bing,2,1,0,0,0,0,,,1
tikv,tikv/client-c,2,1,0,0,0,0,,,1
falcosecurity,falcosecurity/plugins,2,2,0,0,0,0,,,0
wasmCloud,wasmCloud/wash,2,0,0,0,0,0,,,2
keycloak,keycloak/keycloak-js,2,1,0,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/wg-ai-gateway,2,2,0,0,0,0,,,0
open-telemetry,open-telemetry/opamp-spec,2,0,0,0,0,0,,,2
inspektor-gadget,inspektor-gadget/ig-test-reports,2,0,0,0,0,0,,,2
spinframework,spinframework/spinkube-docs,2,1,0,0,0,0,,,1
nats-io,nats-io/k8s,2,1,0,0,0,0,,,1
open-telemetry,open-telemetry/opentelemetry-network,2,0,0,0,0,0,,,2
kubernetes-sigs,kubernetes-sigs/cloud-provider-kind,2,0,0,0,0,0,,,2
kairos-io,kairos-io/provider-kairos,2,0,0,0,0,0,,,2
rook,rook/rook.github.io,2,0,0,0,0,0,,,2
argoproj-labs,argoproj-labs/terraform-provider-argocd,2,0,0,0,0,0,,,2
crossplane-contrib,crossplane-contrib/provider-upjet-azure,2,0,0,0,0,0,,,2
crossplane-contrib,crossplane-contrib/function-dummy,2,0,0,0,0,0,,,2
crossplane-contrib,crossplane-contrib/provider-upjet-aws,2,0,0,0,0,0,,,2
werf,werf/website,2,0,1,0,0,0,,,1
radius-project,radius-project/.github,2,0,1,0,0,0,,,1
kubevirt,kubevirt/cluster-network-addons-operator,2,2,0,0,0,0,,,0
argoproj-labs,argoproj-labs/gitops-promoter-helm,2,1,1,0,0,0,,,0
cdk8s-team,cdk8s-team/cdk8s-core,2,0,0,0,0,0,,,2
kairos-io,kairos-io/packages.kairos.io,2,0,0,0,0,0,,,2
kubernetes,kubernetes/kube-state-metrics,2,0,1,0,0,0,,,1
kubearmor,kubearmor/KubeArmor,2,1,1,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/dranet,2,1,0,0,1,0,,,0
prometheus-community,prometheus-community/elasticsearch_exporter,2,1,1,0,0,0,,,0
artifacthub,artifacthub/hub,2,0,0,0,1,0,,,1
bank-vaults,bank-vaults/vault-sdk,2,1,0,0,0,0,,,1
cilium,cilium/image-tools,2,1,1,0,0,0,,,0
open-telemetry,open-telemetry/govanityurls,2,0,0,0,0,0,,,2
open-feature,open-feature/cli,2,2,0,0,0,0,,,0
kube-logging,kube-logging/log-generator,2,0,1,0,0,0,,,1
knative-extensions,knative-extensions/eventing-kafka-broker,2,1,0,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/gcp-compute-persistent-disk-csi-driver,2,1,0,0,0,0,,,1
armadaproject,armadaproject/armada-spark,2,1,0,0,0,0,,,1
open-telemetry,open-telemetry/build-tools,2,2,0,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/ingress2gateway,2,2,0,0,0,0,,,0
prometheus-community,prometheus-community/smartctl_exporter,2,1,1,0,0,0,,,0
cadence-workflow,cadence-workflow/starlark-worker,2,1,1,0,0,0,,,0
open-feature,open-feature/python-sdk-contrib,2,1,1,0,0,0,,,0
falcosecurity,falcosecurity/dbg-go,2,1,0,0,0,0,,,1
getsops,getsops/sops,2,0,0,0,0,0,,,2
parallaxsecond,parallaxsecond/rust-cryptoki,2,2,0,0,0,0,,,0
openebs,openebs/openebs-e2e,2,2,0,0,0,0,,,0
operator-framework,operator-framework/operator-marketplace,2,2,0,0,0,0,,,0
crossplane-contrib,crossplane-contrib/function-status-transformer,2,0,0,0,0,0,,,2
kubernetes,kubernetes/contributor-site,2,2,0,0,0,0,,,0
open-cluster-management-io,open-cluster-management-io/ocm,2,1,0,0,0,0,,,1
podman-desktop,podman-desktop/e2e,2,0,1,0,0,0,,,1
kubevirt,kubevirt/virt-template,2,0,0,0,0,0,,,2
crossplane-contrib,crossplane-contrib/provider-pagerduty,2,0,0,0,0,0,,,2
open-telemetry,open-telemetry/opentelemetry-lambda,2,0,0,0,0,0,,,2
openebs,openebs/openebs,2,0,0,0,0,0,,,2
kubescape,kubescape/workflows,2,0,0,0,0,0,,,2
crossplane-contrib,crossplane-contrib/provider-helm,2,2,0,0,0,0,,,0
Project-HAMi,Project-HAMi/volcano-vgpu-device-plugin,1,0,0,0,1,0,,,0
koordinator-sh,koordinator-sh/community,1,0,0,0,1,0,,,0
kubernetes-sigs,kubernetes-sigs/dra-driver-cpu,1,1,0,0,0,0,,,0
shipwright-io,shipwright-io/build,1,1,0,0,0,0,,,0
radius-project,radius-project/docs,1,0,0,0,0,0,,,1
tikv,tikv/client-rust,1,1,0,0,0,0,,,0
prometheus,prometheus/proposals,1,1,0,0,0,0,,,0
microcks,microcks/microcks-aspire,1,1,0,0,0,0,,,0
AthenZ,AthenZ/k8s-athenz-sia,1,0,1,0,0,0,,,0
containerd,containerd/go-dmverity,1,1,0,0,0,0,,,0
kubeovn,kubeovn/docs,1,0,0,0,0,0,,,1
bfenetworks,bfenetworks/service-controller,1,0,0,0,0,0,,,1
cdk8s-team,cdk8s-team/cdk8s-awscdk-resolver,1,0,0,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/kube-api-linter,1,1,0,0,0,0,,,0
kubeedge,kubeedge/kubeedge,1,1,0,0,0,0,,,0
kubeedge,kubeedge/website,1,0,0,0,1,0,,,0
pipe-cd,pipe-cd/piped-plugin-sdk-go,1,0,0,0,0,0,,,1
kairos-io,kairos-io/kairos-agent,1,0,0,0,0,0,,,1
kube-logging,kube-logging/logging-operator,1,0,0,0,0,0,,,1
keycloak,keycloak/keycloak.github.io,1,0,0,0,0,0,,,1
keycloak,keycloak/dashboard,1,0,0,0,0,0,,,1
knative-extensions,knative-extensions/backstage-plugins,1,0,0,0,0,0,,,1
modelpack,modelpack/modctl,1,1,0,0,0,0,,,0
theupdateframework,theupdateframework/tuf-conformance,1,0,0,0,0,0,,,1
cilium,cilium/scaffolding,1,0,0,0,0,0,,,1
kubeedge,kubeedge/community,1,1,0,0,0,0,,,0
cloudnative-pg,cloudnative-pg/community-operators,1,0,0,0,0,0,,,1
open-cluster-management-io,open-cluster-management-io/addon-contrib,1,0,0,0,0,0,,,1
wasmCloud,wasmCloud/wasmCloud,1,0,0,0,0,0,,,1
cncf,cncf/clomonitor,1,0,0,0,0,0,,,1
chaos-mesh,chaos-mesh/chaos-mesh,1,1,0,0,0,0,,,0
distribution,distribution/distribution,1,1,0,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/bom,1,0,0,0,0,0,,,1
kubernetes-csi,kubernetes-csi/external-provisioner,1,0,0,0,0,0,,,1
podman-desktop,podman-desktop/extension-kreate,1,0,0,0,0,0,,,1
envoyproxy,envoyproxy/ratelimit,1,0,1,0,0,0,,,0
cloudevents,cloudevents/sdk-go,1,0,1,0,0,0,,,0
kube-logging,kube-logging/custom-runner,1,1,0,0,0,0,,,0
strimzi,strimzi/proposals,1,1,0,0,0,0,,,0
strimzi,strimzi/strimzi.github.io,1,0,0,0,0,0,,,1
connectrpc,connectrpc/connectrpc.com,1,0,0,0,0,0,,,1
connectrpc,connectrpc/connect-es,1,0,0,0,0,0,,,1
in-toto,in-toto/friends,1,0,0,0,0,0,,,1
istio,istio/istio.io,1,1,0,0,0,0,,,0
devfile,devfile/cloud-dev-images,1,0,0,0,0,0,,,1
Kuadrant,Kuadrant/mcp-gateway,1,1,0,0,0,0,,,0
knative,knative/operator,1,0,0,0,0,0,,,1
etcd-io,etcd-io/auger,1,0,0,0,0,0,,,1
open-telemetry,open-telemetry/opentelemetry-java-contrib,1,1,0,0,0,0,,,0
dapr,dapr/go-sdk,1,1,0,0,0,0,,,0
konveyor,konveyor/kantra,1,1,0,0,0,0,,,0
backstage,backstage/docs-ui,1,0,0,0,0,0,,,1
cedar-policy,cedar-policy/cedar-examples,1,0,0,0,0,0,,,1
project-dalec,project-dalec/dalec-vscode-extension,1,1,0,0,0,0,,,0
kubernetes-client,kubernetes-client/python,1,1,0,0,0,0,,,0
radius-project,radius-project/design-notes,1,1,0,0,0,0,,,0
open-feature,open-feature/open-feature-operator,1,0,0,0,0,0,,,1
kcl-lang,kcl-lang/krm-kcl,1,0,0,0,0,0,,,1
spiffe,spiffe/spiffe.io,1,0,1,0,0,0,,,0
kubernetes,kubernetes/org,1,0,1,0,0,0,,,0
kubevirt,kubevirt/containerdisks,1,1,0,0,0,0,,,0
microcks,microcks/microcks-testcontainers-java,1,1,0,0,0,0,,,0
crossplane,crossplane/crossplane-tools,1,0,0,0,0,0,,,1
open-telemetry,open-telemetry/sig-contributor-experience,1,0,0,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/e2e-framework,1,0,1,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/kubetest2,1,0,1,0,0,0,,,0
spinframework,spinframework/spin-rust-sdk,1,1,0,0,0,0,,,0
dapr,dapr/components-contrib,1,0,1,0,0,0,,,0
kairos-io,kairos-io/provider-canonical,1,0,0,0,0,0,,,1
open-telemetry,open-telemetry/opentelemetry-python,1,0,1,0,0,0,,,0
k0sproject,k0sproject/k0sctl,1,0,0,0,1,0,,,0
werf,werf/3p-helm,1,0,1,0,0,0,,,0
k0sproject,k0sproject/image-builder,1,0,1,0,0,0,,,0
coredns,coredns/coredns,1,0,0,0,0,0,,,1
fluxcd,fluxcd/image-reflector-controller,1,0,0,0,0,0,,,1
cadence-workflow,cadence-workflow/cadence-go-client,1,0,0,0,1,0,,,0
flatcar,flatcar/scripts,1,0,0,0,0,0,,,1
solo-io,solo-io/gloo,1,0,1,0,0,0,,,0
oauth2-proxy,oauth2-proxy/oauth2-proxy,1,1,0,0,0,0,,,0
radius-project,radius-project/resource-types-contrib,1,0,0,0,0,0,,,1
krkn-chaos,krkn-chaos/website,1,0,1,0,0,0,,,0
cilium,cilium/design-cfps,1,1,0,0,0,0,,,0
cdk8s-team,cdk8s-team/cdk8s-core-go,1,0,0,0,0,0,,,1
crossplane-contrib,crossplane-contrib/provider-gitlab,1,0,0,0,0,0,,,1
helm,helm/community,1,1,0,0,0,0,,,0
kcp-dev,kcp-dev/krew-index,1,0,0,0,0,0,,,1
longhorn,longhorn/charts,1,0,1,0,0,0,,,0
opentofu,opentofu/terraform-provider-aws,1,0,0,0,0,0,,,1
megaease,megaease/.github,1,0,0,0,0,0,,,1
crossplane-contrib,crossplane-contrib/function-sequencer,1,0,0,0,0,0,,,1
sustainable-computing-io,sustainable-computing-io/community-operators-prod,1,0,0,0,0,0,,,1
k8sgpt-ai,k8sgpt-ai/k8sgpt,1,0,0,0,0,0,,,1
cilium,cilium/linux,1,0,0,0,0,0,,,1
argoproj-labs,argoproj-labs/argocd-operator,1,0,1,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/kjob,1,1,0,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/zeitgeist,1,0,0,0,0,0,,,1
shipwright-io,shipwright-io/cli,1,1,0,0,0,0,,,0
kube-logging,kube-logging/telemetry-controller,1,0,0,0,0,0,,,1
pipe-cd,pipe-cd/examples,1,0,0,0,0,0,,,1
inclavare-containers,inclavare-containers/guest-components,1,0,0,0,0,0,,,1
cubefs,cubefs/cubefs,1,1,0,0,0,0,,,0
envoyproxy,envoyproxy/go-control-plane,1,0,0,0,0,0,,,1
score-spec,score-spec/score-implementation-sample,1,0,0,0,0,0,,,1
kubestellar,kubestellar/homebrew-tap,1,0,0,0,0,0,,,1
paralus,paralus/paralus,1,1,0,0,0,0,,,0
openfga,openfga/language,1,1,0,0,0,0,,,0
kubernetes-csi,kubernetes-csi/csi-driver-smb,1,1,0,0,0,0,,,0
Project-HAMi,Project-HAMi/HAMi-WebUI,1,0,1,0,0,0,,,0
kserve,kserve/website,1,1,0,0,0,0,,,0
fluxcd,fluxcd/source-controller,1,0,0,0,0,0,,,1
kumahq,kumahq/go-control-plane,1,0,0,0,0,0,,,1
serverlessworkflow,serverlessworkflow/specification,1,1,0,0,0,0,,,0
cdk8s-team,cdk8s-team/cdk8s-aws-cdk,1,0,0,0,0,0,,,1
cdk8s-team,cdk8s-team/cdk8s-grafana,1,0,0,0,0,0,,,1
flatcar,flatcar/Flatcar,1,1,0,0,0,0,,,0
open-feature,open-feature/python-sdk,1,1,0,0,0,0,,,0
layer5io,layer5io/slack,1,0,0,0,0,0,,,1
prometheus,prometheus/node_exporter,1,1,0,0,0,0,,,0
cert-manager,cert-manager/makefile-modules,1,0,0,0,0,0,,,1
sustainable-computing-io,sustainable-computing-io/kepler-operator,1,1,0,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/kwok,1,0,0,0,1,0,,,0
knative-extensions,knative-extensions/knobots,1,0,0,0,0,0,,,1
cdk8s-team,cdk8s-team/cdk8s-image,1,0,0,0,0,0,,,1
open-feature,open-feature/flagd-testbed,1,1,0,0,0,0,,,0
cilium,cilium/cilium-cli,1,1,0,0,0,0,,,0
kubeflow,kubeflow/internal-acls,1,0,1,0,0,0,,,0
kumahq,kumahq/kuma-website,1,0,0,0,0,0,,,1
open-feature,open-feature/elixir-sdk-contrib,1,0,0,0,0,0,,,1
openfga,openfga/community,1,0,1,0,0,0,,,0
operator-framework,operator-framework/josdk-spring-boot-starter,1,0,0,0,0,0,,,1
microcks,microcks/microcks-testcontainers-java-spring-demo,1,0,0,0,0,0,,,1
cncf,cncf/mentoring,1,1,0,0,0,0,,,0
open-telemetry,open-telemetry/sig-project-infra,1,0,0,0,0,0,,,1
crossplane-contrib,crossplane-contrib/provider-kubernetes,1,1,0,0,0,0,,,0
vscode-kubernetes-tools,vscode-kubernetes-tools/vscode-kubernetes-tools,1,1,0,0,0,0,,,0
kagent-dev,kagent-dev/kmcp,1,1,0,0,0,0,,,0
kubearmor,kubearmor/kubearmor-client,1,0,0,0,0,0,,,1
prometheus-community,prometheus-community/windows_exporter,1,0,0,0,0,0,,,1
kubevirt,kubevirt/kubevirtci,1,1,0,0,0,0,,,0
open-policy-agent,open-policy-agent/gatekeeper-library,1,0,0,0,1,0,,,0
open-policy-agent,open-policy-agent/gatekeeper,1,0,0,0,1,0,,,0
kubernetes-sigs,kubernetes-sigs/aws-iam-authenticator,1,1,0,0,0,0,,,0
crossplane,crossplane/function-template-python,1,0,0,0,0,0,,,1
open-cluster-management-io,open-cluster-management-io/clusteradm,1,1,0,0,0,0,,,0
project-dalec,project-dalec/dalec-docker-desktop-extension,1,1,0,0,0,0,,,0
score-spec,score-spec/score-compose,1,1,0,0,0,0,,,0
kubevirt,kubevirt/application-aware-quota,1,1,0,0,0,0,,,0
konveyor,konveyor/tackle2-hub,1,1,0,0,0,0,,,0
openfga,openfga/rfcs,1,1,0,0,0,0,,,0
inspektor-gadget,inspektor-gadget/charts,1,1,0,0,0,0,,,0
cdk8s-team,cdk8s-team/cdk8s-plus-go,1,0,0,0,0,0,,,1
cdk8s-team,cdk8s-team/cdk8s-redis-go,1,0,0,0,0,0,,,1
perses,perses/common,1,0,0,0,0,0,,,1
nats-io,nats-io/nats.net,1,1,0,0,0,0,,,0
kubernetes,kubernetes/klog,1,1,0,0,0,0,,,0
kubevirt,kubevirt/kubevirt-tekton-tasks,1,0,0,0,0,0,,,1
sustainable-computing-io,sustainable-computing-io/kepler,1,1,0,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/prow,1,1,0,0,0,0,,,0
redhat-chaos,redhat-chaos/prow-scripts,1,0,0,0,0,0,,,1
openebs,openebs/linux-utils,1,1,0,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/metrics-server,1,1,0,0,0,0,,,0
cilium,cilium/certgen,1,1,0,0,0,0,,,0
openkruise,openkruise/rollouts,1,1,0,0,0,0,,,0
containerd,containerd/overlaybd,1,0,0,0,0,0,,,1
cri-o,cri-o/ocicni,1,1,0,0,0,0,,,0
microcks,microcks/community-operators-1,1,0,0,0,0,0,,,1
open-feature,open-feature/spec,1,0,0,0,0,0,,,1
knative-extensions,knative-extensions/eventing-istio,1,0,0,0,0,0,,,1
fluxcd,fluxcd/image-automation-controller,1,0,0,0,0,0,,,1
fluxcd,fluxcd/source-watcher,1,0,0,0,0,0,,,1
cncf,cncf/automation,1,0,0,0,1,0,,,0
inspektor-gadget,inspektor-gadget/website,1,0,0,0,0,0,,,1
