org,repo,activity,comments,prs,commits,issues,authors
aspnet,aspnet/EntityFramework,16442,11164,828,2179,2271,75
Baystation12,Baystation12/Baystation12,16372,10555,2511,2130,1176,150
realm,realm/realm-java,15891,11130,726,2741,1294,52
bitcoin,bitcoin/bitcoin,15860,13346,1626,318,570,83
RobotLocomotion,RobotLocomotion/drake,15759,13567,997,650,545,55
mattermost,mattermost/platform,15656,8336,2629,3897,794,143
eslint,eslint/eslint,15536,11613,1000,1538,1385,187
,syl20bnr/spacemacs,15405,11988,1105,449,1863,151
RIOT-OS,RIOT-OS/RIOT,15366,12886,1236,926,318,110
libretro,libretro/RetroArch,15254,5704,1025,7554,971,125
mozilla,mozilla/addons-server,15135,7398,1273,4929,1535,245
PX4,PX4/Firmware,14925,9856,1522,2509,1038,109
highfidelity,highfidelity/hifi,14517,9719,2435,2212,151,88
serverless,serverless/serverless,14484,9535,1112,2370,1467,228
owncloud,owncloud/core,14472,10722,764,1459,1527,93
facebook,facebook/react,14446,10804,1478,987,1177,267
mapbox,mapbox/mapbox-gl-native,14437,6688,1198,4922,1629,108
Microsoft,Microsoft/BotBuilder,14422,10675,148,1123,2476,100
voidlinux,voidlinux/void-packages,14320,4508,1549,7691,572,235
meteor,meteor/meteor,13938,11081,346,1091,1420,113
PokemonGoMap,PokemonGoMap/PokemonGo-Map,13922,11648,777,476,1021,138
HippieStationCode,HippieStationCode/HippieStation13,13910,12074,705,499,632,75
flutter,flutter/flutter,13736,8627,1611,1475,2023,73
yogstation13,yogstation13/yogstation,13622,10017,1365,1147,1093,78
webpack,webpack/webpack,13511,10110,814,991,1596,168
ArduPilot,ArduPilot/ardupilot,13454,9504,1484,1768,698,200
metabase,metabase/metabase,13415,7737,958,3240,1480,64
TeamPorcupine,TeamPorcupine/ProjectPorcupine,13171,10400,1210,952,609,114
mapsme,mapsme/omim,13130,7461,2634,2584,451,75
Yoast,Yoast/wordpress-seo,13049,8005,774,2371,1899,66
,endless-sky/endless-sky,13015,10652,341,887,1135,61
pingcap,pingcap/tidb,13009,5482,1536,5563,428,91
scikit-learn,scikit-learn/scikit-learn,12919,10794,1015,365,745,185
grafana,grafana/grafana,12861,8296,682,1148,2735,128
prestodb,prestodb/presto,12780,8344,1940,1589,907,164
EFForg,EFForg/https-everywhere,12778,6910,4166,1094,608,150
yarnpkg,yarnpkg/yarn,12771,9734,675,647,1715,218
Microsoft,Microsoft/vsts-tasks,12623,5975,1590,4194,864,160
ARMmbed,ARMmbed/mbed-os,12590,10026,1101,836,627,112
ElemeFE,ElemeFE/element,12542,7325,1297,1253,2667,138
openssl,openssl/openssl,12511,8053,1325,2573,560,173
OpenRCT2,OpenRCT2/OpenRCT2,12496,8533,1116,1775,1072,112
betaflight,betaflight/betaflight,12490,9318,1372,902,898,79
zulip,zulip/zulip,12445,9023,2282,225,915,50
getsentry,getsentry/sentry,12370,4341,1578,5793,658,89
gradle,gradle/gradle,12298,3478,449,7673,698,151
yiisoft,yiisoft/yii2,12282,9121,1155,495,1511,108
idaholab,idaholab/moose,12208,8087,1234,1907,980,94
matplotlib,matplotlib/matplotlib,12163,9427,1074,721,941,147
ansible,ansible/ansible-modules-core,12153,8326,1438,1239,1150,286
minetest,minetest/minetest,12137,10230,646,473,788,116
mesosphere,mesosphere/marathon,12091,6113,716,4206,1056,118
osmandapp,osmandapp/Osmand,11957,5119,104,5550,1184,206
openshift,openshift/openshift-ansible,11928,8351,1564,1485,528,151
SickRage,SickRage/SickRage,11853,8267,480,1306,1800,91
akeneo,akeneo/pim-community-dev,11756,2304,1619,7661,172,90
Project-OSRM,Project-OSRM/osrm-backend,11637,5142,839,4768,888,63
claroline,claroline/Distribution,11628,3803,1130,5651,1044,62
influxdata,influxdata/influxdb,11599,7109,858,2463,1169,103
iTXTech,iTXTech/Genisys,11516,8132,508,1596,1280,97
systemd,systemd/systemd,11493,8149,1330,820,1194,235
nextcloud,nextcloud/server,11353,7728,711,1365,1549,78
ant-design,ant-design/ant-design,11256,6734,781,602,3139,81
crate,crate/crate,11256,1992,1707,7402,155,45
JabRef,JabRef/jabref,11137,6742,1007,2681,707,87
angular,angular/material2,11114,7138,1093,837,2046,99
callemall,callemall/material-ui,10995,8212,832,392,1559,79
cdnjs,cdnjs/cdnjs,10987,7795,1381,104,1707,26
NativeScript,NativeScript/NativeScript,10801,6951,831,1701,1318,92
twbs,twbs/bootstrap,10759,7310,879,887,1683,160
hazelcast,hazelcast/hazelcast,10644,6179,1547,2022,896,97
,erikras/redux-form,10426,7677,357,736,1656,166
OpenRA,OpenRA/OpenRA,10370,7742,831,839,958,74
YetiForceCompany,YetiForceCompany/YetiForceCRM,10354,3712,228,5054,1360,42
tgstation,tgstation/-tg-station,10184,8501,824,509,350,67
wordpress-mobile,wordpress-mobile/WordPress-iOS,10159,4475,1091,3756,837,55
xitu,xitu/gold-miner,10134,7135,511,1726,762,169
angular,angular/material,10128,7258,653,379,1838,74
ParsePlatform,ParsePlatform/parse-server,10101,7493,445,627,1536,77
codenvy,codenvy/codenvy,10074,3919,896,4178,1081,65
openwhisk,openwhisk/openwhisk,10039,7125,1131,870,913,95
mautic,mautic/mautic,9986,6767,775,924,1520,82
hyperledger,hyperledger/fabric,9899,6539,795,1810,755,194
elastic,elastic/logstash,9838,7096,895,765,1082,48
aspnet,aspnet/Docs,9808,5098,1471,2639,600,314
,radare/radare2,9795,6548,1169,936,1142,93
kubernetes,kubernetes/kubernetes.github.io,9747,5280,1881,1780,806,570
rapid7,rapid7/metasploit-framework,9721,7160,927,1086,548,210
bioconda,bioconda/bioconda-recipes,9691,4185,2640,2613,253,238
palantir,palantir/atlasdb,9659,3176,1064,4988,431,112
opentx,opentx/opentx,9649,5273,635,2983,758,49
LLNL,LLNL/spack,9623,6849,1467,512,795,76
qbittorrent,qbittorrent/qBittorrent,9613,7770,273,286,1284,54
mamedev,mamedev/mame,9604,2392,1288,5778,146,214
Particular,Particular/docs.particular.net,9593,3255,772,5268,298,104
ansible,ansible/ansible-modules-extras,9529,6622,1306,1105,496,341
aspnet,aspnet/Mvc,9491,6373,448,1538,1132,71
TEAMMATES,TEAMMATES/teammates,9474,5509,927,2260,778,136
neo4j,neo4j/neo4j,9446,3700,1978,3424,344,96
wordpress-mobile,wordpress-mobile/WordPress-Android,9431,3640,813,4105,873,46
rcbops,rcbops/rpc-openstack,9397,6371,812,1847,367,60
openshift,openshift/openshift-docs,9396,5447,1942,1868,139,190
GoogleChrome,GoogleChrome/lighthouse,9387,5127,956,2398,906,89
numpy,numpy/numpy,9351,7419,690,553,689,177
spring-projects,spring-projects/spring-boot,9333,6192,640,599,1902,53
Microsoft,Microsoft/ChakraCore,9313,7036,1609,181,487,40
facebook,facebook/AsyncDisplayKit,9271,5022,1138,2442,669,105
openscholar,openscholar/openscholar,9232,4774,586,3169,703,33
frappe,frappe/erpnext,9228,4055,1297,1958,1918,104
mozilla,mozilla/testpilot,9203,4972,699,2430,1102,143
open-mpi,open-mpi/ompi,9188,6488,1210,1162,328,79
Microsoft,Microsoft/visualfsharp,9109,6987,649,734,739,73
broadinstitute,broadinstitute/cromwell,9065,3887,632,3665,881,50
camptocamp,camptocamp/ngeo,9039,3011,803,4784,441,34
xcat2,xcat2/xcat-core,9035,5855,1128,1163,889,68
crystal-lang,crystal-lang/crystal,9033,7001,594,385,1053,98
bazelbuild,bazelbuild/bazel,9029,6665,153,785,1426,103
alibaba,alibaba/weex,9015,4520,1006,2145,1344,114
neovim,neovim/neovim,8960,7118,792,214,836,35
nextcloud,nextcloud/android,8934,5483,234,2689,528,39
greenplum-db,greenplum-db/gpdb,8905,5514,1375,1791,225,173
,Lunat1q/Catchem-PoGo,8814,6053,176,461,2124,45
koding,koding/koding,8807,2223,1244,4703,637,38
CocoaPods,CocoaPods/CocoaPods,8749,7006,193,240,1310,40
pixijs,pixijs/pixi.js,8689,6158,649,1032,850,98
sequelize,sequelize/sequelize,8687,6339,468,686,1194,155
facebookincubator,facebookincubator/create-react-app,8673,6925,647,160,941,69
acemod,acemod/ACE3,8658,5067,846,2158,587,91
Sylius,Sylius/Sylius,8654,5086,2151,501,916,75
piwik,piwik/piwik,8646,4710,660,2313,963,70
certbot,certbot/certbot,8636,5730,660,1300,946,119
galaxyproject,galaxyproject/galaxy,8636,5729,1144,1123,640,92
hydroshare,hydroshare/hydroshare,8624,4938,367,2794,525,40
Ultimaker,Ultimaker/Cura,8609,4844,291,2801,673,65
cakephp,cakephp/cakephp,8579,6147,786,771,875,99
zurb,zurb/foundation-sites,8520,6264,676,783,797,182
jhipster,jhipster/generator-jhipster,8493,6133,1164,226,970,78
PowerShell,PowerShell/PowerShell,8454,6209,665,568,1012,121
druid-io,druid-io/druid,8450,5994,1133,831,492,98
telegramdesktop,telegramdesktop/tdesktop,8420,6394,115,634,1277,35
devtools-html,devtools-html/debugger.html,8408,5247,1071,1224,866,122
librenms,librenms/librenms,8360,5398,1305,516,1141,70
chapel-lang,chapel-lang/chapel,8345,4107,2084,1917,237,68
ocaml,ocaml/opam-repository,8334,3232,2622,2372,108,346
,mitchellh/packer,8315,5995,628,934,758,208
trilinos,trilinos/Trilinos,8306,5209,154,2112,831,132
astropy,astropy/astropy,8267,6824,585,449,409,84
citusdata,citusdata/citus,8231,3849,392,3478,512,49
realm,realm/realm-cocoa,8204,5434,318,1506,946,45
fossasia,fossasia/open-event-orga-server,8171,3694,1724,1730,1023,73
haskell,haskell/cabal,8162,6123,627,853,559,80
scipy,scipy/scipy,8140,6359,644,545,592,187
openwrt,openwrt/packages,8126,5078,1331,1382,335,268
,mishoo/UglifyJS2,8115,7037,385,321,372,35
owncloud,owncloud/client,8114,6239,289,805,781,55
SeleniumHQ,SeleniumHQ/selenium,8112,5135,312,1128,1537,122
,jabbink/PokemonGoBot,8104,6295,349,448,1012,59
hashicorp,hashicorp/nomad,8089,3848,851,2705,685,136
ponylang,ponylang/ponyc,8074,4810,684,2143,437,88
pymedusa,pymedusa/SickRage,8070,2733,652,4311,374,25
sakaiproject,sakaiproject/sakai,8065,3556,1917,2364,228,135
dotnet,dotnet/orleans,8062,5891,833,848,490,121
sympy,sympy/sympy,8044,6350,744,315,635,125
KhronosGroup,KhronosGroup/Vulkan-LoaderAndValidationLayers,8043,3552,895,3057,539,123
docker,docker/docker.github.io,7996,3382,1544,2109,961,449
auth0,auth0/docs,7990,2440,2241,2854,455,235
ethereum,ethereum/mist,7982,5060,429,1247,1246,47
bokeh,bokeh/bokeh,7925,4838,590,1411,1086,65
Microsoft,Microsoft/pxt,7913,2621,719,3461,1112,28
coreos,coreos/etcd,7898,5687,905,428,878,38
pi-hole,pi-hole/pi-hole,7890,5739,487,1165,499,60
coreos,coreos/rkt,7884,6044,733,584,523,116
simulationcraft,simulationcraft/simc,7874,2224,176,4670,804,93
w3c,w3c/web-platform-tests,7866,3857,1810,1951,248,278
akka,akka/akka,7830,5756,851,389,834,86
primefaces,primefaces/primeng,7822,3913,343,1585,1981,107
conda,conda/conda,7807,5524,372,275,1636,23
angular,angular/angular.io,7805,4126,1526,1315,838,238
dotCMS,dotCMS/core,7776,2843,933,2472,1528,66
Azure,Azure/azure-powershell,7771,5235,951,838,747,226
sagemathinc,sagemathinc/smc,7698,2982,379,3335,1002,36
JMRI,JMRI/JMRI,7692,3866,1588,1576,662,66
Microsoft,Microsoft/WinObjC,7577,4591,853,953,1180,70
pfnet,pfnet/chainer,7576,3680,1023,2484,389,122
flynn,flynn/flynn,7520,4712,567,1411,830,34
PCSX2,PCSX2/pcsx2,7510,6715,216,262,317,38
weaveworks,weaveworks/scope,7500,3881,597,2391,631,56
convox,convox/rack,7493,3356,878,2494,765,41
fish-shell,fish-shell/fish-shell,7467,5763,245,740,719,73
oppia,oppia/oppia,7463,5777,724,447,515,82
Azure,Azure/azure-cli,7460,4300,1066,1000,1094,51
,mitchellh/vagrant,7458,5642,352,575,889,131
Microsoft,Microsoft/RTVS,7447,4465,639,949,1394,24
BVLC,BVLC/caffe,7404,5474,448,337,1145,116
docker,docker/compose,7396,5671,385,313,1027,93
zooniverse,zooniverse/Panoptes-Front-End,7388,4218,769,1808,593,63
mapbox,mapbox/mapbox-gl-js,7385,4275,517,1671,922,101
mlr-org,mlr-org/mlr,7366,4177,434,2197,558,80
salesagility,salesagility/SuiteCRM,7354,4223,1097,893,1141,67
,NecronomiconCoding/NecroBot,7334,5161,699,573,901,146
hypothesis,hypothesis/h,7317,2773,1043,3225,276,34
,arvidn/libtorrent,7306,3819,1054,2133,300,38
strongloop,strongloop/loopback,7304,5447,228,813,816,49
pachyderm,pachyderm/pachyderm,7256,2882,580,3042,752,43
ONSdigital,ONSdigital/eq-survey-runner,7228,1413,683,4839,293,43
Cadasta,Cadasta/cadasta-platform,7227,3133,572,2816,706,48
AnalyticalGraphicsInc,AnalyticalGraphicsInc/cesium,7217,3907,657,2131,522,84
google,google/protobuf,7204,4919,779,694,812,161
linuxmint,linuxmint/Cinnamon,7185,5594,305,382,904,56
scality,scality/S3,7168,2687,464,3835,182,37
Mashape,Mashape/kong,7167,4345,503,1598,721,48
Microsoft,Microsoft/UWPCommunityToolkit,7163,5486,446,744,487,98
elastic,elastic/beats,7138,3940,1477,1132,589,77
RPCS3,RPCS3/rpcs3,7133,5660,470,466,537,54
esp8266,esp8266/Arduino,7127,5554,241,277,1055,79
angular,angular/angular.js,7122,5052,603,671,796,125
bolt,bolt/bolt,7119,4156,878,1520,565,92
facebook,facebook/jest,7084,4904,915,176,1089,41
cocos2d,cocos2d/cocos2d-x,7072,5180,945,159,788,43
nwjs,nwjs/nw.js,7064,5343,154,500,1067,36
Necrobot-Private,Necrobot-Private/NecroBot,7062,3969,480,1653,960,48
emberjs,emberjs/ember.js,7054,4720,853,801,680,125
kubernetes,kubernetes/test-infra,7036,4443,1236,1072,285,88
sphinx-doc,sphinx-doc/sphinx,7023,4647,492,1155,729,105
coala,coala/coala,7014,5632,572,455,355,50
thaliproject,thaliproject/Thali_CordovaPlugin,6971,3087,456,2659,769,41
kubernetes,kubernetes/contrib,6969,5214,994,211,550,51
PolarisSS13,PolarisSS13/Polaris,6949,3619,1546,1379,405,91
eclipse,eclipse/smarthome,6928,5019,881,367,661,53
netty,netty/netty,6918,5454,496,346,622,33
,danielgindi/Charts,6858,5067,189,320,1282,39
zeit,zeit/next.js,6845,4872,427,750,796,107
Graylog2,Graylog2/graylog2-server,6839,3527,650,1613,1049,34
pymc-devs,pymc-devs/pymc3,6835,4931,515,962,427,85
,Beep6581/RawTherapee,6818,5265,116,968,469,22
pingcap,pingcap/tikv,6799,2742,818,3063,176,55
mozilla,mozilla/addons-frontend,6794,3020,588,2367,819,129
ngageoint,ngageoint/hootenanny,6782,3388,406,2403,585,38
OpenKore,OpenKore/openkore,6764,6000,216,304,244,25
ChurchCRM,ChurchCRM/CRM,6758,2441,764,2587,966,24
nvaccess,nvaccess/nvda,6729,4605,246,905,973,40
mpv-player,mpv-player/mpv,6725,5248,345,180,952,27
google,google/ExoPlayer,6712,5049,159,405,1099,64
freeCodeCamp,freeCodeCamp/freeCodeCamp,6703,4797,367,258,1281,90
Microsoft,Microsoft/msbuild,6692,4627,666,705,694,72
HabitRPG,HabitRPG/habitrpg,6690,4339,426,1313,612,58
raspberrypi,raspberrypi/linux,6665,5458,223,639,345,198
,Dogfalo/materialize,6654,4850,289,303,1212,63
supercollider,supercollider/supercollider,6647,5296,530,438,383,69
xonsh,xonsh/xonsh,6627,4882,457,771,517,50
telerik,telerik/kendo-ui-core,6626,1459,176,3651,1340,158
plotly,plotly/plotly.js,6623,3794,545,1652,632,55
duckduckgo,duckduckgo/zeroclickinfo-goodies,6618,4544,834,822,418,229
fgpv-vpgf,fgpv-vpgf/fgpv-vpgf,6611,4631,579,561,840,28
,aksonov/react-native-router-flux,6576,4893,311,347,1025,127
WhisperSystems,WhisperSystems/Signal-Android,6574,5159,261,305,849,38
broadinstitute,broadinstitute/gatk,6573,3720,418,1934,501,54
reactioncommerce,reactioncommerce/reaction,6519,2627,551,2738,603,60
k9mail,k9mail/k-9,6512,4488,416,775,833,50
kontena,kontena/kontena,6511,2633,875,2399,604,44
inverse-inc,inverse-inc/packetfence,6497,2142,362,3435,558,40
sharetribe,sharetribe/sharetribe,6492,887,975,4522,108,49
DestinyItemManager,DestinyItemManager/DIM,6491,4002,548,1312,629,41
Dolibarr,Dolibarr/dolibarr,6469,1869,1112,2891,597,123
glpi-project,glpi-project/glpi,6460,3532,527,1441,960,53
eclipse,eclipse/jetty.project,6459,3109,237,2302,811,61
concrete5,concrete5/concrete5,6458,3259,890,1564,745,92
,ornicar/lila,6455,1478,344,3857,776,57
Tribler,Tribler/tribler,6442,5279,375,318,470,34
ant-design,ant-design/ant-design-mobile,6410,3439,218,1905,848,30
rubberduck-vba,rubberduck-vba/Rubberduck,6408,3985,719,715,989,29
valor-software,valor-software/ng2-bootstrap,6399,4400,354,747,898,115
iNavFlight,iNavFlight/inav,6374,5022,484,423,445,22
opensim-org,opensim-org/opensim-core,6367,3713,451,1911,292,37
jruby,jruby/jruby,6354,2888,228,2783,455,74
freeorion,freeorion/freeorion,6352,4188,495,1272,397,43
dgraph-io,dgraph-io/dgraph,6348,2660,469,2955,264,37
,gonetz/GLideN64,6340,5339,217,471,313,24
w3c,w3c/csswg-drafts,6336,4183,126,1088,939,72
halide,halide/Halide,6335,2099,705,3344,187,59
uclouvain,uclouvain/osis,6323,1914,937,2659,813,44
nim-lang,nim-lang/Nim,6305,3385,735,1253,932,166
,airyland/vux,6290,4229,206,894,961,57
,spf13/hugo,6290,3952,513,1077,748,210
e107inc,e107inc/e107,6273,3945,401,1202,725,34
wallabag,wallabag/wallabag,6264,3871,516,1151,726,79
bitpay,bitpay/copay,6238,3693,786,713,1046,32
kubernetes,kubernetes/helm,6235,3794,843,797,801,128
kaldi-asr,kaldi-asr/kaldi,6215,4644,629,661,281,130
Homebrew,Homebrew/brew,6208,4102,824,488,794,62
TryGhost,TryGhost/Ghost,6202,3343,670,1581,608,58
dotnet,dotnet/docfx,6188,2824,1039,2092,233,52
africanmathsinitiative,africanmathsinitiative/Instat,6188,3080,1422,1352,334,36
keystonejs,keystonejs/keystone,6174,3461,355,1829,529,99
arduino,arduino/Arduino,6169,4541,181,257,1190,48
google,google/WebFundamentals,6168,2001,1051,2559,557,175
citra-emu,citra-emu/citra,6157,4650,538,457,512,73
MinecraftForge,MinecraftForge/MinecraftForge,6143,4670,470,494,509,103
dmwm,dmwm/WMCore,6137,4467,641,672,357,39
whatwg,whatwg/html,6131,4851,337,357,586,33
,hrydgard/ppsspp,6113,4369,384,870,490,36
Elgg,Elgg/Elgg,6113,4261,766,549,537,25
devopsdays,devopsdays/devopsdays-web,6112,1788,1928,2196,200,224
odota,odota/ui,6087,1230,337,4244,276,38
,hydrabolt/discord.js,6066,2262,599,2685,520,91
opentoonz,opentoonz/opentoonz,6057,4596,460,425,576,56
VSCodeVim,VSCodeVim/Vim,6057,3620,436,1156,845,72
inasafe,inasafe/inasafe,6014,3883,798,734,599,24
Semantic-Org,Semantic-Org/Semantic-UI,6014,4327,144,316,1227,37
openlayers,openlayers/ol3,6014,4253,502,704,555,71
elixir-lang,elixir-lang/elixir,5990,3862,1015,702,411,128
c2corg,c2corg/v6_ui,5969,3550,409,1479,531,22
ipfs,ipfs/go-ipfs,5967,4002,420,1051,494,40
adobe,adobe/brackets,5932,4486,235,500,711,80
UniversalMediaServer,UniversalMediaServer/UniversalMediaServer,5919,3856,224,1676,163,21
translate,translate/pootle,5902,2759,1107,1532,504,34
NodeBB,NodeBB/NodeBB,5901,2701,311,2054,835,68
archesproject,archesproject/arches,5880,1221,789,3096,774,22
Minecolonies,Minecolonies/minecolonies,5871,3252,221,1855,543,27
cgeo,cgeo/cgeo,5861,3907,314,1055,585,28
Flexget,Flexget/Flexget,5855,2910,301,2125,519,97
fossasia,fossasia/gci16.fossasia.org,5846,4030,823,792,201,175
Azure,Azure/azure-webjobs-sdk-script,5845,3679,412,994,760,40
weaveworks,weaveworks/weave,5828,2834,334,2234,426,40
palantir,palantir/tslint,5826,3448,743,1014,621,122
18F,18F/micropurchase,5825,2064,692,2599,470,38
,mxstbr/react-boilerplate,5803,4471,476,130,726,35
driftyco,driftyco/ionic-app-scripts,5799,4477,112,519,691,39
DevExpress,DevExpress/testcafe,5782,4186,651,508,437,27
facebook,facebook/osquery,5781,3997,715,670,399,82
prometheus,prometheus/prometheus,5779,4099,434,697,549,101
aspnetboilerplate,aspnetboilerplate/aspnetboilerplate,5776,3633,110,1067,966,41
grpc,grpc/grpc-java,5770,3814,768,675,513,53
triplea-game,triplea-game/triplea,5765,3959,666,740,400,22
mozilla,mozilla/pdf.js,5754,4256,445,380,673,44
chef,chef/chef,5749,2862,478,2018,391,139
metasfresh,metasfresh/metasfresh,5730,699,511,3778,742,32
vmware,vmware/harbor,5728,2924,913,958,933,65
containous,containous/traefik,5724,4029,420,609,666,95
wireapp,wireapp/wire-webapp,5720,677,798,4089,156,26
TauCetiStation,TauCetiStation/TauCetiClassic,5720,4086,644,516,474,51
playframework,playframework/playframework,5714,3575,836,867,436,163
LMMS,LMMS/lmms,5703,4631,324,322,426,41
dotnet,dotnet/roslyn-project-system,5689,3912,467,538,772,38
python,python/mypy,5689,3888,617,351,833,56
IQSS,IQSS/dataverse,5666,3352,155,1565,594,39
openthread,openthread/openthread,5662,2793,1280,1284,305,57
vanilla,vanilla/vanilla,5651,1291,945,2611,804,50
openSUSE,openSUSE/open-build-service,5640,3071,944,1303,322,65
vaadin,vaadin/framework,5633,3229,589,1310,505,47
kubernetes,kubernetes/minikube,5630,3827,697,590,516,83
,Zarel/Pokemon-Showdown,5628,2833,806,1831,158,106
koreader,koreader/koreader,5627,4293,339,543,452,40
bigchaindb,bigchaindb/bigchaindb,5620,2438,648,1954,580,45
tangrams,tangrams/tangram-es,5616,2204,414,2648,350,24
department-of-veterans-affairs,department-of-veterans-affairs/vets-api,5612,1482,675,3308,147,40
cockpit-project,cockpit-project/cockpit,5609,3722,679,899,309,46
,kangax/fabric.js,5607,3832,311,799,665,28
pypa,pypa/pip,5606,4489,438,190,489,85
almende,almende/vis,5603,3931,379,406,887,81
AutoMapper,AutoMapper/AutoMapper,5601,4421,266,328,586,28
syncthing,syncthing/syncthing,5579,3292,181,1519,587,74
chartjs,chartjs/Chart.js,5579,3827,291,109,1352,29
SatelliteQE,SatelliteQE/robottelo,5577,3651,773,761,392,41
,racaljk/hosts,5575,4359,301,493,422,78
dealii,dealii/dealii,5569,3772,825,750,222,58
Homebrew,Homebrew/homebrew-science,5547,3737,856,644,310,204
ESMCI,ESMCI/cime,5546,3233,614,1104,595,50
,wasdennnoch/AndroidN-ify,5536,3178,634,979,745,71
ReactiveX,ReactiveX/rxjs,5536,4205,443,393,495,101
Theano,Theano/Theano,5517,4069,579,245,624,72
opnsense,opnsense/core,5504,2299,106,2541,558,38
HTBox,HTBox/allReady,5502,3616,618,578,690,129
department-of-veterans-affairs,department-of-veterans-affairs/caseflow,5499,1850,483,2630,536,36
apache,apache/trafficserver,5493,3157,965,1235,136,126
Azure,Azure/azure-quickstart-templates,5493,2437,1572,1216,268,368
,alexrj/Slic3r,5491,4377,135,543,436,22
projecthydra,projecthydra/sufia,5482,2513,714,1673,582,48
