org,repo,activity,comments,prs,commits,issues,authors
prestodb,prestodb/presto,1054,666,163,153,72,38
HabitRPG,HabitRPG/habitrpg,1044,734,53,183,74,12
RobotLocomotion,RobotLocomotion/drake,1043,910,58,30,45,17
chef,chef/inspec,1040,379,133,473,55,19
ansible,ansible/ansible-modules-extras,1025,672,171,119,63,50
yogstation13,yogstation13/yogstation,1023,748,101,115,59,19
,yegorf1/RogueBot,1022,266,121,506,129,14
Baystation12,Baystation12/Baystation12,1019,585,186,167,81,27
PX4,PX4/Firmware,1011,608,98,244,61,27
LLNL,LLNL/spack,997,673,119,140,65,33
mattermost,mattermost/platform,994,505,155,288,46,24
salesagility,salesagility/SuiteCRM,979,612,117,96,154,15
zfsonlinux,zfsonlinux/zfs,966,758,91,53,64,24
nextcloud,nextcloud/server,963,611,64,160,128,29
NativeScript,NativeScript/NativeScript,962,666,59,110,127,21
dmlc,dmlc/mxnet,959,654,95,69,141,27
palantir,palantir/atlasdb,959,402,105,420,32,27
rcbops,rcbops/rpc-openstack,948,661,54,200,33,16
neo4j,neo4j/neo4j,940,391,209,322,18,32
simulationcraft,simulationcraft/simc,939,415,13,384,127,21
HippieStationCode,HippieStationCode/HippieStation13,935,800,46,35,54,16
openssl,openssl/openssl,931,598,68,206,59,16
jupyter,jupyter/jupyterlab,931,571,98,178,84,21
,hydrabolt/discord.js,930,402,95,337,96,24
Project-OSRM,Project-OSRM/osrm-backend,928,394,64,383,87,15
spring-projects,spring-projects/spring-boot,920,576,52,117,175,15
aspnet,aspnet/Mvc,918,657,40,126,95,16
pydata,pydata/pandas,912,703,56,34,119,15
OpenRCT2,OpenRCT2/OpenRCT2,909,552,96,209,52,18
Ultimaker,Ultimaker/Cura,908,503,20,335,50,15
Sylius,Sylius/Sylius,908,531,219,73,85,25
openthread,openthread/openthread,906,501,183,172,50,15
angular,angular/material2,906,591,91,70,154,19
meteor,meteor/meteor,904,743,23,59,79,16
ParadiseSS13,ParadiseSS13/Paradise,900,710,89,51,50,22
pingcap,pingcap/tidb,896,372,93,407,24,13
pantheon-systems,pantheon-systems/terminus,894,286,103,494,11,14
glpi-project,glpi-project/glpi,893,535,69,163,126,15
vuejs,vuejs/vue,892,599,33,83,177,17
ucb-bar,ucb-bar/rocket-chip,890,350,119,404,17,21
haskell,haskell/cabal,889,658,66,106,59,17
,weidai11/cryptopp,885,262,17,559,47,11
koding,koding/koding,882,244,104,444,90,15
metabase,metabase/metabase,881,512,38,233,98,11
openwhisk,openwhisk/openwhisk,878,605,107,93,73,22
hazelcast,hazelcast/hazelcast,878,481,137,184,76,22
OpenRA,OpenRA/OpenRA,871,597,79,110,85,14
Cadasta,Cadasta/cadasta-platform,867,447,70,286,64,12
wpninjas,wpninjas/ninja-forms,859,428,67,188,176,11
department-of-veterans-affairs,department-of-veterans-affairs/vets-api,857,231,89,484,53,20
mapsme,mapsme/omim,856,471,171,159,55,22
openshift,openshift/openshift-docs,849,479,184,174,12,47
idaholab,idaholab/moose,846,576,79,138,53,23
RIOT-OS,RIOT-OS/RIOT,846,704,79,47,16,19
Automattic,Automattic/jetpack,844,367,100,290,87,28
dotnet,dotnet/cli,838,589,55,90,104,16
angular,angular/angular.io,837,389,173,187,88,47
,erikras/redux-form,835,563,40,56,176,26
ocaml,ocaml/opam-repository,831,479,186,154,12,44
iTXTech,iTXTech/Genisys,830,609,55,49,117,13
broadinstitute,broadinstitute/cromwell,830,317,64,367,82,14
airbnb,airbnb/caravel,827,504,86,143,94,12
baifendian,baifendian/Sirius,826,295,102,317,112,11
Microsoft,Microsoft/msbuild,826,562,93,110,61,13
open-mpi,open-mpi/ompi,826,621,86,92,27,17
angular,angular/angular.js,825,621,58,84,62,29
rapid7,rapid7/metasploit-framework,822,595,89,99,39,46
grafana,grafana/grafana,820,475,41,142,162,14
Azure,Azure/azure-powershell,818,568,101,78,71,36
influxdata,influxdata/influxdb,810,497,68,172,73,16
frappe,frappe/erpnext,808,337,132,190,149,17
betaflight,betaflight/betaflight,807,587,76,85,59,19
facebook,facebook/AsyncDisplayKit,806,385,103,264,54,16
w3c,w3c/web-platform-tests,801,382,175,202,42,50
TryGhost,TryGhost/Ghost,800,435,79,215,71,13
habitat-sh,habitat-sh/habitat,800,371,99,313,17,19
Microsoft,Microsoft/UWPCommunityToolkit,796,594,64,73,65,19
valor-software,valor-software/ng2-bootstrap,784,592,40,45,107,15
linuxmint,linuxmint/Cinnamon,780,625,34,41,80,17
mautic,mautic/mautic,777,537,49,50,141,14
scipy,scipy/scipy,759,598,61,52,48,29
almighty,almighty/almighty-core,758,459,67,134,98,12
pixijs,pixijs/pixi.js,754,552,61,55,86,13
dotnet,dotnet/orleans,754,522,100,90,42,29
kubernetes,kubernetes/kubernetes.github.io,753,441,133,121,58,74
mamedev,mamedev/mame,748,248,105,383,12,53
hashicorp,hashicorp/vault,746,375,67,237,67,21
SeleniumHQ,SeleniumHQ/selenium,744,479,34,105,126,22
sequelize,sequelize/sequelize,742,532,23,88,99,16
cakephp,cakephp/cakephp,741,576,39,44,82,16
,rpherbig/dr-scripts,736,317,61,246,112,13
trilinos,trilinos/Trilinos,734,467,17,183,67,31
systemd,systemd/systemd,734,498,88,66,82,42
VSCodeVim,VSCodeVim/Vim,728,440,47,157,84,15
pfnet,pfnet/chainer,727,359,110,212,46,22
pymc-devs,pymc-devs/pymc3,727,490,75,125,37,14
cockpit-project,cockpit-project/cockpit,725,452,122,78,73,12
devtools-html,devtools-html/debugger.html,721,499,90,61,71,15
auth0,auth0/docs,718,298,186,220,14,49
getsentry,getsentry/sentry,718,263,103,312,40,19
xonsh,xonsh/xonsh,718,534,58,61,65,14
xcat2,xcat2/xcat-core,717,474,74,96,73,19
google,google/protobuf,717,434,84,109,90,30
magefree,magefree/mage,713,256,109,265,83,23
influxdata,influxdata/telegraf,709,419,55,148,87,26
qTox,qTox/qTox,708,586,49,34,39,11
google,google/WebFundamentals,706,300,137,184,85,24
AnalyticalGraphicsInc,AnalyticalGraphicsInc/cesium,701,307,55,291,48,15
cocos2d,cocos2d/cocos2d-x,701,479,75,78,69,22
zooniverse,zooniverse/Panoptes-Front-End,700,409,78,139,74,16
bioconda,bioconda/bioconda-recipes,699,326,154,202,17,46
SickRage,SickRage/SickRage,696,522,27,38,109,13
mapbox,mapbox/mapbox-gl-js,681,401,40,165,75,26
coreos,coreos/rkt,681,505,65,68,43,23
projecthydra,projecthydra/sufia,678,329,85,187,77,15
openshift,openshift/openshift-ansible,677,435,101,103,38,22
prometheus,prometheus/prometheus,676,478,55,96,47,19
Azure,Azure/azure-cli,669,343,107,108,111,16
HaxeFoundation,HaxeFoundation/haxe,666,311,15,260,80,11
mozilla,mozilla/learning.mozilla.org,666,340,32,233,61,45
woothemes,woothemes/woocommerce,663,383,56,121,103,28
Dataman-Cloud,Dataman-Cloud/crane,661,147,162,318,34,19
openwrt,openwrt/packages,659,379,124,131,25,50
akka,akka/akka,654,463,69,47,75,13
syncthing,syncthing/syncthing,653,476,25,87,65,12
twitter,twitter/heron,652,431,81,84,56,23
,zyedidia/micro,646,405,51,108,82,21
Particular,Particular/NServiceBus,643,482,29,90,42,15
,mgechev/angular2-seed,642,429,47,67,99,23
pimcore,pimcore/pimcore,639,84,27,497,31,18
emberjs,emberjs/ember.js,638,419,75,54,90,15
sympy,sympy/sympy,638,480,54,35,69,23
reactioncommerce,reactioncommerce/reaction,637,245,40,270,82,11
openlayers,openlayers/ol3,635,468,57,70,40,11
acm-uiuc,acm-uiuc/rp2016,633,191,137,234,71,13
galaxyproject,galaxyproject/galaxy,633,453,72,71,37,16
bolt,bolt/bolt,630,381,74,126,49,16
mozilla,mozilla/activity-stream,628,305,60,153,110,12
dealii,dealii/dealii,625,480,58,69,18,15
scality,scality/S3,623,216,37,354,16,12
numpy,numpy/numpy,623,475,56,45,47,20
,radare/radare2,619,391,109,47,72,11
,thestonefox/SteamVR_Unity_Toolkit,616,356,72,138,50,13
angular,angular/angularfire2,608,489,33,23,63,13
Azure,Azure/azure-webjobs-sdk-script,607,372,40,115,80,12
elastic,elastic/logstash,607,423,65,53,66,11
AngularClass,AngularClass/angular2-webpack-starter,605,409,32,67,97,18
PolarisSS13,PolarisSS13/Polaris,604,311,143,127,23,18
mne-tools,mne-tools/mne-python,604,509,37,34,24,13
Microsoft,Microsoft/pxt,603,183,32,295,93,13
Graylog2,Graylog2/graylog2-server,598,335,51,110,102,13
druid-io,druid-io/druid,594,414,81,55,44,18
melpa,melpa/melpa,591,414,92,71,14,45
rollup,rollup/rollup,591,388,32,89,82,12
electrode-io,electrode-io/electrode-io.github.io,591,147,144,230,70,21
mozilla,mozilla/fxa-content-server,591,340,59,127,65,12
ant-design,ant-design/ant-design-mobile,589,261,32,207,89,11
playframework,playframework/playframework,587,398,83,80,26,23
akeneo,akeneo/pim-community-dev,586,143,88,330,25,23
,rburkey2005/virtualagc,586,293,44,189,60,12
lxc,lxc/lxd,584,409,65,63,47,12
uclouvain,uclouvain/osis,583,186,75,266,56,15
xitu,xitu/gold-miner,582,409,37,92,44,20
dedis,dedis/cothority,581,97,39,425,20,15
nim-lang,nim-lang/Nim,579,305,74,121,79,23
commercialhaskell,commercialhaskell/stack,576,435,15,51,75,14
conda,conda/conda,576,305,56,85,130,11
Submitty,Submitty/Submitty,575,122,57,308,88,11
sakaiproject,sakaiproject/sakai,572,227,115,209,21,33
terasolunaorg,terasolunaorg/guideline,570,105,116,331,18,18
hashicorp,hashicorp/nomad,567,307,56,155,49,16
SatelliteQE,SatelliteQE/robottelo,566,404,59,57,46,15
certbot,certbot/certbot,565,387,31,75,72,14
eclipse,eclipse/jetty.project,561,192,23,283,63,12
TerriaJS,TerriaJS/terriajs,557,209,58,233,57,11
citusdata,citusdata/citus,557,256,32,235,34,11
KhronosGroup,KhronosGroup/Vulkan-LoaderAndValidationLayers,556,261,60,197,38,24
SAPDocuments,SAPDocuments/Tutorials,553,22,32,109,390,11
ManageIQ,ManageIQ/manageiq-ui-self_service,553,378,84,74,17,14
cleanflight,cleanflight/cleanflight,553,399,24,99,31,17
TheOdinProject,TheOdinProject/curriculum,550,111,195,233,11,95
Microsoft,Microsoft/WinObjC,549,365,50,64,70,18
ubuntudesign,ubuntudesign/vanilla-framework,548,204,98,187,59,11
,trueadm/inferno,547,268,34,201,44,21
,spf13/hugo,543,330,39,102,72,26
nvaccess,nvaccess/nvda,537,334,22,102,79,12
baidu,baidu/Paddle,535,287,81,107,60,19
LigaData,LigaData/Kamanja,535,174,16,320,25,17
ElemeFE,ElemeFE/element,534,278,67,101,88,13
hydroshare,hydroshare/hydroshare,533,307,22,178,26,11
BuoyantIO,BuoyantIO/linkerd,531,272,57,170,32,13
elastic,elastic/beats,530,261,135,92,42,13
Azure,Azure/azure-iot-sdks,529,308,26,166,29,34
,monero-project/monero,528,357,70,51,50,18
dotnet,dotnet/core-docs,526,268,125,108,25,26
ESMCI,ESMCI/cime,524,298,67,85,74,18
SharePoint,SharePoint/sp-dev-docs,523,315,17,111,80,13
quilljs,quilljs/quill,521,335,29,71,86,12
mockito,mockito/mockito,517,327,21,146,23,12
GoogleChrome,GoogleChrome/lighthouse,517,247,58,167,45,12
,robbyrussell/oh-my-zsh,514,336,61,48,69,40
chef,chef/chef,513,275,50,145,43,20
pingcap,pingcap/tikv,513,203,66,227,17,12
fabric8io,fabric8io/fabric8-maven-plugin,512,186,37,262,27,11
ucb-bar,ucb-bar/firrtl,511,206,52,234,19,14
kubernetes,kubernetes/test-infra,510,307,106,82,15,23
kontena,kontena/kontena,510,193,58,212,47,12
dotCMS,dotCMS/core,509,187,48,165,109,14
facebook,facebook/zstd,509,336,38,96,39,19
ofiwg,ofiwg/libfabric,509,312,81,84,32,20
mlr-org,mlr-org/mlr,502,316,32,129,25,24
Samsung,Samsung/jerryscript,498,363,59,60,16,16
Flexget,Flexget/Flexget,496,233,16,220,27,13
WordPress,WordPress/twentyseventeen,495,312,60,56,67,20
wireapp,wireapp/wire-ios,494,112,89,260,33,15
Dolibarr,Dolibarr/dolibarr,493,136,88,224,45,26
ethereum,ethereum/solidity,493,298,54,80,61,13
opencontainers,opencontainers/image-spec,491,368,62,41,20,13
nasa,nasa/openmct,491,287,27,144,33,16
,aksonov/react-native-router-flux,490,353,24,24,89,19
OfficeDev,OfficeDev/office-ui-fabric-react,486,162,115,181,28,32
MachUpskillingFY17,MachUpskillingFY17/JabbR-Core,484,187,28,196,73,13
openemr,openemr/openemr,481,296,54,100,31,19
Shippable,Shippable/base,480,37,152,165,126,14
,jackhumbert/qmk_firmware,479,345,51,49,34,38
Leaflet,Leaflet/Leaflet,479,311,51,56,61,18
,bbatsov/rubocop,478,325,57,54,42,24
kubernetes,kubernetes/minikube,478,314,65,59,40,14
vanilla,vanilla/vanilla,477,128,57,171,121,13
googleapis,googleapis/toolkit,476,290,81,75,30,12
ngageoint,ngageoint/hootenanny,476,227,24,202,23,16
scrapy,scrapy/scrapy,476,336,49,53,38,12
dhis2,dhis2/dhis2-docs,475,39,80,328,28,11
01org,01org/ciao,471,267,57,88,59,12
SwiftyJSON,SwiftyJSON/SwiftyJSON,471,376,24,38,33,22
fontforge,fontforge/fontforge,471,337,48,48,38,11
matsueoss,matsueoss/hiyaoroshigo,469,54,87,311,17,14
facebook,facebook/osquery,466,226,96,94,50,21
ponylang,ponylang/ponyc,462,308,41,90,23,12
vuejs,vuejs/vue-router,462,308,19,78,57,14
driftyco,driftyco/ionic-native,461,292,31,80,58,22
zeit,zeit/hyperterm,460,331,26,63,40,13
jruby,jruby/jruby,458,237,16,161,44,12
MDAnalysis,MDAnalysis/mdanalysis,457,307,26,102,22,11
Azure,Azure/azure-quickstart-templates,455,211,130,98,16,53
DataDog,DataDog/dd-agent,454,203,71,164,16,28
Aurorastation,Aurorastation/Aurora.3,454,194,76,82,102,11
Moya,Moya/Moya,454,286,49,79,40,18
aspnet,aspnet/KestrelHttpServer,450,285,26,109,30,12
scikit-image,scikit-image/scikit-image,444,379,24,22,19,11
mesonbuild,mesonbuild/meson,444,288,50,64,42,17
,Zarel/Pokemon-Showdown,443,224,61,147,11,18
silverstripe,silverstripe/silverstripe-framework,442,297,44,31,70,13
meanjs,meanjs/mean,441,347,34,24,36,11
CGAL,CGAL/cgal,438,246,79,80,33,13
Codeception,Codeception/Codeception,438,304,45,42,47,22
,austintoddj/canvas,435,196,33,187,19,14
Homebrew,Homebrew/homebrew-php,434,285,63,55,31,15
twosigma,twosigma/beaker-notebook,431,146,52,183,50,11
NREL,NREL/EnergyPlus,430,232,25,151,22,17
dmlc,dmlc/xgboost,429,306,46,24,53,13
odota,odota/ui,428,138,40,210,40,11
PowerDNS,PowerDNS/pdns,428,208,82,91,47,19
africanmathsinitiative,africanmathsinitiative/Instat,427,148,129,109,41,11
raspberrypi,raspberrypi/linux,427,341,11,50,25,23
kaldi-asr,kaldi-asr/kaldi,426,313,53,45,15,22
hail-is,hail-is/hail,425,182,88,77,78,12
mozilla,mozilla/addons-frontend,425,157,24,177,67,26
jitsi,jitsi/jitsi-meet,425,103,120,184,18,12
curl,curl/curl,424,314,16,61,33,19
mavlink,mavlink/qgroundcontrol,424,284,46,51,43,11
,tomchristie/django-rest-framework,423,303,41,39,40,16
aspnet,aspnet/Docs,422,229,56,92,45,23
greenplum-db,greenplum-db/gpdb,420,268,55,78,19,34
influxdata,influxdata/docs.influxdata.com,420,184,50,124,62,21
oppia,oppia/oppia,419,338,36,27,18,11
facebook,facebook/rocksdb,419,250,24,111,34,28
,Alexpux/MINGW-packages,418,271,60,67,20,25
google,google/material-design-lite,417,229,33,92,63,13
cBioPortal,cBioPortal/cbioportal,416,234,63,70,49,20
collectd,collectd/collectd,415,292,39,56,28,17
codecombat,codecombat/codecombat,415,72,36,283,24,17
acquia,acquia/blt,415,151,118,126,20,15
cloudfoundry,cloudfoundry/bosh,414,112,14,262,26,28
weaveworks,weaveworks/scope,414,232,30,122,30,14
symfony,symfony/symfony-docs,412,243,70,87,12,41
,Miserlou/Zappa,412,238,28,103,43,12
Azure,Azure/azure-sdk-for-net,410,235,84,66,25,35
zurb,zurb/foundation-sites,410,291,28,44,47,25
JMRI,JMRI/JMRI,409,189,103,106,11,14
opencontainers,opencontainers/runc,408,308,57,23,20,12
MISP,MISP/MISP,406,202,40,101,63,13
almighty,almighty/almighty-ui,406,228,55,68,55,15
phpmyadmin,phpmyadmin/phpmyadmin,406,167,29,150,60,16
stormpath,stormpath/stormpath-sdk-java,404,152,28,190,34,16
airbnb,airbnb/react-native-maps,402,282,24,57,39,12
vmware,vmware/harbor,401,227,68,57,49,11
apereo,apereo/cas,400,134,20,221,25,11
projecthydra,projecthydra/curation_concerns,399,65,49,240,45,15
os-data,os-data/eu-structural-funds,399,101,30,196,72,12
ReactiveX,ReactiveX/rxjs,399,298,34,23,44,16
otavanopisto,otavanopisto/muikku,396,36,44,245,71,12
asteris-llc,asteris-llc/converge,395,129,39,187,40,13
wordpress-mobile,wordpress-mobile/WordPress-iOS,395,172,46,136,41,12
DynamoDS,DynamoDS/Dynamo,394,180,93,86,35,17
,pydanny/cookiecutter-django,392,252,15,97,28,18
SpongePowered,SpongePowered/SpongeCommon,392,138,24,202,28,22
Promact,Promact/promact-oauth-server,391,33,31,301,26,13
NodeBB,NodeBB/NodeBB,390,140,17,180,53,14
TauCetiStation,TauCetiStation/TauCetiClassic,390,230,56,48,56,11
Homebrew,Homebrew/homebrew-science,389,262,56,34,37,12
FreeRADIUS,FreeRADIUS/freeradius-server,385,122,34,213,16,12
JuliaGraphs,JuliaGraphs/LightGraphs.jl,383,224,32,105,22,11
ONSdigital,ONSdigital/eq-survey-runner,381,71,46,247,17,14
fpco,fpco/stackage,378,159,79,114,26,42
materialsproject,materialsproject/pymatgen,378,70,24,270,14,17
grommet,grommet/grommet,377,145,53,134,45,14
text-mask,text-mask/text-mask,377,244,33,70,30,11
elixir-lang,elixir-lang/elixir,374,240,57,45,32,19
fable-compiler,fable-compiler/Fable,373,199,42,102,30,12
quantopian,quantopian/zipline,373,96,45,218,14,19
halide,halide/Halide,371,114,41,203,13,15
Azure,Azure/azure-sdk-for-java,370,199,81,75,15,14
torchbox,torchbox/wagtail,368,237,42,57,32,21
prebid,prebid/Prebid.js,368,202,51,87,28,20
,racaljk/hosts,368,255,32,51,30,16
kubernetes,kubernetes/helm,367,205,52,54,56,11
,hustcc/timeago.js,366,173,61,114,18,37
NativeScript,NativeScript/nativescript-cli,364,214,26,83,41,14
broadinstitute,broadinstitute/gatk,364,177,26,129,32,19
kivy,kivy/kivy,362,216,48,69,29,19
typelevel,typelevel/cats,360,281,29,23,27,16
google,google/closure-compiler,359,253,15,38,53,22
videojs,videojs/video.js,359,267,22,27,43,14
frappe,frappe/frappe,359,88,88,162,21,24
Microsoft,Microsoft/vcpkg,358,183,32,77,66,18
idris-lang,idris-lang/Idris-dev,356,250,39,40,27,14
,rmosolgo/graphql-ruby,355,212,46,82,15,14
nipy,nipy/nipype,355,248,38,36,33,13
ethereum,ethereum/ethereumj,353,204,34,77,38,13
wordpress-mobile,wordpress-mobile/WordPress-Android,353,119,34,163,37,11
ufz,ufz/ogs,353,193,62,84,14,11
magento,magento/devdocs,352,105,27,209,11,32
Comcast,Comcast/traffic_control,351,98,97,87,69,15
osbzr,osbzr/gooderp_addons,349,132,84,80,53,11
RackHD,RackHD/RackHD,349,288,22,21,18,14
firemodels,firemodels/fds,346,131,80,117,18,11
hashicorp,hashicorp/consul,346,220,29,64,33,13
pyconsk,pyconsk/django-konfera,345,171,59,67,48,16
aframevr,aframevr/aframe,345,217,36,50,42,17
,gnunn1/terminix,345,214,15,79,37,14
MN-Script-Team,MN-Script-Team/DHS-PRISM-Scripts,345,209,46,63,27,14
gocd,gocd/gocd,344,138,87,84,35,16
stylelint,stylelint/stylelint,343,249,26,39,29,16
juju,juju/docs,342,179,52,73,38,16
,samselikoff/ember-cli-mirage,342,248,27,40,27,13
vapor,vapor/vapor,342,188,31,80,43,11
fusionpbx,fusionpbx/fusionpbx,342,111,38,150,43,14
containous,containous/traefik,341,239,18,57,27,14
openSUSE,openSUSE/open-build-service,335,154,51,101,29,16
eclipse,eclipse/omr,334,156,83,62,33,23
dotnet,dotnet/roslyn-project-system,332,202,32,33,65,11
Azure,Azure/autorest,332,209,44,39,40,18
RestComm,RestComm/Restcomm-Connect,332,160,18,70,84,11
rackerlabs,rackerlabs/rackspace-how-to,332,127,64,114,27,12
keystonejs,keystonejs/keystone,330,161,21,109,39,13
plone,plone/plone.app.mosaic,329,126,25,145,33,11
,gavinkwoe/weapp-ide-crack,329,198,17,56,58,11
lxc,lxc/lxc,328,241,31,26,30,13
infinitered,infinitered/ignite,328,221,26,50,31,12
mobxjs,mobxjs/mobx,326,226,20,35,45,18
,h4cc/awesome-elixir,324,64,46,37,177,28
marionettejs,marionettejs/backbone.marionette,324,249,25,23,27,12
leancloud,leancloud/docs,323,138,58,92,35,21
,lhorie/mithril.js,323,228,34,36,25,13
swimlane,swimlane/angular2-data-table,322,204,22,46,50,11
RaRe-Technologies,RaRe-Technologies/gensim,322,223,38,39,22,23
intelsdi-x,intelsdi-x/snap,322,215,39,30,38,13
StanfordLegion,StanfordLegion/legion,320,108,15,184,13,11
,Fyrd/caniuse,318,182,46,51,39,15
hechoendrupal,hechoendrupal/DrupalConsole,316,142,79,80,15,12
18F,18F/tock,315,138,30,114,33,11
,Cruel/freeShop,315,185,27,66,37,12
,mezz/JustEnoughItems,315,206,13,47,49,11
flatpak,flatpak/flatpak,311,180,30,70,31,14
Microsoft,Microsoft/pxt-microbit,311,33,20,235,23,11
artsy,artsy/force,310,138,68,63,41,12
,ianstormtaylor/slate,310,172,24,63,51,14
,malucooo/Otxserver-Global,310,71,45,164,30,11
fossasia,fossasia/susi_android,308,207,37,30,34,13
solidusio,solidusio/solidus,308,180,59,52,17,12
,cantino/huginn,307,225,29,27,26,11
Microsoft,Microsoft/vscode-docs,307,62,24,203,18,21
01org,01org/libyami,307,212,41,29,25,13
cuckoosandbox,cuckoosandbox/cuckoo,305,209,23,42,31,14
amalgam8,amalgam8/amalgam8,305,74,53,143,35,15
OperationCode,OperationCode/operationcode,304,140,48,65,51,16
IllinoisCogComp,IllinoisCogComp/illinois-cogcomp-nlp,301,183,50,44,24,12
