org,repo,activity,comments,prs,commits,issues,authors
hydroshare,hydroshare/hydroshare,819,552,27,213,27,16
acemod,acemod/ACE3,818,480,73,220,45,32
Microsoft,Microsoft/ChakraCore,815,618,147,20,30,15
ponylang,ponylang/ponyc,809,384,70,313,42,22
open-mpi,open-mpi/ompi,806,645,64,68,29,20
opentx,opentx/opentx,805,421,46,275,63,17
elastic,elastic/logstash,795,563,67,78,87,13
supercollider,supercollider/supercollider,795,612,74,64,45,24
ArmaLife,ArmaLife/Framework,795,443,101,185,66,13
w3c,w3c/html,795,541,77,122,55,18
hashicorp,hashicorp/vault,784,408,61,255,60,17
cleanflight,cleanflight/cleanflight,784,621,45,61,57,21
fgpv-vpgf,fgpv-vpgf/fgpv-vpgf,782,569,64,61,88,16
IIC2233-2016-1,IIC2233-2016-1/syllabus,775,511,12,83,169,22
cockpit-project,cockpit-project/cockpit,773,433,157,129,54,19
Graylog2,Graylog2/graylog2-server,770,459,45,150,116,20
oppia,oppia/oppia,767,608,66,26,67,15
mpv-player,mpv-player/mpv,762,579,32,84,67,17
solettaproject,solettaproject/soletta,760,517,127,86,30,27
galaxyproject,galaxyproject/galaxy,758,475,100,120,63,23
cakephp,cakephp/cakephp,757,563,72,45,77,14
gogits,gogits/gogs,756,611,31,26,88,12
Flexget,Flexget/Flexget,752,438,34,201,79,29
greenplum-db,greenplum-db/gpdb,743,509,105,106,23,32
sympy,sympy/sympy,741,616,54,18,53,15
kubernetes,kubernetes/contrib,741,439,140,101,61,37
chef,chef/chef,739,415,61,228,35,34
citra-emu,citra-emu/citra,737,549,59,60,69,17
projecthydra,projecthydra/sufia,735,379,91,191,74,19
jruby,jruby/jruby,735,331,22,320,62,20
GoogleChrome,GoogleChrome/lighthouse,733,400,92,189,52,25
palantir,palantir/atlasdb,731,268,98,318,47,38
loomio,loomio/loomio,724,373,64,234,53,12
docker,docker/compose,721,555,29,22,115,12
webpack,webpack/webpack,719,522,15,35,147,11
cubing,cubing/worldcubeassociation.org,719,461,83,125,50,16
zurb,zurb/foundation-sites,716,467,75,84,90,30
citusdata,citusdata/citus,712,415,26,203,68,22
silverstripe,silverstripe/silverstripe-framework,712,464,81,59,108,20
pingcap,pingcap/tidb,711,323,86,288,14,19
owncloud,owncloud/android,708,496,23,156,33,20
fossasia,fossasia/open-event-orga-server,706,329,107,140,130,17
pantsbuild,pantsbuild/pants,706,336,129,138,103,25
mapbox,mapbox/mapbox-gl-js,706,419,44,178,65,29
open-power-workgroup,open-power-workgroup/Hospital,705,308,98,250,49,40
PCSX2,PCSX2/pcsx2,704,626,15,30,33,11
openshift,openshift/openshift-ansible,702,533,60,73,36,24
weaveworks,weaveworks/weave,688,289,45,310,44,13
halide,halide/Halide,685,209,78,381,17,24
numpy,numpy/numpy,683,528,60,51,44,26
opentoonz,opentoonz/opentoonz,679,516,51,36,76,11
HuaweiBigData,HuaweiBigData/carbondata,679,418,116,89,56,31
emberjs,emberjs/ember.js,676,427,106,106,37,18
Semantic-Org,Semantic-Org/Semantic-UI,675,493,17,71,94,11
inasafe,inasafe/inasafe,672,460,70,63,79,12
ethereum,ethereum/go-ethereum,671,456,59,76,80,17
rapid7,rapid7/metasploit-framework,667,464,66,102,35,31
vanilla,vanilla/vanilla,666,172,101,273,120,28
Azure,Azure/azure-powershell,666,449,83,52,82,33
raspberrypi,raspberrypi/linux,661,559,36,40,26,26
aspnet,aspnet/KestrelHttpServer,659,386,44,187,42,22
Particular,Particular/NServiceBus,659,477,41,105,36,19
sequenceiq,sequenceiq/cloudbreak,655,55,142,446,12,25
mautic,mautic/mautic,653,418,58,71,106,12
esp8266,esp8266/Arduino,651,522,19,34,76,19
UV-CDAT,UV-CDAT/uvcdat,650,428,17,175,30,11
PopcornTimeTV,PopcornTimeTV/PopcornTimeTV,647,468,13,91,75,11
ngageoint,ngageoint/hootenanny,645,318,49,210,68,22
nasa,nasa/openmct,645,339,50,190,66,12
mbedmicro,mbedmicro/mbed,645,446,100,65,34,34
DataDog,DataDog/dd-agent,643,244,92,288,19,37
librenms,librenms/librenms,642,438,75,62,67,23
OfficeDev,OfficeDev/Office-UI-Fabric,641,220,80,314,27,19
telefonicaid,telefonicaid/fiware-orion,640,243,67,274,56,12
haskell,haskell/cabal,639,471,45,79,44,17
openai,openai/gym,639,340,62,184,53,35
hechoendrupal,hechoendrupal/DrupalConsole,639,331,129,112,67,29
LMMS,LMMS/lmms,638,543,32,29,34,13
docker,docker/swarm,635,476,60,36,63,18
VOREStation,VOREStation/VOREStation,632,213,133,200,86,21
divio,divio/django-cms,631,428,74,83,46,12
dotCMS,dotCMS/core,628,252,76,171,129,24
liqd,liqd/adhocracy3,627,298,79,233,17,14
ganga-devs,ganga-devs/ganga,626,372,37,186,31,12
grpc,grpc/grpc-java,624,427,67,61,69,12
BuoyantIO,BuoyantIO/linkerd,623,272,67,254,30,14
openwrt,openwrt/packages,619,358,124,108,29,58
bioconda,bioconda/bioconda-recipes,615,234,177,188,16,51
elastic,elastic/beats,610,314,133,116,47,18
Windows-XAML,Windows-XAML/Template10,604,403,42,76,83,15
convox,convox/rack,604,359,58,120,67,17
google,google/protobuf,602,376,91,64,71,25
cocos2d,cocos2d/cocos2d-x,602,415,90,16,81,11
DoSomething,DoSomething/phoenix,601,332,67,135,67,14
DataViva,DataViva/dataviva-site,596,87,96,325,88,13
otavanopisto,otavanopisto/muikku,595,22,82,395,96,15
HaxeFoundation,HaxeFoundation/haxe,592,350,24,122,96,15
facebook,facebook/reason,583,399,45,74,65,27
googleapis,googleapis/toolkit,581,349,96,88,48,19
torchbox,torchbox/wagtail,581,358,65,106,52,26
mono,mono/MonoGame,577,464,41,29,43,14
salesagility,salesagility/SuiteCRM,576,188,142,157,89,14
SpongePowered,SpongePowered/SpongeCommon,574,144,28,343,59,27
JMRI,JMRI/JMRI,573,253,152,149,19,24
mozilla,mozilla/fxa-content-server,570,311,45,177,37,21
Automattic,Automattic/woocommerce-connect-client,570,294,44,173,59,12
aspnet,aspnet/Docs,569,290,74,159,46,29
bridgedotnet,bridgedotnet/Bridge,569,261,47,143,118,13
adobe,adobe/brackets,569,397,27,71,74,16
nuitdebout,nuitdebout/wordpress,568,196,52,268,52,15
TryGhost,TryGhost/Ghost,565,266,66,191,42,17
NodeBB,NodeBB/NodeBB,563,251,26,180,106,28
DynamoDS,DynamoDS/Dynamo,563,387,61,47,68,21
quantopian,quantopian/zipline,563,161,45,333,24,16
nova-framework,nova-framework/framework,562,360,47,126,29,14
cBioPortal,cBioPortal/cbioportal,562,337,93,71,61,27
opensim-org,opensim-org/opensim-core,561,221,25,301,14,11
piwik,piwik/piwik,559,277,22,184,76,15
pixijs,pixijs/pixi.js,559,411,36,70,42,13
VietOpenCPS,VietOpenCPS/opencps,558,123,148,185,102,11
conda,conda/conda,557,316,33,103,105,11
dita-ot,dita-ot/dita-ot,555,416,32,67,40,11
CiscoCloud,CiscoCloud/mantl,555,336,50,124,45,14
Microsoft,Microsoft/visualfsharp,554,428,26,62,38,13
telerik,telerik/kendo-ui-core,548,134,15,280,119,41
ckan,ckan/ckan,548,379,54,75,40,20
NREL,NREL/EnergyPlus,545,326,37,149,33,21
AnalyticalGraphicsInc,AnalyticalGraphicsInc/cesium,544,273,59,172,40,22
Mashape,Mashape/kong,543,353,40,90,60,13
sphinx-doc,sphinx-doc/sphinx,543,365,37,72,69,19
fluent,fluent/fluentd,542,306,52,149,35,15
Azure,Azure/azure-iot-sdks,541,205,21,264,51,48
EngoEngine,EngoEngine/engo,540,220,40,236,44,14
pymc-devs,pymc-devs/pymc3,540,339,45,122,34,14
rathena,rathena/rathena,540,326,24,102,88,20
solidusio,solidusio/solidus,537,387,76,48,26,24
HubTurbo,HubTurbo/addressbook,536,118,66,261,91,13
subutai-io,subutai-io/base,533,28,132,342,31,31
OmniSharp,OmniSharp/omnisharp-vscode,532,380,44,39,69,14
operable,operable/cog,530,136,74,241,79,12
nitlang,nitlang/nit,530,361,91,62,16,12
vega,vega/vega-lite,529,321,25,140,43,13
zestedesavoir,zestedesavoir/zds-site,529,420,37,27,45,14
SeleniumHQ,SeleniumHQ/selenium,528,308,37,62,121,22
typelevel,typelevel/cats,527,406,48,50,23,24
rackerlabs,rackerlabs/rackspace-how-to,527,152,122,187,66,28
studentinsights,studentinsights/studentinsights,526,317,68,92,49,16
thelounge,thelounge/lounge,526,341,45,101,39,13
sparkbox,sparkbox/local-events-project,526,130,91,226,79,11
fpco,fpco/stackage,526,239,100,149,38,44
Azure,Azure/azure-quickstart-templates,524,269,116,106,33,56
nim-lang,nim-lang/Nim,523,294,59,92,78,34
pachyderm,pachyderm/pachyderm,522,184,37,253,48,13
interlegis,interlegis/sapl,522,188,46,215,73,11
dotnet,dotnet/orleans,522,380,44,61,37,25
mesosphere,mesosphere/marathon,518,260,40,146,72,18
bolt,bolt/bolt,518,299,63,88,68,18
processing,processing/processing,518,362,26,69,61,14
plotly,plotly/plotly.js,518,289,49,125,55,18
twosigma,twosigma/beaker-notebook,517,149,67,235,66,15
HSLdevcom,HSLdevcom/digitransit-ui,517,68,114,324,11,17
tmc-cli,tmc-cli/tmc-cli,516,99,97,261,59,17
18F,18F/web-design-standards,514,325,48,114,27,25
dealii,dealii/dealii,514,348,73,71,22,21
OpenGreekAndLatin,OpenGreekAndLatin/First1KGreek,513,209,57,84,163,11
primefaces,primefaces/primeng,509,188,21,160,140,11
Microsoft,Microsoft/vsts-agent,506,159,59,233,55,15
4teamwork,4teamwork/opengever.core,506,160,44,248,54,12
DarkstarProject,DarkstarProject/darkstar,505,313,67,99,26,22
hashicorp,hashicorp/nomad,505,183,53,231,38,18
easydigitaldownloads,easydigitaldownloads/easy-digital-downloads,504,322,44,97,41,13
VOLTTRON,VOLTTRON/volttron,504,129,35,249,91,22
pfnet,pfnet/chainer,502,201,68,214,19,20
Microsoft,Microsoft/visualfsharpdocs,502,186,91,181,44,29
actorapp,actorapp/actor-platform,501,84,32,297,88,15
parklab,parklab/refinery-platform,501,232,53,149,67,11
StackStorm,StackStorm/st2,500,260,44,171,25,13
scipy,scipy/scipy,500,397,37,28,38,19
eclipse,eclipse/jetty.project,500,188,27,235,50,18
openhab,openhab/openhab,497,375,39,46,37,26
redfin,redfin/react-server,496,274,76,92,54,13
bigchaindb,bigchaindb/bigchaindb,496,208,48,167,73,13
Azure,Azure/autorest,496,280,96,77,43,26
nZEDb,nZEDb/nZEDb,494,163,16,297,18,16
materialsproject,materialsproject/pymatgen,493,59,27,392,15,17
ceph,ceph/ceph-ansible,493,308,64,92,29,19
bokeh,bokeh/bokeh,492,297,34,90,71,14
letsencrypt,letsencrypt/boulder,491,200,57,207,27,11
google,google/ExoPlayer,491,376,18,34,63,12
docker,docker/distribution,490,387,35,31,37,19
RestComm,RestComm/Restcomm-Connect,489,244,14,131,100,21
FAForever,FAForever/fa,487,311,59,68,49,15
kontena,kontena/kontena,484,176,83,177,48,18
openlayers,openlayers/ol3,483,336,31,66,50,14
hyperion-project,hyperion-project/hyperion,482,382,34,47,19,15
mumble-voip,mumble-voip/mumble,481,343,38,57,43,13
ReactiveCocoa,ReactiveCocoa/ReactiveCocoa,480,311,70,61,38,16
dotnet,dotnet/wcf,480,330,55,53,42,14
broadinstitute,broadinstitute/gatk,480,243,27,194,16,20
mediachain,mediachain/mediachain,477,160,53,247,17,15
leapmotion,leapmotion/UnityModules,475,54,62,319,40,14
rethinkdb,rethinkdb/horizon,474,321,40,29,84,16
IQSS,IQSS/dataverse,473,265,14,150,44,14
Leaflet,Leaflet/Leaflet,473,320,40,61,52,25
cake-build,cake-build/cake,469,349,35,39,46,15
facebook,facebook/AsyncDisplayKit,469,314,65,57,33,26
acquaman,acquaman/acquaman,468,204,38,181,45,16
Yoast,Yoast/YoastSEO.js,468,159,60,199,50,15
timber,timber/timber,468,254,36,139,39,13
Codeception,Codeception/Codeception,468,316,36,63,53,24
Automattic,Automattic/mongoose,467,303,12,70,82,14
hyperspy,hyperspy/hyperspy,467,339,44,44,40,12
FreeRDP,FreeRDP/FreeRDP,467,357,36,34,40,11
checkstyle,checkstyle/checkstyle,466,291,41,88,46,16
coala-analyzer,coala-analyzer/coala,465,272,43,101,49,19
STEllAR-GROUP,STEllAR-GROUP/hpx,462,179,41,221,21,19
geoadmin,geoadmin/mf-geoadmin3,462,259,35,149,19,14
curl,curl/curl,458,311,29,77,41,27
kivy,kivy/kivy,457,300,41,57,59,24
jenkinsci,jenkinsci/gitlab-plugin,455,351,16,37,51,14
MycroftAI,MycroftAI/mycroft-core,455,286,36,84,49,13
SatelliteQE,SatelliteQE/robottelo,454,322,66,54,12,13
Dolibarr,Dolibarr/dolibarr,454,137,66,203,48,31
translate,translate/pootle,454,271,50,102,31,12
ngageoint,ngageoint/scale,454,135,42,220,57,14
UM-USElab,UM-USElab/gradecraft-development,453,55,44,329,25,12
dyninst,dyninst/dyninst,452,310,29,66,47,14
TerriaJS,TerriaJS/terriajs,452,112,30,231,79,17
BSData,BSData/wh40k,452,263,30,78,81,16
wallabag,wallabag/wallabag,450,245,43,77,85,20
WikiWatershed,WikiWatershed/model-my-watershed,450,316,42,47,45,12
openthread,openthread/openthread,448,157,80,180,31,22
IBM-Swift,IBM-Swift/Kitura,446,286,17,74,69,18
KC3Kai,KC3Kai/KC3Kai,445,211,33,169,32,11
blakesoftware-spring2016,blakesoftware-spring2016/bakken-quiz,444,50,56,248,90,14
chef,chef/chef-dk,441,144,49,236,12,20
nlp-compromise,nlp-compromise/nlp_compromise,440,303,28,63,46,20
rustcc,rustcc/RustPrimer,440,164,128,118,30,18
Samsung,Samsung/jerryscript,439,261,57,94,27,19
modxcms,modxcms/revolution,439,328,29,55,27,21
primefaces,primefaces/primefaces,438,269,13,51,105,11
top-think,top-think/framework,437,59,23,329,26,14
ethereum,ethereum/solidity,437,314,39,29,55,14
mjmlio,mjmlio/mjml,435,260,40,91,44,16
varnishcache,varnishcache/varnish-cache,435,280,18,112,25,16
vmware,vmware/harbor,434,209,71,96,58,21
scala-native,scala-native/scala-native,433,274,42,64,53,16
kadirahq,kadirahq/react-storybook,433,260,21,94,58,13
RedHatQE,RedHatQE/cfme_tests,432,191,124,104,13,24
aframevr,aframevr/aframe,431,296,47,47,41,15
CGAL,CGAL/cgal,430,298,52,57,23,15
PacificBiosciences,PacificBiosciences/smrtflow,430,152,76,164,38,12
MN-Script-Team,MN-Script-Team/DHS-MAXIS-Scripts,430,221,67,98,44,13
architecture-building-systems,architecture-building-systems/CEAforArcGIS,429,172,22,197,38,13
dCache,dCache/dcache,429,133,76,183,37,13
prometheus,prometheus/prometheus,429,295,39,48,47,18
ClearSkyTeam,ClearSkyTeam/ClearSky,428,246,15,139,28,11
kamailio,kamailio/kamailio,425,242,36,122,25,27
PowerDNS,PowerDNS/pdns,425,206,85,85,49,13
KSP-CKAN,KSP-CKAN/NetKAN,425,169,183,52,21,11
berkeley-stat222,berkeley-stat222/mousestyles,424,298,56,59,11,25
magento,magento/devdocs,422,121,42,244,15,44
mozilla,mozilla/activity-stream,422,242,36,63,81,17
dailymotion,dailymotion/hls.js,422,273,19,89,41,14
nengo,nengo/nengo,421,268,15,126,12,13
junit-team,junit-team/junit5,421,190,17,193,21,11
Microsoft,Microsoft/msbuild,421,316,35,29,41,11
containous,containous/traefik,419,279,34,61,45,12
mobxjs,mobxjs/mobx,418,299,23,59,37,22
airbnb,airbnb/caravel,416,211,59,77,69,16
wckansai2016,wckansai2016/site-design,415,143,37,187,48,12
dotnet,dotnet/docfx,415,190,48,156,21,19
cloudfoundry,cloudfoundry/bosh,413,187,14,188,24,37
scikit-image,scikit-image/scikit-image,413,325,36,20,32,15
frappe,frappe/erpnext,413,152,74,119,68,24
intellij-rust,intellij-rust/intellij-rust,409,167,27,169,46,11
dmwm,dmwm/WMCore,407,291,47,54,15,14
typetools,typetools/checker-framework,407,128,31,206,42,14
qorelanguage,qorelanguage/qore,406,121,68,145,72,16
shogun-toolbox,shogun-toolbox/shogun,405,251,44,92,18,14
BugBusterSWE,BugBusterSWE/MaaS,404,29,14,311,50,14
obspy,obspy/obspy,404,286,32,58,28,11
informatics-isi-edu,informatics-isi-edu/chaise,404,217,18,98,71,13
landlab,landlab/landlab,404,104,33,252,15,15
BugBusterSWE,BugBusterSWE/documentation,404,83,68,167,86,12
google,google/closure-compiler,403,298,20,41,44,22
MISP,MISP/MISP,402,227,37,86,52,12
ddnet,ddnet/ddnet,402,203,27,148,24,12
firemodels,firemodels/fds-smv,401,125,67,186,23,18
broadinstitute,broadinstitute/gatk-protected,401,133,20,219,29,18
ngageoint,ngageoint/geowave,401,78,42,254,27,19
beetbox,beetbox/beets,399,276,28,65,30,13
urho3d,urho3d/Urho3D,398,182,28,155,33,20
dashpay,dashpay/dash,398,226,70,81,21,15
openSUSE,openSUSE/open-build-service,398,191,62,120,25,18
kubernetes,kubernetes/helm,398,161,88,82,67,14
mlr-org,mlr-org/mlr,397,263,32,75,27,22
kaldi-asr,kaldi-asr/kaldi,397,305,53,25,14,13
openfoodfoundation,openfoodfoundation/openfoodnetwork,396,254,18,49,75,13
airbnb,airbnb/enzyme,396,302,27,25,42,14
perl6,perl6/doc,395,143,35,167,50,27
open-orchestra,open-orchestra/open-orchestra-cms-bundle,395,121,74,177,23,12
playframework,playframework/playframework,395,241,49,64,41,24
Azure,Azure/azure-webjobs-sdk-script,394,212,43,90,49,12
libMesh,libMesh/libmesh,394,222,56,102,14,14
payara,payara/Payara,394,295,41,41,17,14
qutheory,qutheory/vapor,393,213,38,87,55,14
glpi-project,glpi-project/glpi,392,215,20,108,49,14
CachetHQ,CachetHQ/Cachet,392,210,48,80,54,13
coala-analyzer,coala-analyzer/coala-bears,391,254,37,83,17,11
