org,repo,activity,comments,prs,commits,issues,authors
caskroom,caskroom/homebrew-cask,3682,1321,1712,481,168,221
palantir,palantir/plottable,3593,1457,470,1484,182,13
meteor,meteor/meteor,3561,2529,102,453,477,42
WhisperSystems,WhisperSystems/TextSecure,3538,2581,216,255,486,16
angular-ui,angular-ui/ng-grid,3522,2542,162,205,613,45
zooniverse,zooniverse/Panoptes-Front-End,3505,2035,263,669,538,13
ansible,ansible/ansible,3466,2172,374,402,518,48
mantidproject,mantidproject/mantid,3447,807,513,1977,150,36
deis,deis/deis,3438,2740,237,191,270,39
driftyco,driftyco/ionic,3411,2656,84,152,519,28
nodejs,nodejs/io.js,3387,3004,155,108,120,39
pydata,pydata/pandas,3382,2614,302,102,364,36
adobe,adobe/brackets,3369,2547,142,275,405,43
eslint,eslint/eslint,3364,2546,247,165,406,30
akka,akka/akka,3363,2676,211,214,262,20
ethereum,ethereum/go-ethereum,3355,2095,326,457,477,27
iojs,iojs/io.js,3346,2951,159,97,139,31
playframework,playframework/playframework,3313,2193,401,433,286,83
e-government-ua,e-government-ua/i,3292,1116,79,1721,376,68
azavea,azavea/nyc-trees,3289,1862,451,518,458,12
weaveworks,weaveworks/weave,3268,1866,263,848,291,17
cakephp,cakephp/cakephp,3223,2250,267,338,368,34
aspnet,aspnet/dnx,3208,1659,220,982,347,24
Elgg,Elgg/Elgg,3188,2368,332,258,230,19
react-bootstrap,react-bootstrap/react-bootstrap,3170,2275,262,439,194,40
uber,uber/tchannel,3149,1064,470,1536,79,31
esp8266,esp8266/Arduino,3130,2424,149,208,349,49
YetiForceCompany,YetiForceCompany/YetiForceCRM,3127,665,353,1620,489,15
dotnet,dotnet/coreclr,3126,2436,267,188,235,49
chef,chef/chef,3121,1991,233,681,216,50
openhab,openhab/openhab,3115,2377,271,275,192,83
aspnet,aspnet/EntityFramework,3106,1932,215,584,375,35
jruby,jruby/jruby,3104,1315,76,1451,262,35
rancherio,rancherio/rancher,3075,2009,56,117,893,14
docker,docker/machine,3049,2422,211,173,243,34
emberjs,emberjs/ember.js,3048,2166,291,180,411,32
docker,docker/swarm,3037,2172,291,367,207,35
learningequality,learningequality/ka-lite,3026,2174,318,312,222,29
DynamoDS,DynamoDS/Dynamo,2988,1612,559,664,153,31
ethereum,ethereum/cpp-ethereum,2965,1289,529,778,369,30
emberjs,emberjs/data,2929,1951,291,450,237,68
Polymer,Polymer/polymer,2919,1645,160,591,523,34
sympy,sympy/sympy,2889,2343,224,161,161,39
Automattic,Automattic/jetpack,2889,1549,236,874,230,75
scipy,scipy/scipy,2801,2296,185,169,151,59
fabric8io,fabric8io/fabric8,2792,1114,386,1059,233,23
diydrones,diydrones/ardupilot,2772,1788,271,521,192,48
XX-net,XX-net/XX-Net,2765,2183,53,107,422,14
angular-ui,angular-ui/bootstrap,2757,2242,127,69,319,31
twbs,twbs/bootstrap,2755,2053,162,172,368,34
mc-server,mc-server/MCServer,2693,1870,209,418,196,34
joyent,joyent/node,2674,2183,133,70,288,33
mne-tools,mne-tools/mne-python,2627,2320,121,48,138,18
ansible,ansible/ansible-modules-core,2625,1808,327,222,268,80
cockroachdb,cockroachdb/cockroach,2621,1045,357,1134,85,24
zfsonlinux,zfsonlinux/zfs,2610,2225,127,73,185,25
wordpress-mobile,wordpress-mobile/WordPress-iOS,2601,1177,277,926,221,19
uProxy,uProxy/uproxy,2584,1431,194,616,343,16
numpy,numpy/numpy,2568,2132,153,131,152,49
netty,netty/netty,2563,1988,129,268,178,12
facebook,facebook/presto,2562,1507,472,437,146,46
AppliedEnergistics,AppliedEnergistics/Applied-Energistics-2,2551,1884,145,153,369,16
gitlabhq,gitlabhq/gitlabhq,2539,1776,119,410,234,93
aspnet,aspnet/Mvc,2519,1394,183,712,230,29
TEAMMATES,TEAMMATES/repo,2495,1189,348,720,238,22
wordpress-mobile,wordpress-mobile/WordPress-Android,2430,901,226,1043,260,12
openlayers,openlayers/ol3,2408,1722,242,235,209,23
docker,docker/compose,2398,1924,136,77,261,23
BVLC,BVLC/caffe,2396,1852,152,83,309,38
kitematic,kitematic/kitematic,2390,1531,117,448,294,22
sulu-io,sulu-io/sulu,2381,707,247,1288,139,19
spring-projects,spring-projects/spring-boot,2380,1513,156,305,406,34
ramda,ramda/ramda,2377,2021,135,104,117,18
composer,composer/composer,2361,1899,131,151,180,49
Metaswitch,Metaswitch/calico,2351,1407,216,591,137,19
ember-cli,ember-cli/ember-cli,2343,1717,246,72,308,26
astropy,astropy/astropy,2326,1924,140,144,118,29
atom,atom/electron,2320,1647,155,56,462,13
neo4j,neo4j/neo4j,2274,915,491,753,115,37
SpongePowered,SpongePowered/SpongeAPI,2263,1496,79,522,166,25
rackt,rackt/react-router,2261,1509,108,310,334,44
PX4,PX4/Firmware,2259,1680,269,173,137,23
minetest,minetest/minetest,2247,1767,105,221,154,38
wet-boew,wet-boew/wet-boew,2247,1901,88,75,183,13
diaspora,diaspora/diaspora,2239,1556,202,350,131,28
bolt,bolt/bolt,2224,1320,308,421,175,35
woothemes,woothemes/woocommerce,2210,1261,212,300,437,51
EFForg,EFForg/https-everywhere,2210,987,483,471,269,88
CiscoCloud,CiscoCloud/microservices-infrastructure,2206,1075,270,686,175,42
facebook,facebook/hhvm,2197,1669,124,48,356,17
hypothesis,hypothesis/h,2177,1335,114,602,126,13
openframeworks,openframeworks/openFrameworks,2174,1590,168,269,147,40
callemall,callemall/material-ui,2167,1389,231,276,271,67
genomizer,genomizer/genomizer-server,2166,496,287,1273,110,25
CocoaPods,CocoaPods/CocoaPods,2165,1611,62,175,317,19
UV-CDAT,UV-CDAT/uvcdat,2144,1576,130,294,144,13
SatelliteQE,SatelliteQE/robottelo,2135,1412,199,192,332,12
opal,opal/opal,2123,1764,130,165,64,17
nengo,nengo/nengo_viz,2121,1083,132,787,119,15
SleepyTrousers,SleepyTrousers/EnderIO,2114,1416,109,244,345,11
Dolibarr,Dolibarr/dolibarr,2105,727,387,755,236,39
realm,realm/realm-java,2100,1446,86,390,178,15
mono,mono/MonoGame,2097,1653,173,134,137,23
DarkstarProject,DarkstarProject/darkstar,2092,1195,261,438,198,44
HaxeFoundation,HaxeFoundation/haxe,2079,1534,60,255,230,19
projectjellyfish,projectjellyfish/api,2078,724,189,991,174,20
Sitefinity,Sitefinity/feather-widgets,2074,105,524,1299,146,22
cfpb,cfpb/cfgov-refresh,2054,949,193,840,72,14
numixproject,numixproject/numix-icon-theme-circle,2047,1071,249,400,327,15
systemd,systemd/systemd,2038,1123,287,473,155,86
linuxmint,linuxmint/Cinnamon,2005,1339,146,276,244,20
mesosphere,mesosphere/marathon,2002,1208,158,396,240,39
mozilla,mozilla/fxa-content-server,1997,1300,149,335,213,14
ploneintranet,ploneintranet/ploneintranet,1982,769,171,990,52,27
KSP-KOS,KSP-KOS/KOS,1967,1405,154,165,243,15
Mashape,Mashape/kong,1958,844,125,835,154,15
broadinstitute,broadinstitute/hellbender,1957,1083,117,608,149,15
openwrt,openwrt/packages,1938,1007,292,498,141,86
micropython,micropython/micropython,1921,1433,111,300,77,17
mitodl,mitodl/lore,1903,759,148,849,147,11
realm,realm/realm-cocoa,1895,1221,86,337,251,17
NodeBB,NodeBB/NodeBB,1885,998,68,512,307,21
motech-implementations,motech-implementations/mim,1880,847,232,742,59,13
jquery,jquery/jquery,1856,1451,93,132,180,15
PCSX2,PCSX2/pcsx2,1849,1407,75,285,82,18
inveniosoftware,inveniosoftware/invenio,1847,1102,261,382,102,26
Yoast,Yoast/wordpress-seo,1846,1135,101,315,295,16
json-api,json-api/json-api,1823,1281,150,267,125,29
twosigma,twosigma/beaker-notebook,1821,680,224,606,311,13
prometheus,prometheus/prometheus,1821,980,197,578,66,21
processing,processing/processing,1812,1053,64,461,234,21
inverse-inc,inverse-inc/packetfence,1803,497,81,989,236,14
Sitefinity,Sitefinity/feather,1801,280,224,584,713,23
MightyPirates,MightyPirates/OpenComputers,1800,1189,59,338,214,19
DataDog,DataDog/dd-agent,1797,524,201,1010,62,34
mozilla,mozilla/pdf.js,1794,1415,108,97,174,21
libgit2,libgit2/libgit2,1794,1257,185,268,84,38
TryGhost,TryGhost/Ghost,1793,1163,225,204,201,35
akkadotnet,akkadotnet/akka.net,1792,1267,216,177,132,40
balderdashy,balderdashy/waterline,1791,1564,66,57,104,22
videojs,videojs/video.js,1786,1308,118,155,205,20
KeenSoftwareHouse,KeenSoftwareHouse/SpaceEngineers,1780,1342,236,106,96,35
dotnet,dotnet/orleans,1772,1084,204,391,93,33
facebook,facebook/osquery,1768,1188,229,214,137,22
opentx,opentx/opentx,1765,1010,87,509,159,13
mkdocs,mkdocs/mkdocs,1753,1253,155,188,157,24
muut,muut/riotjs,1750,1286,107,209,148,27
Homebrew,Homebrew/homebrew-science,1749,1134,325,212,78,57
coreos,coreos/etcd,1744,1108,157,280,199,19
OmniSharp,OmniSharp/omnisharp-atom,1737,1019,158,404,156,19
ReactiveCocoa,ReactiveCocoa/ReactiveCocoa,1732,1283,100,167,182,29
PocketMine,PocketMine/PocketMine-MP,1725,1011,75,276,363,13
fontforge,fontforge/fontforge,1725,1405,71,86,163,16
pypa,pypa/pip,1711,1239,133,131,208,26
ResearchKit,ResearchKit/ResearchKit,1706,1194,193,200,119,50
cgeo,cgeo/cgeo,1705,1126,54,297,228,12
idaholab,idaholab/moose,1686,950,254,234,248,29
KSP-CKAN,KSP-CKAN/CKAN,1684,1155,124,147,258,17
grpc,grpc/grpc-java,1684,1127,216,209,132,15
schemaorg,schemaorg/schemaorg,1682,1192,82,250,158,16
geoadmin,geoadmin/mf-geoadmin3,1674,926,104,532,112,11
letsencrypt,letsencrypt/boulder,1672,802,198,485,187,11
liberland,liberland/constitution,1672,1329,104,140,99,11
jscs-dev,jscs-dev/node-jscs,1654,1292,98,137,127,38
NativeScript,NativeScript/NativeScript,1643,950,162,273,258,17
rackerlabs,rackerlabs/encore-ui,1634,1005,124,403,102,21
torchbox,torchbox/wagtail,1628,983,174,303,168,31
pepyatka,pepyatka/pepyatka-html,1627,859,102,261,405,15
librenms,librenms/librenms,1623,955,247,208,213,20
cefsharp,cefsharp/CefSharp,1621,1311,64,122,124,12
FreeRADIUS,FreeRADIUS/freeradius-server,1615,320,120,1124,51,18
spree,spree/spree,1613,989,171,305,148,67
magento,magento/magento2,1612,1276,51,41,244,24
Sylius,Sylius/Sylius,1587,1089,199,170,129,50
OrchardCMS,OrchardCMS/Orchard,1584,979,105,268,232,38
angular,angular/protractor,1583,1179,82,82,240,29
symfony,symfony/symfony-docs,1573,927,215,373,58,98
primefaces,primefaces/primefaces,1566,850,59,197,460,24
openshift,openshift/openshift-docs,1564,920,259,316,69,54
getnikola,getnikola/nikola,1557,827,89,498,143,13
SeleniumHQ,SeleniumHQ/selenium,1555,978,107,226,244,37
numenta,numenta/nupic,1546,1103,146,128,169,20
dib-lab,dib-lab/khmer,1542,935,69,466,72,16
Microsoft,Microsoft/PTVS,1529,779,189,203,358,17
docker,docker/distribution,1516,1171,169,50,126,19
bundler,bundler/bundler,1516,1079,98,199,140,40
coreos,coreos/rkt,1509,1074,205,104,126,17
docker,docker/libnetwork,1498,962,259,210,67,33
Leaflet,Leaflet/Leaflet,1494,975,124,265,130,52
facebook,facebook/flow,1489,1162,75,79,173,30
open-mpi,open-mpi/ompi,1489,960,132,345,52,24
FreeRDP,FreeRDP/FreeRDP,1485,1111,155,124,95,29
libgit2,libgit2/libgit2sharp,1479,987,80,358,54,23
hydroshare,hydroshare/hydroshare,1473,675,97,537,164,20
molgenis,molgenis/molgenis,1469,458,376,380,255,13
hashicorp,hashicorp/vault,1467,874,134,258,201,56
translate,translate/pootle,1463,837,65,397,164,15
Codeception,Codeception/Codeception,1449,818,144,310,177,58
supercollider,supercollider/supercollider,1444,1121,85,119,119,21
bokeh,bokeh/bokeh,1440,899,112,233,196,20
github,github/git-lfs,1432,865,147,303,117,28
Theano,Theano/Theano,1431,1003,175,123,130,32
robolectric,robolectric/robolectric,1428,1011,129,133,155,26
bitpay,bitpay/copay,1427,650,278,273,226,15
pyca,pyca/cryptography,1427,940,228,204,55,28
mozilla,mozilla/webmaker-app,1423,1022,101,105,195,13
18F,18F/18f.gsa.gov,1420,403,267,694,56,47
constabulary,constabulary/gb,1419,910,102,237,170,20
arrayfire,arrayfire/arrayfire,1417,789,203,285,140,16
EC-CUBE,EC-CUBE/ec-cube,1414,634,359,332,89,22
matplotlib,matplotlib/matplotlib,1409,1132,90,51,136,20
rebar,rebar/rebar3,1406,949,180,157,120,18
STEllAR-GROUP,STEllAR-GROUP/hpx,1403,583,142,606,72,18
opencart,opencart/opencart,1399,936,92,137,234,28
libgdx,libgdx/libgdx,1394,927,93,201,173,35
elementary,elementary/mvp,1390,581,172,529,108,25
OfficeDev,OfficeDev/PnP,1388,611,307,352,118,50
acquaman,acquaman/acquaman,1386,565,91,594,136,11
chef,chef/chef-server,1381,589,142,514,136,28
networkx,networkx/networkx,1379,1066,118,110,85,28
Metaswitch,Metaswitch/calico-docker,1379,427,163,727,62,20
TechEmpower,TechEmpower/FrameworkBenchmarks,1379,872,164,258,85,60
bosun-monitor,bosun-monitor/bosun,1367,544,162,539,122,15
RocketChat,RocketChat/Rocket.Chat,1364,470,87,617,190,26
gocd,gocd/gocd,1352,871,168,165,148,18
haskell,haskell/cabal,1349,1058,84,108,99,39
silverstripe,silverstripe/silverstripe-framework,1348,950,215,102,81,38
pouchdb,pouchdb/pouchdb,1347,991,72,150,134,18
GoogleCloudPlatform,GoogleCloudPlatform/gcloud-node,1346,1003,107,106,130,12
citra-emu,citra-emu/citra,1343,981,157,134,71,17
keystonejs,keystonejs/keystone,1340,891,68,205,176,32
ReactiveX,ReactiveX/RxJava,1331,1016,118,99,98,13
DotNetAnalyzers,DotNetAnalyzers/StyleCopAnalyzers,1323,795,170,180,178,11
hashicorp,hashicorp/consul,1318,844,88,228,158,51
flynn,flynn/flynn,1307,676,143,380,108,11
jekyll,jekyll/jekyll,1307,1048,75,57,127,13
marionettejs,marionettejs/backbone.marionette,1303,1040,87,76,100,30
concrete5,concrete5/concrete5-5.7.0,1299,715,182,268,134,20
idris-lang,idris-lang/Idris-dev,1291,750,179,223,139,45
google,google/protobuf,1288,799,162,185,142,35
druid-io,druid-io/druid,1287,827,201,203,56,26
taigaio,taigaio/taiga-front,1277,401,81,729,66,11
AnalyticalGraphicsInc,AnalyticalGraphicsInc/cesium,1274,656,126,389,103,13
openETCS,openETCS/modeling,1267,501,76,499,191,22
duckduckgo,duckduckgo/zeroclickinfo-spice,1258,935,156,110,57,19
swagger-api,swagger-api/swagger-ui,1258,853,104,65,236,18
raintank,raintank/grafana,1257,533,118,433,173,13
Carthage,Carthage/Carthage,1245,958,52,84,151,20
AIFDR,AIFDR/inasafe,1243,759,176,160,148,11
MinecraftForge,MinecraftForge/MinecraftForge,1242,873,92,143,134,30
slimphp,slimphp/Slim,1231,904,116,122,89,26
pods-framework,pods-framework/pods,1230,599,112,409,110,14
tygron-virtual-humans,tygron-virtual-humans/tygron-connect,1228,531,229,410,58,12
crowdresearch,crowdresearch/crowdsource-platform,1224,348,223,571,82,67
i3,i3/i3,1215,977,62,69,107,12
codecombat,codecombat/codecombat,1206,464,140,458,144,60
pantsbuild,pantsbuild/pants,1203,437,332,350,84,34
github,github/linguist,1200,908,110,99,83,46
OpenELEC,OpenELEC/OpenELEC.tv,1200,823,97,210,70,25
magefree,magefree/mage,1196,321,84,660,131,36
swagger-api,swagger-api/swagger-codegen,1194,697,146,210,141,35
ansible,ansible/ansible-modules-extras,1193,834,252,47,60,13
jshint,jshint/jshint,1179,890,78,54,157,24
Tribler,Tribler/tribler,1176,910,109,97,60,11
ofiwg,ofiwg/libfabric,1150,652,231,213,54,24
SUSE,SUSE/machinery,1149,296,232,563,58,12
dotnet,dotnet/llilc,1149,744,132,147,126,16
rtfd,rtfd/readthedocs.org,1146,758,64,206,118,30
dotCMS,dotCMS/core,1145,547,93,202,303,14
spesmilo,spesmilo/electrum,1143,511,124,410,98,18
DoSomething,DoSomething/dosomething,1136,656,141,135,204,11
deeplearning4j,deeplearning4j/deeplearning4j,1132,288,89,669,86,17
scrapy,scrapy/scrapy,1124,738,120,171,95,33
pantheon-systems,pantheon-systems/documentation,1123,450,168,445,60,38
nukeviet,nukeviet/nukeviet,1122,455,97,325,245,13
owncloud,owncloud/documentation,1112,583,152,293,84,16
OpenKinect,OpenKinect/libfreenect2,1107,943,52,40,72,11
Famous,Famous/engine,1106,820,123,70,93,15
ether,ether/etherpad-lite,1101,792,60,157,92,26
PolymerElements,PolymerElements/polymer-starter-kit,1095,798,71,99,127,18
mapbox,mapbox/mapbox-gl-js,1095,563,68,308,156,20
processing,processing/p5.js,1093,753,104,137,99,34
ipfs,ipfs/go-ipfs,1087,769,131,96,91,11
OpenBazaar,OpenBazaar/OpenBazaar,1084,829,80,92,83,20
cargomedia,cargomedia/CM,1082,785,106,103,88,11
FAForever,FAForever/fa,1080,619,97,261,103,15
NREL,NREL/EnergyPlus,1079,568,62,329,120,24
haskell,haskell/haskell-mode,1078,755,98,137,88,23
pyload,pyload/pyload,1075,568,88,235,184,23
kivy,kivy/kivy,1067,592,122,188,165,36
mesosphere,mesosphere/kubernetes-mesos,1066,536,59,335,136,11
novus,novus/nvd3,1063,798,80,64,121,29
sandstorm-io,sandstorm-io/sandstorm,1063,569,143,247,104,16
OpenMS,OpenMS/OpenMS,1062,799,86,98,79,16
tastejs,tastejs/todomvc,1056,779,72,154,51,20
OnsenUI,OnsenUI/OnsenUI,1055,423,106,429,97,16
ZeroK-RTS,ZeroK-RTS/Zero-K,1051,586,158,230,77,12
aspnet,aspnet/Docs,1049,445,109,282,213,34
deployphp,deployphp/deployer,1046,770,76,100,100,23
divio,divio/django-cms,1046,619,139,167,121,45
DemocracyOS,DemocracyOS/app,1045,313,100,483,149,13
intel-hadoop,intel-hadoop/gearpump,1044,508,164,154,218,13
ga4gh,ga4gh/server,1043,803,81,81,78,12
machinekit,machinekit/machinekit,1043,800,101,84,58,12
python-pillow,python-pillow/Pillow,1040,628,111,232,69,22
phoenixframework,phoenixframework/phoenix,1036,657,121,136,122,40
MongoEngine,MongoEngine/mongoengine,1034,840,71,59,64,32
w3c,w3c/webappsec,1034,618,79,254,83,21
zendframework,zendframework/zf2,1032,703,98,116,115,24
skulpt,skulpt/skulpt,1027,775,76,125,51,14
otland,otland/forgottenserver,1027,749,71,98,109,14
ControlSystemStudio,ControlSystemStudio/cs-studio,1012,558,129,257,68,14
vanilla,vanilla/vanilla,1000,328,171,449,52,19
Capgemini,Capgemini/Apollo,999,302,145,459,93,13
facebook,facebook/PathPicker,997,610,88,213,86,28
ged-lab,ged-lab/khmer,991,647,59,232,53,24
phenotips,phenotips/phenotips,988,379,93,319,197,15
SalesforceFoundation,SalesforceFoundation/Cumulus,976,376,54,443,103,11
openfl,openfl/openfl,973,592,71,206,104,23
Azure,Azure/azure-xplat-cli,967,628,93,105,141,25
PowerDNS,PowerDNS/pdns,963,540,149,189,85,15
TelescopeJS,TelescopeJS/Telescope,962,560,58,222,122,16
hyperium,hyperium/hyper,960,446,121,330,63,22
notepad-plus-plus,notepad-plus-plus/notepad-plus-plus,960,646,69,71,174,17
ngageoint,ngageoint/geowave,956,161,84,645,66,15
bcit-ci,bcit-ci/CodeIgniter,955,647,115,85,108,28
NativeScript,NativeScript/nativescript-cli,954,410,130,323,91,11
AFNetworking,AFNetworking/AFNetworking,952,681,67,65,139,13
heroku,heroku/heroku,948,526,102,252,68,25
mochajs,mochajs/mocha,938,764,58,34,82,23
easydigitaldownloads,easydigitaldownloads/Easy-Digital-Downloads,937,615,105,130,87,12
MN-Script-Team,MN-Script-Team/DHS-MAXIS-Scripts,937,540,152,130,115,14
square,square/okhttp,931,598,79,146,108,16
BroadleafCommerce,BroadleafCommerce/BroadleafCommerce,931,208,55,520,148,21
maidsafe,maidsafe/routing,930,462,143,257,68,15
zikula,zikula/core,930,600,58,188,84,11
zurb,zurb/foundation,929,579,68,103,179,54
naver,naver/pinpoint,929,169,329,331,100,19
swagger-api,swagger-api/swagger-core,929,562,94,107,166,15
KeepSafe,KeepSafe/aiohttp,925,523,64,277,61,28
MSOpenTech,MSOpenTech/azure-xplat-cli,924,455,181,203,85,15
letsencrypt,letsencrypt/lets-encrypt-preview,923,538,109,165,111,15
octobercms,octobercms/october,922,479,94,228,121,33
dmlc,dmlc/xgboost,919,561,65,192,101,28
18F,18F/midas,915,533,91,170,121,16
sdelements,sdelements/lets-chat,913,608,57,150,98,22
martinisgroup,martinisgroup/servers,912,502,61,284,65,21
IIC2233-2015-1,IIC2233-2015-1/syllabus,901,457,72,189,183,11
marmelab,marmelab/ng-admin,899,383,83,347,86,11
dropwizard,dropwizard/dropwizard,898,545,124,161,68,37
Azure,Azure/azure-powershell,893,530,147,111,105,49
bitovi,bitovi/canjs,884,339,94,338,113,20
drush-ops,drush-ops/drush,884,552,79,155,98,29
kframework,kframework/k,882,498,79,248,57,13
google,google/cadvisor,881,590,124,112,55,11
aws,aws/aws-sdk-php,878,462,67,268,81,16
BladeRunnerJS,BladeRunnerJS/brjs,877,500,76,228,73,12
MicrosoftDX,MicrosoftDX/Vorlonjs,875,556,72,150,97,21
facebook,facebook/componentkit,875,527,121,104,123,34
telefonicaid,telefonicaid/fiware-orion,870,288,78,396,108,13
ZoneMinder,ZoneMinder/ZoneMinder,860,580,84,128,68,22
sonata-project,sonata-project/SonataAdminBundle,857,603,88,77,89,31
square,square/leakcanary,856,569,70,79,138,12
google,google/WebFundamentals,851,211,87,432,121,33
summernote,summernote/summernote,848,470,68,169,141,24
Alamofire,Alamofire/Alamofire,847,551,56,133,107,18
rails-api,rails-api/active_model_serializers,842,684,52,38,68,22
libuv,libuv/libuv,841,671,63,51,56,21
concrete5,concrete5/concrete5,838,394,143,230,71,31
Polymer,Polymer/docs,838,437,129,157,115,53
eXist-db,eXist-db/exist,837,542,107,131,57,11
bitcoin,bitcoin/bitcoin.org,835,637,62,83,53,19
codemirror,codemirror/CodeMirror,833,523,75,123,112,33
geonetwork,geonetwork/core-geonetwork,831,318,68,309,136,16
RobotLocomotion,RobotLocomotion/drake,828,475,154,121,78,15
openshift,openshift/training,826,336,181,241,68,27
strands-project,strands-project/aaf_deployment,823,433,123,171,96,12
hyperoslo,hyperoslo/Form,811,398,84,275,54,13
npm,npm/newww,808,375,82,217,134,16
bloomberg,bloomberg/chef-bcpc,804,426,118,208,52,14
EricssonResearch,EricssonResearch/openwebrtc,800,596,58,68,78,12
activeadmin,activeadmin/activeadmin,798,585,61,60,92,29
moose-team,moose-team/friends,795,492,58,168,77,23
swift-nav,swift-nav/piksi_firmware,792,549,86,74,83,11
projecthydra,projecthydra/sufia,792,381,114,202,95,21
rancherio,rancherio/os,786,463,107,130,86,12
HippieStationCode,HippieStationCode/HippieStation13,784,296,161,246,81,20
mybb,mybb/mybb,775,523,67,62,123,19
elastic,elastic/elasticsearch-net,769,375,63,193,138,17
boto,boto/boto,762,527,97,42,96,32
xpressengine,xpressengine/xe-core,761,423,81,110,147,13
CGAL,CGAL/cgal,760,535,74,97,54,23
allegro,allegro/ralph,760,406,134,152,68,15
lxc,lxc/lxd,755,387,177,86,105,12
Samsung,Samsung/GearVRf,755,528,95,79,53,14
nim-lang,nim-lang/Nim,754,521,67,94,72,24
Reactive-Extensions,Reactive-Extensions/RxJS,754,421,85,172,76,47
Kunstmaan,Kunstmaan/KunstmaanBundlesCMS,749,259,163,195,132,25
Microsoft,Microsoft/TypeScript-Sublime-Plugin,749,477,66,97,109,13
FormidableLabs,FormidableLabs/radium,748,404,67,203,74,13
SUSE,SUSE/Portus,745,330,110,222,83,11
stepmania,stepmania/stepmania,731,351,111,209,60,25
wp-e-commerce,wp-e-commerce/WP-e-Commerce,731,386,51,211,83,11
openhatch,openhatch/oh-mainline,728,518,56,100,54,25
drone,drone/drone,725,399,60,195,71,23
ckan,ckan/ckan,721,422,70,139,90,23
aws,aws/aws-cli,718,428,85,123,82,14
deeplearning4j,deeplearning4j/nd4j,716,163,65,415,73,13
thelia,thelia/thelia,712,295,166,197,54,24
ocaml,ocaml/opam,710,486,58,75,91,17
pencilblue,pencilblue/pencilblue,710,388,74,169,79,17
lhcb,lhcb/first-analysis-steps,709,457,59,141,52,14
h2o,h2o/h2o,705,349,61,221,74,14
