org,repo,activity,comments,prs,commits,issues,authors
home-assistant,home-assistant/home-assistant,1505,963,271,163,108,30
TrinityCore,TrinityCore/TrinityCore,1487,938,76,358,115,37
dmlc,dmlc/mxnet,1476,1112,77,51,236,28
eslint,eslint/eslint,1454,1133,71,129,121,29
meteor,meteor/meteor,1438,1168,33,85,152,11
Homebrew,Homebrew/homebrew-core,1414,880,403,49,82,36
HippieStationCode,HippieStationCode/HippieStation13,1403,1223,59,50,71,18
bitcoin,bitcoin/bitcoin,1387,1171,154,25,37,14
iTXTech,iTXTech/Genisys,1377,1067,77,63,170,17
owncloud,owncloud/core,1374,1021,80,141,132,18
RocketChat,RocketChat/Rocket.Chat,1374,856,92,235,191,40
realm,realm/realm-java,1341,902,63,277,99,15
electron,electron/electron,1319,804,112,163,240,19
angular,angular/material,1307,913,107,106,181,21
ARMmbed,ARMmbed/mbed-os,1304,982,149,85,88,37
EFForg,EFForg/https-everywhere,1295,619,513,98,65,21
ethcore,ethcore/parity,1269,463,148,555,103,16
nextcloud,nextcloud/server,1264,847,108,173,136,21
prestodb,prestodb/presto,1240,866,157,140,77,35
attic-labs,attic-labs/noms,1239,830,145,156,108,20
mattermost,mattermost/platform,1219,640,178,373,28,27
AusDTO,AusDTO/gov-au-beta,1217,490,122,585,20,12
facebook,facebook/react,1213,905,123,95,90,39
PX4,PX4/Firmware,1205,734,131,256,84,19
Microsoft,Microsoft/vsts-tasks,1201,616,138,362,85,38
metabase,metabase/metabase,1194,625,75,352,142,13
serverless,serverless/serverless,1167,827,77,121,142,13
woothemes,woothemes/woocommerce,1153,606,85,285,177,36
CleverRaven,CleverRaven/Cataclysm-DDA,1145,743,162,111,129,24
scikit-learn,scikit-learn/scikit-learn,1140,965,94,19,62,11
ansible,ansible/ansible-modules-extras,1138,826,127,128,57,65
aspnet,aspnet/EntityFramework,1133,710,82,187,154,12
ArduPilot,ArduPilot/ardupilot,1092,750,136,163,43,48
mapsme,mapsme/omim,1091,601,228,206,56,19
Particular,Particular/NServiceBus,1090,734,76,243,37,14
Particular,Particular/docs.particular.net,1090,298,87,681,24,28
hashicorp,hashicorp/nomad,1080,489,128,408,55,27
libretro,libretro/RetroArch,1073,462,104,437,70,24
mamedev,mamedev/mame,1070,413,169,469,19,44
PokemonGoF,PokemonGoF/PokemonGo-Bot-Desktop,1060,729,36,128,167,13
openssl,openssl/openssl,1055,634,113,274,34,27
voidlinux,voidlinux/void-packages,1050,327,111,565,47,45
betaflight,betaflight/betaflight,1049,764,140,45,100,12
pingcap,pingcap/tidb,1043,420,118,477,28,19
influunt,influunt/influunt,1033,255,125,468,185,12
flutter,flutter/flutter,1029,599,161,148,121,17
yiisoft,yiisoft/yii2,1022,596,229,70,127,19
galaxyproject,galaxyproject/galaxy,1022,714,126,121,61,21
YetiForceCompany,YetiForceCompany/YetiForceCRM,1021,428,13,417,163,12
LLNL,LLNL/spack,1013,705,146,71,91,21
dotnet,dotnet/cli,1011,687,55,161,108,21
TheUnnameOrganization,TheUnnameOrganization/RocketBot,1010,559,50,128,273,13
ant-design,ant-design/ant-design-mobile,1010,417,65,411,117,16
librenms,librenms/librenms,1006,603,206,80,117,18
rcbops,rcbops/rpc-openstack,1000,764,70,131,35,19
alibaba,alibaba/weex,996,447,106,344,99,31
idaholab,idaholab/moose,988,586,120,176,106,25
OpenRA,OpenRA/OpenRA,985,760,76,74,75,19
koding,koding/koding,977,273,135,496,73,13
mlr-org,mlr-org/mlr,974,502,83,352,37,27
auth0,auth0/docs,974,496,196,232,50,46
JabRef,JabRef/jabref,973,608,75,213,77,20
ESMCI,ESMCI/cime,951,605,92,163,91,17
Baystation12,Baystation12/Baystation12,941,585,149,127,80,23
openscholar,openscholar/openscholar,935,493,49,319,74,11
facebook,facebook/AsyncDisplayKit,932,539,119,232,42,22
mozilla,mozilla/addons-server,930,461,98,275,96,60
Sylius,Sylius/Sylius,929,526,153,126,124,31
HabitRPG,HabitRPG/habitrpg,925,675,61,141,48,18
frappe,frappe/erpnext,918,431,119,184,184,20
freeorion,freeorion/freeorion,907,672,55,113,67,15
sharetribe,sharetribe/sharetribe,901,169,124,591,17,18
codenvy,codenvy/codenvy,898,375,64,345,114,20
crate,crate/crate,898,264,119,504,11,14
w3c,w3c/web-platform-tests,894,423,256,192,23,62
grafana,grafana/grafana,889,565,33,82,209,12
keystonejs,keystonejs/keystone,888,428,45,358,57,22
systemd,systemd/systemd,883,626,98,59,100,28
OpenPoGo,OpenPoGo/OpenPoGoBot,881,623,65,77,116,16
angular,angular/material2,879,595,69,72,143,13
openshift,openshift/openshift-docs,874,554,157,148,15,35
salesagility,salesagility/SuiteCRM,873,497,140,111,125,15
Microsoft,Microsoft/WinObjC,872,559,88,90,135,16
thaliproject,thaliproject/Thali_CordovaPlugin,867,258,58,511,40,20
airbnb,airbnb/caravel,867,491,89,188,99,17
aspnet,aspnet/Mvc,862,624,26,125,87,14
openshift,openshift/openshift-ansible,860,589,115,118,38,20
RobotLocomotion,RobotLocomotion/drake,858,721,67,45,25,13
angular,angular/angular.io,854,499,147,134,74,33
cakephp,cakephp/cakephp,851,616,69,72,94,17
mapbox,mapbox/mapbox-gl-js,851,485,47,217,102,32
ParsePlatform,ParsePlatform/parse-server,849,613,31,89,116,13
mozilla,mozilla/learning.mozilla.org,849,455,58,272,64,30
OpenRCT2,OpenRCT2/OpenRCT2,842,497,97,182,66,22
sequelize,sequelize/sequelize,837,641,26,69,101,22
fish-shell,fish-shell/fish-shell,824,693,21,55,55,16
zeit,zeit/hyperterm,821,617,39,69,96,21
strongloop,strongloop/loopback,821,607,20,104,90,11
xcat2,xcat2/xcat-core,815,505,104,119,87,24
openthread,openthread/openthread,811,470,162,138,41,13
palantir,palantir/atlasdb,811,229,107,450,25,25
Microsoft,Microsoft/msbuild,807,587,79,82,59,18
acemod,acemod/ACE3,804,469,87,213,35,21
Yoast,Yoast/wordpress-seo,800,464,39,194,103,11
concrete5,concrete5/concrete5,799,358,128,208,105,16
openlayers,openlayers/ol3,795,547,69,108,71,18
wordpress-mobile,wordpress-mobile/WordPress-iOS,793,327,71,336,59,13
dotnet,dotnet/orleans,793,609,60,72,52,29
openwhisk,openwhisk/openwhisk,790,569,88,54,79,18
qTox,qTox/qTox,788,628,55,64,41,14
minetest,minetest/minetest,788,650,34,28,76,20
mesosphere,mesosphere/marathon,787,365,56,304,62,22
reactioncommerce,reactioncommerce/reaction,785,335,53,331,66,13
broadinstitute,broadinstitute/cromwell,782,275,56,380,71,14
claroline,claroline/Distribution,774,249,110,374,41,11
elastic,elastic/beats,773,416,176,122,59,11
getsentry,getsentry/sentry,772,343,111,270,48,16
bokeh,bokeh/bokeh,771,476,52,147,96,13
devopsdays,devopsdays/devopsdays-web,766,294,201,236,35,45
trunk-studio,trunk-studio/cargocms,764,62,114,425,163,11
micropython,micropython/micropython,762,554,39,114,55,13
crystal-lang,crystal-lang/crystal,760,566,32,57,105,15
scp-fs2open,scp-fs2open/fs2open.github.com,758,370,176,175,37,16
almighty,almighty/almighty-core,755,478,53,167,57,16
hazelcast,hazelcast/hazelcast,750,432,119,109,90,17
appcelerator,appcelerator/amp,741,312,80,313,36,11
commercialhaskell,commercialhaskell/stack,734,531,27,101,75,20
NativeScript,NativeScript/NativeScript,731,537,30,68,96,16
Project-OSRM,Project-OSRM/osrm-backend,725,405,44,210,66,13
adobe,adobe/brackets,719,502,32,120,65,16
coreos,coreos/rkt,718,555,73,32,58,16
elastic,elastic/logstash,718,502,72,73,71,14
xonsh,xonsh/xonsh,717,535,54,70,58,12
arduino,arduino/Arduino,711,527,11,42,131,12
steemit,steemit/steemit.com,711,308,21,283,99,14
opensim-org,opensim-org/opensim-core,708,471,42,158,37,12
jhipster,jhipster/generator-jhipster,708,489,80,70,69,19
dotCMS,dotCMS/core,708,265,103,190,150,13
sakaiproject,sakaiproject/sakai,707,341,153,173,40,34
pfnet,pfnet/chainer,705,339,96,233,37,23
emberjs,emberjs/ember.js,705,459,78,100,68,21
mockito,mockito/mockito,705,463,43,146,53,17
hack4vdb,hack4vdb/anthill-backend,700,237,23,339,101,16
twitter,twitter/heron,698,462,87,104,45,25
jruby,jruby/jruby,698,312,32,317,37,16
RIOT-OS,RIOT-OS/RIOT,697,603,46,26,22,18
KhronosGroup,KhronosGroup/Vulkan-LoaderAndValidationLayers,696,353,58,242,43,24
cuberite,cuberite/cuberite,692,533,44,80,35,13
TauCetiStation,TauCetiStation/TauCetiClassic,690,480,76,68,66,14
influxdata,influxdata/telegraf,689,448,68,103,70,23
dotnet,dotnet/core-docs,684,297,120,223,44,33
OfficeDev,OfficeDev/office-ui-fabric-react,679,270,169,210,30,34
open-mpi,open-mpi/ompi,677,483,79,101,14,13
opesci,opesci/devito,676,215,32,412,17,14
influxdata,influxdata/influxdb,675,487,43,68,77,16
typelevel,typelevel/cats,672,516,56,62,38,23
weaveworks,weaveworks/scope,672,426,58,142,46,13
neo4j,neo4j/neo4j,670,241,159,248,22,30
Theano,Theano/Theano,666,495,61,53,57,24
NodeBB,NodeBB/NodeBB,663,308,22,244,89,14
angular,angular/angular.js,662,485,52,69,56,18
Ultimaker,Ultimaker/Cura,660,299,26,299,36,12
zalando-incubator,zalando-incubator/atlas-ios,658,170,77,296,115,11
piwik,piwik/piwik,657,361,47,188,61,11
ouspg,ouspg/trytls,652,129,116,374,33,14
playframework,playframework/playframework,651,406,101,100,44,25
sulu,sulu/sulu,644,333,113,128,70,12
zooniverse,zooniverse/Panoptes-Front-End,644,435,57,106,46,20
bolt,bolt/bolt,644,382,76,146,40,17
Homebrew,Homebrew/brew,642,472,63,41,66,11
uProxy,uProxy/uproxy,641,297,51,230,63,16
habitat-sh,habitat-sh/habitat,639,345,50,208,36,18
cockpit-project,cockpit-project/cockpit,637,382,114,69,72,12
Flexget,Flexget/Flexget,634,269,41,279,45,21
NREL,NREL/EnergyPlus,634,373,29,211,21,17
stylelint,stylelint/stylelint,632,444,42,96,50,16
ethereum,ethereum/go-ethereum,630,497,51,39,43,14
Submitty,Submitty/Submitty,628,66,54,441,67,15
druid-io,druid-io/druid,627,442,88,57,40,19
payara,payara/Payara,625,455,71,73,26,18
rapid7,rapid7/metasploit-framework,623,459,59,70,35,26
HTBox,HTBox/allReady,622,359,96,83,84,27
google,google/WebFundamentals,621,110,97,376,38,28
Microsoft,Microsoft/visualfsharp,621,432,59,80,50,20
certbot,certbot/certbot,619,417,42,89,71,17
TheOdinProject,TheOdinProject/curriculum,619,114,233,261,11,102
AngularClass,AngularClass/angular2-webpack-starter,614,337,33,184,60,18
google,google/protobuf,612,427,64,40,81,17
vanilla,vanilla/vanilla,610,155,87,310,58,12
kubernetes,kubernetes/dashboard,610,476,38,60,36,14
bazelbuild,bazelbuild/bazel,606,432,15,50,109,24
Samsung,Samsung/jerryscript,605,443,65,80,17,16
bioconda,bioconda/bioconda-recipes,605,277,148,160,20,40
trilinos,trilinos/Trilinos,602,339,13,199,51,40
scality,scality/S3,601,257,57,262,25,13
AnalyticalGraphicsInc,AnalyticalGraphicsInc/cesium,601,291,46,225,39,17
LigaData,LigaData/Kamanja,601,138,25,415,23,21
chef,chef/chef,600,282,45,239,34,25
dedis,dedis/cothority,600,136,23,402,39,12
pymedusa,pymedusa/SickRage,599,270,67,226,36,11
apereo,apereo/cas,598,236,35,306,21,14
mozilla,mozilla/activity-stream,594,365,55,82,92,12
mpv-player,mpv-player/mpv,593,428,17,71,77,14
ponylang,ponylang/ponyc,590,359,61,135,35,18
dotnet,dotnet/docfx,586,326,88,159,13,14
oppia,oppia/oppia,581,435,59,44,43,14
scipy,scipy/scipy,581,459,46,32,44,19
quantopian,quantopian/zipline,581,131,82,349,19,14
redfin,redfin/react-server,581,292,88,144,57,24
SeleniumHQ,SeleniumHQ/selenium,579,358,22,66,133,16
google,google/blockly,578,386,80,87,25,13
terasolunaorg,terasolunaorg/guideline,577,188,75,266,48,16
dealii,dealii/dealii,575,401,83,67,24,15
nvaccess,nvaccess/nvda,574,362,30,109,73,13
Microsoft,Microsoft/UWPCommunityToolkit,572,440,57,17,58,12
k8sp,k8sp/auto-install,571,295,38,184,54,12
Microsoft,Microsoft/vsts-agent,565,258,57,203,47,19
PolarisSS13,PolarisSS13/Polaris,561,278,126,116,41,20
sympy,sympy/sympy,560,443,46,20,51,13
Financial-Times,Financial-Times/polyfill-service,560,270,37,228,25,13
sagemathinc,sagemathinc/smc,559,196,31,262,70,13
coala-analyzer,coala-analyzer/coala,556,379,53,79,45,20
driftyco,driftyco/ionic-native,553,286,80,134,53,35
Homebrew,Homebrew/homebrew-science,551,366,76,74,35,29
OP-TEE,OP-TEE/optee_os,550,436,39,32,43,11
greenplum-db,greenplum-db/gpdb,547,340,77,108,22,30
perl6,perl6/doc,547,216,36,232,63,24
languagetool-org,languagetool-org/languagetool,544,210,33,245,56,15
OpenMS,OpenMS/OpenMS,540,401,51,59,29,17
DataDog,DataDog/dd-agent,539,261,62,197,19,27
chef,chef/inspec,539,207,70,210,52,12
SatelliteQE,SatelliteQE/robottelo,538,385,54,51,48,18
unknown-horizons,unknown-horizons/unknown-horizons,538,359,24,120,35,20
codecombat,codecombat/codecombat,533,96,67,346,24,27
prebid,prebid/Prebid.js,533,361,61,73,38,20
openwrt,openwrt/packages,531,334,98,82,17,37
rackerlabs,rackerlabs/rackspace-how-to,531,210,88,202,31,17
MISP,MISP/MISP,525,281,48,140,56,11
wireapp,wireapp/wire-android,524,171,75,263,15,11
kubernetes,kubernetes/kubernetes.github.io,523,271,103,68,81,40
urho3d,urho3d/Urho3D,523,259,15,207,42,15
aframevr,aframevr/aframe,518,336,82,56,44,13
numpy,numpy/numpy,518,373,50,34,61,14
broadinstitute,broadinstitute/hail,518,235,107,101,75,11
lede-project,lede-project/source,517,308,55,126,28,23
duckduckgo,duckduckgo/zeroclickinfo-goodies,517,345,75,52,45,29
firemodels,firemodels/fds-smv,517,153,109,234,21,11
idris-lang,idris-lang/Idris-dev,513,355,61,66,31,12
Jumpscale,Jumpscale/jumpscale_core8,512,35,49,410,18,26
ros-planning,ros-planning/moveit,511,352,60,53,46,12
facebook,facebook/rocksdb,510,296,25,151,38,30
MonoGame,MonoGame/MonoGame,505,405,37,26,37,13
facebook,facebook/reason,504,372,45,55,32,16
plotly,plotly/plotly.js,504,254,52,158,40,11
MinecraftForge,MinecraftForge/MinecraftForge,503,393,33,32,45,13
rethinkdb,rethinkdb/horizon,502,271,39,136,56,14
palantir,palantir/tslint,502,379,42,38,43,15
openSUSE,openSUSE/open-build-service,501,286,88,84,43,14
Leaflet,Leaflet/Leaflet,500,338,34,66,62,19
pingcap,pingcap/tikv,500,236,55,187,22,11
WoltLab,WoltLab/WCF,499,22,16,443,18,12
TEAMMATES,TEAMMATES/teammates,498,304,46,125,23,13
domoticz,domoticz/domoticz,497,311,45,111,30,25
nasa,nasa/openmct,497,297,38,136,26,15
Azure,Azure/azure-powershell,495,338,78,25,54,15
screwdriver-cd,screwdriver-cd/screwdriver,494,216,86,173,19,13
sphinx-doc,sphinx-doc/sphinx,494,309,44,74,67,16
hashicorp,hashicorp/consul,492,254,56,147,35,23
animusdev,animusdev/blue,491,230,67,134,60,12
fusionpbx,fusionpbx/fusionpbx,487,181,60,209,37,13
linuxmint,linuxmint/Cinnamon,486,363,13,23,87,12
girder,girder/girder,483,233,50,182,18,21
fluent,fluent/fluentd,479,323,39,89,28,11
curl,curl/curl,478,330,22,93,33,24
DynamoDS,DynamoDS/Dynamo,477,269,104,73,31,16
BVLC,BVLC/caffe,477,328,26,27,96,15
phpmyadmin,phpmyadmin/phpmyadmin,475,185,22,186,82,30
bigchaindb,bigchaindb/bigchaindb,474,266,41,104,63,12
broadinstitute,broadinstitute/gatk,471,215,28,185,43,16
aspnet,aspnet/Docs,470,257,58,117,38,26
HaxeFoundation,HaxeFoundation/haxe,469,176,13,209,71,11
prometheus,prometheus/prometheus,467,341,32,51,43,16
kaldi-asr,kaldi-asr/kaldi,467,326,57,60,24,20
facebook,facebook/osquery,467,266,80,75,46,13
eclipse,eclipse/kura,464,232,75,113,44,11
nim-lang,nim-lang/Nim,463,241,54,77,91,22
azerothcore,azerothcore/azerothcore-wotlk,461,242,35,129,55,13
collectd,collectd/collectd,460,365,24,56,15,12
GoogleChrome,GoogleChrome/lighthouse,459,239,44,141,35,13
18F,18F/web-design-standards,457,208,39,170,40,13
MDAnalysis,MDAnalysis/mdanalysis,454,335,24,72,23,12
kubernetes,kubernetes/helm,454,275,66,63,50,17
mobxjs,mobxjs/mobx,453,330,16,45,62,13
duckduckgo,duckduckgo/zeroclickinfo-fathead,452,286,35,100,31,11
apollostack,apollostack/apollo-client,452,263,31,101,57,11
mozilla,mozilla/addons-frontend,448,211,40,156,41,39
Yelp,Yelp/paasta,448,167,65,197,19,17
grpc,grpc/grpc.github.io,444,231,90,112,11,21
ember-cli,ember-cli/ember-cli,443,326,25,60,32,25
mattermost,mattermost/docs,439,161,79,187,12,11
electron-userland,electron-userland/electron-packager,439,293,24,101,21,11
PowerDNS,PowerDNS/pdns,435,241,74,69,51,16
GeoNode,GeoNode/geonode,433,279,50,80,24,22
googleapis,googleapis/toolkit,431,263,72,61,35,11
fpco,fpco/stackage,429,197,59,151,22,41
cloudfoundry,cloudfoundry/bosh,425,146,23,227,29,35
symfony,symfony/symfony-docs,422,245,90,64,23,22
hechoendrupal,hechoendrupal/DrupalConsole,420,244,79,75,22,13
twosigma,twosigma/beaker-notebook,414,133,64,173,44,12
Dolibarr,Dolibarr/dolibarr,407,99,77,191,40,16
rathena,rathena/rathena,406,185,26,159,36,13
notepad-plus-plus,notepad-plus-plus/notepad-plus-plus,403,272,22,28,81,12
Azure,Azure/azure-iot-sdks,403,184,22,162,35,31
mesonbuild,mesonbuild/meson,402,253,39,60,50,12
opencart,opencart/opencart,399,226,61,37,75,19
patternfly,patternfly/patternfly,399,249,53,85,12,12
acquia,acquia/blt,398,131,74,168,25,15
ofiwg,ofiwg/libfabric,397,267,61,55,14,16
haskell,haskell/cabal,396,305,22,34,35,11
SparkDevNetwork,SparkDevNetwork/Rock,393,127,31,196,39,12
pimcore,pimcore/pimcore,393,127,22,203,41,21
pkmngodev,pkmngodev/Unknown6,393,274,47,42,30,17
ReactiveX,ReactiveX/rxjs,393,312,27,25,29,14
react-toolbox,react-toolbox/react-toolbox,393,259,37,58,39,25
wordpress-mobile,wordpress-mobile/WordPress-Android,392,174,30,154,34,11
grommet,grommet/grommet,390,221,33,91,45,15
coala-analyzer,coala-analyzer/coala-bears,390,242,48,77,23,16
ubcgif,ubcgif/em,388,50,50,261,27,12
ramda,ramda/ramda,386,329,19,17,21,11
nylas,nylas/sync-engine,383,112,37,208,26,14
openhab,openhab/openhab,379,303,27,25,24,16
dmlc,dmlc/xgboost,379,241,38,33,67,22
uclouvain,uclouvain/osis,379,73,55,210,41,15
torchbox,torchbox/wagtail,378,218,38,74,48,20
wallabag,wallabag/wallabag,377,246,23,84,24,12
servicecatalog,servicecatalog/development,374,124,27,191,32,11
vmware,vmware/harbor,373,185,72,63,53,11
NuCivic,NuCivic/dkan,373,60,55,247,11,11
forkcms,forkcms/forkcms,368,239,40,62,27,11
department-of-veterans-affairs,department-of-veterans-affairs/vets-api,365,113,39,201,12,12
influxdata,influxdata/kapacitor,364,185,38,83,58,11
gocd,gocd/gocd,362,150,84,88,40,14
frappe,frappe/frappe,362,89,76,169,28,19
Codeception,Codeception/Codeception,361,245,37,33,46,15
esl,esl/MongooseIM,360,97,38,209,16,16
openstreetmap,openstreetmap/iD,360,160,22,142,36,14
docker,docker/distribution,355,277,28,17,33,15
driftyco,driftyco/ionic-site,355,41,13,282,19,15
elixir-lang,elixir-lang/elixir,355,206,60,52,37,12
kivy,kivy/kivy,352,219,46,61,26,16
rust-lang,rust-lang/book,351,187,32,96,36,16
almende,almende/vis,350,265,14,20,51,11
google,google/closure-compiler,349,250,19,35,45,12
akkadotnet,akkadotnet/akka.net,346,267,27,19,33,12
silverstripe,silverstripe/silverstripe-framework,342,240,28,46,28,13
TechEmpower,TechEmpower/FrameworkBenchmarks,338,213,62,48,15,25
ansible,ansible/ansible-container,338,179,42,89,28,12
OsnaCS,OsnaCS/avz-run,337,32,125,160,20,18
ucb-bar,ucb-bar/firrtl,336,150,33,135,18,12
DevProgress,DevProgress/csv-simple-search,336,149,37,115,35,13
pantheon-systems,pantheon-systems/documentation,336,109,49,146,32,22
AvaloniaUI,AvaloniaUI/Avalonia,336,149,45,113,29,13
coreos,coreos/coreos-kubernetes,336,259,28,21,28,11
kanboard,kanboard/kanboard,333,196,17,45,75,12
webdriverio,webdriverio/webdriverio,333,236,13,27,57,13
Azure,Azure/azure-quickstart-templates,333,146,104,67,16,36
EC-CUBE,EC-CUBE/ec-cube,331,206,43,55,27,14
openai,openai/gym,328,191,40,75,22,18
magento,magento/devdocs,327,113,13,184,17,21
jsdelivr,jsdelivr/jsdelivr,327,139,93,83,12,29
quran,quran/quran.com-frontend,327,212,32,61,22,11
openSUSE,openSUSE/osem,326,235,42,27,22,11
HazyResearch,HazyResearch/snorkel,325,69,11,202,43,12
Cal-CS-61A-Staff,Cal-CS-61A-Staff/ok,325,132,23,138,32,11
Cognifide,Cognifide/knotx,321,46,28,221,26,16
Nukkit,Nukkit/Nukkit,319,207,32,50,30,12
fac-cycle,fac-cycle/fac-cycle,318,49,76,127,66,15
uncrustify,uncrustify/uncrustify,316,212,37,45,22,11
FreeRADIUS,FreeRADIUS/freeradius-server,315,76,31,196,12,11
PointCloudLibrary,PointCloudLibrary/pcl,314,245,18,28,23,15
pypa,pypa/setuptools,306,189,36,61,20,15
code-corps,code-corps/code-corps-phoenix,305,92,49,141,23,11
savoirfairelinux,savoirfairelinux/sous-chef,302,106,57,100,39,16
lxc,lxc/lxc,301,208,34,39,20,11
flycheck,flycheck/flycheck,300,213,23,52,12,11
NativeScript,NativeScript/nativescript-cli,300,158,27,85,30,11
Comcast,Comcast/traffic_control,298,102,71,71,54,18
ceph,ceph/ceph-ansible,298,177,38,66,17,12
PyLadiesCZ,PyLadiesCZ/pyladies.cz,297,134,28,120,15,12
MovingBlocks,MovingBlocks/Terasology,297,236,16,25,20,11
openframeworks,openframeworks/openFrameworks,296,188,36,45,27,12
cloudfoundry,cloudfoundry/cf-release,296,95,14,175,12,38
fsprojects,fsprojects/Fable,295,166,16,88,25,13
tensorflow,tensorflow/models,295,179,36,31,49,22
dropwizard,dropwizard/dropwizard,294,201,24,37,32,20
Azure,Azure/autorest,294,178,45,41,30,15
dotnet,dotnet/buildtools,293,164,60,52,17,15
isocpp,isocpp/CppCoreGuidelines,293,184,30,44,35,15
sourcegraph,sourcegraph/thyme,292,179,23,43,47,11
rails-api,rails-api/active_model_serializers,290,232,21,18,19,16
freifunk-gluon,freifunk-gluon/gluon,290,217,13,39,21,12
contiv,contiv/netplugin,289,183,44,37,25,12
influxdata,influxdata/docs.influxdata.com,284,103,40,104,37,18
Azure,Azure/azure-xplat-cli,283,160,54,42,27,14
libgdx,libgdx/libgdx,283,181,29,32,41,15
Microsoft,Microsoft/HoloToolkit-Unity,279,200,32,25,22,14
Postleaf,Postleaf/postleaf,279,170,18,59,32,11
magfest,magfest/ubersystem,278,148,35,74,21,11
DarkstarProject,DarkstarProject/darkstar,276,187,27,44,18,15
magefree,magefree/mage,276,111,18,84,63,15
01org,01org/ciao,273,107,59,83,24,14
dotnetcore,dotnetcore/aspnetcore-doc-cn,273,43,42,57,131,12
goadesign,goadesign/goa,272,103,53,83,33,13
pouchdb,pouchdb/pouchdb,272,186,18,39,29,11
adazzle,adazzle/react-data-grid,272,103,25,125,19,17
Laverna,Laverna/laverna,271,148,33,45,45,11
OpenZWave,OpenZWave/open-zwave,268,176,16,58,18,15
IIIF,IIIF/mirador,266,103,43,90,30,11
Azure,Azure/azure-rest-api-specs,266,168,42,38,18,21
scrapy,scrapy/scrapy,263,191,22,18,32,12
espressomd,espressomd/espresso,262,164,41,38,19,17
shogun-toolbox,shogun-toolbox/shogun,260,155,26,67,12,11
MyCATApache,MyCATApache/Mycat-Server,260,149,47,40,24,14
StackStorm,StackStorm/st2,259,132,27,81,19,13
Microsoft,Microsoft/vscode-docs,259,67,21,132,39,15
python,python/typeshed,259,126,74,44,15,22
inverse-inc,inverse-inc/packetfence,259,27,19,186,27,14
getquill,getquill/quill,258,124,25,78,31,11
thoughtbot,thoughtbot/paperclip,257,197,13,34,13,17
