org,repo,activity,comments,prs,commits,issues,authors
odoo,odoo/odoo,19665,10140,3217,4780,1528,402
eclipse,eclipse/che,19467,8706,1626,7089,2046,117
ethcore,ethcore/parity,19219,5898,2308,9321,1692,64
department-of-veterans-affairs,department-of-veterans-affairs/vets-website,19095,6534,1926,9564,1071,107
brave,brave/browser-laptop,18858,11433,1131,2133,4161,66
grpc,grpc/grpc,18765,12773,2610,1737,1645,140
vmware,vmware/vic,18535,12358,1807,2138,2232,59
CleverRaven,CleverRaven/Cataclysm-DDA,18440,13789,2017,961,1673,137
rails,rails/rails,18033,12123,2528,1907,1475,346
npm,npm/npm,17818,13189,321,1006,3302,58
Microsoft,Microsoft/CNTK,17424,4241,156,11743,1284,192
RobotLocomotion,RobotLocomotion/drake,16635,14297,1050,731,557,52
ethereum,ethereum/go-ethereum,16625,4251,840,645,10889,89
Baystation12,Baystation12/Baystation12,15936,10321,2423,2062,1130,140
TrinityCore,TrinityCore/TrinityCore,15662,10460,647,2931,1624,148
atom,atom/atom,15636,10446,589,2592,2009,105
godotengine,godotengine/godot,15596,11550,1525,110,2411,36
libretro,libretro/RetroArch,15350,5794,992,7587,977,126
RocketChat,RocketChat/Rocket.Chat,15083,9634,1178,1811,2460,123
aspnet,aspnet/EntityFramework,15022,9886,782,2215,2139,73
dmlc,dmlc/mxnet,14886,10243,1442,655,2546,168
Microsoft,Microsoft/BotBuilder,14288,10694,155,1016,2423,90
highfidelity,highfidelity/hifi,14192,9471,2372,2167,182,87
mattermost,mattermost/platform,14019,6789,2652,3881,697,139
voidlinux,voidlinux/void-packages,14015,4351,1612,7482,570,235
mapbox,mapbox/mapbox-gl-native,14009,6405,1156,4839,1609,105
PokemonGoMap,PokemonGoMap/PokemonGo-Map,13916,11642,777,476,1021,138
facebook,facebook/react,13603,10167,1421,902,1113,247
mozilla,mozilla/addons-server,13516,6184,1168,4890,1274,226
Microsoft,Microsoft/vsts-tasks,13395,6297,1702,4435,961,167
gradle,gradle/gradle,13295,3874,495,8114,812,147
TeamPorcupine,TeamPorcupine/ProjectPorcupine,13223,10436,1216,960,611,114
PX4,PX4/Firmware,13197,8784,1291,2139,983,97
zulip,zulip/zulip,13027,9436,2396,235,960,51
owncloud,owncloud/core,13011,9507,731,1413,1360,88
meteor,meteor/meteor,12911,10285,327,1042,1257,107
grafana,grafana/grafana,12768,8318,676,1134,2640,130
prestodb,prestodb/presto,12528,8188,1888,1532,920,153
HippieStationCode,HippieStationCode/HippieStation13,12523,10929,603,416,575,69
dotnet,dotnet/cli,12460,8931,730,860,1939,98
nextcloud,nextcloud/server,12390,8432,767,1491,1700,85
Yoast,Yoast/wordpress-seo,12377,7625,694,2169,1889,56
angular,angular/material2,12338,8026,1155,891,2266,105
mitodl,mitodl/micromasters,12235,4815,960,5924,536,30
flutter,flutter/flutter,12053,7047,1691,1537,1778,68
ARMmbed,ARMmbed/mbed-os,12005,9256,1145,949,655,124
mapsme,mapsme/omim,11985,6710,2453,2414,408,71
RIOT-OS,RIOT-OS/RIOT,11972,10011,1058,618,285,83
ArduPilot,ArduPilot/ardupilot,11941,8281,1462,1552,646,159
betaflight,betaflight/betaflight,11896,9250,1114,561,971,71
yarnpkg,yarnpkg/yarn,11840,9111,633,328,1768,120
crate,crate/crate,11807,1943,1804,7907,153,44
electron,electron/electron,11764,8219,785,364,2396,58
OpenRCT2,OpenRCT2/OpenRCT2,11631,7963,1029,1670,969,112
ant-design,ant-design/ant-design,11621,6936,812,611,3262,86
scikit-learn,scikit-learn/scikit-learn,11523,9562,973,254,734,136
ElemeFE,ElemeFE/element,11472,6433,1047,843,3149,105
mesosphere,mesosphere/marathon,11409,5574,615,4268,952,102
eslint,eslint/eslint,11378,8425,675,1054,1224,126
pingcap,pingcap/tidb,11310,4421,1425,5118,346,94
systemd,systemd/systemd,11281,8002,1279,801,1199,228
matplotlib,matplotlib/matplotlib,11247,8689,993,625,940,143
minetest,minetest/minetest,11225,9307,684,451,783,90
yogstation13,yogstation13/yogstation,11193,8150,1073,1040,930,70
cdnjs,cdnjs/cdnjs,11138,8035,1365,104,1634,26
claroline,claroline/Distribution,11023,3378,1139,5601,905,61
akeneo,akeneo/pim-community-dev,10954,2047,1589,7150,168,89
webpack,webpack/webpack,10888,8387,664,303,1534,59
NativeScript,NativeScript/NativeScript,10730,7033,807,1554,1336,93
hazelcast,hazelcast/hazelcast,10653,6017,1609,2100,927,90
serverless,serverless/serverless,10586,7319,845,1286,1136,137
yiisoft,yiisoft/yii2,10563,7876,1126,118,1443,21
docker,docker/docker.github.io,10397,4846,1908,2512,1131,535
LLNL,LLNL/spack,10254,7248,1558,590,858,80
influxdata,influxdata/influxdb,10236,6197,766,2198,1075,86
metabase,metabase/metabase,10209,6053,656,2122,1378,55
kubernetes,kubernetes/kubernetes.github.io,10205,5329,2013,2057,806,572
OpenRA,OpenRA/OpenRA,10162,7579,836,819,928,74
EFForg,EFForg/https-everywhere,10099,4749,4146,604,600,107
rapid7,rapid7/metasploit-framework,10090,7467,961,1105,557,203
JabRef,JabRef/jabref,10075,6052,898,2466,659,79
TEAMMATES,TEAMMATES/teammates,9994,5958,976,2222,838,143
YetiForceCompany,YetiForceCompany/YetiForceCRM,9922,3546,215,4867,1294,44
palantir,palantir/atlasdb,9876,3229,1064,5143,440,116
opentx,opentx/opentx,9851,5357,673,3012,809,50
wordpress-mobile,wordpress-mobile/WordPress-Android,9766,3855,867,4111,933,43
rcbops,rcbops/rpc-openstack,9757,6528,871,2005,353,59
frappe,frappe/erpnext,9751,4383,1347,1972,2049,105
codenvy,codenvy/codenvy,9657,3629,832,4048,1148,59
openshift,openshift/openshift-docs,9640,5475,2023,1993,149,189
ansible,ansible/ansible-modules-core,9639,6598,1197,808,1036,210
wordpress-mobile,wordpress-mobile/WordPress-iOS,9604,4195,1062,3528,819,50
idaholab,idaholab/moose,9533,6253,1061,1433,786,86
open-mpi,open-mpi/ompi,9519,6734,1270,1177,338,75
realm,realm/realm-java,9456,6537,401,1378,1140,40
bioconda,bioconda/bioconda-recipes,9455,4089,2620,2506,240,236
PowerShell,PowerShell/PowerShell,9453,6972,727,618,1136,123
koding,koding/koding,9409,2325,1313,5068,703,39
bazelbuild,bazelbuild/bazel,9402,7011,161,752,1478,98
alibaba,alibaba/weex,9242,4700,1006,2145,1391,114
openscholar,openscholar/openscholar,9225,4809,552,3196,668,33
greenplum-db,greenplum-db/gpdb,9222,5569,1466,1963,224,164
mamedev,mamedev/mame,9205,2326,1288,5450,141,200
facebookincubator,facebookincubator/create-react-app,9181,7302,679,171,1029,70
deeplearning4j,deeplearning4j/deeplearning4j,9116,3817,773,3442,1084,112
Ultimaker,Ultimaker/Cura,9094,5161,324,2876,733,63
xcat2,xcat2/xcat-core,9085,5891,1123,1143,928,70
neo4j,neo4j/neo4j,9045,3510,1947,3259,329,90
neovim,neovim/neovim,9011,7169,809,216,817,30
tootsuite,tootsuite/mastodon,8958,5495,1090,1299,1074,295
Azure,Azure/azure-cli,8919,5140,1311,1278,1190,64
Microsoft,Microsoft/pxt,8916,3141,811,3747,1217,29
broadinstitute,broadinstitute/cromwell,8897,3861,622,3554,860,50
callemall,callemall/material-ui,8864,6385,742,242,1495,37
crystal-lang,crystal-lang/crystal,8860,6824,587,382,1067,93
medic,medic/medic-webapp,8860,6011,220,1584,1045,19
Microsoft,Microsoft/ChakraCore,8826,6651,1522,161,492,35
facebook,facebook/AsyncDisplayKit,8789,4700,1063,2382,644,99
pixijs,pixijs/pixi.js,8762,6258,620,1033,851,94
SeleniumHQ,SeleniumHQ/selenium,8718,5585,337,1210,1586,121
hydroshare,hydroshare/hydroshare,8717,4911,378,2905,523,36
chapel-lang,chapel-lang/chapel,8702,4357,2109,1937,299,64
SickRage,SickRage/SickRage,8657,6485,318,233,1621,19
spring-projects,spring-projects/spring-boot,8653,5712,573,517,1851,33
Project-OSRM,Project-OSRM/osrm-backend,8592,3663,559,3645,725,59
mozilla,mozilla/testpilot,8572,4471,641,2500,960,146
trilinos,trilinos/Trilinos,8537,5491,150,2057,839,125
acemod,acemod/ACE3,8525,5017,824,2108,576,89
telegramdesktop,telegramdesktop/tdesktop,8497,6411,118,683,1285,38
CocoaPods,CocoaPods/CocoaPods,8481,6788,186,229,1278,35
librenms,librenms/librenms,8437,5395,1339,569,1134,72
angular,angular/material,8421,5959,546,331,1585,70
sequelize,sequelize/sequelize,8408,6084,469,677,1178,152
pfnet,pfnet/chainer,8403,4103,1119,2769,412,125
citusdata,citusdata/citus,8381,3836,401,3630,514,47
ParsePlatform,ParsePlatform/parse-server,8378,6151,384,587,1256,69
Sylius,Sylius/Sylius,8294,4871,2033,468,922,69
fossasia,fossasia/open-event-orga-server,8253,3708,1742,1749,1054,76
hyperledger,hyperledger/fabric,8244,5205,608,1876,555,183
openwrt,openwrt/packages,8200,5116,1341,1406,337,256
jhipster,jhipster/generator-jhipster,8198,5905,1116,222,955,75
mautic,mautic/mautic,8183,5230,608,812,1533,68
sympy,sympy/sympy,8159,6415,784,330,630,118
Microsoft,Microsoft/WinObjC,8143,4845,946,1067,1285,66
twbs,twbs/bootstrap,8138,5521,752,214,1651,34
realm,realm/realm-cocoa,8133,5433,303,1441,956,45
auth0,auth0/docs,8132,2439,2288,2947,458,230
dotCMS,dotCMS/core,8088,2949,984,2607,1548,65
primefaces,primefaces/primeng,8074,4204,370,1468,2032,109
simulationcraft,simulationcraft/simc,8046,2303,207,4691,845,95
druid-io,druid-io/druid,8045,5691,1081,787,486,94
hashicorp,hashicorp/nomad,8019,3802,832,2719,666,133
ethereum,ethereum/mist,8017,5022,439,1306,1250,41
iTXTech,iTXTech/Genisys,8006,5800,395,566,1245,78
salesagility,salesagility/SuiteCRM,7941,4862,1106,838,1135,61
Necrobot-Private,Necrobot-Private/NecroBot,7937,4513,563,1778,1083,52
sagemathinc,sagemathinc/smc,7931,3089,404,3416,1022,35
zurb,zurb/foundation-sites,7915,5802,614,790,709,186
Microsoft,Microsoft/visualfsharp,7888,5980,530,750,628,72
dotnet,dotnet/orleans,7885,5746,828,840,471,113
department-of-veterans-affairs,department-of-veterans-affairs/caseflow,7838,2685,653,3752,748,40
Mashape,Mashape/kong,7830,4771,544,1745,770,45
w3c,w3c/web-platform-tests,7761,3971,1756,1709,325,268
zeit,zeit/next.js,7738,5497,482,818,941,125
woocommerce,woocommerce/woocommerce,7706,4082,801,1197,1626,78
scality,scality/S3,7701,2827,495,4195,184,39
RPCS3,RPCS3/rpcs3,7670,6062,524,511,573,57
JMRI,JMRI/JMRI,7657,3916,1552,1517,672,65
conda,conda/conda,7648,5399,368,229,1652,20
ansible,ansible/ansible-modules-extras,7637,5338,1103,755,441,265
sakaiproject,sakaiproject/sakai,7607,3355,1776,2263,213,122
bokeh,bokeh/bokeh,7599,4621,564,1346,1068,68
oppia,oppia/oppia,7572,5835,730,470,537,78
openwhisk,openwhisk/openwhisk,7547,5311,924,539,773,69
BVLC,BVLC/caffe,7533,5629,438,358,1108,124
openshift,openshift/openshift-ansible,7508,5618,1169,218,503,44
owncloud,owncloud/client,7503,5781,271,723,728,55
KhronosGroup,KhronosGroup/Vulkan-LoaderAndValidationLayers,7406,3203,829,2923,451,112
pachyderm,pachyderm/pachyderm,7375,2847,632,3117,779,47
ChurchCRM,ChurchCRM/CRM,7362,2675,850,2779,1058,23
kontena,kontena/kontena,7329,2937,945,2777,670,43
AnalyticalGraphicsInc,AnalyticalGraphicsInc/cesium,7328,4001,649,2159,519,83
facebook,facebook/jest,7290,5082,936,187,1085,48
Cadasta,Cadasta/cadasta-platform,7279,3366,580,2614,719,48
ant-design,ant-design/ant-design-mobile,7265,3970,257,2059,979,34
convox,convox/rack,7244,3218,857,2419,750,36
docker,docker/compose,7214,5542,380,315,977,84
UniversalMediaServer,UniversalMediaServer/UniversalMediaServer,7203,4501,245,2293,164,21
PCSX2,PCSX2/pcsx2,7178,6431,215,236,296,34
OpenKore,OpenKore/openkore,7177,6395,218,303,261,23
linuxmint,linuxmint/Cinnamon,7151,5503,362,415,871,55
Kodi-vStream,Kodi-vStream/venom-xbmc-addons,7115,4589,439,1741,346,16
elastic,elastic/beats,7106,3951,1470,1114,571,77
cakephp,cakephp/cakephp,7097,5080,702,506,809,71
flynn,flynn/flynn,7085,4467,551,1297,770,35
zooniverse,zooniverse/Panoptes-Front-End,7085,3988,729,1822,546,54
reactioncommerce,reactioncommerce/reaction,7060,2868,567,2980,645,59
certbot,certbot/certbot,7055,4792,481,942,840,96
wireapp,wireapp/wire-webapp,7040,836,937,5090,177,27
fish-shell,fish-shell/fish-shell,6989,5341,248,707,693,70
ONSdigital,ONSdigital/eq-survey-runner,6978,1326,624,4752,276,43
thaliproject,thaliproject/Thali_CordovaPlugin,6971,3103,453,2663,752,38
dgraph-io,dgraph-io/dgraph,6929,2896,516,3204,313,40
google,google/protobuf,6928,4719,746,654,809,150
hypothesis,hypothesis/h,6918,2518,1039,3101,260,36
WhisperSystems,WhisperSystems/Signal-Android,6915,5376,272,361,906,44
getsentry,getsentry/sentry,6909,2289,954,3131,535,54
Minecolonies,Minecolonies/minecolonies,6902,3841,307,2134,620,27
VSCodeVim,VSCodeVim/Vim,6879,4221,489,1231,938,79
w3c,w3c/csswg-drafts,6869,4659,128,1059,1023,71
galaxyproject,galaxyproject/galaxy,6863,4595,959,771,538,81
cocos2d,cocos2d/cocos2d-x,6828,4981,915,141,791,38
PolarisSS13,PolarisSS13/Polaris,6822,3461,1576,1419,366,89
concrete5,concrete5/concrete5,6819,3476,954,1610,779,85
weaveworks,weaveworks/scope,6798,3601,533,2100,564,56
coreos,coreos/rkt,6779,5217,625,508,429,103
xonsh,xonsh/xonsh,6768,4990,462,785,531,50
mpv-player,mpv-player/mpv,6750,5264,350,185,951,23
nvaccess,nvaccess/nvda,6738,4594,255,917,972,39
nwjs,nwjs/nw.js,6724,5118,143,453,1010,34
esp8266,esp8266/Arduino,6694,5237,230,237,990,67
scipy,scipy/scipy,6669,5117,586,385,581,144
africanmathsinitiative,africanmathsinitiative/Instat,6622,3531,1387,1330,374,34
freeorion,freeorion/freeorion,6608,4332,521,1361,394,40
odota,odota/ui,6592,1335,362,4591,304,40
aspnet,aspnet/Mvc,6591,4147,309,1176,959,65
coala,coala/coala,6575,5302,585,337,351,47
telerik,telerik/kendo-ui-core,6570,1471,202,3508,1389,153
glpi-project,glpi-project/glpi,6535,3557,581,1434,963,51
pingcap,pingcap/tikv,6527,2487,763,3100,177,49
Graylog2,Graylog2/graylog2-server,6513,3302,629,1601,981,32
eclipse,eclipse/jetty.project,6476,3151,227,2274,824,56
metasfresh,metasfresh/metasfresh,6475,881,568,4178,848,27
Microsoft,Microsoft/msbuild,6439,4394,666,703,676,71
dotnet,dotnet/docfx,6437,2938,1114,2184,201,55
vaadin,vaadin/framework,6425,3655,694,1466,610,52
nim-lang,nim-lang/Nim,6390,3415,741,1283,951,164
fgpv-vpgf,fgpv-vpgf/fgpv-vpgf,6388,4471,546,580,791,27
DestinyItemManager,DestinyItemManager/DIM,6385,3924,563,1271,627,39
driftyco,driftyco/ionic-app-scripts,6385,4949,126,557,753,43
supercollider,supercollider/supercollider,6377,5100,500,406,371,62
wix,wix/react-native-navigation,6331,3441,323,1694,873,65
FStarLang,FStarLang/FStar,6330,1753,105,4079,393,77
TryGhost,TryGhost/Ghost,6301,3331,654,1629,687,52
broadinstitute,broadinstitute/gatk,6266,3526,392,1865,483,54
emberjs,emberjs/ember.js,6261,4128,784,703,646,108
bitpay,bitpay/copay,6257,3764,760,688,1045,29
ESMCI,ESMCI/cime,6256,3704,677,1219,656,49
inverse-inc,inverse-inc/packetfence,6247,2064,335,3322,526,36
numpy,numpy/numpy,6243,4977,489,122,655,61
angular,angular/angular.io,6235,3139,1197,1120,779,199
devopsdays,devopsdays/devopsdays-web,6223,1704,2033,2313,173,231
halide,halide/Halide,6210,2094,706,3237,173,56
uclouvain,uclouvain/osis,6198,1765,926,2778,729,43
TauCetiStation,TauCetiStation/TauCetiClassic,6192,4415,687,599,491,49
openthread,openthread/openthread,6184,3058,1405,1394,327,63
ngageoint,ngageoint/hootenanny,6173,2995,382,2284,512,35
opensim-org,opensim-org/opensim-core,6168,3588,447,1833,300,35
Dolibarr,Dolibarr/dolibarr,6167,1776,1029,2760,602,118
duckduckgo,duckduckgo/zeroclickinfo-goodies,6161,4114,772,897,378,210
pojome,pojome/elementor,6150,2498,892,1962,798,19
containous,containous/traefik,6145,4379,442,616,708,106
mapbox,mapbox/mapbox-gl-js,6143,3519,437,1282,905,86
adobe,adobe/brackets,6143,4606,253,555,729,78
rubberduck-vba,rubberduck-vba/Rubberduck,6139,3849,680,668,942,29
kubernetes,kubernetes/contrib,6129,4550,897,177,505,44
google,google/WebFundamentals,6114,1924,1045,2609,536,169
k9mail,k9mail/k-9,6110,4250,397,676,787,54
ScreepsOCS,ScreepsOCS/screeps.behaviour-action-pattern,6091,2655,681,2365,390,28
minio,minio/minio,6082,3991,906,134,1051,13
strongloop,strongloop/loopback,6081,4424,196,720,741,43
GoogleCloudPlatform,GoogleCloudPlatform/google-cloud-eclipse,6036,2449,605,2413,569,13
appcelerator,appcelerator/amp,6036,1279,720,3630,407,20
python,python/mypy,6013,4128,645,368,872,53
influunt,influunt/influunt,6008,825,816,3236,1131,19
inasafe,inasafe/inasafe,6007,3877,796,730,604,23
koreader,koreader/koreader,6006,4603,376,549,478,38
archesproject,archesproject/arches,5992,1343,824,3020,805,22
palantir,palantir/tslint,5990,3525,777,1025,663,122
arduino,arduino/Arduino,5987,4396,167,239,1185,43
OfficeDev,OfficeDev/office-ui-fabric-react,5979,2892,1007,1367,713,124
Semantic-Org,Semantic-Org/Semantic-UI,5967,4292,146,290,1239,35
junit-team,junit-team/junit5,5961,3313,192,2041,415,63
kubernetes,kubernetes/test-infra,5959,3781,1077,878,223,88
streamlink,streamlink/streamlink,5937,4701,398,376,462,52
kubernetes,kubernetes/minikube,5935,4036,730,621,548,92
Homebrew,Homebrew/brew,5933,3875,825,461,772,58
habitat-sh,habitat-sh/habitat,5918,3036,877,1593,412,62
vmware,vmware/harbor,5913,2883,987,1008,1035,65
sharetribe,sharetribe/sharetribe,5910,829,863,4107,111,43
tensorflow,tensorflow/models,5906,4155,466,361,924,165
department-of-veterans-affairs,department-of-veterans-affairs/vets-api,5903,1537,717,3502,147,44
prometheus,prometheus/prometheus,5858,4143,455,721,539,100
elixir-lang,elixir-lang/elixir,5857,3741,1016,701,399,125
NodeBB,NodeBB/NodeBB,5857,2678,303,2068,808,63
xitu,xitu/gold-miner,5855,4652,516,305,382,58
fossasia,fossasia/gci16.fossasia.org,5852,4035,824,792,201,175
e107inc,e107inc/e107,5831,3613,381,1167,670,27
Azure,Azure/azure-powershell,5823,3863,872,472,616,154
almighty,almighty/almighty-core,5811,3609,604,916,682,29
HabitRPG,HabitRPG/habitrpg,5800,3813,347,1089,551,50
translate,translate/pootle,5789,2580,1161,1577,471,32
c2corg,c2corg/v6_ui,5782,3497,393,1374,518,22
MinecraftForge,MinecraftForge/MinecraftForge,5764,4372,449,470,473,101
LMMS,LMMS/lmms,5762,4679,325,323,435,39
pi-hole,pi-hole/pi-hole,5754,4199,353,745,457,50
jruby,jruby/jruby,5752,2652,213,2457,430,70
IQSS,IQSS/dataverse,5750,3361,168,1618,603,41
mesonbuild,mesonbuild/meson,5749,3558,641,1038,512,80
almende,almende/vis,5726,4047,398,408,873,80
nextcloud,nextcloud/android,5715,4091,187,912,525,29
mozilla,mozilla/activity-stream,5685,2985,636,1022,1042,34
SatelliteQE,SatelliteQE/robottelo,5678,3699,785,768,426,38
cgeo,cgeo/cgeo,5662,3794,292,999,577,27
zeit,zeit/hyper,5649,4389,194,333,733,71
dealii,dealii/dealii,5647,3808,834,781,224,54
astropy,astropy/astropy,5639,4581,447,256,355,59
wallabag,wallabag/wallabag,5632,3462,456,1062,652,77
mozilla,mozilla/pdf.js,5631,4133,463,390,645,44
apache,apache/trafficserver,5629,3263,992,1211,163,122
piwik,piwik/piwik,5603,3090,436,1314,763,42
pymedusa,pymedusa/Medusa,5600,2841,545,1632,582,15
driftyco,driftyco/ionic-native,5596,3176,528,1158,734,225
aspnet,aspnet/Docs,5590,2589,1137,1511,353,186
bigchaindb,bigchaindb/bigchaindb,5579,2420,660,1926,573,47
fusionpbx,fusionpbx/fusionpbx,5578,1775,560,2805,438,54
mlr-org,mlr-org/mlr,5575,2885,391,1914,385,71
keystonejs,keystonejs/keystone,5568,3108,318,1654,488,89
AutoMapper,AutoMapper/AutoMapper,5551,4382,258,309,602,27
tangrams,tangrams/tangram-es,5549,2226,414,2550,359,23
openSUSE,openSUSE/open-build-service,5544,3045,968,1224,307,62
VOREStation,VOREStation/VOREStation,5539,2582,862,1452,643,49
payara,payara/Payara,5538,4182,526,557,273,72
NativeScript,NativeScript/nativescript-cli,5531,2921,493,1550,567,60
ReactTraining,ReactTraining/react-router,5529,3981,311,323,914,29
cockpit-project,cockpit-project/cockpit,5524,3670,648,919,287,43
eclipse,eclipse/kura,5516,3239,622,1088,567,32
iNavFlight,iNavFlight/inav,5514,4615,234,200,465,18
elastic,elastic/logstash,5510,3843,489,381,797,31
citra-emu,citra-emu/citra,5494,4133,481,410,470,66
weaveworks,weaveworks/weave,5464,2613,309,2176,366,41
Theano,Theano/Theano,5464,4024,573,251,616,69
eggjs,eggjs/egg,5456,3489,268,1255,444,56
twitter,twitter/heron,5450,3542,654,852,402,80
opnsense,opnsense/core,5442,2412,110,2344,576,36
grpc,grpc/grpc-java,5437,3541,755,665,476,47
Jackett,Jackett/Jackett,5432,3787,294,616,735,48
chamilo,chamilo/chamilo-lms,5428,972,523,3648,285,32
the-control-group,the-control-group/voyager,5422,3542,575,635,670,93
opentoonz,opentoonz/opentoonz,5416,4113,403,362,538,44
chef,chef/chef,5401,2753,480,1773,395,135
playframework,playframework/playframework,5390,3343,809,819,419,141
GoogleChrome,GoogleChrome/lighthouse,5383,3104,532,1081,666,64
ponylang,ponylang/ponyc,5382,3045,558,1459,320,63
HTBox,HTBox/allReady,5376,3557,613,560,646,124
raspberrypi,raspberrypi/linux,5358,4592,208,218,340,56
OP-TEE,OP-TEE/optee_os,5356,4273,376,324,383,49
4teamwork,4teamwork/opengever.core,5349,1287,598,2936,528,28
geneontology,geneontology/go-ontology,5348,4367,182,261,538,17
vatesfr,vatesfr/xo-web,5327,1659,455,2541,672,26
syncthing,syncthing/syncthing,5324,3133,177,1448,566,74
Azure,Azure/azure-webjobs-sdk-script,5312,3265,396,954,697,36
vanilla,vanilla/vanilla,5312,1218,887,2440,767,46
Microsoft,Microsoft/UWPCommunityToolkit,5299,4125,381,318,475,59
pimcore,pimcore/pimcore,5293,1584,267,2777,665,95
lampepfl,lampepfl/dotty,5288,3647,605,518,518,54
Flexget,Flexget/Flexget,5287,2648,289,1913,437,99
ioam,ioam/holoviews,5281,2821,459,1707,294,17
pymc-devs,pymc-devs/pymc3,5268,3817,523,488,440,49
perl6,perl6/doc,5267,1945,279,2454,589,112
magefree,magefree/mage,5254,2024,679,1867,684,103
01org,01org/cc-oci-runtime,5241,3745,452,646,398,20
babel,babel/babel,5237,3702,634,376,525,96
thelounge,thelounge/lounge,5231,3535,409,909,378,42
angular,angular/angular.js,5185,3619,479,366,721,65
18F,18F/micropurchase,5178,1818,630,2333,397,34
BSData,BSData/wh40k,5165,2533,199,1012,1421,43
ArchStrike,ArchStrike/ArchStrike,5162,187,168,4699,108,23
influxdata,influxdata/telegraf,5160,3518,577,225,840,50
TesseractTeam,TesseractTeam/Tesseract,5147,2896,184,1122,945,51
modxcms,modxcms/evolution,5145,3742,309,665,429,33
smartdevicelink,smartdevicelink/sdl_core,5143,3491,750,650,252,76
chef,chef/inspec,5124,2326,589,1754,455,96
zestedesavoir,zestedesavoir/zds-site,5120,3922,419,429,350,53
Microsoft,Microsoft/vsts-agent,5105,2552,456,1674,423,65
StoDevX,StoDevX/AAO-React-Native,5101,1682,515,2684,220,18
DataDog,DataDog/dd-agent,5091,2007,715,2183,186,163
zikula,zikula/core,5080,2333,325,2031,391,19
Codeception,Codeception/Codeception,5080,3344,517,619,600,148
Alfresco,Alfresco/alfresco-ng2-components,5074,1082,687,2427,878,21
AjuntamentdeBarcelona,AjuntamentdeBarcelona/decidim,5067,1435,537,2642,453,13
aspnet,aspnet/KestrelHttpServer,5037,2716,339,1625,357,42
palantir,palantir/blueprint,5013,2589,453,1455,516,49
vmware,vmware/docker-volume-vsphere,5012,2436,391,1754,431,31
openaddresses,openaddresses/openaddresses,5001,2376,854,1479,292,42
learningequality,learningequality/kolibri,4992,2594,1031,1072,295,35
commercialhaskell,commercialhaskell/stack,4984,3598,222,466,698,61
MISP,MISP/MISP,4984,2740,337,1172,735,61
urho3d,urho3d/Urho3D,4973,2945,188,1437,403,76
yarpc,yarpc/yarpc-go,4962,1393,623,2682,264,35
ReactiveX,ReactiveX/rxjs,4954,3714,419,358,463,105
PaddlePaddle,PaddlePaddle/Paddle,4950,2892,660,613,785,60
MDAnalysis,MDAnalysis/mdanalysis,4933,3435,271,994,233,34
bloomberg,bloomberg/bucklescript,4927,2145,714,1527,541,54
