project,key,value
#Chromium,issues,73244
#Chromium,issues,60556 - this value was probably wrong for range 201611-201710
Chromium,issues,79151
# Without commits_analysis.rb
# Chromium,authors,1697
#Chromium,authors,1784
Chromium,authors,1806
# Without commits_analysis.rb
# Chromium,commits,79144
#Chromium,commits,75467
Chromium,commits,76989
