project,url,label,activity,comments,prs,commits,issues,authors,sum_activity,sum_comments,sum_prs,sum_commits,sum_issues,sum_authors
Microsoft Orleans,dotnet.github.io/orleans,2016-12,8903,6583,833,923,564,29,11355,8313,1124,1212,706,29
Microsoft Orleans,dotnet.github.io/orleans,2017-01,9610,7118,899,985,608,29,11355,8313,1124,1212,706,29
Microsoft Orleans,dotnet.github.io/orleans,2017-02,10397,7671,993,1082,651,29,11355,8313,1124,1212,706,29
Microsoft Orleans,dotnet.github.io/orleans,2017-03,10937,8018,1074,1164,681,29,11355,8313,1124,1212,706,29
Microsoft Orleans,dotnet.github.io/orleans,2017-04,11355,8313,1124,1212,706,29,11355,8313,1124,1212,706,29
xcat2,"",2016-01,536,330,64,71,71,17,11294,7305,1382,1454,1153,29
xcat2,"",2016-02,845,535,103,102,105,17,11294,7305,1382,1454,1153,29
xcat2,"",2016-03,1585,1010,188,230,157,21,11294,7305,1382,1454,1153,29
xcat2,"",2016-04,2209,1414,259,311,225,21,11294,7305,1382,1454,1153,29
xcat2,"",2016-05,3236,2089,384,430,333,29,11294,7305,1382,1454,1153,29
xcat2,"",2016-06,4136,2642,505,563,426,29,11294,7305,1382,1454,1153,29
xcat2,"",2016-07,4912,3135,616,674,487,29,11294,7305,1382,1454,1153,29
xcat2,"",2016-08,5727,3640,720,793,574,29,11294,7305,1382,1454,1153,29
xcat2,"",2016-09,6444,4114,794,889,647,29,11294,7305,1382,1454,1153,29
xcat2,"",2016-10,7158,4618,870,957,713,29,11294,7305,1382,1454,1153,29
xcat2,"",2016-11,8097,5239,982,1080,796,29,11294,7305,1382,1454,1153,29
xcat2,"",2016-12,8596,5543,1060,1153,840,29,11294,7305,1382,1454,1153,29
xcat2,"",2017-01,9080,5858,1124,1222,876,29,11294,7305,1382,1454,1153,29
xcat2,"",2017-02,9574,6176,1196,1278,924,29,11294,7305,1382,1454,1153,29
xcat2,"",2017-03,10620,6865,1316,1393,1046,29,11294,7305,1382,1454,1153,29
xcat2,"",2017-04,11294,7305,1382,1454,1153,29,11294,7305,1382,1454,1153,29
open-mpi,"",2016-01,450,323,44,63,20,14,12529,8809,1563,1676,481,28
open-mpi,"",2016-02,952,698,93,123,38,14,12529,8809,1563,1676,481,28
open-mpi,"",2016-03,1534,1111,153,213,57,16,12529,8809,1563,1676,481,28
open-mpi,"",2016-04,2162,1543,220,309,90,18,12529,8809,1563,1676,481,28
open-mpi,"",2016-05,2968,2188,284,377,119,20,12529,8809,1563,1676,481,28
open-mpi,"",2016-06,3651,2726,328,442,155,20,12529,8809,1563,1676,481,28
open-mpi,"",2016-07,4201,3130,384,514,173,20,12529,8809,1563,1676,481,28
open-mpi,"",2016-08,4878,3613,463,615,187,20,12529,8809,1563,1676,481,28
open-mpi,"",2016-09,5704,4234,549,707,214,20,12529,8809,1563,1676,481,28
open-mpi,"",2016-10,6566,4821,682,824,239,20,12529,8809,1563,1676,481,28
open-mpi,"",2016-11,7438,5407,817,949,265,22,12529,8809,1563,1676,481,28
open-mpi,"",2016-12,8293,5956,943,1086,308,22,12529,8809,1563,1676,481,28
open-mpi,"",2017-01,9493,6742,1137,1260,354,26,12529,8809,1563,1676,481,28
open-mpi,"",2017-02,10594,7506,1277,1416,395,28,12529,8809,1563,1676,481,28
open-mpi,"",2017-03,11578,8138,1425,1568,447,28,12529,8809,1563,1676,481,28
open-mpi,"",2017-04,12529,8809,1563,1676,481,28,12529,8809,1563,1676,481,28
druid-io,"",2016-01,893,648,127,77,41,22,11917,8351,1645,1253,668,27
druid-io,"",2016-02,1978,1375,266,252,85,27,11917,8351,1645,1253,668,27
druid-io,"",2016-03,3343,2288,503,409,143,27,11917,8351,1645,1253,668,27
druid-io,"",2016-04,4146,2850,615,490,191,27,11917,8351,1645,1253,668,27
druid-io,"",2016-05,5000,3454,730,565,251,27,11917,8351,1645,1253,668,27
druid-io,"",2016-06,6024,4125,908,700,291,27,11917,8351,1645,1253,668,27
druid-io,"",2016-07,6596,4538,974,749,335,27,11917,8351,1645,1253,668,27
druid-io,"",2016-08,7223,4980,1062,806,375,27,11917,8351,1645,1253,668,27
druid-io,"",2016-09,7817,5394,1143,861,419,27,11917,8351,1645,1253,668,27
druid-io,"",2016-10,8334,5734,1222,920,458,27,11917,8351,1645,1253,668,27
druid-io,"",2016-11,9009,6236,1306,984,483,27,11917,8351,1645,1253,668,27
druid-io,"",2016-12,9559,6632,1369,1046,512,27,11917,8351,1645,1253,668,27
druid-io,"",2017-01,10100,7029,1438,1088,545,27,11917,8351,1645,1253,668,27
druid-io,"",2017-02,10826,7573,1535,1149,569,27,11917,8351,1645,1253,668,27
druid-io,"",2017-03,11519,8092,1585,1216,626,27,11917,8351,1645,1253,668,27
druid-io,"",2017-04,11917,8351,1645,1253,668,27,11917,8351,1645,1253,668,27
RIOT-OS,"",2016-01,1216,989,119,74,34,17,16887,14118,1450,932,387,27
RIOT-OS,"",2016-02,2362,1980,205,124,53,17,16887,14118,1450,932,387,27
RIOT-OS,"",2016-03,3567,3063,269,162,73,17,16887,14118,1450,932,387,27
RIOT-OS,"",2016-04,4650,3952,364,238,96,24,16887,14118,1450,932,387,27
RIOT-OS,"",2016-05,5593,4750,429,294,120,26,16887,14118,1450,932,387,27
RIOT-OS,"",2016-06,6626,5624,507,342,153,26,16887,14118,1450,932,387,27
RIOT-OS,"",2016-07,7748,6610,587,380,171,26,16887,14118,1450,932,387,27
RIOT-OS,"",2016-08,8445,7213,633,406,193,26,16887,14118,1450,932,387,27
RIOT-OS,"",2016-09,9291,7917,712,453,209,26,16887,14118,1450,932,387,27
RIOT-OS,"",2016-10,10332,8803,793,506,230,26,16887,14118,1450,932,387,27
RIOT-OS,"",2016-11,11213,9550,875,539,249,26,16887,14118,1450,932,387,27
RIOT-OS,"",2016-12,12060,10242,963,587,268,26,16887,14118,1450,932,387,27
RIOT-OS,"",2017-01,13363,11345,1078,639,301,26,16887,14118,1450,932,387,27
RIOT-OS,"",2017-02,14324,12084,1185,725,330,27,16887,14118,1450,932,387,27
RIOT-OS,"",2017-03,15763,13244,1329,830,360,27,16887,14118,1450,932,387,27
RIOT-OS,"",2017-04,16887,14118,1450,932,387,27,16887,14118,1450,932,387,27
Nomad,nomadproject.io,2016-01,605,280,48,230,47,14,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2016-02,1414,602,141,576,95,16,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2016-03,2346,1010,244,937,155,20,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2016-04,2945,1346,293,1072,234,20,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2016-05,3450,1529,346,1303,272,20,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2016-06,4230,1828,453,1625,324,20,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2016-07,4893,2144,529,1854,366,20,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2016-08,5973,2633,657,2262,421,27,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2016-09,6540,2940,713,2417,470,27,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2016-10,7115,3171,779,2633,532,27,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2016-11,7801,3516,859,2826,600,27,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2016-12,8365,3838,896,2964,667,27,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2017-01,9076,4208,952,3187,729,27,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2017-02,9706,4475,1022,3433,776,27,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2017-03,10436,4855,1096,3647,838,27,10972,5152,1126,3796,898,27
Nomad,nomadproject.io,2017-04,10972,5152,1126,3796,898,27,10972,5152,1126,3796,898,27
SeleniumHQ,"",2016-01,819,568,20,109,122,21,11349,7297,441,1505,2106,26
SeleniumHQ,"",2016-02,1662,1157,64,199,242,22,11349,7297,441,1505,2106,26
SeleniumHQ,"",2016-03,2462,1645,91,325,401,26,11349,7297,441,1505,2106,26
SeleniumHQ,"",2016-04,2912,1921,104,367,520,26,11349,7297,441,1505,2106,26
SeleniumHQ,"",2016-05,3440,2229,141,429,641,26,11349,7297,441,1505,2106,26
SeleniumHQ,"",2016-06,4330,2779,170,545,836,26,11349,7297,441,1505,2106,26
SeleniumHQ,"",2016-07,4884,3135,182,617,950,26,11349,7297,441,1505,2106,26
SeleniumHQ,"",2016-08,5463,3493,204,683,1083,26,11349,7297,441,1505,2106,26
SeleniumHQ,"",2016-09,6207,3972,238,788,1209,26,11349,7297,441,1505,2106,26
SeleniumHQ,"",2016-10,6902,4361,272,915,1354,26,11349,7297,441,1505,2106,26
SeleniumHQ,"",2016-11,7635,4863,304,992,1476,26,11349,7297,441,1505,2106,26
SeleniumHQ,"",2016-12,8114,5172,331,1041,1570,26,11349,7297,441,1505,2106,26
SeleniumHQ,"",2017-01,8660,5515,352,1116,1677,26,11349,7297,441,1505,2106,26
SeleniumHQ,"",2017-02,9386,6005,382,1204,1795,26,11349,7297,441,1505,2106,26
SeleniumHQ,"",2017-03,10287,6568,401,1381,1937,26,11349,7297,441,1505,2106,26
SeleniumHQ,"",2017-04,11349,7297,441,1505,2106,26,11349,7297,441,1505,2106,26
dotCMS,"",2016-01,286,28,66,168,24,15,9725,3286,1304,3364,1771,25
dotCMS,"",2016-02,736,95,164,408,69,17,9725,3286,1304,3364,1771,25
dotCMS,"",2016-03,1135,164,254,601,116,17,9725,3286,1304,3364,1771,25
dotCMS,"",2016-04,1637,337,320,757,223,18,9725,3286,1304,3364,1771,25
dotCMS,"",2016-05,2265,589,396,928,352,24,9725,3286,1304,3364,1771,25
dotCMS,"",2016-06,2724,766,441,1057,460,24,9725,3286,1304,3364,1771,25
dotCMS,"",2016-07,3237,957,505,1221,554,24,9725,3286,1304,3364,1771,25
dotCMS,"",2016-08,3945,1222,608,1411,704,24,9725,3286,1304,3364,1771,25
dotCMS,"",2016-09,4454,1409,656,1576,813,24,9725,3286,1304,3364,1771,25
dotCMS,"",2016-10,5058,1631,730,1785,912,24,9725,3286,1304,3364,1771,25
dotCMS,"",2016-11,5705,1838,798,2022,1047,25,9725,3286,1304,3364,1771,25
dotCMS,"",2016-12,6170,1982,850,2202,1136,25,9725,3286,1304,3364,1771,25
dotCMS,"",2017-01,6989,2279,955,2491,1264,25,9725,3286,1304,3364,1771,25
dotCMS,"",2017-02,7817,2580,1053,2770,1414,25,9725,3286,1304,3364,1771,25
dotCMS,"",2017-03,8911,3007,1187,3073,1644,25,9725,3286,1304,3364,1771,25
dotCMS,"",2017-04,9725,3286,1304,3364,1771,25,9725,3286,1304,3364,1771,25
pantsbuild,"",2016-01,461,263,88,82,28,19,5832,2805,1187,1198,642,25
pantsbuild,"",2016-02,835,410,185,183,57,21,5832,2805,1187,1198,642,25
pantsbuild,"",2016-03,1260,587,285,282,106,21,5832,2805,1187,1198,642,25
pantsbuild,"",2016-04,1909,919,423,409,158,21,5832,2805,1187,1198,642,25
pantsbuild,"",2016-05,2615,1255,552,547,261,25,5832,2805,1187,1198,642,25
pantsbuild,"",2016-06,2884,1369,611,613,291,25,5832,2805,1187,1198,642,25
pantsbuild,"",2016-07,3262,1551,687,682,342,25,5832,2805,1187,1198,642,25
pantsbuild,"",2016-08,3493,1646,743,729,375,25,5832,2805,1187,1198,642,25
pantsbuild,"",2016-09,3727,1728,807,788,404,25,5832,2805,1187,1198,642,25
pantsbuild,"",2016-10,4045,1886,864,852,443,25,5832,2805,1187,1198,642,25
pantsbuild,"",2016-11,4362,2039,929,923,471,25,5832,2805,1187,1198,642,25
pantsbuild,"",2016-12,4540,2122,968,965,485,25,5832,2805,1187,1198,642,25
pantsbuild,"",2017-01,4800,2278,1010,997,515,25,5832,2805,1187,1198,642,25
pantsbuild,"",2017-02,5019,2377,1055,1049,538,25,5832,2805,1187,1198,642,25
pantsbuild,"",2017-03,5346,2506,1128,1135,577,25,5832,2805,1187,1198,642,25
pantsbuild,"",2017-04,5832,2805,1187,1198,642,25,5832,2805,1187,1198,642,25
Leaflet,"",2016-01,379,275,26,39,39,19,6730,4381,618,948,783,25
Leaflet,"",2016-02,916,629,75,109,103,19,6730,4381,618,948,783,25
Leaflet,"",2016-03,1278,868,109,158,143,19,6730,4381,618,948,783,25
Leaflet,"",2016-04,2077,1346,209,312,210,21,6730,4381,618,948,783,25
Leaflet,"",2016-05,2550,1666,249,373,262,25,6730,4381,618,948,783,25
Leaflet,"",2016-06,3016,1978,294,437,307,25,6730,4381,618,948,783,25
Leaflet,"",2016-07,3419,2213,334,518,354,25,6730,4381,618,948,783,25
Leaflet,"",2016-08,3919,2551,368,584,416,25,6730,4381,618,948,783,25
Leaflet,"",2016-09,4398,2862,419,640,477,25,6730,4381,618,948,783,25
Leaflet,"",2016-10,4803,3124,451,706,522,25,6730,4381,618,948,783,25
Leaflet,"",2016-11,5193,3372,484,762,575,25,6730,4381,618,948,783,25
Leaflet,"",2016-12,5478,3555,511,792,620,25,6730,4381,618,948,783,25
Leaflet,"",2017-01,5811,3768,541,842,660,25,6730,4381,618,948,783,25
Leaflet,"",2017-02,6144,3981,571,892,700,25,6730,4381,618,948,783,25
Leaflet,"",2017-03,6469,4210,592,918,749,25,6730,4381,618,948,783,25
Leaflet,"",2017-04,6730,4381,618,948,783,25,6730,4381,618,948,783,25
zooniverse,"",2016-01,467,256,37,112,62,15,9449,5428,929,2266,826,24
zooniverse,"",2016-02,964,563,71,209,121,15,9449,5428,929,2266,826,24
zooniverse,"",2016-03,1567,952,120,288,207,15,9449,5428,929,2266,826,24
zooniverse,"",2016-04,2364,1440,200,444,280,22,9449,5428,929,2266,826,24
zooniverse,"",2016-05,3184,1974,265,583,362,22,9449,5428,929,2266,826,24
zooniverse,"",2016-06,3811,2316,334,748,413,22,9449,5428,929,2266,826,24
zooniverse,"",2016-07,4326,2620,382,879,445,22,9449,5428,929,2266,826,24
zooniverse,"",2016-08,4970,3055,439,985,491,22,9449,5428,929,2266,826,24
zooniverse,"",2016-09,5670,3464,517,1124,565,22,9449,5428,929,2266,826,24
zooniverse,"",2016-10,6091,3679,568,1249,595,24,9449,5428,929,2266,826,24
zooniverse,"",2016-11,6851,4103,633,1458,657,24,9449,5428,929,2266,826,24
zooniverse,"",2016-12,7277,4354,682,1561,680,24,9449,5428,929,2266,826,24
zooniverse,"",2017-01,7718,4577,730,1697,714,24,9449,5428,929,2266,826,24
zooniverse,"",2017-02,8134,4777,787,1828,742,24,9449,5428,929,2266,826,24
zooniverse,"",2017-03,8955,5170,889,2096,800,24,9449,5428,929,2266,826,24
zooniverse,"",2017-04,9449,5428,929,2266,826,24,9449,5428,929,2266,826,24
AnalyticalGraphicsInc,"",2016-01,626,342,73,177,34,17,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2016-02,1560,933,180,371,76,17,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2016-03,2392,1379,277,610,126,17,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2016-04,2850,1601,328,762,159,17,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2016-05,3394,1874,387,934,199,22,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2016-06,3914,2126,435,1119,234,22,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2016-07,4252,2322,462,1198,270,22,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2016-08,4853,2613,508,1423,309,22,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2016-09,5554,2920,563,1714,357,22,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2016-10,6473,3466,637,1948,422,23,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2016-11,7056,3769,683,2120,484,23,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2016-12,7579,4080,728,2248,523,23,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2017-01,8383,4575,813,2423,572,23,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2017-02,8956,4910,874,2568,604,23,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2017-03,9609,5286,934,2741,648,23,10327,5727,978,2938,684,23
AnalyticalGraphicsInc,"",2017-04,10327,5727,978,2938,684,23,10327,5727,978,2938,684,23
magefree,"",2016-01,413,158,41,179,35,12,7269,2803,947,2583,936,23
magefree,"",2016-02,745,285,81,312,67,15,7269,2803,947,2583,936,23
magefree,"",2016-03,1417,534,177,545,161,19,7269,2803,947,2583,936,23
magefree,"",2016-04,2015,779,268,716,252,19,7269,2803,947,2583,936,23
magefree,"",2016-05,2218,846,293,796,283,19,7269,2803,947,2583,936,23
magefree,"",2016-06,2441,918,323,878,322,19,7269,2803,947,2583,936,23
magefree,"",2016-07,3025,1207,349,1077,392,19,7269,2803,947,2583,936,23
magefree,"",2016-08,3301,1318,367,1161,455,19,7269,2803,947,2583,936,23
magefree,"",2016-09,4014,1574,476,1426,538,23,7269,2803,947,2583,936,23
magefree,"",2016-10,4491,1719,551,1622,599,23,7269,2803,947,2583,936,23
magefree,"",2016-11,4827,1806,619,1767,635,23,7269,2803,947,2583,936,23
magefree,"",2016-12,5175,1940,675,1893,667,23,7269,2803,947,2583,936,23
magefree,"",2017-01,5526,2028,719,2073,706,23,7269,2803,947,2583,936,23
magefree,"",2017-02,5817,2164,763,2150,740,23,7269,2803,947,2583,936,23
magefree,"",2017-03,6409,2444,848,2321,796,23,7269,2803,947,2583,936,23
magefree,"",2017-04,7269,2803,947,2583,936,23,7269,2803,947,2583,936,23
