project,url,label,activity,comments,prs,commits,issues,authors,sum_activity,sum_comments,sum_prs,sum_commits,sum_issues,sum_authors
HTTPS Everywhere,eff.org/https-everywhere,2016-10,22147,11033,5533,4224,1357,117,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2017-01,25489,13180,6222,4565,1522,117,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2017-04,29848,14925,7575,5686,1662,117,29848,14925,7575,5686,1662,117
Julia,julialang.org,2015-04,9556,7130,483,1321,622,115,80723,58976,5070,11523,5154,115
Julia,julialang.org,2015-07,21619,16908,1025,2504,1182,115,80723,58976,5070,11523,5154,115
Julia,julialang.org,2015-10,32411,24903,1672,4028,1808,115,80723,58976,5070,11523,5154,115
Julia,julialang.org,2016-01,39760,30354,2140,4924,2342,115,80723,58976,5070,11523,5154,115
Julia,julialang.org,2016-04,47583,36150,2638,5881,2914,115,80723,58976,5070,11523,5154,115
Julia,julialang.org,2016-07,55959,42038,3311,7081,3529,115,80723,58976,5070,11523,5154,115
Julia,julialang.org,2016-10,65011,48578,3918,8359,4156,115,80723,58976,5070,11523,5154,115
Julia,julialang.org,2017-01,71612,53056,4400,9535,4621,115,80723,58976,5070,11523,5154,115
Julia,julialang.org,2017-04,80723,58976,5070,11523,5154,115,80723,58976,5070,11523,5154,115
The Void distribution,voidlinux.eu,2015-04,3596,676,277,2470,173,115,35780,10127,3997,20277,1379,115
The Void distribution,voidlinux.eu,2015-07,8714,2154,819,5379,362,115,35780,10127,3997,20277,1379,115
The Void distribution,voidlinux.eu,2015-10,13317,3363,1400,8049,505,115,35780,10127,3997,20277,1379,115
The Void distribution,voidlinux.eu,2016-01,17285,4331,1882,10410,662,115,35780,10127,3997,20277,1379,115
The Void distribution,voidlinux.eu,2016-04,21460,5619,2448,12586,807,115,35780,10127,3997,20277,1379,115
The Void distribution,voidlinux.eu,2016-07,25047,6725,2759,14591,972,115,35780,10127,3997,20277,1379,115
The Void distribution,voidlinux.eu,2016-10,28306,7803,3090,16313,1100,115,35780,10127,3997,20277,1379,115
The Void distribution,voidlinux.eu,2017-01,32335,9029,3531,18536,1239,115,35780,10127,3997,20277,1379,115
The Void distribution,voidlinux.eu,2017-04,35780,10127,3997,20277,1379,115,35780,10127,3997,20277,1379,115
Automattic Jetpack,jetpack.com,2015-04,2322,1020,211,858,233,113,32569,14768,3332,12210,2259,113
Automattic Jetpack,jetpack.com,2015-07,5211,2569,447,1732,463,113,32569,14768,3332,12210,2259,113
Automattic Jetpack,jetpack.com,2015-10,7902,3865,743,2642,652,113,32569,14768,3332,12210,2259,113
Automattic Jetpack,jetpack.com,2016-01,10356,5055,1007,3455,839,113,32569,14768,3332,12210,2259,113
Automattic Jetpack,jetpack.com,2016-04,12655,6068,1277,4314,996,113,32569,14768,3332,12210,2259,113
Automattic Jetpack,jetpack.com,2016-07,17091,7891,1704,6241,1255,113,32569,14768,3332,12210,2259,113
Automattic Jetpack,jetpack.com,2016-10,22129,9874,2335,8315,1605,113,32569,14768,3332,12210,2259,113
Automattic Jetpack,jetpack.com,2017-01,27010,11845,2828,10422,1915,113,32569,14768,3332,12210,2259,113
Automattic Jetpack,jetpack.com,2017-04,32569,14768,3332,12210,2259,113,32569,14768,3332,12210,2259,113
Chef,chef.io/chef,2015-04,2811,1851,229,479,252,101,30400,16213,2873,9097,2217,101
Chef,chef.io/chef,2015-07,7313,4431,604,1674,604,101,30400,16213,2873,9097,2217,101
Chef,chef.io/chef,2015-10,10644,6526,864,2413,841,101,30400,16213,2873,9097,2217,101
Chef,chef.io/chef,2016-01,14203,8420,1174,3501,1108,101,30400,16213,2873,9097,2217,101
Chef,chef.io/chef,2016-04,18369,10523,1621,4894,1331,101,30400,16213,2873,9097,2217,101
Chef,chef.io/chef,2016-07,21964,12301,1967,6122,1574,101,30400,16213,2873,9097,2217,101
Chef,chef.io/chef,2016-10,25839,14021,2377,7619,1822,101,30400,16213,2873,9097,2217,101
Chef,chef.io/chef,2017-01,28182,15168,2626,8376,2012,101,30400,16213,2873,9097,2217,101
Chef,chef.io/chef,2017-04,30400,16213,2873,9097,2217,101,30400,16213,2873,9097,2217,101
GRPC,grpc.io,2015-04,1231,683,241,201,106,96,54003,34169,8002,6752,5080,96
GRPC,grpc.io,2015-07,6947,3996,1220,1088,643,96,54003,34169,8002,6752,5080,96
GRPC,grpc.io,2015-10,13896,7924,2441,2223,1308,96,54003,34169,8002,6752,5080,96
GRPC,grpc.io,2016-01,18322,10500,3123,2826,1873,96,54003,34169,8002,6752,5080,96
GRPC,grpc.io,2016-04,25963,15299,4254,3764,2646,96,54003,34169,8002,6752,5080,96
GRPC,grpc.io,2016-07,34424,21136,5325,4637,3326,96,54003,34169,8002,6752,5080,96
GRPC,grpc.io,2016-10,41787,26210,6302,5370,3905,96,54003,34169,8002,6752,5080,96
GRPC,grpc.io,2017-01,46836,29475,7005,5935,4421,96,54003,34169,8002,6752,5080,96
GRPC,grpc.io,2017-04,54003,34169,8002,6752,5080,96,54003,34169,8002,6752,5080,96
Joomla,joomla.org,2015-04,6640,5069,469,675,427,95,66634,52053,4486,6781,3314,95
Joomla,joomla.org,2015-07,11418,8787,798,1141,692,95,66634,52053,4486,6781,3314,95
Joomla,joomla.org,2015-10,15902,12157,1161,1644,940,95,66634,52053,4486,6781,3314,95
Joomla,joomla.org,2016-01,21337,16256,1581,2275,1225,95,66634,52053,4486,6781,3314,95
Joomla,joomla.org,2016-04,29374,22838,1987,2939,1610,95,66634,52053,4486,6781,3314,95
Joomla,joomla.org,2016-07,38396,29783,2672,3978,1963,95,66634,52053,4486,6781,3314,95
Joomla,joomla.org,2016-10,48205,37727,3222,4887,2369,95,66634,52053,4486,6781,3314,95
Joomla,joomla.org,2017-01,56275,44102,3819,5616,2738,95,66634,52053,4486,6781,3314,95
Joomla,joomla.org,2017-04,66634,52053,4486,6781,3314,95,66634,52053,4486,6781,3314,95
matplotlib,"",2015-04,1777,1425,154,66,132,95,24382,18918,2133,1369,1962,95
matplotlib,"",2015-07,3186,2557,244,117,268,95,24382,18918,2133,1369,1962,95
matplotlib,"",2015-10,6311,4968,566,309,468,95,24382,18918,2133,1369,1962,95
matplotlib,"",2016-01,9830,7675,846,545,764,95,24382,18918,2133,1369,1962,95
matplotlib,"",2016-04,12163,9448,1057,647,1011,95,24382,18918,2133,1369,1962,95
matplotlib,"",2016-07,14540,11304,1274,774,1188,95,24382,18918,2133,1369,1962,95
matplotlib,"",2016-10,17368,13532,1519,881,1436,95,24382,18918,2133,1369,1962,95
matplotlib,"",2017-01,20411,15899,1762,1088,1662,95,24382,18918,2133,1369,1962,95
matplotlib,"",2017-04,24382,18918,2133,1369,1962,95,24382,18918,2133,1369,1962,95
librenms,"",2015-04,595,335,89,108,63,92,16585,10503,2416,1351,2315,92
librenms,"",2015-07,2218,1290,336,316,276,92,16585,10503,2416,1351,2315,92
librenms,"",2015-10,4182,2445,630,570,537,92,16585,10503,2416,1351,2315,92
librenms,"",2016-01,6040,3625,831,705,879,92,16585,10503,2416,1351,2315,92
librenms,"",2016-04,8220,5102,1111,835,1172,92,16585,10503,2416,1351,2315,92
librenms,"",2016-07,9613,6031,1289,914,1379,92,16585,10503,2416,1351,2315,92
librenms,"",2016-10,12102,7556,1757,1098,1691,92,16585,10503,2416,1351,2315,92
librenms,"",2017-01,13648,8553,1960,1189,1946,92,16585,10503,2416,1351,2315,92
librenms,"",2017-04,16585,10503,2416,1351,2315,92,16585,10503,2416,1351,2315,92
Ethereum,ethereum.org,2015-04,4475,1798,670,1461,546,92,54671,26236,4990,8037,15408,92
Ethereum,ethereum.org,2015-07,10795,5182,1525,2696,1392,92,54671,26236,4990,8037,15408,92
Ethereum,ethereum.org,2015-10,15767,8063,2229,3599,1876,92,54671,26236,4990,8037,15408,92
Ethereum,ethereum.org,2016-01,17682,9202,2506,3881,2093,92,54671,26236,4990,8037,15408,92
Ethereum,ethereum.org,2016-04,20117,10975,2738,4077,2327,92,54671,26236,4990,8037,15408,92
Ethereum,ethereum.org,2016-07,25876,15219,3133,4506,3018,92,54671,26236,4990,8037,15408,92
Ethereum,ethereum.org,2016-10,32997,20169,3750,5163,3915,92,54671,26236,4990,8037,15408,92
Ethereum,ethereum.org,2017-01,39401,23590,4449,6842,4520,92,54671,26236,4990,8037,15408,92
Ethereum,ethereum.org,2017-04,54671,26236,4990,8037,15408,92,54671,26236,4990,8037,15408,92
TEAMMATES,teammatesv4.appspot.com,2015-04,2017,1304,229,369,115,90,20809,11804,2138,5242,1625,90
TEAMMATES,teammatesv4.appspot.com,2015-07,4512,2493,577,1089,353,90,20809,11804,2138,5242,1625,90
TEAMMATES,teammatesv4.appspot.com,2015-10,6996,3626,823,1965,582,90,20809,11804,2138,5242,1625,90
TEAMMATES,teammatesv4.appspot.com,2016-01,7867,4076,910,2243,638,90,20809,11804,2138,5242,1625,90
TEAMMATES,teammatesv4.appspot.com,2016-04,11335,6295,1211,2982,847,90,20809,11804,2138,5242,1625,90
TEAMMATES,teammatesv4.appspot.com,2016-07,14572,7901,1537,4026,1108,90,20809,11804,2138,5242,1625,90
TEAMMATES,teammatesv4.appspot.com,2016-10,16475,8975,1689,4611,1200,90,20809,11804,2138,5242,1625,90
TEAMMATES,teammatesv4.appspot.com,2017-01,17402,9525,1797,4803,1277,90,20809,11804,2138,5242,1625,90
TEAMMATES,teammatesv4.appspot.com,2017-04,20809,11804,2138,5242,1625,90,20809,11804,2138,5242,1625,90
Rapid7,rapid7.com,2015-04,4159,2900,414,682,163,83,25258,18344,2588,3067,1259,83
Rapid7,rapid7.com,2015-07,8060,5721,874,1137,328,83,25258,18344,2588,3067,1259,83
Rapid7,rapid7.com,2015-10,10779,7711,1166,1439,463,83,25258,18344,2588,3067,1259,83
Rapid7,rapid7.com,2016-01,13294,9538,1429,1731,596,83,25258,18344,2588,3067,1259,83
Rapid7,rapid7.com,2016-04,15535,11183,1661,1981,710,83,25258,18344,2588,3067,1259,83
Rapid7,rapid7.com,2016-07,17579,12634,1877,2240,828,83,25258,18344,2588,3067,1259,83
Rapid7,rapid7.com,2016-10,19705,14154,2096,2504,951,83,25258,18344,2588,3067,1259,83
Rapid7,rapid7.com,2017-01,22342,16127,2320,2777,1118,83,25258,18344,2588,3067,1259,83
Rapid7,rapid7.com,2017-04,25258,18344,2588,3067,1259,83,25258,18344,2588,3067,1259,83
ReactiveX,reactivex.io,2015-04,1381,1007,122,124,128,83,33196,23384,3332,3715,2765,83
ReactiveX,reactivex.io,2015-07,2712,2023,240,223,226,83,33196,23384,3332,3715,2765,83
ReactiveX,reactivex.io,2015-10,6328,4426,708,673,521,83,33196,23384,3332,3715,2765,83
ReactiveX,reactivex.io,2016-01,12650,8783,1446,1509,912,83,33196,23384,3332,3715,2765,83
ReactiveX,reactivex.io,2016-04,17878,12737,1901,1937,1303,83,33196,23384,3332,3715,2765,83
ReactiveX,reactivex.io,2016-07,22167,15842,2282,2392,1651,83,33196,23384,3332,3715,2765,83
ReactiveX,reactivex.io,2016-10,26181,18532,2688,2925,2036,83,33196,23384,3332,3715,2765,83
ReactiveX,reactivex.io,2017-01,29690,20935,3003,3358,2394,83,33196,23384,3332,3715,2765,83
ReactiveX,reactivex.io,2017-04,33196,23384,3332,3715,2765,83,33196,23384,3332,3715,2765,83
CakePHP,cakephp.org,2015-04,3415,2277,327,459,352,82,23896,16541,2236,2598,2521,82
CakePHP,cakephp.org,2015-07,6638,4527,594,797,720,82,23896,16541,2236,2598,2521,82
CakePHP,cakephp.org,2015-10,9285,6407,826,1019,1033,82,23896,16541,2236,2598,2521,82
CakePHP,cakephp.org,2016-01,11521,8011,1007,1235,1268,82,23896,16541,2236,2598,2521,82
CakePHP,cakephp.org,2016-04,14458,10052,1272,1541,1593,82,23896,16541,2236,2598,2521,82
CakePHP,cakephp.org,2016-07,17518,11986,1645,2002,1885,82,23896,16541,2236,2598,2521,82
CakePHP,cakephp.org,2016-10,19790,13671,1816,2174,2129,82,23896,16541,2236,2598,2521,82
CakePHP,cakephp.org,2017-01,21632,14971,1990,2367,2304,82,23896,16541,2236,2598,2521,82
CakePHP,cakephp.org,2017-04,23896,16541,2236,2598,2521,82,23896,16541,2236,2598,2521,82
Office Developer,dev.office.com,2015-04,1829,966,262,467,134,80,16126,6992,2563,4916,1655,80
Office Developer,dev.office.com,2015-07,3217,1577,569,819,252,80,16126,6992,2563,4916,1655,80
Office Developer,dev.office.com,2015-10,4373,2123,732,1111,407,80,16126,6992,2563,4916,1655,80
Office Developer,dev.office.com,2016-01,5027,2345,870,1344,468,80,16126,6992,2563,4916,1655,80
Office Developer,dev.office.com,2016-04,7518,3475,1186,2107,750,80,16126,6992,2563,4916,1655,80
Office Developer,dev.office.com,2016-07,10095,4346,1545,3239,965,80,16126,6992,2563,4916,1655,80
Office Developer,dev.office.com,2016-10,11881,5049,1925,3814,1093,80,16126,6992,2563,4916,1655,80
Office Developer,dev.office.com,2017-01,13718,5735,2225,4439,1319,80,16126,6992,2563,4916,1655,80
Office Developer,dev.office.com,2017-04,16126,6992,2563,4916,1655,80,16126,6992,2563,4916,1655,80
numpy,"",2015-04,2422,1936,179,146,161,79,24528,19478,1864,1530,1656,79
numpy,"",2015-07,4990,4068,332,277,313,79,24528,19478,1864,1530,1656,79
numpy,"",2015-10,7245,5790,534,430,491,79,24528,19478,1864,1530,1656,79
numpy,"",2016-01,10586,8334,854,690,708,79,24528,19478,1864,1530,1656,79
numpy,"",2016-04,15134,12025,1173,977,959,79,24528,19478,1864,1530,1656,79
numpy,"",2016-07,17292,13744,1325,1108,1115,79,24528,19478,1864,1530,1656,79
numpy,"",2016-10,19075,15108,1479,1214,1274,79,24528,19478,1864,1530,1656,79
numpy,"",2017-01,21220,16791,1646,1353,1430,79,24528,19478,1864,1530,1656,79
numpy,"",2017-04,24528,19478,1864,1530,1656,79,24528,19478,1864,1530,1656,79
fabric8,fabric8.io,2015-04,1354,583,199,457,115,75,18970,7886,2675,6411,1998,75
fabric8,fabric8.io,2015-07,4146,1697,585,1516,348,75,18970,7886,2675,6411,1998,75
fabric8,fabric8.io,2015-10,5776,2163,849,2273,491,75,18970,7886,2675,6411,1998,75
fabric8,fabric8.io,2016-01,7937,2798,1256,3197,686,75,18970,7886,2675,6411,1998,75
fabric8,fabric8.io,2016-04,9235,3395,1396,3587,857,75,18970,7886,2675,6411,1998,75
fabric8,fabric8.io,2016-07,9884,3623,1499,3837,925,75,18970,7886,2675,6411,1998,75
fabric8,fabric8.io,2016-10,12515,4729,1800,4837,1149,75,18970,7886,2675,6411,1998,75
fabric8,fabric8.io,2017-01,14597,5677,2053,5519,1348,75,18970,7886,2675,6411,1998,75
fabric8,fabric8.io,2017-04,18970,7886,2675,6411,1998,75,18970,7886,2675,6411,1998,75
scipy,"",2015-04,2871,2367,197,159,148,75,21075,16728,1623,1382,1342,75
scipy,"",2015-07,5672,4663,382,328,299,75,21075,16728,1623,1382,1342,75
scipy,"",2015-10,7543,6121,551,437,434,75,21075,16728,1623,1382,1342,75
scipy,"",2016-01,10219,8225,754,646,594,75,21075,16728,1623,1382,1342,75
scipy,"",2016-04,12927,10363,979,837,748,75,21075,16728,1623,1382,1342,75
scipy,"",2016-07,14937,11903,1145,981,908,75,21075,16728,1623,1382,1342,75
scipy,"",2016-10,16854,13405,1292,1092,1065,75,21075,16728,1623,1382,1342,75
scipy,"",2017-01,18929,15085,1447,1220,1177,75,21075,16728,1623,1382,1342,75
scipy,"",2017-04,21075,16728,1623,1382,1342,75,21075,16728,1623,1382,1342,75
Sylius,"",2015-04,2000,1460,215,184,141,73,24579,15802,3713,3199,1865,73
Sylius,"",2015-07,3587,2549,414,354,270,73,24579,15802,3713,3199,1865,73
Sylius,"",2015-10,5685,4029,680,528,448,73,24579,15802,3713,3199,1865,73
Sylius,"",2016-01,8015,5708,965,754,588,73,24579,15802,3713,3199,1865,73
Sylius,"",2016-04,12212,8549,1506,1237,920,73,24579,15802,3713,3199,1865,73
Sylius,"",2016-07,15186,10374,1978,1666,1168,73,24579,15802,3713,3199,1865,73
Sylius,"",2016-10,18344,12205,2527,2148,1464,73,24579,15802,3713,3199,1865,73
Sylius,"",2017-01,21885,14241,3205,2755,1684,73,24579,15802,3713,3199,1865,73
Sylius,"",2017-04,24579,15802,3713,3199,1865,73,24579,15802,3713,3199,1865,73
TrinityCore,trinitycore.org,2015-04,5113,3594,173,887,459,72,44713,31445,1584,7660,4024,72
TrinityCore,trinitycore.org,2015-07,10196,7262,308,1754,872,72,44713,31445,1584,7660,4024,72
TrinityCore,trinitycore.org,2015-10,15331,10939,485,2511,1396,72,44713,31445,1584,7660,4024,72
TrinityCore,trinitycore.org,2016-01,19177,13599,614,3180,1784,72,44713,31445,1584,7660,4024,72
TrinityCore,trinitycore.org,2016-04,24928,17784,845,3968,2331,72,44713,31445,1584,7660,4024,72
TrinityCore,trinitycore.org,2016-07,30632,21900,1020,4911,2801,72,44713,31445,1584,7660,4024,72
TrinityCore,trinitycore.org,2016-10,35159,24795,1234,5967,3163,72,44713,31445,1584,7660,4024,72
TrinityCore,trinitycore.org,2017-01,39957,28109,1388,6811,3649,72,44713,31445,1584,7660,4024,72
TrinityCore,trinitycore.org,2017-04,44713,31445,1584,7660,4024,72,44713,31445,1584,7660,4024,72
minetest,"",2015-04,4224,3281,275,372,296,72,28183,23266,1556,1539,1822,72
minetest,"",2015-07,6471,5048,380,593,450,72,28183,23266,1556,1539,1822,72
minetest,"",2015-10,9014,7038,537,783,656,72,28183,23266,1556,1539,1822,72
minetest,"",2016-01,11348,8939,674,942,793,72,28183,23266,1556,1539,1822,72
minetest,"",2016-04,15184,12240,882,1051,1011,72,28183,23266,1556,1539,1822,72
minetest,"",2016-07,18446,15088,1008,1159,1191,72,28183,23266,1556,1539,1822,72
minetest,"",2016-10,20613,16882,1130,1227,1374,72,28183,23266,1556,1539,1822,72
minetest,"",2017-01,24164,19916,1315,1352,1581,72,28183,23266,1556,1539,1822,72
minetest,"",2017-04,28183,23266,1556,1539,1822,72,28183,23266,1556,1539,1822,72
openHAB,openhab.org,2015-04,3465,2722,268,247,228,71,22562,17338,1904,1782,1538,71
openHAB,openhab.org,2015-07,6580,5099,539,522,420,71,22562,17338,1904,1782,1538,71
openHAB,openhab.org,2015-10,8888,6832,758,696,602,71,22562,17338,1904,1782,1538,71
openHAB,openhab.org,2016-01,12405,9635,1023,960,787,71,22562,17338,1904,1782,1538,71
openHAB,openhab.org,2016-04,15957,12261,1354,1291,1051,71,22562,17338,1904,1782,1538,71
openHAB,openhab.org,2016-07,17830,13755,1493,1407,1175,71,22562,17338,1904,1782,1538,71
openHAB,openhab.org,2016-10,18815,14525,1570,1463,1257,71,22562,17338,1904,1782,1538,71
openHAB,openhab.org,2017-01,20771,16080,1714,1583,1394,71,22562,17338,1904,1782,1538,71
openHAB,openhab.org,2017-04,22562,17338,1904,1782,1538,71,22562,17338,1904,1782,1538,71
ownCloud,owncloud.org,2015-04,10476,7984,498,880,1114,70,92054,67785,4621,10689,8959,70
ownCloud,owncloud.org,2015-07,19278,14531,915,1727,2105,70,92054,67785,4621,10689,8959,70
ownCloud,owncloud.org,2015-10,39148,29293,1884,4065,3906,70,92054,67785,4621,10689,8959,70
ownCloud,owncloud.org,2016-01,50497,37616,2432,5510,4939,70,92054,67785,4621,10689,8959,70
ownCloud,owncloud.org,2016-04,62863,46605,3121,6834,6303,70,92054,67785,4621,10689,8959,70
ownCloud,owncloud.org,2016-07,77978,57438,3866,8999,7675,70,92054,67785,4621,10689,8959,70
ownCloud,owncloud.org,2016-10,82797,60969,4103,9551,8174,70,92054,67785,4621,10689,8959,70
ownCloud,owncloud.org,2017-01,87018,64248,4297,9917,8556,70,92054,67785,4621,10689,8959,70
ownCloud,owncloud.org,2017-04,92054,67785,4621,10689,8959,70,92054,67785,4621,10689,8959,70
PX4,"",2015-04,1515,927,239,270,79,69,25521,16966,2827,3949,1779,69
PX4,"",2015-07,3774,2607,508,443,216,69,25521,16966,2827,3949,1779,69
PX4,"",2015-10,5257,3540,739,658,320,69,25521,16966,2827,3949,1779,69
PX4,"",2016-01,7005,4664,963,931,447,69,25521,16966,2827,3949,1779,69
PX4,"",2016-04,10595,7109,1305,1440,741,69,25521,16966,2827,3949,1779,69
PX4,"",2016-07,14823,9822,1780,2184,1037,69,25521,16966,2827,3949,1779,69
PX4,"",2016-10,18281,12049,2133,2827,1272,69,25521,16966,2827,3949,1779,69
PX4,"",2017-01,21710,14399,2454,3360,1497,69,25521,16966,2827,3949,1779,69
PX4,"",2017-04,25521,16966,2827,3949,1779,69,25521,16966,2827,3949,1779,69
Baystation12,baystation12.net,2015-04,4526,2810,683,580,453,67,36125,22359,5674,4940,3152,67
Baystation12,baystation12.net,2015-07,9936,6184,1488,1263,1001,67,36125,22359,5674,4940,3152,67
Baystation12,baystation12.net,2015-10,14876,9120,2291,1963,1502,67,36125,22359,5674,4940,3152,67
Baystation12,baystation12.net,2016-01,17223,10427,2700,2358,1738,67,36125,22359,5674,4940,3152,67
Baystation12,baystation12.net,2016-04,19709,11760,3163,2810,1976,67,36125,22359,5674,4940,3152,67
Baystation12,baystation12.net,2016-07,24399,14755,3871,3430,2343,67,36125,22359,5674,4940,3152,67
Baystation12,baystation12.net,2016-10,27867,16919,4422,3908,2618,67,36125,22359,5674,4940,3152,67
Baystation12,baystation12.net,2017-01,30776,18751,4904,4302,2819,67,36125,22359,5674,4940,3152,67
Baystation12,baystation12.net,2017-04,36125,22359,5674,4940,3152,67,36125,22359,5674,4940,3152,67
NativeScript,nativescript.org,2015-04,982,448,151,275,108,67,34788,20205,3079,7500,4004,67
NativeScript,nativescript.org,2015-07,3579,1808,443,871,457,67,34788,20205,3079,7500,4004,67
NativeScript,nativescript.org,2015-10,7967,4230,879,1882,976,67,34788,20205,3079,7500,4004,67
NativeScript,nativescript.org,2016-01,12676,6822,1311,3111,1432,67,34788,20205,3079,7500,4004,67
NativeScript,nativescript.org,2016-04,17741,9967,1683,4094,1997,67,34788,20205,3079,7500,4004,67
NativeScript,nativescript.org,2016-07,22802,12915,2138,5206,2543,67,34788,20205,3079,7500,4004,67
NativeScript,nativescript.org,2016-10,26383,15277,2367,5764,2975,67,34788,20205,3079,7500,4004,67
NativeScript,nativescript.org,2017-01,30649,17841,2693,6592,3523,67,34788,20205,3079,7500,4004,67
NativeScript,nativescript.org,2017-04,34788,20205,3079,7500,4004,67,34788,20205,3079,7500,4004,67
Theano,"",2015-04,1185,814,146,122,103,66,12686,9080,1449,771,1386,66
Theano,"",2015-07,2616,1817,321,245,233,66,12686,9080,1449,771,1386,66
Theano,"",2015-10,3831,2630,495,344,362,66,12686,9080,1449,771,1386,66
Theano,"",2016-01,5064,3487,632,416,529,66,12686,9080,1449,771,1386,66
Theano,"",2016-04,7169,5011,870,526,762,66,12686,9080,1449,771,1386,66
Theano,"",2016-07,8499,5977,999,592,931,66,12686,9080,1449,771,1386,66
Theano,"",2016-10,9767,6884,1157,651,1075,66,12686,9080,1449,771,1386,66
Theano,"",2017-01,11019,7806,1292,716,1205,66,12686,9080,1449,771,1386,66
Theano,"",2017-04,12686,9080,1449,771,1386,66,12686,9080,1449,771,1386,66
Consul,consul.io,2015-04,1594,989,114,330,161,64,12156,7290,1009,2486,1371,64
Consul,consul.io,2015-07,2912,1833,202,558,319,64,12156,7290,1009,2486,1371,64
Consul,consul.io,2015-10,4170,2730,267,716,457,64,12156,7290,1009,2486,1371,64
Consul,consul.io,2016-01,5568,3532,375,1003,658,64,12156,7290,1009,2486,1371,64
Consul,consul.io,2016-04,7479,4776,529,1292,882,64,12156,7290,1009,2486,1371,64
Consul,consul.io,2016-07,8536,5425,619,1442,1050,64,12156,7290,1009,2486,1371,64
Consul,consul.io,2016-10,9717,6103,739,1719,1156,64,12156,7290,1009,2486,1371,64
Consul,consul.io,2017-01,10986,6763,876,2079,1268,64,12156,7290,1009,2486,1371,64
Consul,consul.io,2017-04,12156,7290,1009,2486,1371,64,12156,7290,1009,2486,1371,64
neovim,"",2015-04,4978,4340,253,82,303,64,28283,23316,2051,654,2262,64
neovim,"",2015-07,9877,8471,579,233,594,64,28283,23316,2051,654,2262,64
neovim,"",2015-10,13041,11133,782,294,832,64,28283,23316,2051,654,2262,64
neovim,"",2016-01,15897,13421,972,367,1137,64,28283,23316,2051,654,2262,64
neovim,"",2016-04,19317,16194,1259,440,1424,64,28283,23316,2051,654,2262,64
neovim,"",2016-07,21597,17995,1484,475,1643,64,28283,23316,2051,654,2262,64
neovim,"",2016-10,24107,20093,1663,517,1834,64,28283,23316,2051,654,2262,64
neovim,"",2017-01,25856,21398,1824,601,2033,64,28283,23316,2051,654,2262,64
neovim,"",2017-04,28283,23316,2051,654,2262,64,28283,23316,2051,654,2262,64
TypeScript,typescriptlang.org,2015-04,5137,3641,215,598,683,62,70205,49454,3193,7532,10026,62
TypeScript,typescriptlang.org,2015-07,11494,8294,499,1224,1477,62,70205,49454,3193,7532,10026,62
TypeScript,typescriptlang.org,2015-10,18897,13721,843,1826,2507,62,70205,49454,3193,7532,10026,62
TypeScript,typescriptlang.org,2016-01,26042,18764,1175,2626,3477,62,70205,49454,3193,7532,10026,62
TypeScript,typescriptlang.org,2016-04,34455,24874,1525,3397,4659,62,70205,49454,3193,7532,10026,62
TypeScript,typescriptlang.org,2016-07,43232,30906,2014,4500,5812,62,70205,49454,3193,7532,10026,62
TypeScript,typescriptlang.org,2016-10,53221,37932,2436,5648,7205,62,70205,49454,3193,7532,10026,62
TypeScript,typescriptlang.org,2017-01,62514,44261,2891,6713,8649,62,70205,49454,3193,7532,10026,62
TypeScript,typescriptlang.org,2017-04,70205,49454,3193,7532,10026,62,70205,49454,3193,7532,10026,62
zurb,zurb.com,2015-04,2765,1845,158,443,319,61,20321,14091,1371,2306,2553,61
zurb,zurb.com,2015-07,3694,2424,226,546,498,61,20321,14091,1371,2306,2553,61
zurb,zurb.com,2015-10,4617,3087,286,635,609,61,20321,14091,1371,2306,2553,61
zurb,zurb.com,2016-01,7692,5032,486,1015,1159,61,20321,14091,1371,2306,2553,61
zurb,zurb.com,2016-04,11801,7828,694,1523,1756,61,20321,14091,1371,2306,2553,61
zurb,zurb.com,2016-07,14330,9645,920,1720,2045,61,20321,14091,1371,2306,2553,61
zurb,zurb.com,2016-10,15671,10614,1039,1846,2172,61,20321,14091,1371,2306,2553,61
zurb,zurb.com,2017-01,18194,12423,1252,2190,2329,61,20321,14091,1371,2306,2553,61
zurb,zurb.com,2017-04,20321,14091,1371,2306,2553,61,20321,14091,1371,2306,2553,61
BVLC,"",2015-04,2823,2062,228,169,364,61,19785,14869,1319,932,2665,61
BVLC,"",2015-07,5219,3914,380,252,673,61,19785,14869,1319,932,2665,61
BVLC,"",2015-10,8185,6271,577,368,969,61,19785,14869,1319,932,2665,61
BVLC,"",2016-01,10075,7702,722,444,1207,61,19785,14869,1319,932,2665,61
BVLC,"",2016-04,12357,9373,871,595,1518,61,19785,14869,1319,932,2665,61
BVLC,"",2016-07,14821,11240,1009,695,1877,61,19785,14869,1319,932,2665,61
BVLC,"",2016-10,16512,12462,1109,765,2176,61,19785,14869,1319,932,2665,61
BVLC,"",2017-01,18113,13642,1211,827,2433,61,19785,14869,1319,932,2665,61
BVLC,"",2017-04,19785,14869,1319,932,2665,61,19785,14869,1319,932,2665,61
sympy,"",2015-04,3218,2514,298,186,220,60,22149,17462,2051,1084,1552,60
sympy,"",2015-07,6107,4857,522,347,381,60,22149,17462,2051,1084,1552,60
sympy,"",2015-10,8429,6673,737,490,529,60,22149,17462,2051,1084,1552,60
sympy,"",2016-01,10586,8349,945,596,696,60,22149,17462,2051,1084,1552,60
